Advanced Calibration Data,,,,,,,,,,,
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7, coef 8, coef 9
154,2015-04-02 04:15:00,6.75,26.530901,13.055903,10.49,6.15,,,,,
155,2015-04-02 04:30:00,6.75,26.531483,13.055903,10.58,6.19,,,,,
156,2015-04-02 04:45:00,6.75,26.531218,13.055903,10.66,6.23,,,,,
157,2015-04-02 05:00:00,6.75,26.53359,13.026095,10.619999,6.24,,,,,
158,2015-04-02 05:15:00,6.75,26.528578,13.055903,10.629999,6.27,,,,,
159,2015-04-02 05:30:00,6.75,26.527788,13.026095,10.669998,6.28,,,,,
160,2015-04-02 05:45:00,6.75,26.534964,13.026095,10.689999,6.28,,,,,
161,2015-04-02 06:00:00,6.75,26.540398,12.996287,10.709999,6.299999,,,,,
162,2015-04-02 06:15:00,6.75,26.539501,12.996287,10.74,6.309999,,,,,
163,2015-04-02 06:30:00,6.8125,26.542923,13.026095,10.75,6.309999,,,,,
164,2015-04-02 06:45:00,6.8125,26.546299,13.026095,10.799999,6.32,,,,,
165,2015-04-02 07:00:00,6.8125,26.544558,12.936671,10.779999,6.259999,,,,,
166,2015-04-02 07:15:00,7.875,26.549534,12.877055,10.449999,6.24,,,,,
167,2015-04-02 07:30:00,6.875,26.547823,13.055903,10.32,6.11,,,,,
168,2015-04-02 07:45:00,6.8125,26.553001,13.234752,10.269999,6.07,,,,,
169,2015-04-02 08:00:00,6.8125,26.552843,13.324175,10.209999,6.07,,,,,
170,2015-04-02 08:15:00,7.9375,26.551788,13.264559,10.25,6.209999,,,,,
171,2015-04-02 08:30:00,6.875,26.552149,13.890528,10.349998,6.139999,,,,,
172,2015-04-02 08:45:00,6.8125,26.549891,13.950144,10.389999,6.099999,,,,,
173,2015-04-02 09:00:00,6.75,26.552324,13.979951,10.33,6.08,,,,,
174,2015-04-02 09:15:00,6.6875,26.551645,13.950144,10.309999,6.08,,,,,
175,2015-04-02 09:30:00,6.6875,26.546265,13.950144,10.349998,6.11,,,,,
176,2015-04-02 09:45:00,6.75,26.551956,13.950144,10.16,6.12,,,,,
177,2015-04-02 10:00:00,6.75,26.543827,13.950144,10.25,6.169999,,,,,
178,2015-04-02 10:15:00,6.75,26.542459,13.950144,10.469999,6.209999,,,,,
179,2015-04-02 10:30:00,6.75,26.539343,13.950144,10.48,6.209999,,,,,
180,2015-04-02 10:45:00,6.75,26.536495,13.741487,10.379999,6.219999,,,,,
181,2015-04-02 11:00:00,6.75,26.531218,13.681871,10.459999,6.209999,,,,,
182,2015-04-02 11:15:00,6.75,26.529846,13.920335,10.459999,6.219999,,,,,
183,2015-04-02 11:30:00,6.8125,26.528463,13.979951,10.4,6.219999,,,,,
184,2015-04-02 11:45:00,6.8125,26.521603,13.950144,10.5,6.209999,,,,,
185,2015-04-02 12:00:00,6.8125,26.517754,13.950144,10.58,6.23,,,,,
186,2015-04-02 12:15:00,6.8125,26.514797,13.950144,10.629999,6.24,,,,,
187,2015-04-02 12:30:00,6.875,26.515636,13.950144,10.619999,6.259999,,,,,
188,2015-04-02 12:45:00,6.8125,26.508415,13.950144,10.49,6.16,,,,,
189,2015-04-02 13:00:00,6.8125,26.502766,13.950144,10.419998,6.16,,,,,
190,2015-04-02 13:15:00,6.8125,26.49802,13.979951,10.439999,6.179999,,,,,
191,2015-04-02 13:30:00,6.8125,26.497229,13.950144,10.469999,6.139999,,,,,
192,2015-04-02 13:45:00,6.75,26.497499,13.979951,10.389999,6.15,,,,,
193,2015-04-02 14:00:00,6.75,26.491379,13.950144,10.389999,6.24,,,,,
194,2015-04-02 14:15:00,6.8125,26.48794,13.950144,10.58,6.219999,,,,,
195,2015-04-02 14:30:00,6.8125,26.488363,13.950144,10.519999,6.139999,,,,,
196,2015-04-02 14:45:00,6.8125,26.482189,13.950144,10.279999,6.12,,,,,
197,2015-04-02 15:00:00,6.75,26.478661,13.950144,10.24,6.179999,,,,,
198,2015-04-02 15:15:00,6.8125,26.468365,13.979951,10.339998,6.19,,,,,
199,2015-04-02 15:30:00,6.8125,26.469418,13.979951,10.2,6.12,,,,,
200,2015-04-02 15:45:00,6.75,26.465788,13.950144,10.139999,6.12,,,,,
201,2015-04-02 16:00:00,6.75,26.463516,13.950144,10.15,6.209999,,,,,
202,2015-04-02 16:15:00,8,26.458084,13.979951,10.5,6.27,,,,,
203,2015-04-02 16:30:00,6.875,26.458067,13.950144,10.209999,6.12,,,,,
204,2015-04-02 16:45:00,6.875,26.45923,13.950144,10.169999,6.2,,,,,
205,2015-04-02 17:00:00,6.8125,26.453377,13.979951,10.549999,6.24,,,,,
206,2015-04-02 17:15:00,6.75,26.454966,13.950144,10.539999,6.27,,,,,
207,2015-04-02 17:30:00,6.8125,26.450525,13.950144,10.66,6.309999,,,,,
208,2015-04-02 17:45:00,6.8125,26.4576,13.979951,10.449999,6.099999,,,,,
209,2015-04-02 18:00:00,6.75,26.455864,13.950144,10.049999,6.129999,,,,,
210,2015-04-02 18:15:00,6.75,26.447001,13.979951,10.19,6.089999,,,,,
211,2015-04-02 18:30:00,6.6875,26.444319,13.950144,10.099999,6.07,,,,,
212,2015-04-02 18:45:00,6.75,26.453703,13.801103,10.12,6.08,,,,,
213,2015-04-02 19:00:00,6.75,26.452702,13.622255,10.15,6.15,,,,,
214,2015-04-02 19:15:00,6.75,26.456974,13.503023,10.369999,6.129999,,,,,
215,2015-04-02 19:30:00,6.6875,26.462313,13.383791,10.279999,6.15,,,,,
216,2015-04-02 19:45:00,6.75,26.464254,13.324175,10.4,6.19,,,,,
217,2015-04-02 20:00:00,6.75,26.466473,13.234752,10.4,6.16,,,,,
218,2015-04-02 20:15:00,6.75,26.466154,13.234752,10.449999,6.23,,,,,
219,2015-04-02 20:30:00,6.75,26.468056,13.204943,10.58,6.259999,,,,,
220,2015-04-02 20:45:00,6.75,26.467422,13.204943,10.599998,6.27,,,,,
221,2015-04-02 21:00:00,6.75,26.462671,13.204943,10.609999,6.259999,,,,,
222,2015-04-02 21:15:00,6.75,26.464464,13.175136,10.629999,6.32,,,,,
223,2015-04-02 21:30:00,6.8125,26.466516,13.175136,10.619999,6.29,,,,,
224,2015-04-02 21:45:00,6.8125,26.461241,13.175136,10.509998,6.27,,,,,
225,2015-04-02 22:00:00,6.8125,26.461031,13.145327,10.5,6.27,,,,,
226,2015-04-02 22:15:00,6.8125,26.462347,13.175136,10.619999,6.259999,,,,,
227,2015-04-02 22:30:00,6.8125,26.462452,13.145327,10.359999,6.12,,,,,
228,2015-04-02 22:45:00,6.6875,26.462048,13.145327,10.16,6.129999,,,,,
229,2015-04-02 23:00:00,6.6875,26.459831,13.11552,10.309999,6.179999,,,,,
230,2015-04-02 23:15:00,6.75,26.458029,13.145327,10.369999,6.19,,,,,
231,2015-04-02 23:30:00,6.8125,26.459127,13.145327,10.419998,6.24,,,,,
232,2015-04-02 23:45:00,6.75,26.458397,13.145327,10.469999,6.259999,,,,,
233,2015-04-03 00:00:00,6.8125,26.457176,13.145327,10.5,6.309999,,,,,
234,2015-04-03 00:15:00,6.875,26.450943,13.145327,10.599998,6.309999,,,,,
235,2015-04-03 00:30:00,6.8125,26.448839,13.145327,10.49,6.209999,,,,,
236,2015-04-03 00:45:00,6.75,26.445208,13.11552,10.299999,6.179999,,,,,
237,2015-04-03 01:00:00,6.8125,26.4433,13.11552,10.059999,6.099999,,,,,
238,2015-04-03 01:15:00,6.75,26.442196,13.11552,10.02,6.089999,,,,,
239,2015-04-03 01:30:00,6.6875,26.439514,13.145327,10.049999,6.07,,,,,
240,2015-04-03 01:45:00,6.75,26.437662,13.145327,10.07,6.089999,,,,,
241,2015-04-03 02:00:00,6.75,26.432331,13.085711,10.07,6.11,,,,,
242,2015-04-03 02:15:00,6.8125,26.426414,13.145327,10.139999,6.209999,,,,,
243,2015-04-03 02:30:00,6.8125,26.425039,13.085711,10.48,6.32,,,,,
244,2015-04-03 02:45:00,6.875,26.421236,13.145327,10.66,6.36,,,,,
245,2015-04-03 03:00:00,6.875,26.422237,13.11552,10.699999,6.349999,,,,,
246,2015-04-03 03:15:00,6.875,26.421711,13.11552,10.669998,6.349999,,,,,
247,2015-04-03 03:30:00,6.875,26.422079,13.11552,10.669998,6.33,,,,,
248,2015-04-03 03:45:00,6.875,26.414852,13.11552,10.519999,6.299999,,,,,
249,2015-04-03 04:00:00,6.875,26.412319,13.085711,10.519999,6.29,,,,,
250,2015-04-03 04:15:00,6.875,26.411263,13.085711,10.269999,6.209999,,,,,
251,2015-04-03 04:30:00,6.875,26.412951,13.085711,10.209999,6.16,,,,,
252,2015-04-03 04:45:00,6.875,26.416752,13.11552,10.099999,6.11,,,,,
253,2015-04-03 05:00:00,6.875,26.411318,13.085711,10.129999,6.12,,,,,
254,2015-04-03 05:15:00,6.875,26.411371,13.085711,10.23,6.15,,,,,
255,2015-04-03 05:30:00,6.875,26.415325,13.085711,10.299999,6.219999,,,,,
256,2015-04-03 05:45:00,6.875,26.410631,13.055903,10.4,6.23,,,,,
257,2015-04-03 06:00:00,6.875,26.411686,13.055903,10.339998,6.2,,,,,
258,2015-04-03 06:15:00,6.875,26.415169,13.055903,10.349998,6.23,,,,,
259,2015-04-03 06:30:00,6.875,26.417013,13.055903,10.33,6.169999,,,,,
260,2015-04-03 06:45:00,6.8125,26.411745,13.055903,10.179999,6.099999,,,,,
261,2015-04-03 07:00:00,6.75,26.41782,13.026095,10.049999,6.07,,,,,
262,2015-04-03 07:15:00,6.6875,26.418144,13.026095,10,6.08,,,,,
263,2015-04-03 07:30:00,6.6875,26.423052,13.055903,9.969999,6.099999,,,,,
264,2015-04-03 07:45:00,6.6875,26.421732,13.11552,9.879999,6.099999,,,,,
265,2015-04-03 08:00:00,6.75,26.420935,13.413599,9.86,6.179999,,,,,
266,2015-04-03 08:15:00,6.75,26.416395,13.950144,9.919999,6.23,,,,,
267,2015-04-03 08:30:00,6.8125,26.4128,13.950144,10.04,6.219999,,,,,
268,2015-04-03 08:45:00,6.8125,26.413115,13.950144,9.929999,6.179999,,,,,
269,2015-04-03 09:00:00,6.8125,26.419186,13.950144,9.87,6.219999,,,,,
270,2015-04-03 09:15:00,6.8125,26.412432,13.950144,10.23,6.259999,,,,,
271,2015-04-03 09:30:00,6.875,26.412582,13.950144,10.339998,6.27,,,,,
272,2015-04-03 09:45:00,6.875,26.412214,13.950144,10.419998,6.25,,,,,
273,2015-04-03 10:00:00,6.8125,26.417654,13.950144,10.4,6.23,,,,,
274,2015-04-03 10:15:00,6.8125,26.415594,13.950144,10.349998,6.23,,,,,
275,2015-04-03 10:30:00,6.8125,26.412748,13.950144,10.349998,6.19,,,,,
276,2015-04-03 10:45:00,6.75,26.413599,13.950144,10.23,6.169999,,,,,
277,2015-04-03 11:00:00,6.75,26.405581,13.950144,10.259998,6.2,,,,,
278,2015-04-03 11:15:00,6.75,26.40505,13.950144,10.379999,6.24,,,,,
279,2015-04-03 11:30:00,6.75,26.406425,13.950144,10.41,6.219999,,,,,
280,2015-04-03 11:45:00,6.75,26.407532,13.950144,10.219999,6.259999,,,,,
281,2015-04-03 12:00:00,6.8125,26.406097,13.979951,10.49,6.33,,,,,
282,2015-04-03 12:15:00,6.8125,26.403618,13.622255,10.619999,6.349999,,,,,
283,2015-04-03 12:30:00,6.8125,26.40383,13.562639,10.669998,6.349999,,,,,
284,2015-04-03 12:45:00,6.8125,26.406469,13.562639,10.57,6.28,,,,,
285,2015-04-03 13:00:00,6.875,26.407993,13.920335,10.169999,6.2,,,,,
286,2015-04-03 13:15:00,8.125,26.404669,13.950144,10.129999,6.33,,,,,
287,2015-04-03 13:30:00,6.9375,26.397219,13.532831,10.129999,6.24,,,,,
288,2015-04-03 13:45:00,6.8125,26.391113,13.473215,10.33,6.259999,,,,,
289,2015-04-03 14:00:00,6.8125,26.386997,13.950144,10.419998,6.27,,,,,
290,2015-04-03 14:15:00,6.8125,26.387314,13.979951,10.469999,6.27,,,,,
291,2015-04-03 14:30:00,6.8125,26.382881,13.950144,10.469999,6.29,,,,,
292,2015-04-03 14:45:00,6.8125,26.37945,13.950144,10.48,6.299999,,,,,
293,2015-04-03 15:00:00,6.8125,26.378082,13.979951,10.539999,6.309999,,,,,
294,2015-04-03 15:15:00,6.8125,26.376181,13.979951,10.349998,6.299999,,,,,
295,2015-04-03 15:30:00,6.8125,26.372011,13.950144,10.48,6.33,,,,,
