Reservoir,Site,DateTime,Depth_m,CH4_umolL,CO2_umolL
BVR,50,2021-09-21 10:33:00,9,478.7926151,715.3070134
BVR,50,2021-09-21 10:41:00,10,586.4938383,532.6606301
BVR,50,2021-09-21 10:41:00,10,676.9982706,623.9852397
BVR,50,2021-10-12 11:15:00,0.1,0.15421203,39.41755908
BVR,50,2021-10-12 11:15:00,0.1,0.391062972,46.6985341
BVR,50,2021-10-12 11:27:00,3,0.126326234,46.26878557
BVR,50,2021-10-12 11:27:00,3,0.725457861,46.96456583
BVR,50,2021-10-12 11:40:00,6,185.3271432,537.2018416
BVR,50,2021-10-12 11:40:00,6,190.8575104,547.495013
BVR,50,2021-10-12 11:53:00,9,551.7502008,753.7859309
BVR,50,2021-10-12 11:53:00,9,515.4240975,535.8281367
BVR,50,2021-10-12 12:02:00,10,726.1694609,480.9829668
BVR,50,2021-10-12 12:02:00,10,790.2280281,559.0164192
BVR,1.3,2021-10-12 13:46:00,0.1,1.079327678,354.4251482
BVR,1.3,2021-10-12 13:46:00,0.1,0.948864945,348.8954774
BVR,1.4,2021-10-12 13:50:00,0.1,15.07155481,62.30856006
BVR,1.4,2021-10-12 13:50:00,0.1,12.72968297,64.78332301
BVR,50,2021-10-26 11:25:00,0.1,0.746580091,0
BVR,50,2021-10-26 11:25:00,0.1,NA,NA
BVR,50,2021-10-26 11:40:00,3,0.382053956,59.49454563
BVR,50,2021-10-26 11:40:00,3,0.266901615,61.1299436
BVR,50,2021-10-26 12:01:00,6,0.250618263,31.30682023
BVR,50,2021-10-26 12:01:00,6,0.235878993,53.6451005
BVR,50,2021-10-26 12:14:00,9,755.1954152,1086.355297
BVR,50,2021-10-26 12:14:00,9,656.5299764,966.3411026
BVR,50,2021-10-26 12:30:00,10,585.436086,902.3673941
BVR,50,2021-10-26 12:30:00,10,641.80791,998.6359467
BVR,1.3,2021-11-09 09:39:00,0.1,0.736704668,133.208507
BVR,1.3,2021-11-09 09:39:00,0.1,0.805091413,123.2683778
BVR,1.2,2021-11-09 09:46:00,0.1,6.76E-04,160.8469151
BVR,1.2,2021-11-09 09:46:00,0.1,0.001404139,168.3895606
BVR,1.1,2021-11-09 09:52:00,0.1,0.049092842,172.6188297
BVR,1.1,2021-11-09 09:52:00,0.1,0.052161145,173.3192182
BVR,50,2021-11-09 10:32:00,0.1,0.042332176,60.36810196
BVR,50,2021-11-09 10:32:00,0.1,0.038795827,71.65513218
BVR,50,2021-11-09 10:46:00,3,0.043892329,66.96791677
BVR,50,2021-11-09 10:46:00,3,0.045660504,54.11848141
BVR,50,2021-11-09 12:00:00,6,0.035935545,60.26034988
BVR,50,2021-11-09 12:00:00,6,0.039887934,57.29716773
BVR,50,2021-11-09 11:12:00,9,0.816636552,73.1905993
BVR,50,2021-11-09 11:12:00,9,0.795210439,68.47644587
BVR,1.1,2021-11-09 14:53:00,0.1,1.988624155,490.0833909
BVR,1.1,2021-11-09 14:53:00,0.1,1.974166729,488.5209858
BVR,50,2021-11-22 10:04:00,0.1,0.145985785,41.3519523
BVR,50,2021-11-22 10:04:00,0.1,0.144425552,42.69892143
BVR,50,2021-11-22 10:10:00,3,0.14354142,35.85631825
BVR,50,2021-11-22 10:10:00,3,0.140108908,37.82289318
BVR,50,2021-11-22 10:13:00,6,0.124922642,35.39834874
BVR,50,2021-11-22 10:13:00,6,0.150458453,37.6343175
BVR,50,2021-11-22 10:18:00,9,0.122426269,35.47916689
BVR,50,2021-11-22 10:18:00,9,0.143957483,33.99750085
BVR,1.1,2021-11-22 11:30:00,0.1,0.052215792,171.0112008
BVR,1.1,2021-11-22 11:30:00,0.1,0.040306015,191.9969798
BVR,1.2,2021-11-22 11:33:00,0.1,0.003276489,146.1461506
BVR,1.2,2021-11-22 11:33:00,0.1,NA,NA
BVR,1.3,2021-11-22 11:35:00,0.1,0.949765732,134.3467011
BVR,1.3,2021-11-22 11:35:00,0.1,0.9428487,132.8111562
BVR,1.4,2021-11-22 11:36:00,0.1,1.268833346,42.94137587
BVR,1.4,2021-11-22 11:36:00,0.1,1.45990986,45.5275566
BVR,50,2021-12-06 09:57:00,0.1,0.098854334,23.79195457
BVR,50,2021-12-06 09:57:00,0.1,0.094231312,24.71937429
BVR,50,2021-12-06 10:02:00,3,0.086674142,23.75588767
BVR,50,2021-12-06 10:02:00,3,0.08640559,21.39083593
BVR,50,2021-12-06 10:10:00,6,0.153161634,30.9787142
BVR,50,2021-12-06 10:10:00,6,0.155875172,27.67662297
BVR,50,2021-12-06 10:18:00,9,0.283643346,38.36976496
BVR,50,2021-12-06 10:18:00,9,0.240518251,42.30920382
BVR,50,2022-01-26 13:25:00,0.1,0.129937211,29.25868034
BVR,50,2022-01-26 13:25:00,0.1,0.152062894,36.22106478
BVR,50,2022-01-26 13:32:00,3,0.110862892,26.6930871
BVR,50,2022-01-26 13:32:00,3,0.12956837,40.23068547
BVR,50,2022-01-26 13:40:00,6,0.135311743,32.06991549
BVR,50,2022-01-26 13:40:00,6,0.139158221,28.33069981
BVR,50,2022-01-26 13:50:00,9,0.117343945,23.22680688
BVR,50,2022-01-26 13:50:00,9,0.120821583,32.50661221
BVR,50,2022-02-24 10:02:00,0.1,0.024772668,41.37425793
BVR,50,2022-02-24 10:02:00,0.1,0.020617923,47.26565097
BVR,50,2022-02-24 10:14:00,3,0.023733982,300.5148475
BVR,50,2022-02-24 10:14:00,3,0.022903033,36.31680638
BVR,50,2022-02-24 10:30:00,6,0.028823544,39.14144687
BVR,50,2022-02-24 10:30:00,6,0.030173837,38.92623617
BVR,50,2022-02-24 10:43:00,9,0.032199275,41.99298871
BVR,50,2022-02-24 10:43:00,9,0.031212523,41.88538336
BVR,50,2022-03-22 12:14:00,0.1,0.029615057,327.9875932
BVR,50,2022-03-22 12:14:00,0.1,0.026730808,17.50120881
BVR,50,2022-03-22 12:30:00,3,0.021837885,21.66308164
BVR,50,2022-03-22 12:30:00,3,0.020859301,20.9427575
BVR,50,2022-03-22 12:40:00,6,0.045375418,35.16248966
BVR,50,2022-03-22 12:40:00,6,0.03556062,39.75363397
BVR,50,2022-03-22 13:01:00,9,0.33797218,79.10226239
BVR,50,2022-03-22 13:01:00,9,0.341835013,84.65142616
BVR,50,2022-04-12 15:23:00,0.1,0.128458244,15.26269582
BVR,50,2022-04-12 15:23:00,0.1,0.130141963,13.71605636
BVR,50,2022-04-12 15:34:00,3,0.129512085,6.550405486
BVR,50,2022-04-12 15:34:00,3,0.145585403,14.98099446
BVR,50,2022-04-12 15:48:00,6,0.142157682,29.77379597
BVR,50,2022-04-12 15:48:00,6,0.149255292,21.69667174
BVR,50,2022-04-12 15:56:00,9,0.245771388,94.34615464
BVR,50,2022-04-12 15:56:00,9,0.30523366,100.3611488
BVR,50,2022-05-02 11:26:00,0.1,0.21388165,12.52736801
BVR,50,2022-05-02 11:26:00,0.1,0.221856898,21.56746012
BVR,50,2022-05-02 11:32:00,3,0.184311088,14.78068474
BVR,50,2022-05-02 11:32:00,3,0.223669454,21.83571212
BVR,50,2022-05-02 11:39:00,6,0.061782278,78.94656113
BVR,50,2022-05-02 11:39:00,6,0.05536065,91.76900633
BVR,50,2022-05-02 11:48:00,9,0.030865245,245.8797755
BVR,50,2022-05-02 11:48:00,9,0.021854251,266.1059757
BVR,1.1,2022-05-02 13:18:00,0.1,0.015380835,85.17000733
BVR,1.1,2022-05-02 13:18:00,0.1,0.026100812,82.13875983
BVR,1.3,2022-05-02 13:22:00,0.1,0.186952241,144.1586203
BVR,1.3,2022-05-02 13:22:00,0.1,0.2398271,148.9871561
BVR,1.4,2022-05-02 13:25:00,0.1,2.656482595,22.58681769
BVR,1.4,2022-05-02 13:25:00,0.1,2.901902726,33.45102335
BVR,1.2,2022-05-02 13:30:00,0.1,0,179.8897856
BVR,1.2,2022-05-02 13:30:00,0.1,3.63E-04,157.4907443
BVR,40,2022-05-05 11:50:00,0.1,0.2423607,13.76087272
BVR,40,2022-05-05 11:50:00,0.1,0.264377953,12.87785247
BVR,40,2022-05-05 12:40:00,3,0.229512015,12.0551312
BVR,40,2022-05-05 12:40:00,3,0.23603864,8.549996903
BVR,40,2022-05-05 12:47:00,4,0.197704759,35.94002086
BVR,40,2022-05-05 12:47:00,4,0.180320119,37.91785343
BVR,40,2022-05-09 11:58:00,0.1,0.399243909,18.76325277
BVR,40,2022-05-09 11:58:00,0.1,0.458726454,28.35585684
BVR,40,2022-05-09 12:03:00,3,0.432342469,22.40211417
BVR,40,2022-05-09 12:03:00,3,0.606228553,26.27473641
BVR,40,2022-05-09 12:08:00,4,0.535656348,46.09059145
BVR,40,2022-05-09 12:08:00,4,NA,NA
BVR,50,2022-05-09 12:29:00,0.1,0.265283397,19.60604739
BVR,50,2022-05-09 12:29:00,0.1,0.345794082,21.44222608
BVR,50,2022-05-09 12:48:00,3,0.321557875,25.16993498
BVR,50,2022-05-09 12:48:00,3,0.345708491,13.37643832
BVR,50,2022-05-09 13:01:00,6,0.053182216,139.2966217
BVR,50,2022-05-09 13:01:00,6,0.047550832,153.5265282
BVR,50,2022-05-09 13:15:00,9,19.96622268,318.1046825
BVR,50,2022-05-09 13:15:00,9,14.90127629,331.0699414
BVR,40,2022-05-17 12:20:00,0.1,0.351064263,4.048790123
BVR,40,2022-05-17 12:20:00,0.1,0.378240426,5.416262283
BVR,40,2022-05-17 12:50:00,3,0.579758146,1.716043496
BVR,40,2022-05-17 12:50:00,3,0.597254418,1.018900826
BVR,40,2022-05-17 13:00:00,4,0.358828881,60.83910456
BVR,40,2022-05-17 13:00:00,4,0.374668702,81.72657148
BVR,50,2022-05-17 13:25:00,0.1,0.286980282,7.212745318
BVR,50,2022-05-17 13:25:00,0.1,0.297488399,4.129229662
BVR,50,2022-05-17 13:50:00,3,0.308203571,4.692306434
BVR,50,2022-05-17 13:50:00,3,0.396616689,4.826372332
BVR,50,2022-05-17 14:15:00,6,1.219614435,268.7753125
BVR,50,2022-05-17 14:15:00,6,0.985278263,259.3102601
BVR,50,2022-05-17 14:25:00,9,71.73539066,319.5862879
BVR,50,2022-05-17 14:25:00,9,74.46232451,318.6478266
BVR,40,2022-05-23 11:39:00,0.1,0.512783915,4.190964082
BVR,40,2022-05-23 11:39:00,0.1,0.482235748,4.567076243
BVR,40,2022-05-23 11:51:00,3,0.692961049,0.053730309
BVR,40,2022-05-23 11:51:00,3,0.67366747,2.982032135
BVR,40,2022-05-23 12:00:00,4,0.402883124,18.88620352
BVR,40,2022-05-23 12:00:00,4,0.463097762,19.47723692
BVR,50,2022-05-23 12:50:00,0.1,0.434676038,7.629703841
BVR,50,2022-05-23 12:50:00,0.1,0.49260864,0.483572779
BVR,50,2022-05-23 13:00:00,3,0.806440487,0
BVR,50,2022-05-23 13:00:00,3,0.802550652,0.913415249
BVR,50,2022-05-23 13:16:00,6,0.418857378,189.5067989
BVR,50,2022-05-23 13:16:00,6,0.396037016,195.255942
BVR,50,2022-05-23 13:28:00,9,94.56400295,371.5182198
BVR,50,2022-05-23 13:28:00,9,NA,NA
BVR,50,2022-05-31 01:00:00,0.1,0.213837952,0
BVR,50,2022-05-31 01:00:00,0.1,0.274046059,0
BVR,50,2022-05-31 01:00:00,1.6,0.298258561,0
BVR,50,2022-05-31 01:00:00,1.6,0.315656219,NA
BVR,40,2022-05-31 11:47:00,0.1,0.386217793,0
BVR,40,2022-05-31 11:47:00,0.1,0.476987568,1.923410715
BVR,40,2022-05-31 12:28:00,1.6,0.281860021,0
BVR,40,2022-05-31 12:28:00,1.6,0.302996972,0
BVR,40,2022-05-31 12:32:00,3,0.162755837,1.587504451
BVR,40,2022-05-31 12:32:00,3,0.173156848,0
BVR,50,2022-05-31 13:27:00,3,0.089097196,34.66371713
BVR,50,2022-05-31 13:27:00,3,0.180504755,42.4427705
BVR,50,2022-05-31 13:36:00,6,6.951491064,306.4617342
BVR,50,2022-05-31 13:36:00,6,9.092113304,305.7720011
BVR,50,2022-05-31 13:46:00,9,163.1929281,532.4242217
BVR,50,2022-05-31 13:46:00,9,177.3420799,483.383727
BVR,40,2022-06-07 11:22:00,0.1,0.61836993,0
BVR,40,2022-06-07 11:22:00,0.1,0.680820306,0
BVR,40,2022-06-07 11:28:00,3,0.332986555,24.2296511
BVR,40,2022-06-07 11:28:00,3,0.320405628,28.91826191
BVR,40,2022-06-07 11:40:00,4,0.152145155,241.9925311
BVR,40,2022-06-07 11:40:00,4,0.12988374,248.6467053
BVR,50,2022-06-07 12:13:00,0.1,0.55858717,0
BVR,50,2022-06-07 12:13:00,0.1,0.556030656,0
BVR,50,2022-06-07 12:26:00,3,1.058705532,13.12142136
BVR,50,2022-06-07 12:26:00,3,0.327927602,12.17979281
BVR,50,2022-06-07 12:34:00,6,22.00753793,277.2246281
BVR,50,2022-06-07 12:34:00,6,27.47819507,266.0509244
BVR,50,2022-06-07 12:48:00,9,227.3684729,329.0711442
BVR,50,2022-06-07 12:48:00,9,222.0953984,476.1615729
BVR,40,2022-06-13 11:48:00,0.1,0.418679456,0
BVR,40,2022-06-13 11:48:00,0.1,0.462297787,0
BVR,40,2022-06-13 11:58:00,3,0.490314335,41.61413185
BVR,40,2022-06-13 11:58:00,3,0.458525754,59.37485083
BVR,40,2022-06-13 12:05:00,4,1.280443188,163.2729395
BVR,40,2022-06-13 12:05:00,4,0.92275381,162.8955762
BVR,50,2022-06-13 13:00:00,0.1,0.764013793,0
BVR,50,2022-06-13 13:00:00,0.1,0.427526936,0
BVR,50,2022-06-13 13:08:00,3,0.539178929,13.80945164
BVR,50,2022-06-13 13:08:00,3,0.238583268,12.43289763
BVR,50,2022-06-13 13:18:00,6,87.16719482,307.7994154
BVR,50,2022-06-13 13:18:00,6,91.37320164,292.5003774
BVR,50,2022-06-13 13:37:00,8,228.11576,396.4402548
BVR,50,2022-06-13 13:37:00,8,251.7377164,492.9493394
BVR,40,2022-06-20 12:00:00,0.1,0.275814276,0
BVR,40,2022-06-20 12:00:00,0.1,0.284097745,0
BVR,40,2022-06-20 12:12:00,3,0.304798692,0.045438889
BVR,40,2022-06-20 12:12:00,3,0.293426698,0
BVR,40,2022-06-20 12:25:00,2,1.371743319,0.836081392
BVR,40,2022-06-20 12:25:00,2,0.49724099,20.91665348
BVR,50,2022-06-20 13:05:00,0.1,0.285574452,0
BVR,50,2022-06-20 13:05:00,0.1,0.294809168,0
BVR,50,2022-06-20 13:05:00,3,0.195279485,0
BVR,50,2022-06-20 13:05:00,3,NA,NA
BVR,50,2022-06-20 13:15:00,6,87.90698281,447.3192981
BVR,50,2022-06-20 13:15:00,6,NA,NA
BVR,50,2022-06-20 13:30:00,8,210.1614314,553.9071423
BVR,50,2022-06-20 13:30:00,8,NA,NA
BVR,50,2022-06-27 01:00:00,0.1,0.613281748,0
BVR,50,2022-06-27 01:00:00,0.1,0.585229255,0
BVR,50,2022-06-27 01:00:00,3,0.203319144,37.40075355
BVR,50,2022-06-27 01:00:00,3,0.189370566,33.56424018
BVR,50,2022-06-27 01:00:00,6,155.7823396,337.2904597
BVR,50,2022-06-27 01:00:00,6,152.7877277,382.1444073
BVR,50,2022-06-27 01:00:00,8,250.5759409,412.0376095
BVR,50,2022-06-27 01:00:00,8,252.7920876,347.5573406
BVR,40,2022-07-05 11:34:00,0.1,0.722187179,0
BVR,40,2022-07-05 11:34:00,0.1,NA,NA
BVR,40,2022-07-05 11:44:00,3,17.91997557,140.2021918
BVR,40,2022-07-05 11:44:00,3,14.58912841,165.4070954
BVR,50,2022-07-05 12:59:00,0.1,1.053580247,0
BVR,50,2022-07-05 12:59:00,0.1,1.05319604,0
BVR,50,2022-07-05 13:10:00,3,3.5963913,108.9952539
BVR,50,2022-07-05 13:10:00,3,2.174589302,131.5313359
BVR,50,2022-07-05 13:20:00,6,188.7836545,273.8811963
BVR,50,2022-07-05 13:20:00,6,237.7210175,447.5495358
BVR,50,2022-07-05 13:30:00,8,335.147391,398.7301297
BVR,50,2022-07-05 13:30:00,8,NA,NA
BVR,40,2022-07-11 11:26:00,0.1,0.359740448,86.01273978
BVR,40,2022-07-11 11:26:00,0.1,0.418226099,95.27660565
BVR,40,2022-07-11 11:36:00,3,9.775169431,200.153967
BVR,40,2022-07-11 11:36:00,3,7.845260402,209.3533977
BVR,50,2022-07-11 12:05:00,0.1,0.503604389,79.6780957
BVR,50,2022-07-11 12:05:00,0.1,0.416427202,75.77264477
BVR,50,2022-07-11 12:20:00,3,1.347441053,166.674186
BVR,50,2022-07-11 12:20:00,3,2.123747482,181.0802097
BVR,50,2022-07-11 12:31:00,6,175.8872326,416.5881206
BVR,50,2022-07-11 12:31:00,6,173.8698678,484.344801
BVR,50,2022-07-11 12:40:00,8,314.3442413,364.7073586
BVR,50,2022-07-11 12:40:00,8,323.2163038,619.4404126
BVR,40,2022-07-18 11:23:00,0.1,1.25763785,54.22302998
BVR,40,2022-07-18 11:23:00,0.1,0.863409567,42.39698436
BVR,40,2022-07-18 11:38:00,3,0.627418303,157.6842381
BVR,40,2022-07-18 11:38:00,3,0.49365216,162.7120223
BVR,50,2022-07-18 12:06:00,0.1,0.735116704,46.52345025
BVR,50,2022-07-18 12:06:00,0.1,0.753509788,53.31188055
BVR,50,2022-07-18 12:31:00,3,0.081954247,159.4326918
BVR,50,2022-07-18 12:31:00,3,0.074520971,155.3274049
BVR,50,2022-07-18 12:46:00,6,171.3534329,430.6480722
BVR,50,2022-07-18 12:46:00,6,210.0023334,386.866345
BVR,50,2022-07-18 12:54:00,8,318.1228524,618.3206825
BVR,50,2022-07-18 12:54:00,8,361.0132319,664.2979223
BVR,50,2022-08-01 11:28:00,0.1,0.546560316,4.228488133
BVR,50,2022-08-01 11:28:00,0.1,0.878134097,5.18656426
BVR,50,2022-08-01 11:30:00,3,0.183068822,87.1916449
BVR,50,2022-08-01 11:30:00,3,0.217399869,81.0928832
BVR,50,2022-08-01 11:48:00,6,235.7193437,472.887545
BVR,50,2022-08-01 11:48:00,6,250.0028799,378.6063666
BVR,50,2022-08-01 11:58:00,8,389.195563,777.6023767
BVR,50,2022-08-01 11:58:00,8,454.7540309,526.1951168
BVR,50,2022-08-08 11:08:00,0.1,0.282205751,3.966465068
BVR,50,2022-08-08 11:08:00,0.1,0.370243965,8.906584662
BVR,50,2022-08-08 11:16:00,3,0.041718078,135.6446721
BVR,50,2022-08-08 11:16:00,3,0.022599711,107.947448
BVR,50,2022-08-08 11:24:00,6,247.2917881,535.1221924
BVR,50,2022-08-08 11:24:00,6,224.9538467,614.0048063
BVR,50,2022-08-08 11:32:00,8,296.1095882,697.243618
BVR,50,2022-08-08 11:32:00,8,301.9878597,662.1658499
BVR,50,2022-08-18 11:12:00,0.1,0.031365122,18.96842801
BVR,50,2022-08-18 11:12:00,0.1,0.043928707,29.21409702
BVR,50,2022-08-18 11:18:00,3,0.21839666,131.7844234
BVR,50,2022-08-18 11:18:00,3,0.143988532,131.4829259
BVR,50,2022-08-18 11:35:00,6,291.5062172,457.4704381
BVR,50,2022-08-18 11:35:00,6,274.4544298,522.64341
BVR,50,2022-08-18 11:47:00,7,471.2452199,490.8177874
BVR,50,2022-08-18 11:47:00,7,481.380956,395.1749643
BVR,50,2022-08-22 11:30:00,0.1,0.143878346,30.27368731
BVR,50,2022-08-22 11:30:00,0.1,0.081712809,27.20039969
BVR,50,2022-08-22 11:39:00,3,0.097818761,156.2090793
BVR,50,2022-08-22 11:39:00,3,0.055589964,160.655201
BVR,50,2022-08-22 12:00:00,6,418.6237359,637.4305691
BVR,50,2022-08-22 12:00:00,6,489.9488108,651.2902373
BVR,50,2022-08-22 12:14:00,7,499.0252594,544.6972947
BVR,50,2022-08-22 12:14:00,7,511.3615373,790.5118503
BVR,50,2022-09-05 11:15:00,0.1,0.544519105,25.58681682
BVR,50,2022-09-05 11:15:00,0.1,0.521211777,29.12835939
BVR,50,2022-09-05 11:22:00,3,0.710937576,109.4558885
BVR,50,2022-09-05 11:22:00,3,0.30414816,110.4176824
BVR,50,2022-09-05 11:26:00,6,370.6500109,534.270666
BVR,50,2022-09-05 11:26:00,6,352.1073916,541.31374
BVR,50,2022-09-05 11:30:00,7,563.8087594,585.1417116
BVR,50,2022-09-05 11:30:00,7,638.4303488,700.6936194
BVR,50,2022-09-20 11:02:00,0.1,0.445345098,0
BVR,50,2022-09-20 11:02:00,0.1,0.743114504,0
BVR,50,2022-09-20 11:07:00,3,0.415224461,24.87891003
BVR,50,2022-09-20 11:07:00,3,0.443127508,26.01254253
BVR,50,2022-09-20 11:12:00,6,314.7348607,589.9512814
BVR,50,2022-09-20 11:12:00,6,356.3501036,585.468437
BVR,50,2022-09-20 11:20:00,7,699.7600161,635.2089486
BVR,50,2022-09-20 11:20:00,7,713.7068495,517.6328464
BVR,50,2022-10-11 12:00:00,0.1,0.158567048,93.44241546
BVR,50,2022-10-11 12:00:00,0.1,0.146758342,78.87667017
BVR,50,2022-10-11 12:10:00,3,0.173408732,92.87430941
BVR,50,2022-10-11 12:10:00,3,0.803771715,89.31090562
BVR,50,2022-10-11 12:15:00,6,42.74554801,333.148318
BVR,50,2022-10-11 12:15:00,6,35.02285993,339.0070077
BVR,50,2022-10-11 12:26:00,7,326.9059829,640.0272789
BVR,50,2022-10-11 12:26:00,7,294.9408724,638.2523771
BVR,50,2022-10-24 11:53:00,0.1,0.136984247,64.85331682
BVR,50,2022-10-24 11:53:00,0.1,0.144225601,72.58816243
BVR,50,2022-10-24 12:00:00,3,0.167894853,67.46696421
BVR,50,2022-10-24 12:00:00,3,0.098639794,90.26803081
BVR,50,2022-10-24 12:10:00,6,0.064259091,93.02250495
BVR,50,2022-10-24 12:10:00,6,0.047206136,91.38534847
BVR,50,2022-10-24 12:21:00,7,0.168527612,170.9135653
BVR,50,2022-10-24 12:21:00,7,0.648237249,167.6560995
BVR,50,2022-11-08 10:05:00,0.1,0.206188388,17.83159786
BVR,50,2022-11-08 10:05:00,0.1,0.28992667,20.62156758
BVR,50,2022-11-08 10:25:00,3,0.097454583,108.2045667
BVR,50,2022-11-08 10:25:00,3,0.106474825,100.713895
BVR,50,2022-11-08 10:35:00,6,5.244281144,304.1956935
BVR,50,2022-11-08 10:35:00,6,1.180798838,290.7177243
BVR,50,2022-11-08 10:40:00,7,4.710510901,290.7010179
BVR,50,2022-11-08 10:40:00,7,3.32511457,302.5593992
BVR,50,2022-11-16 10:23:00,0.1,0.049245908,68.34112044
BVR,50,2022-11-16 10:23:00,0.1,0.043127535,70.76617658
BVR,50,2022-11-16 10:35:00,3,0.037715584,72.08832383
BVR,50,2022-11-16 10:35:00,3,0.043114306,71.84694184
BVR,50,2022-11-16 10:45:00,6,0.038703191,74.60621995
BVR,50,2022-11-16 10:45:00,6,0.045843874,59.3134087
BVR,50,2022-11-16 10:54:00,8,0.045007723,60.83932281
BVR,50,2022-11-16 10:54:00,8,0.046359193,54.15306491
BVR,50,2022-11-28 09:49:00,0.1,0.167808788,52.76134912
BVR,50,2022-11-28 09:49:00,0.1,0.173180352,47.21292281
BVR,50,2022-11-28 09:56:00,3,0.162058593,48.89760995
BVR,50,2022-11-28 09:56:00,3,0.160227281,50.23192595
BVR,50,2022-11-28 10:05:00,6,0.161863254,43.94326849
BVR,50,2022-11-28 10:05:00,6,0.167332664,46.25098207
BVR,50,2022-11-28 10:15:00,8,0.160154028,52.1331893
BVR,50,2022-11-28 10:15:00,8,0.17313152,53.52845853
FCR,50,2015-03-31 12:00:00,0.1,0.067583484,8.824011711
FCR,50,2015-03-31 12:00:00,0.1,NA,NA
FCR,50,2015-03-31 12:00:00,1.6,0.069565417,9.530102037
FCR,50,2015-03-31 12:00:00,1.6,NA,NA
FCR,50,2015-03-31 12:00:00,3.8,0.072427429,15.09666354
FCR,50,2015-03-31 12:00:00,3.8,NA,NA
FCR,50,2015-03-31 12:00:00,5,0.06799593,16.80452257
FCR,50,2015-03-31 12:00:00,5,NA,NA
FCR,50,2015-03-31 12:00:00,6.2,0.060762289,17.45537934
FCR,50,2015-03-31 12:00:00,6.2,NA,NA
FCR,50,2015-03-31 12:00:00,8,0.023887925,44.39053736
FCR,50,2015-03-31 12:00:00,8,NA,NA
FCR,50,2015-03-31 12:00:00,9,0.033123988,43.62333863
FCR,50,2015-03-31 12:00:00,9,NA,NA
FCR,100,2015-03-31 12:00:00,0.1,0.007076873,NA
FCR,100,2015-03-31 12:00:00,0.1,NA,NA
FCR,50,2015-04-07 12:00:00,0.1,0.006145841,9.855854077
FCR,50,2015-04-07 12:00:00,0.1,NA,NA
FCR,50,2015-04-07 12:00:00,1.6,0.103644874,11.99650889
FCR,50,2015-04-07 12:00:00,1.6,NA,NA
FCR,50,2015-04-07 12:00:00,3.8,0.124898943,15.85494329
FCR,50,2015-04-07 12:00:00,3.8,NA,NA
FCR,50,2015-04-07 12:00:00,5,0.044343269,18.4775959
FCR,50,2015-04-07 12:00:00,5,NA,NA
FCR,50,2015-04-07 12:00:00,6.2,0.027104599,48.09460188
FCR,50,2015-04-07 12:00:00,6.2,NA,NA
FCR,50,2015-04-07 12:00:00,8,0.022061956,46.58324216
FCR,50,2015-04-07 12:00:00,8,NA,NA
FCR,50,2015-04-07 12:00:00,9,0.036024573,45.82377887
FCR,50,2015-04-07 12:00:00,9,NA,NA
FCR,50,2015-04-13 12:00:00,0.1,0.179576596,24.58656451
FCR,50,2015-04-13 12:00:00,0.1,NA,NA
FCR,50,2015-04-13 12:00:00,1.6,0.193236302,13.28851214
FCR,50,2015-04-13 12:00:00,1.6,NA,NA
FCR,50,2015-04-13 12:00:00,3.8,0.096140334,17.9222348
FCR,50,2015-04-13 12:00:00,3.8,NA,NA
FCR,50,2015-04-13 12:00:00,5,0.036708328,25.94194966
FCR,50,2015-04-13 12:00:00,5,NA,NA
FCR,50,2015-04-13 12:00:00,6.2,0.041555333,35.69936501
FCR,50,2015-04-13 12:00:00,6.2,NA,NA
FCR,50,2015-04-13 12:00:00,8,0.05719717,46.08993002
FCR,50,2015-04-13 12:00:00,8,NA,NA
FCR,50,2015-04-13 12:00:00,9,0.064962983,51.36123556
FCR,50,2015-04-13 12:00:00,9,NA,NA
FCR,100,2015-04-13 12:00:00,0.1,0.007237602,10.13239256
FCR,100,2015-04-13 12:00:00,0.1,NA,NA
FCR,50,2015-04-21 12:00:00,0.1,0.241003561,12.2583711
FCR,50,2015-04-21 12:00:00,0.1,NA,NA
FCR,50,2015-04-21 12:00:00,1.6,0.254142066,15.22438777
FCR,50,2015-04-21 12:00:00,1.6,0.251932894,9.393853738
FCR,50,2015-04-21 12:00:00,3.8,0.10825436,25.35282938
FCR,50,2015-04-21 12:00:00,3.8,0.0917204,28.58509165
FCR,50,2015-04-21 12:00:00,5,0.089833521,34.02764777
FCR,50,2015-04-21 12:00:00,5,0.089760375,31.48732848
FCR,50,2015-04-21 12:00:00,6.2,0.127363998,NA
FCR,50,2015-04-21 12:00:00,6.2,NA,NA
FCR,50,2015-04-21 12:00:00,8,0.132321369,48.67306654
FCR,50,2015-04-21 12:00:00,8,0.149996723,48.04093002
FCR,50,2015-04-21 12:00:00,9,0.114057396,53.0046861
FCR,50,2015-04-21 12:00:00,9,0.11450917,50.16769831
FCR,100,2015-04-21 12:00:00,0.1,0.008454873,14.70757962
FCR,100,2015-04-21 12:00:00,0.1,0.009550961,19.32148459
FCR,50,2015-04-28 12:00:00,0.1,0.162916661,16.98229371
FCR,50,2015-04-28 12:00:00,0.1,0.160752807,19.43196907
FCR,50,2015-04-28 12:00:00,1.6,0.173374622,13.36712252
FCR,50,2015-04-28 12:00:00,1.6,0.176715776,23.85448942
FCR,50,2015-04-28 12:00:00,3.8,0.176832465,13.11805644
FCR,50,2015-04-28 12:00:00,3.8,0.174483673,15.96417556
FCR,50,2015-04-28 12:00:00,5,0.044909432,46.01534015
