Reservoir,Site,DateTime,Depth_m,CH4_umolL,CO2_umolL
BVR,50,2016-05-26 12:00:00,6,0.229266229,23.82680444
BVR,50,2016-05-26 12:00:00,9,12.54049148,119.0189327
BVR,50,2016-05-26 12:00:00,9,10.34022443,137.0313715
BVR,50,2016-05-26 12:00:00,11,29.38056509,NA
BVR,50,2016-05-26 12:00:00,11,NA,NA
BVR,1.1,2016-05-29 12:00:00,0.1,164.1307197,245.5020174
BVR,1.1,2016-05-29 12:00:00,0.1,168.9301457,266.0551435
BVR,50,2016-05-29 12:00:00,0.1,0.400210854,12.46502002
BVR,50,2016-05-29 12:00:00,0.1,0.347945265,20.06017656
BVR,50,2016-05-29 12:00:00,3,0.283932093,12.48124814
BVR,50,2016-05-29 12:00:00,3,0.267196982,12.75721957
BVR,50,2016-05-29 12:00:00,6,0.088029196,26.26124197
BVR,50,2016-05-29 12:00:00,6,0.09622335,26.61287567
BVR,50,2016-05-29 12:00:00,9,0.581889162,NA
BVR,50,2016-05-29 12:00:00,9,NA,NA
BVR,50,2016-05-29 12:00:00,11,30.87707623,174.3955252
BVR,50,2016-05-29 12:00:00,11,32.36098968,135.9043952
BVR,1.1,2016-05-31 12:00:00,0.1,149.0656109,323.7718611
BVR,1.1,2016-05-31 12:00:00,0.1,160.5791171,440.0850114
BVR,50,2016-05-31 12:00:00,0.1,0.192962702,13.4647539
BVR,50,2016-05-31 12:00:00,0.1,0.248742244,10.97740835
BVR,50,2016-05-31 12:00:00,3,0.403327459,13.36886102
BVR,50,2016-05-31 12:00:00,3,0.383304512,11.55032762
BVR,50,2016-05-31 12:00:00,6,0.086266654,30.30622399
BVR,50,2016-05-31 12:00:00,6,0.09053518,27.40276676
BVR,50,2016-05-31 12:00:00,9,0.18578343,74.55547052
BVR,50,2016-05-31 12:00:00,9,NA,NA
BVR,50,2016-05-31 12:00:00,11,NA,125.8585502
BVR,50,2016-05-31 12:00:00,11,NA,100.0993067
BVR,1.1,2016-06-02 12:00:00,0.1,152.8134037,342.1117297
BVR,1.1,2016-06-02 12:00:00,0.1,155.6060147,354.3069922
BVR,50,2016-06-02 12:00:00,0.1,0.661574788,14.86724781
BVR,50,2016-06-02 12:00:00,0.1,0.536307456,15.39741709
BVR,50,2016-06-02 12:00:00,3,0.365107002,12.80867898
BVR,50,2016-06-02 12:00:00,3,0.369535982,11.90483016
BVR,50,2016-06-02 12:00:00,6,0.086136459,34.0489686
BVR,50,2016-06-02 12:00:00,6,0.096318801,30.70236016
BVR,50,2016-06-02 12:00:00,9,5.915601192,125.3502692
BVR,50,2016-06-02 12:00:00,9,6.422408377,129.9951089
BVR,50,2016-06-02 12:00:00,11,36.87131607,136.9721905
BVR,50,2016-06-02 12:00:00,11,38.58437607,140.949406
BVR,1.1,2016-06-09 12:00:00,0.1,88.55709657,291.7697519
BVR,1.1,2016-06-09 12:00:00,0.1,91.65824652,389.4767245
BVR,50,2016-06-09 12:00:00,0.1,0.292175866,14.16637179
BVR,50,2016-06-09 12:00:00,0.1,0.21079377,17.98167451
BVR,50,2016-06-09 12:00:00,3,0.351525737,12.61615126
BVR,50,2016-06-09 12:00:00,3,0.324177929,10.99134783
BVR,50,2016-06-09 12:00:00,6,NA,32.60971733
BVR,50,2016-06-09 12:00:00,6,NA,NA
BVR,50,2016-06-09 12:00:00,9,6.294814077,99.6628206
BVR,50,2016-06-09 12:00:00,9,4.277078692,91.69124225
BVR,50,2016-06-09 12:00:00,11,NA,NA
BVR,50,2016-06-09 12:00:00,11,NA,NA
BVR,1.1,2016-06-23 12:00:00,0.1,32.18456311,15.78596913
BVR,1.1,2016-06-23 12:00:00,0.1,31.95585025,14.87172897
BVR,50,2016-06-23 12:00:00,0.1,1.334926055,12.39006118
BVR,50,2016-06-23 12:00:00,0.1,1.393316204,12.93190379
BVR,50,2016-06-23 12:00:00,3,1.003043696,12.13868598
BVR,50,2016-06-23 12:00:00,3,1.042254913,12.89318176
BVR,50,2016-06-23 12:00:00,6,0.734887264,32.9601869
BVR,50,2016-06-23 12:00:00,6,0.734887264,35.59992579
BVR,50,2016-06-23 12:00:00,9,3.810939152,151.6807218
BVR,50,2016-06-23 12:00:00,9,4.600478177,154.4080766
BVR,50,2016-06-23 12:00:00,11,32.1813955,118.3035553
BVR,50,2016-06-23 12:00:00,11,31.8336062,120.3420838
BVR,50,2016-06-26 12:00:00,0.1,1.454573542,10.72940954
BVR,50,2016-06-26 12:00:00,0.1,1.396038752,10.57520485
BVR,50,2016-06-26 12:00:00,3,1.611120073,10.82581119
BVR,50,2016-06-26 12:00:00,3,1.624732815,12.31270182
BVR,50,2016-06-26 12:00:00,6,1.037906806,33.80515073
BVR,50,2016-06-26 12:00:00,6,0.95268425,34.06694819
BVR,50,2016-06-26 12:00:00,9,3.405279445,117.5800289
BVR,50,2016-06-26 12:00:00,9,NA,NA
BVR,50,2016-06-26 12:00:00,11,25.5790746,NA
BVR,50,2016-06-26 12:00:00,11,23.1328649,NA
BVR,50,2016-06-28 12:00:00,0.1,1.357173587,14.27594086
BVR,50,2016-06-28 12:00:00,0.1,NA,NA
BVR,50,2016-06-28 12:00:00,3,1.359359291,12.6467931
BVR,50,2016-06-28 12:00:00,3,NA,NA
BVR,50,2016-06-28 12:00:00,6,25.72667868,69.28014287
BVR,50,2016-06-28 12:00:00,6,26.59984527,69.92920785
BVR,50,2016-06-28 12:00:00,9,1.341857868,112.1821923
BVR,50,2016-06-28 12:00:00,9,0.878763922,141.3857045
BVR,50,2016-06-28 12:00:00,11,27.05338326,121.5476725
BVR,50,2016-06-28 12:00:00,11,NA,NA
BVR,50,2016-06-30 12:00:00,0.1,1.548743379,13.05869921
BVR,50,2016-06-30 12:00:00,0.1,1.555837694,11.27001393
BVR,50,2016-06-30 12:00:00,3,1.201149574,13.10135627
BVR,50,2016-06-30 12:00:00,3,1.189959624,13.84837678
BVR,50,2016-06-30 12:00:00,6,0.441928473,46.31776208
BVR,50,2016-06-30 12:00:00,6,0.579018121,43.52780025
BVR,50,2016-06-30 12:00:00,9,28.18578936,254.2366831
BVR,50,2016-06-30 12:00:00,9,NA,NA
BVR,50,2016-06-30 12:00:00,11,50.46137528,219.3854506
BVR,50,2016-06-30 12:00:00,11,NA,NA
BVR,1.1,2016-07-07 12:00:00,0.1,196.5821727,297.8409546
BVR,1.1,2016-07-07 12:00:00,0.1,NA,NA
BVR,50,2016-07-07 12:00:00,0.1,1.427796218,14.36795024
BVR,50,2016-07-07 12:00:00,0.1,1.119964873,13.27190327
BVR,50,2016-07-07 12:00:00,3,0.743805759,37.64858795
BVR,50,2016-07-07 12:00:00,3,0.481436486,35.88368973
BVR,50,2016-07-07 12:00:00,6,1.001600719,13.29337411
BVR,50,2016-07-07 12:00:00,6,1.065525911,13.78742724
BVR,50,2016-07-07 12:00:00,9,14.76708216,196.9799296
BVR,50,2016-07-07 12:00:00,9,13.66468637,195.3599501
BVR,50,2016-07-07 12:00:00,11,382.9164652,244.6356332
BVR,50,2016-07-07 12:00:00,11,373.6553404,236.5751477
BVR,1.1,2016-07-14 12:00:00,0.1,157.4265917,266.7223869
BVR,1.1,2016-07-14 12:00:00,0.1,151.4292442,267.7381167
BVR,50,2016-07-14 12:00:00,0.1,0.945371467,11.34297269
BVR,50,2016-07-14 12:00:00,0.1,0.929011585,10.90622388
BVR,50,2016-07-14 12:00:00,3,1.097429053,10.6516367
BVR,50,2016-07-14 12:00:00,3,1.107956734,11.17914546
BVR,50,2016-07-14 12:00:00,6,0.252807879,44.1986044
BVR,50,2016-07-14 12:00:00,6,0.230062797,46.0454351
BVR,50,2016-07-14 12:00:00,9,69.57346077,191.0724433
BVR,50,2016-07-14 12:00:00,9,63.79906298,194.905716
BVR,50,2016-07-14 12:00:00,11,258.4451146,225.5922037
BVR,50,2016-07-14 12:00:00,11,244.5539002,222.106206
BVR,1.1,2016-07-21 12:00:00,0.1,192.9928393,360.5767195
BVR,1.1,2016-07-21 12:00:00,0.1,186.3029134,352.0138901
BVR,50,2016-07-21 12:00:00,0.1,1.382447338,13.53450757
BVR,50,2016-07-21 12:00:00,0.1,1.49728107,14.06020191
BVR,50,2016-07-21 12:00:00,3,0.723009135,15.18809802
BVR,50,2016-07-21 12:00:00,3,0.707405259,15.0626814
BVR,50,2016-07-21 12:00:00,6,0.477488317,55.55537699
BVR,50,2016-07-21 12:00:00,6,0.365859832,56.88495703
BVR,50,2016-07-21 12:00:00,9,68.743038,243.5953313
BVR,50,2016-07-21 12:00:00,9,55.34470578,241.2928114
BVR,50,2016-07-21 12:00:00,11,286.9474889,392.2275573
BVR,50,2016-07-21 12:00:00,11,285.5060132,389.2202326
BVR,50,2016-07-24 12:00:00,0.1,1.665325984,14.83500454
BVR,50,2016-07-24 12:00:00,0.1,1.704547184,13.71047917
BVR,50,2016-07-24 12:00:00,3,1.397480161,17.63673938
BVR,50,2016-07-24 12:00:00,3,0.983857348,19.54203034
BVR,50,2016-07-24 12:00:00,6,0.589810126,93.09861662
BVR,50,2016-07-24 12:00:00,6,0.632155052,94.39443699
BVR,50,2016-07-24 12:00:00,9,121.5891337,177.3208382
BVR,50,2016-07-24 12:00:00,9,122.6518551,175.8394364
BVR,50,2016-07-24 12:00:00,11,360.3157155,343.7052195
BVR,50,2016-07-24 12:00:00,11,350.2043858,364.9968647
BVR,1.1,2016-07-27 12:00:00,0.1,160.5020957,623.8335603
BVR,1.1,2016-07-27 12:00:00,0.1,168.3642953,643.4914274
BVR,50,2016-07-27 12:00:00,0.1,1.342409376,24.52875082
BVR,50,2016-07-27 12:00:00,0.1,1.287342597,23.19714645
BVR,50,2016-07-27 12:00:00,3,2.070763281,13.97186073
BVR,50,2016-07-27 12:00:00,3,2.105210773,15.39133961
BVR,50,2016-07-27 12:00:00,6,0.462867286,NA
BVR,50,2016-07-27 12:00:00,6,NA,NA
BVR,50,2016-07-27 12:00:00,9,62.48774391,174.9209897
BVR,50,2016-07-27 12:00:00,9,85.23486274,179.6045668
BVR,50,2016-07-27 12:00:00,11,249.1460105,375.446305
BVR,50,2016-07-27 12:00:00,11,284.0684203,391.5219737
BVR,1.1,2016-08-05 12:00:00,0.1,132.0206314,814.9426226
BVR,1.1,2016-08-05 12:00:00,0.1,132.3940896,796.307152
BVR,50,2016-08-05 12:00:00,0.1,1.472070132,20.85888927
BVR,50,2016-08-05 12:00:00,0.1,2.370156988,18.17381864
BVR,50,2016-08-05 12:00:00,1,2.508453193,18.455788
BVR,50,2016-08-05 12:00:00,1,2.589320689,18.69280457
BVR,50,2016-08-05 12:00:00,2,2.268584537,18.50885128
BVR,50,2016-08-05 12:00:00,2,2.596726928,19.72645435
BVR,50,2016-08-05 12:00:00,3,2.12866902,20.76975459
BVR,50,2016-08-05 12:00:00,3,1.951544543,19.89776437
BVR,50,2016-08-05 12:00:00,4,1.077271668,49.43756871
BVR,50,2016-08-05 12:00:00,4,0.689649729,42.16122497
BVR,50,2016-08-05 12:00:00,5,0.448104201,83.14880787
BVR,50,2016-08-05 12:00:00,5,0.857508303,60.68959545
BVR,50,2016-08-05 12:00:00,6,NA,78.34760206
BVR,50,2016-08-05 12:00:00,6,NA,NA
BVR,50,2016-08-05 12:00:00,7,4.220927357,84.57064032
BVR,50,2016-08-05 12:00:00,7,2.06071181,86.0128063
BVR,50,2016-08-05 12:00:00,8,25.61481536,94.81052116
BVR,50,2016-08-05 12:00:00,8,26.93856865,79.755177
BVR,50,2016-08-05 12:00:00,9,135.3837341,376.9858155
BVR,50,2016-08-05 12:00:00,9,120.4582953,252.4228288
BVR,50,2016-08-05 12:00:00,11,356.8164684,413.5241596
BVR,50,2016-08-05 12:00:00,11,357.1916595,400.9603164
BVR,1.1,2016-08-11 12:00:00,0.1,210.3716179,442.8566205
BVR,1.1,2016-08-11 12:00:00,0.1,210.8107523,474.4055202
BVR,50,2016-08-11 12:00:00,0.1,0.535987943,11.40585894
BVR,50,2016-08-11 12:00:00,0.1,NA,NA
BVR,50,2016-08-11 12:00:00,3,0.587663226,18.91144625
BVR,50,2016-08-11 12:00:00,3,0.62274194,17.38143822
BVR,50,2016-08-11 12:00:00,6,NA,66.17595999
BVR,50,2016-08-11 12:00:00,6,NA,NA
BVR,50,2016-08-11 12:00:00,9,301.9325066,279.1818373
BVR,50,2016-08-11 12:00:00,9,281.6420034,326.5928469
BVR,50,2016-08-11 12:00:00,11,505.154617,NA
BVR,50,2016-08-11 12:00:00,11,NA,NA
BVR,1.1,2016-08-18 12:00:00,0.1,250.4708808,486.9571567
BVR,1.1,2016-08-18 12:00:00,0.1,222.7574671,518.7428125
BVR,50,2016-08-18 12:00:00,0.1,0.640356448,14.00381605
BVR,50,2016-08-18 12:00:00,0.1,0.771764633,13.25550226
BVR,50,2016-08-18 12:00:00,3,0.771764633,14.73034533
BVR,50,2016-08-18 12:00:00,3,0.674588532,12.80243315
BVR,50,2016-08-18 12:00:00,6,0.369925767,50.68427904
BVR,50,2016-08-18 12:00:00,6,0.334689418,52.73046877
BVR,50,2016-08-18 12:00:00,9,NA,NA
BVR,50,2016-08-18 12:00:00,9,114.4438869,323.4169598
BVR,50,2016-08-18 12:00:00,11,444.9249628,548.0851603
BVR,50,2016-08-18 12:00:00,11,426.6197929,582.1934494
BVR,1.1,2016-08-23 12:00:00,0.1,125.3623722,434.6658244
BVR,1.1,2016-08-23 12:00:00,0.1,147.1410032,426.981076
BVR,50,2016-08-23 12:00:00,0.1,1.000902558,13.27819579
BVR,50,2016-08-23 12:00:00,0.1,0.974353254,12.19945931
BVR,50,2016-08-23 12:00:00,3,0.978150808,13.89846413
BVR,50,2016-08-23 12:00:00,3,0.969883496,12.3990594
BVR,50,2016-08-23 12:00:00,6,0.467363399,62.87635343
BVR,50,2016-08-23 12:00:00,6,0.488008789,61.26614369
BVR,50,2016-08-23 12:00:00,9,195.3875609,324.0666146
BVR,50,2016-08-23 12:00:00,9,183.1800296,441.1301174
BVR,50,2016-08-23 12:00:00,11,288.3868241,544.451033
BVR,50,2016-08-23 12:00:00,11,NA,NA
BVR,1.1,2016-09-06 12:00:00,0.1,230.5769607,445.7345852
BVR,1.1,2016-09-06 12:00:00,0.1,216.5340177,448.2127099
BVR,50,2016-09-06 12:00:00,0.1,0.88241948,11.13769191
BVR,50,2016-09-06 12:00:00,0.1,0.962432384,11.84031849
BVR,50,2016-09-06 12:00:00,3,0.768324585,11.62065609
BVR,50,2016-09-06 12:00:00,3,0.614130152,11.48889862
BVR,50,2016-09-06 12:00:00,6,0.689113207,66.87153051
BVR,50,2016-09-06 12:00:00,6,0.599553257,68.47908794
BVR,50,2016-09-06 12:00:00,9,239.7121935,371.6405039
BVR,50,2016-09-06 12:00:00,9,236.9804971,384.1127303
BVR,50,2016-09-06 12:00:00,11,NA,480.2002046
BVR,50,2016-09-06 12:00:00,11,NA,NA
BVR,1.1,2016-09-27 12:00:00,0.1,271.3674827,298.1898979
BVR,1.1,2016-09-27 12:00:00,0.1,264.8131687,297.162953
BVR,50,2016-09-27 12:00:00,0.1,0.480232745,43.34701425
BVR,50,2016-09-27 12:00:00,0.1,0.573247527,29.60473469
BVR,50,2016-09-27 12:00:00,3,0.483003383,26.43663597
BVR,50,2016-09-27 12:00:00,3,0.448565006,28.27040916
BVR,50,2016-09-27 12:00:00,6,8.098083999,71.09561587
BVR,50,2016-09-27 12:00:00,6,6.89117532,63.16058058
BVR,50,2016-09-27 12:00:00,9,340.841517,341.5630729
BVR,50,2016-09-27 12:00:00,9,345.8322349,356.0360058
BVR,50,2016-09-27 12:00:00,11,NA,333.8461853
BVR,50,2016-09-27 12:00:00,11,NA,NA
BVR,50,2016-10-11 12:00:00,0.1,3.807465057,27.49804848
BVR,50,2016-10-11 12:00:00,0.1,3.816199317,28.98258478
BVR,50,2016-10-11 12:00:00,3,3.937319893,55.40019239
BVR,50,2016-10-11 12:00:00,3,3.980694541,58.51093376
BVR,50,2016-10-11 12:00:00,6,3.68784136,23.07814653
BVR,50,2016-10-11 12:00:00,6,4.00980874,29.46296503
BVR,50,2016-10-11 12:00:00,9,137.0990248,311.1339464
BVR,50,2016-10-11 12:00:00,9,NA,NA
BVR,50,2016-10-11 12:00:00,11,571.1953718,NA
BVR,50,2016-10-11 12:00:00,11,NA,NA
BVR,50,2016-10-25 12:00:00,0.1,7.925021563,32.48507359
BVR,50,2016-10-25 12:00:00,0.1,8.288324085,31.95511139
BVR,50,2016-10-25 12:00:00,3,5.609774134,29.02802174
BVR,50,2016-10-25 12:00:00,3,8.591971194,35.31214589
BVR,50,2016-10-25 12:00:00,6,7.686651854,32.26977963
BVR,50,2016-10-25 12:00:00,6,6.183715275,33.74627815
BVR,50,2016-10-25 12:00:00,9,64.03401801,222.1496785
BVR,50,2016-10-25 12:00:00,9,NA,NA
BVR,50,2016-10-25 12:00:00,11,538.8993668,523.2413147
BVR,50,2016-10-25 12:00:00,11,NA,NA
BVR,50,2016-11-11 12:00:00,0.1,18.70010144,30.66181329
BVR,50,2016-11-11 12:00:00,0.1,19.16207732,29.62623009
BVR,50,2016-11-11 12:00:00,3,19.22856647,30.92094853
BVR,50,2016-11-11 12:00:00,3,19.78803702,32.26210246
BVR,50,2016-11-11 12:00:00,6,17.88950593,28.66967996
BVR,50,2016-11-11 12:00:00,6,17.96372638,29.44516058
BVR,50,2016-11-11 12:00:00,9,18.43238624,30.94291945
BVR,50,2016-11-11 12:00:00,9,18.22038422,30.04797079
BVR,50,2016-11-11 12:00:00,11,18.47708446,30.40277382
BVR,50,2016-11-11 12:00:00,11,20.51260423,32.63380803
BVR,50,2017-03-17 12:00:00,0.1,0.035310917,15.89272039
BVR,50,2017-03-17 12:00:00,0.1,0.037310639,9.748071871
BVR,50,2017-03-17 12:00:00,3,0.045091758,NA
BVR,50,2017-03-17 12:00:00,3,NA,NA
BVR,50,2017-03-17 12:00:00,6,0.039733746,13.61515497
BVR,50,2017-03-17 12:00:00,6,0.034053211,16.80877426
BVR,50,2017-03-17 12:00:00,9,0.041671601,11.66976205
BVR,50,2017-03-17 12:00:00,9,0.043018686,9.748071871
BVR,50,2017-03-17 12:00:00,11,0.043669427,9.041210266
BVR,50,2017-03-17 12:00:00,11,0.039188623,11.52308423
BVR,50,2017-04-10 12:00:00,0.1,NA,NA
BVR,50,2017-04-10 12:00:00,0.1,NA,NA
BVR,50,2017-04-10 12:00:00,3,0.113517497,17.38866392
BVR,50,2017-04-10 12:00:00,3,0.10880382,17.25994765
BVR,50,2017-04-10 12:00:00,6,0.107557283,20.63566671
BVR,50,2017-04-10 12:00:00,6,0.112737122,21.95089635
BVR,50,2017-04-10 12:00:00,9,0.24178997,27.50171707
BVR,50,2017-04-10 12:00:00,9,0.23718392,26.21787876
BVR,50,2017-04-10 12:00:00,11,0.282333348,43.32870039
BVR,50,2017-04-10 12:00:00,11,0.25820016,27.10272295
BVR,50,2017-05-05 12:00:00,0.1,0.137936306,8.387452693
BVR,50,2017-05-05 12:00:00,0.1,0.101816431,7.092792422
BVR,50,2017-05-10 12:00:00,0.1,0.135525715,9.860994338
BVR,50,2017-05-10 12:00:00,0.1,0.133501496,10.78914479
BVR,50,2017-05-10 12:00:00,3,0.146065007,8.496543127
BVR,50,2017-05-10 12:00:00,3,0.1576324,11.18196426
BVR,50,2017-05-10 12:00:00,6,0.040569799,NA
BVR,50,2017-05-10 12:00:00,6,NA,NA
BVR,50,2017-05-10 12:00:00,9,0.107529424,NA
BVR,50,2017-05-10 12:00:00,9,NA,NA
BVR,50,2017-05-10 12:00:00,11,1.634852677,108.3472086
BVR,50,2017-05-10 12:00:00,11,1.016663775,73.84707842
BVR,50,2017-05-18 12:00:00,0.1,0.219811822,NA
BVR,50,2017-05-18 12:00:00,0.1,NA,NA
BVR,50,2017-05-18 12:00:00,3,0.261701089,5.008043854
BVR,50,2017-05-18 12:00:00,3,0.231354206,6.251549661
BVR,50,2017-05-18 12:00:00,6,0.066419136,46.56656013
BVR,50,2017-05-18 12:00:00,6,0.060767109,58.31271046
BVR,50,2017-05-18 12:00:00,9,11.81054213,123.331519
