,Reservoir,Site,DateTime,Depth_m,Rep,TP_ugL,TN_ugL,Flag_TP,Flag_TN,NH4_ugL,SRP_ugL,NO3NO2_ugL,Flag_NH4,Flag_SRP,Flag_NO3NO2,DOC_mgL,DIC_mgL,DC_mgL,DN_mgL,Flag_DC,Flag_DIC,Flag_DOC,Flag_DN
538,FCR,50,2019-08-28 12:00:00,8,1,34.3,859.5,0,0,596,5,3,0,0,0,1.4,5.2,6.5,0.6,0,0,0,0
539,FCR,50,2019-08-28 12:00:00,9,1,56.6,1609.5,0,0,1060,10,3,3,3,0,2.7,5.7,8.3,1.2,0,0,0,0
540,FCR,100,2019-09-02 12:00:00,0.1,1,21.6,126,0,0,3,19,3,3,3,0,1.2,3.7,4.9,0.3,0,0,0,0
541,FCR,200,2019-09-02 12:00:00,0.1,1,35.5,228,0,0,22,11,35,3,3,0,1.5,5.3,6.8,0.1,0,0,0,0
542,FCR,50,2019-09-02 12:00:00,0.1,1,26.5,651,0,0,20,7,3,3,0,0,4.8,3.7,8.5,0.4,0,0,0,0
543,FCR,50,2019-09-02 12:00:00,1.6,1,35.3,810,0,0,9,7,3,0,0,0,4.8,3.7,8.5,0.4,0,0,0,0
544,FCR,50,2019-09-02 12:00:00,3.8,1,40.4,628.5,0,0,20,12,4,3,3,0,NA,NA,NA,NA,0,0,0,0
545,FCR,50,2019-09-02 12:00:00,5,1,38.3,552,0,0,318,4,4,0,0,0,2.6,4,6.7,0.4,0,0,0,0
546,FCR,50,2019-09-02 12:00:00,6.2,1,35.2,664.5,0,0,646,9,3,0,0,0,1.7,5.3,7,0.7,0,0,0,0
547,FCR,50,2019-09-02 12:00:00,8,1,39.1,933,0,0,775,7,25,0,0,0,2.1,5.4,7.5,0.8,0,0,0,0
548,FCR,50,2019-09-02 12:00:00,9,1,63.2,2209.5,0,0,1650,10,3,3,3,0,4.3,6,10.3,1.9,0,0,0,0
549,FCR,100,2019-09-11 12:00:00,0.1,1,28.1,223.5,0,0,0,24,3,43,0,0,1.1,3.9,4.9,0.2,0,0,0,0
550,FCR,50,2019-09-11 12:00:00,0.1,1,22.7,559.5,0,0,8,7,0,0,0,43,5.2,3.4,8.6,0.3,0,0,0,0
551,FCR,50,2019-09-11 12:00:00,1.6,1,24.5,658.5,0,0,4,7,3,0,0,0,NA,NA,NA,NA,0,0,0,0
552,FCR,50,2019-09-11 12:00:00,3.8,1,38,357,0,0,35,3,8,0,0,0,2.4,4.3,6.7,0.2,0,0,0,0
553,FCR,50,2019-09-11 12:00:00,5,1,34.7,675,0,0,591,4,3,0,0,0,1.4,5,6.4,0.6,0,0,0,0
554,FCR,50,2019-09-11 12:00:00,6.2,1,42.6,672,0,0,500,8,3,0,0,0,1.6,4.9,6.4,0.6,0,0,0,0
555,FCR,50,2019-09-11 12:00:00,8,1,40.3,1012.5,0,0,630,3,3,0,0,0,1,5.8,6.7,0.7,0,0,0,0
556,FCR,50,2019-09-11 12:00:00,9,1,33.2,862.5,0,0,686,2,3,0,0,0,1.2,5.7,6.8,0.7,0,0,0,0
557,FCR,100.1,2019-09-11 12:00:00,0.1,1,51.8,357,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
558,FCR,100.1,2019-09-11 12:00:00,0.1,2,20.3,96,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
559,FCR,100,2019-09-20 12:00:00,0.1,2,28.2,183,0,0,10,20,3,3,0,0,1.1,3.7,4.8,0.2,0,0,0,0
560,FCR,100,2019-09-20 12:00:00,0.1,1,NA,NA,0,0,0,20,3,43,3,0,0.9,3.5,4.4,0.2,0,0,0,0
561,FCR,20,2019-09-20 12:00:00,0.1,1,25.1,750,0,0,21,9,3,3,0,0,4.7,3.8,8.5,0.3,0,0,0,0
562,FCR,20,2019-09-20 12:00:00,0.1,2,28.1,483,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
563,FCR,30,2019-09-20 12:00:00,0.1,1,NA,NA,0,0,23,8,3,3,0,0,4.7,3.9,8.7,0.4,0,0,0,0
564,FCR,45,2019-09-20 12:00:00,0.1,1,27.2,1019,0,0,27,2,5,3,3,0,4,3.3,7.4,0.3,0,0,0,0
565,FCR,50,2019-09-20 12:00:00,0.1,1,25.1,583.5,0,0,39,8,27,0,0,0,4.5,4,8.4,0.5,0,0,0,0
566,FCR,50,2019-09-20 12:00:00,1.6,1,33.9,581,0,0,40,6,5,0,0,0,4.6,4.1,8.7,0.4,0,0,0,0
567,FCR,50,2019-09-20 12:00:00,3.8,1,43.6,594,0,0,77,9,4,0,0,0,3.3,4.5,7.9,0.4,0,0,0,0
568,FCR,50,2019-09-20 12:00:00,5,1,63.7,852,0,0,484,4,3,0,0,0,3.4,4.3,7.7,0.6,0,0,0,0
569,FCR,50,2019-09-20 12:00:00,6.2,1,38.6,1054.5,0,0,850,4,7,0,0,0,1.2,5.8,7,0.9,0,0,0,0
570,FCR,50,2019-09-20 12:00:00,8,1,38.8,1129.5,0,0,876,2,4,0,0,0,1.2,5.8,7,0.9,0,0,0,0
571,FCR,50,2019-09-20 12:00:00,9,1,39.8,1114.5,0,0,883,3,3,0,0,0,1.2,5.8,6.9,0.9,0,0,0,0
572,FCR,100,2019-09-27 12:00:00,0.1,1,22.1,107,0,0,11,19,3,3,3,0,1.1,4.1,5.2,0.2,0,0,0,0
573,FCR,50,2019-09-27 12:00:00,0.1,1,20.2,604.5,0,0,16,8,8,3,0,0,5,3.8,8.7,0.4,0,0,0,0
574,FCR,50,2019-09-27 12:00:00,1.6,1,16.9,663,0,0,6,7,4,0,0,0,NA,NA,NA,NA,0,0,0,0
575,FCR,50,2019-09-27 12:00:00,3.8,1,33.3,495,0,0,101,4,8,3,0,0,2.5,4.6,7.1,0.3,0,0,0,0
576,FCR,50,2019-09-27 12:00:00,5,1,67.4,875,0,0,749,12,8,0,3,0,2.2,4.7,6.9,0.8,0,0,0,0
577,FCR,50,2019-09-27 12:00:00,6.2,1,36.8,877.5,0,0,731,9,0,0,0,43,2.7,4.7,7.3,0.9,0,0,0,0
578,FCR,50,2019-09-27 12:00:00,8,1,49.1,1007,0,0,1000,3,6,3,0,0,1.3,5.9,7.2,1.1,0,0,0,0
579,FCR,50,2019-09-27 12:00:00,9,1,33.2,1099.5,0,0,923,4,3,0,0,0,1.6,5.9,7.4,0.9,0,0,0,0
580,FCR,100.1,2019-09-27 12:00:00,0.1,1,74.9,490.5,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
581,FCR,100.1,2019-09-27 12:00:00,0.1,2,66.9,411,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
582,FCR,1,2019-10-04 12:00:00,0.1,1,19.7,323,0,0,17,12,278,3,3,0,1,13.9,14.9,0.4,0,0,0,0
583,FCR,1,2019-10-04 12:00:00,0.1,2,28.8,255,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
584,FCR,100,2019-10-04 12:00:00,0.1,1,22.4,78,0,0,4,18,64,0,3,0,3.2,2.6,4.9,0,0,0,0,3
585,FCR,100,2019-10-04 12:00:00,0.1,2,25.4,80,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
586,FCR,101,2019-10-04 12:00:00,0.1,1,24.1,234,0,0,4,15,3,0,3,0,1.1,4,5.1,0.2,0,0,0,0
587,FCR,101,2019-10-04 12:00:00,0.1,2,29.1,30,0,0,7,25,3,0,0,0,1.3,4.2,5.5,0.2,0,0,0,0
588,FCR,101,2019-10-04 12:00:00,0.1,2,29.1,30,0,0,7,25,3,0,0,0,1.2,4.2,5.4,0.2,0,0,0,0
589,FCR,102,2019-10-04 12:00:00,0.1,1,14.2,192,0,0,24,7,3,3,0,0,0.5,5.3,5.8,0.2,0,0,0,0
590,FCR,102,2019-10-04 12:00:00,0.1,2,13.5,252,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
591,FCR,20,2019-10-04 12:00:00,0.1,1,20.3,1019,0,0,5,16,6,74,73,7,8.4,3.8,12.2,0.8,0,0,0,0
592,FCR,20,2019-10-04 12:00:00,0.1,2,31.8,981,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
593,FCR,200,2019-10-04 12:00:00,0.1,1,69,117,0,0,27,7,26,3,0,0,1.6,5.3,6.9,0.2,0,0,0,0
594,FCR,200,2019-10-04 12:00:00,0.1,2,26.6,72,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
595,FCR,30,2019-10-04 12:00:00,0.1,1,33.5,717,0,0,2,14,0,3,3,43,7.4,3.7,11.1,0.7,0,0,0,0
596,FCR,30,2019-10-04 12:00:00,0.1,2,28.1,690,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
597,FCR,45,2019-10-04 12:00:00,0.1,1,42.8,1094,0,0,3,8,3,3,0,0,6.6,3.9,10.5,0.5,0,0,0,0
598,FCR,45,2019-10-04 12:00:00,0.1,2,38.9,768,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
599,FCR,50,2019-10-04 12:00:00,0.1,1,29,816,0,0,7,8,6,0,0,0,6.5,3.6,10.1,0.5,0,0,0,0
600,FCR,50,2019-10-04 12:00:00,0.1,2,30.9,809,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
601,FCR,50,2019-10-04 12:00:00,1.6,1,30.2,864,0,0,6,13,3,0,3,0,6.5,3.8,10.3,0.6,0,0,0,0
602,FCR,50,2019-10-04 12:00:00,3.8,1,36.5,606,0,0,112,4,3,3,0,0,3.6,4.8,8.3,0.4,0,0,0,0
603,FCR,50,2019-10-04 12:00:00,5,1,93.8,1354.5,0,0,820,4,3,0,0,0,1.9,5.5,7.4,0.9,0,0,0,0
604,FCR,50,2019-10-04 12:00:00,6.2,1,43.3,1129.5,0,0,753,6,4,0,0,0,2.1,5.3,7.4,0.75,7,7,7,7
605,FCR,50,2019-10-04 12:00:00,8,1,32.6,1159.5,0,0,1080,3,5,3,0,0,1.4,6.2,7.6,1.2,0,0,0,0
606,FCR,50,2019-10-04 12:00:00,9,1,30.8,1384.5,0,0,1090,3,5,3,0,0,2.7,5.2,8,1.2,0,0,0,0
607,FCR,99,2019-10-04 12:00:00,0.1,1,191.8,907.5,0,0,4,16,63,0,3,0,1.5,4.2,5.7,0.1,0,0,0,0
608,FCR,99,2019-10-04 12:00:00,0.1,2,41.3,86,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
609,FCR,100.1,2019-10-04 12:00:00,0.1,1,79.7,528,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
610,FCR,100.1,2019-10-04 12:00:00,0.1,2,81.2,308,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
611,FCR,100,2019-10-11 12:00:00,0.1,1,18.5,126,0,0,8,15,23,0,3,0,1.1,4.1,5.3,0.1,0,0,0,0
612,FCR,50,2019-10-11 12:00:00,0.1,1,27.8,834,0,0,13,9,7,3,0,0,5.1,4,9.1,0.4,0,0,0,0
613,FCR,50,2019-10-11 12:00:00,1.6,1,26.8,895.5,0,0,9,9,5,0,0,0,5.6,3.5,9.1,0.4,0,0,0,0
614,FCR,50,2019-10-11 12:00:00,3.8,1,25.3,529.5,0,0,95,4,4,0,0,0,3,4.4,7.3,0.3,0,0,0,0
615,FCR,50,2019-10-11 12:00:00,5,1,64.7,1069.5,0,0,578,5,4,0,0,0,2.7,4.8,7.5,0.7,0,0,0,0
616,FCR,50,2019-10-11 12:00:00,6.2,1,25.1,1324.5,0,0,1140,5,3,3,0,0,1,6.3,7.3,1.1,0,0,0,0
617,FCR,50,2019-10-11 12:00:00,8,1,37.9,1309.5,0,0,1060,3,7,3,0,0,1.8,6.1,8,1.3,0,0,0,0
618,FCR,50,2019-10-11 12:00:00,9,1,29.3,1279.5,0,0,1150,0,3,3,43,0,1.1,6.3,7.4,1.3,0,0,0,0
619,FCR,100.1,2019-10-11 12:00:00,0.1,1,80.2,472.5,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
620,FCR,100.1,2019-10-11 12:00:00,0.1,2,92,320,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
621,FCR,50,2019-10-15 12:00:00,1.6,1,NA,NA,0,0,NA,NA,NA,0,0,0,1.3,4.3,5.6,0.2,0,0,0,0
622,FCR,100,2019-10-16 12:00:00,0.1,1,45.9,419,0,0,5,17,3,0,3,0,4.4,3.7,8.1,0.1,0,0,0,0
623,FCR,50,2019-10-16 12:00:00,0.1,1,27.5,891,0,0,27,5,21,3,0,0,4.3,3.7,8,0.5,0,0,0,0
624,FCR,50,2019-10-16 12:00:00,1.6,1,27.2,681,0,0,30,3,4,0,0,0,5.2,3.4,8.6,0.3,0,0,0,0
625,FCR,50,2019-10-16 12:00:00,3.8,1,35.3,662,0,0,26,5,3,3,0,0,3.6,4.2,7.8,0.3,0,0,0,0
626,FCR,50,2019-10-16 12:00:00,5,1,21.3,947,0,0,26,5,3,3,0,0,4,4,8,0.4,0,0,0,0
627,FCR,50,2019-10-16 12:00:00,6.2,1,30.6,1209,0,0,1150,8,5,3,0,0,1.6,6,7.6,1.2,0,0,0,0
628,FCR,50,2019-10-16 12:00:00,8,1,26.3,1013,0,0,1180,5,8,3,0,0,0.8,6,6.8,1.2,0,0,0,0
629,FCR,50,2019-10-16 12:00:00,9,1,24.3,1217,0,0,1140,0,7,3,43,0,1.3,6.3,7.7,1.1,0,0,0,0
630,FCR,100.1,2019-10-16 12:00:00,0.1,1,91.2,461,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
631,FCR,100.1,2019-10-16 12:00:00,0.1,2,74.6,387,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
632,FCR,100,2019-10-23 12:00:00,0.1,1,19.6,94.5,0,0,6,15,3,0,3,0,1.6,3.5,5.1,0.1,0,0,0,0
633,FCR,50,2019-10-23 12:00:00,0.1,1,26.2,736.5,0,0,70,0,7,0,43,0,4,4.3,8.3,0.3,0,0,0,0
634,FCR,50,2019-10-23 12:00:00,1.6,1,23.8,690,0,0,61,5,5,0,0,0,3.8,4.3,8.1,0.3,0,0,0,0
635,FCR,50,2019-10-23 12:00:00,3.8,1,24.7,775.5,0,0,61,7,0,0,0,43,5,3.4,8.4,0.3,0,0,0,0
636,FCR,50,2019-10-23 12:00:00,5,1,27.2,669,0,0,NA,NA,NA,0,0,0,4.1,4,8.2,0.4,0,0,0,0
637,FCR,50,2019-10-23 12:00:00,6.2,1,21.2,949.5,0,0,704,4,6,0,0,0,2.6,5.3,7.9,0.8,0,0,0,0
638,FCR,50,2019-10-23 12:00:00,8,1,23.9,1234.5,0,0,965,2,8,0,3,0,1.9,5.7,7.6,1,0,0,0,0
639,FCR,50,2019-10-23 12:00:00,9,1,22.4,1294.5,0,0,1170,4,3,3,0,0,1.8,6.1,7.8,1.2,0,0,0,0
640,FCR,100.1,2019-10-23 12:00:00,0.1,1,113.3,624,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
641,FCR,100.1,2019-10-23 12:00:00,0.1,2,117.2,452,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
642,FCR,50,2019-10-25 12:00:00,0.1,1,NA,NA,0,0,47,4,3,0,0,0,5.4,3.4,8.8,0.3,0,0,0,0
643,FCR,50,2019-10-25 12:00:00,1.6,1,NA,NA,0,0,46,5,3,0,0,0,4.1,4.2,8.3,0.3,0,0,0,0
644,FCR,50,2019-10-25 12:00:00,5,1,NA,NA,0,0,170,2,8,73,74,7,4,4.5,8.5,0.5,0,0,0,0
645,FCR,50,2019-10-25 12:00:00,6.2,1,NA,NA,0,0,717,3,0,0,0,43,NA,NA,NA,NA,0,0,0,0
646,FCR,50,2019-10-25 12:00:00,9,1,NA,NA,0,0,654,4,7,0,0,0,2.9,5.3,8.2,0.8,0,0,0,0
647,FCR,50,2019-10-28 12:00:00,0.1,1,NA,NA,0,0,13,2,8,3,3,0,4,0.1,4.2,0.2,0,3,0,0
648,FCR,50,2019-10-28 12:00:00,1.6,1,NA,NA,0,0,13,6,6,3,0,0,4.4,1,5.3,0.3,0,0,0,0
649,FCR,50,2019-10-28 12:00:00,5,1,NA,NA,0,0,210,3,3,3,0,0,3.1,2.1,5.2,0.4,0,0,0,0
650,FCR,50,2019-10-28 12:00:00,9,1,NA,NA,0,0,566,4,7,0,0,0,2.4,4.8,7.2,0.7,0,0,0,0
651,FCR,100,2019-10-30 12:00:00,0.1,1,30.8,158,0,0,12,19,7,3,3,0,2.2,4,6.2,0.1,0,0,0,0
652,FCR,200,2019-10-30 12:00:00,0.1,1,41.9,137,0,0,24,4,3,3,0,0,2.9,4.1,7,0.1,0,0,0,0
653,FCR,50,2019-10-30 12:00:00,0.1,1,41.9,1244,0,0,4,11,5,3,3,0,7,3.9,10.9,0.7,0,0,0,0
654,FCR,50,2019-10-30 12:00:00,1.6,1,44.4,947,0,0,7,6,0,0,0,43,5.9,4.2,10,0.4,0,0,0,0
655,FCR,50,2019-10-30 12:00:00,3.8,1,22.4,632,0,0,82,5,5,0,0,0,3.7,4.4,8,0.3,0,0,0,0
656,FCR,50,2019-10-30 12:00:00,5,1,20.4,743,0,0,318,8,9,0,0,0,2.6,4.7,7.3,0.5,0,0,0,0
657,FCR,50,2019-10-30 12:00:00,6.2,1,20.1,882,0,0,453,5,7,0,0,0,2.7,4.8,7.5,0.6,0,0,0,0
658,FCR,50,2019-10-30 12:00:00,8,1,23.1,837,0,0,459,4,9,0,0,0,3,4.8,7.9,0.7,0,0,0,0
659,FCR,50,2019-10-30 12:00:00,9,1,22.7,837,0,0,535,4,3,0,0,0,3.4,3.8,7.1,0.7,0,0,0,0
660,FCR,100.1,2019-10-30 12:00:00,0.1,1,99.5,383,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
661,FCR,100.1,2019-10-30 12:00:00,0.1,2,108,708,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
662,FCR,100,2019-11-08 12:00:00,0.1,1,17.4,111,0,0,4,14,3,0,3,0,1.4,3.6,5,0.1,0,0,0,0
663,FCR,50,2019-11-08 12:00:00,0.1,1,33.5,549,0,0,78,4,21,0,0,0,3.8,4.3,8.1,0.35,7,7,7,7
664,FCR,50,2019-11-08 12:00:00,1.6,1,30.5,537,0,0,63,4,10,0,0,0,3.4,4.6,8.1,0.3,0,0,0,0
665,FCR,50,2019-11-08 12:00:00,3.8,1,27.5,675,0,0,64,1,3,0,3,0,4,4.2,8.2,0.4,0,0,0,0
666,FCR,50,2019-11-08 12:00:00,5,1,33.3,560,0,0,60,5,3,0,0,0,4.6,4.1,8.7,0.4,0,0,0,0
667,FCR,50,2019-11-08 12:00:00,6.2,1,31.2,551,0,0,55,6,3,0,0,0,4.3,4.4,8.7,0.4,0,0,0,0
668,FCR,50,2019-11-08 12:00:00,8,1,28.8,522,0,0,54,6,3,0,0,0,4.9,4.2,9.2,0.3,0,0,0,0
669,FCR,50,2019-11-08 12:00:00,9,1,39.5,546,0,0,54,9,3,0,0,0,4.7,4.2,8.9,0.4,0,0,0,0
670,FCR,100.1,2019-11-08 12:00:00,0.1,1,127.1,654,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
671,FCR,100.1,2019-11-08 12:00:00,0.1,2,120,726,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
672,FCR,100,2019-11-20 12:00:00,0.1,1,18.2,137,0,0,8,18,3,0,3,0,1.4,3.9,5.3,0.1,0,0,0,0
673,FCR,50,2019-11-20 12:00:00,0.1,1,27.9,710,0,0,7,8,3,0,0,0,4.1,4.1,8.1,0.3,0,0,0,0
674,FCR,50,2019-11-20 12:00:00,1.6,1,27.7,595.5,0,0,2,6,3,3,0,0,NA,NA,NA,NA,0,0,0,0
675,FCR,50,2019-11-20 12:00:00,3.8,1,36.3,503,0,0,0,9,4,3,0,0,4.1,4.1,8.2,0.3,0,0,0,0
676,FCR,50,2019-11-20 12:00:00,5,1,32.3,533,0,0,9,7,4,0,0,0,3.6,4.1,7.6,0.2,0,0,0,0
677,FCR,50,2019-11-20 12:00:00,6.2,1,30.5,437,0,0,2,5,3,3,0,0,4.5,4,8.5,0.3,0,0,0,0
678,FCR,50,2019-11-20 12:00:00,8,1,32.7,426,0,0,0,2,0,43,0,43,4.1,4,8.2,0.3,0,0,0,0
679,FCR,50,2019-11-20 12:00:00,9,1,32.9,534,0,0,2,12,3,3,3,0,5.7,4.1,9.7,0.6,0,0,0,0
680,FCR,100.1,2019-11-20 12:00:00,0.1,1,83.3,275,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
681,FCR,100.1,2019-11-20 12:00:00,0.1,2,77.1,284,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
