,Reservoir,Site,DateTime,Depth_m,Rep,TP_ugL,TN_ugL,Flag_TP,Flag_TN,NH4_ugL,SRP_ugL,NO3NO2_ugL,Flag_NH4,Flag_SRP,Flag_NO3NO2,DOC_mgL,DIC_mgL,DC_mgL,DN_mgL,Flag_DC,Flag_DIC,Flag_DOC,Flag_DN
192,FCR,100,2019-01-21 12:00:00,0.1,1,4.8,390,0,0,6,3,56,0,0,0,2.4,2.2,4.6,0.2,0,0,0,0
193,FCR,50,2019-01-21 12:00:00,0.1,1,2.9,358,3,0,6,2,3,0,3,0,2.4,2.5,4.9,0.1,0,0,0,0
194,FCR,50,2019-01-21 12:00:00,1.6,1,NA,NA,0,0,5,8,3,0,0,0,1.6,4.9,6.5,0.114,0,0,0,0
195,FCR,50,2019-01-21 12:00:00,3.8,1,13.8,438,0,0,2,0,3,3,43,0,2,3.1,5.2,0.1,0,0,0,0
196,FCR,50,2019-01-21 12:00:00,5,1,1.5,156,3,0,26,3,3,3,0,0,2.3,3.1,5.5,0.2,0,0,0,0
197,FCR,50,2019-01-21 12:00:00,6.2,1,1.4,133.5,3,0,13,3,3,3,0,0,2.3,3,5.2,0.1,0,0,0,0
198,FCR,50,2019-01-21 12:00:00,8,1,6.4,193.5,0,0,3,2,3,3,3,0,2.5,3,5.4,0.1,0,0,0,0
199,FCR,50,2019-01-21 12:00:00,9,1,8.1,142.5,0,0,1,1,3,3,3,0,2.1,3,5.1,0.1,0,0,0,0
200,FCR,50,2019-01-21 12:00:00,9.5,1,4,121.5,3,0,2,1,3,3,3,0,2.2,3.1,5.4,0.1,0,0,0,0
201,FCR,100,2019-02-08 12:00:00,0.1,1,2.9,370,3,0,9,5,45,0,0,0,2.1,2.8,4.9,0.2,0,0,0,0
202,FCR,200,2019-02-08 12:00:00,0.1,1,13.5,363,0,0,5,2,43,0,0,0,1.8,3.8,5.6,0.1,0,0,0,0
203,FCR,50,2019-02-08 12:00:00,0.1,1,4.5,329,0,0,7,3,3,0,0,0,1.5,2.7,4.1,0.1,0,0,0,0
204,FCR,50,2019-02-08 12:00:00,1.6,1,NA,NA,0,0,2,9,4,3,0,0,1.5,4.8,6.2,0.138,0,0,0,0
205,FCR,50,2019-02-08 12:00:00,3.8,1,2.6,372,3,0,24,2,0,3,3,43,1.9,3.1,5,0.1,0,0,0,0
206,FCR,50,2019-02-08 12:00:00,5,1,2.5,129,3,0,9,3,3,0,0,0,2.5,3.1,5.6,0.2,0,0,0,0
207,FCR,50,2019-02-08 12:00:00,6.2,1,9,223.5,0,0,15,2,3,3,3,0,2.4,2.7,5.1,0.1,0,0,0,0
208,FCR,50,2019-02-08 12:00:00,9,1,2.1,330,3,0,10,1,0,0,3,43,2,3.1,5.1,0.1,0,0,0,0
209,FCR,100,2019-03-18 12:00:00,0.1,1,119.6,789,0,0,9,10,20,0,0,0,2.9,2.3,5.2,0.2,0,0,0,0
210,FCR,200,2019-03-18 12:00:00,0.1,1,16.2,189,0,0,10,5,74,3,0,0,1.6,3.4,5,0.1,0,0,0,0
211,FCR,50,2019-03-18 12:00:00,0.1,1,8.4,388,0,0,10,1,3,0,3,0,1.7,2.6,4.3,0.1,0,0,0,0
212,FCR,50,2019-03-18 12:00:00,1.6,1,NA,NA,0,0,5,9,3,0,0,0,1.6,4.4,5.9,0.132,0,0,0,0
213,FCR,50,2019-03-18 12:00:00,3.8,1,8.3,386,0,0,6,2,3,0,0,0,1.7,2.5,4.3,0.1,0,0,0,0
214,FCR,50,2019-03-18 12:00:00,5,1,2.7,374,3,0,10,7,29,0,0,0,2.4,3.1,5.5,0.2,0,0,0,0
215,FCR,50,2019-03-18 12:00:00,6.2,1,9.6,467,0,0,19,8,23,3,0,0,2.2,2.8,5,0.2,0,0,0,0
216,FCR,50,2019-03-18 12:00:00,8,1,NA,NA,0,0,17,7,44,3,0,0,2,2.8,4.8,0.2,0,0,0,0
217,FCR,50,2019-03-18 12:00:00,9,1,6.8,350,0,0,12,10,38,3,3,0,1.9,3,4.9,0.2,0,0,0,0
218,FCR,50,2019-03-27 12:00:00,3.8,1,NA,NA,0,0,NA,NA,NA,0,0,0,1.7,2.8,4.6,0.1,0,0,0,0
219,FCR,100,2019-04-01 12:00:00,0.1,1,6.5,373,0,0,5,3,3,0,0,0,2.5,1.9,4.3,0.15,7,7,7,7
220,FCR,200,2019-04-01 12:00:00,0.1,1,12.6,367,0,0,19,9,67,3,0,0,3.1,2.7,5.8,0.2,0,0,0,0
221,FCR,50,2019-04-01 12:00:00,0.1,1,-0.4,126,3,0,9,1,4,0,3,0,1.9,2.8,4.7,0.1,0,0,0,0
222,FCR,50,2019-04-01 12:00:00,1.6,1,NA,NA,0,0,7,11,3,0,3,0,2,4.9,7,0.148,0,0,0,0
223,FCR,50,2019-04-01 12:00:00,3.8,1,-0.3,163.5,3,0,4,3,3,3,0,0,2.3,3.1,5.4,0.1,0,0,0,0
224,FCR,50,2019-04-01 12:00:00,5,1,6.9,360,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
225,FCR,50,2019-04-01 12:00:00,6.2,1,6.3,423,0,0,7,3,6,0,0,0,3.5,3.3,3,0.1,0,0,0,0
226,FCR,50,2019-04-01 12:00:00,8,1,5.3,367,0,0,27,4,31,3,0,0,2.4,2.4,4.8,0.2,7,7,7,7
227,FCR,50,2019-04-01 12:00:00,9,1,5.4,180,0,0,44,7,37,0,0,0,1.9,3.4,5.3,0.2,0,0,0,0
228,FCR,100,2019-04-15 12:00:00,0.1,1,14.6,421,0,0,6,5,26,0,0,0,2.3,2.3,4.6,0.1,0,0,0,0
229,FCR,200,2019-04-15 12:00:00,0.1,1,83.4,486,0,0,13,14,3,3,3,0,3.4,2.8,6.2,0.3,0,0,0,0
230,FCR,50,2019-04-15 12:00:00,0.1,1,12.3,199.5,0,0,9,3,9,0,0,0,4.9,2.8,7.7,0.3,0,0,0,0
231,FCR,50,2019-04-15 12:00:00,1.6,1,NA,NA,0,0,8,18,3,0,3,0,3.2,4.6,7.8,0.236,0,0,0,0
232,FCR,50,2019-04-15 12:00:00,3.8,1,7.2,367,0,0,10,6,4,0,0,0,2.8,3.2,6,0.2,0,0,0,0
233,FCR,50,2019-04-15 12:00:00,5,1,8.9,367,0,0,23,11,40,3,3,0,2.6,2.9,5.5,0.2,0,0,0,0
234,FCR,50,2019-04-15 12:00:00,6.2,1,15.2,306,0,0,29,8,25,3,0,0,2.1,3,5.1,0.2,0,0,0,0
235,FCR,50,2019-04-15 12:00:00,8,1,6.5,382,0,0,41,6,32,0,0,0,2.5,3.1,5.6,0.2,0,0,0,0
236,FCR,50,2019-04-15 12:00:00,9,1,7.7,180,0,0,35,7,22,0,0,0,2.7,2.4,5.1,0.2,0,0,0,0
237,FCR,100,2019-04-22 12:00:00,0.1,1,8.1,371,0,0,7,9,33,0,0,0,2.3,2.3,4.5,0.1,0,0,0,0
238,FCR,200,2019-04-22 12:00:00,0.1,1,110.1,549,0,0,16,4,93,3,0,0,2.2,3.6,5.7,0.2,0,0,0,0
239,FCR,50,2019-04-22 12:00:00,0.1,1,6.9,165,0,0,14,4,6,3,0,0,5.8,1.5,7.2,0.3,0,0,0,0
240,FCR,50,2019-04-22 12:00:00,1.6,1,NA,NA,0,0,3,17,3,3,3,0,2.1,4.4,6.5,0.126,0,0,0,0
241,FCR,50,2019-04-22 12:00:00,3.8,1,5,367,0,0,9,2,3,0,3,0,2.3,2.8,5.1,0.1,0,0,0,0
242,FCR,50,2019-04-22 12:00:00,5,1,10.3,198,0,0,9,4,3,0,0,0,3.1,2,5.2,0.15,7,7,7,7
243,FCR,50,2019-04-22 12:00:00,6.2,1,9.5,393,0,0,28,3,3,3,0,0,2.3,3.2,5.5,0.2,0,0,0,0
244,FCR,50,2019-04-22 12:00:00,8,1,10.5,207,0,0,56,4,27,7,7,7,2.7,2.8,5.5,0.2,0,0,0,0
245,FCR,50,2019-04-22 12:00:00,9,1,14.8,355.5,0,0,65,6,27,0,0,0,2.2,3.2,5.3,0.2,0,0,0,0
246,FCR,1,2019-04-29 12:00:00,0.1,1,12.5,145.5,0,0,10,3,3,3,0,0,3.4,2,5.4,0.1,0,0,0,0
247,FCR,100,2019-04-29 12:00:00,0.1,1,22,213,0,0,7,1,3,0,3,0,3,1.8,4.8,0.1,0,0,0,0
248,FCR,101,2019-04-29 12:00:00,0.1,1,5.8,111,0,0,6,2,3,0,3,0,1.9,2.6,4.5,0.1,0,0,0,0
249,FCR,102,2019-04-29 12:00:00,0.1,1,4.2,114,0,0,2,1,3,3,3,0,2.1,2.5,4.6,0.1,0,0,0,0
250,FCR,20,2019-04-29 12:00:00,0.1,1,6.9,175.5,0,0,3,1,0,3,3,43,2.1,3.1,5.2,0.1,0,0,0,0
251,FCR,200,2019-04-29 12:00:00,0.1,1,64.7,318,0,0,22,3,58,3,0,0,1.4,3.4,4.7,0.1,0,0,0,0
252,FCR,30,2019-04-29 12:00:00,0.1,1,6.2,121.5,0,0,3,1,0,3,3,43,2.2,3.2,5.4,0.1,0,0,0,0
253,FCR,45,2019-04-29 12:00:00,0.1,1,13.1,160.5,0,0,3,1,0,3,3,43,4.1,1.8,5.9,0.1,0,0,0,0
254,FCR,50,2019-04-29 12:00:00,0.1,1,15.4,163.5,0,0,12,3,3,3,0,0,3.1,2.4,5.6,0.15,7,7,7,7
255,FCR,50,2019-04-29 12:00:00,0.1,2,10.2,368,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
256,FCR,50,2019-04-29 12:00:00,1.6,1,NA,NA,0,0,5,12,3,0,3,0,1.6,4.5,6.2,0.096,0,0,0,0
257,FCR,50,2019-04-29 12:00:00,3.8,1,25.4,450,0,0,5,2,0,0,3,43,1.9,2.9,4.8,0.1,0,0,0,0
258,FCR,50,2019-04-29 12:00:00,5,1,11.1,423,0,0,8,2,6,0,3,0,2,3,5,0.1,0,0,0,0
259,FCR,50,2019-04-29 12:00:00,6.2,1,11.7,273,0,0,11,0,9,3,3,0,1.8,3.1,4.9,0.1,0,0,0,0
260,FCR,50,2019-04-29 12:00:00,8,1,6,382,0,0,56,4,26,0,0,0,2,2.9,4.9,0.2,0,0,0,0
261,FCR,50,2019-04-29 12:00:00,9,1,10.7,388,0,0,33,6,9,0,0,0,2.8,2.3,5,0.15,7,7,7,7
262,FCR,99,2019-04-29 12:00:00,0.1,1,9.6,130.5,0,0,6,3,3,0,0,0,2.1,2.6,4.7,0.1,0,0,0,0
263,FCR,99,2019-04-29 12:00:00,0.1,2,NA,NA,0,0,5,10,23,0,0,0,2.6,2.2,4.8,0.2,0,0,0,0
264,FCR,100,2019-05-06 12:00:00,0.1,1,15.9,184.5,0,0,11,8,45,3,0,0,2.7,1.6,4.2,0.15,7,7,7,7
265,FCR,200,2019-05-06 12:00:00,0.1,1,38,420,0,0,20,10,82,3,3,0,5.6,1.9,7.5,0.2,0,0,0,0
266,FCR,50,2019-05-06 12:00:00,0.1,1,9.5,395,0,0,32,6,5,0,0,0,2.4,2.7,5.1,0.1,0,0,0,0
267,FCR,50,2019-05-06 12:00:00,1.6,1,NA,NA,0,0,1,10,3,3,3,0,1.7,4.6,6.3,0.094,0,0,0,0
268,FCR,50,2019-05-06 12:00:00,3.8,1,5.7,181.5,0,0,16,3,0,3,0,43,4.1,1.4,5.6,0.1,0,0,0,0
269,FCR,50,2019-05-06 12:00:00,5,1,2.6,355,3,0,4,3,3,0,0,0,1.7,3,4.7,0.1,0,0,0,0
270,FCR,50,2019-05-06 12:00:00,6.2,1,2,160.5,3,0,25,3,23,3,0,0,0.8,3.4,4.2,0.1,0,0,0,0
271,FCR,50,2019-05-06 12:00:00,8,1,8.8,298.5,0,0,60,3,25,0,0,0,2.2,3.2,5.5,0.2,0,0,0,0
272,FCR,50,2019-05-06 12:00:00,9,1,10.5,501,0,0,159,2,32,3,0,0,2.2,3.6,5.8,0.3,0,0,0,0
273,FCR,100,2019-05-13 12:00:00,0.1,1,12.8,402,0,0,8,10,28,0,0,0,3.3,1.7,5,0.1,0,0,0,0
274,FCR,200,2019-05-13 12:00:00,0.1,1,57.5,286.5,0,0,31,3,38,0,0,0,2.1,4.6,6.7,0.1,0,0,0,0
275,FCR,50,2019-05-13 12:00:00,0.1,1,7.2,168,0,0,6,4,3,0,0,0,1.9,3.3,5.1,0.1,0,0,0,0
276,FCR,50,2019-05-13 12:00:00,1.6,1,NA,NA,0,0,7,10,3,0,3,0,1.8,4.9,6.8,0.101,0,0,0,0
277,FCR,50,2019-05-13 12:00:00,3.8,1,6.2,360,0,0,20,5,0,3,0,43,0.8,3.5,4.3,0.1,0,0,0,0
278,FCR,50,2019-05-13 12:00:00,5,1,5.1,370,0,0,8,3,3,0,0,0,2.1,3.2,5.4,0.1,0,0,0,0
279,FCR,50,2019-05-13 12:00:00,6.2,1,5.7,368,0,0,16,1,7,3,3,0,0.5,3.6,4.1,0.1,0,0,0,0
280,FCR,50,2019-05-13 12:00:00,8,1,13.7,387,0,0,215,4,27,3,0,0,3,2,5,0.25,7,7,7,7
281,FCR,50,2019-05-13 12:00:00,9,1,29.1,744,0,0,308,1,3,0,3,0,2.4,4.3,6.8,0.4,0,0,0,0
282,FCR,50,2019-05-16 12:00:00,0.1,1,8.4,225,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
283,FCR,50,2019-05-16 12:00:00,1.6,1,5,338,0,0,8,12,3,0,3,0,1.7,4.9,6.6,0.106,0,0,0,0
284,FCR,50,2019-05-16 12:00:00,5,1,9.2,177,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
285,FCR,50,2019-05-16 12:00:00,8,1,3.3,378,3,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
286,FCR,50,2019-05-16 12:00:00,9,1,38.6,654,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
287,FCR,100,2019-05-20 12:00:00,0.1,1,21.9,330,0,0,8,7,68,0,0,0,1.8,2.5,4.2,0.15,7,7,7,7
288,FCR,200,2019-05-20 12:00:00,0.1,1,80,351,0,0,32,5,42,0,0,0,2.3,4.8,7,0.2,0,0,0,0
289,FCR,50,2019-05-20 12:00:00,0.1,1,4.8,118.5,0,0,11,0,3,3,43,0,2.6,3.1,5.7,0.1,0,0,0,0
290,FCR,50,2019-05-20 12:00:00,1.6,1,NA,NA,0,0,4,12,3,0,3,0,3.4,4.9,8.3,0.116,0,0,0,0
291,FCR,50,2019-05-20 12:00:00,3.8,1,12.9,412,0,0,26,4,3,3,0,0,2.2,2.8,5,0.1,0,0,0,0
292,FCR,50,2019-05-20 12:00:00,5,1,3.8,379,3,0,11,2,3,3,0,0,2.2,3.2,5.4,0.1,0,0,0,0
293,FCR,50,2019-05-20 12:00:00,6.2,1,8.9,411,0,0,16,4,3,3,0,0,1.4,2.2,3.6,0.1,0,0,0,0
294,FCR,50,2019-05-20 12:00:00,8,1,11.1,256.5,0,0,53,2,3,0,3,0,4.4,1.9,6.3,0.2,0,0,0,0
295,FCR,50,2019-05-20 12:00:00,9,1,54,501,0,0,61,3,3,0,0,0,1.7,3.4,5.1,0.2,0,0,0,0
296,FCR,50,2019-05-23 12:00:00,0.1,1,5.9,357,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
297,FCR,50,2019-05-23 12:00:00,1.6,1,NA,NA,0,0,10,11,3,0,3,0,1.9,4.8,6.7,0.128,0,0,0,0
298,FCR,50,2019-05-23 12:00:00,5,1,9.4,223.5,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
299,FCR,50,2019-05-23 12:00:00,9,1,3.6,380,3,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
300,FCR,100,2019-05-27 12:00:00,0.1,1,33.8,433.5,0,0,13,9,44,3,0,0,2.9,2,4.9,0.1,0,0,0,0
301,FCR,200,2019-05-27 12:00:00,0.1,1,150.6,553.5,0,0,32,4,3,0,0,0,2.6,4.7,7.4,0.2,0,0,0,0
302,FCR,50,2019-05-27 12:00:00,0.1,1,6,139.5,0,0,7,2,3,0,0,0,2.6,3.4,6.1,0.1,0,0,0,0
303,FCR,50,2019-05-27 12:00:00,1.6,1,3.5,323,3,0,6,8,4,0,0,0,2.1,5.1,7.1,0.141,0,0,0,0
304,FCR,50,2019-05-27 12:00:00,3.8,1,13.7,289.5,0,0,5,5,0,0,0,43,1.1,3.8,4.9,0.1,0,0,0,0
305,FCR,50,2019-05-27 12:00:00,5,1,6.3,186,0,0,9,4,0,0,0,43,1.4,2.8,4.2,0.1,0,0,0,0
306,FCR,50,2019-05-27 12:00:00,6.2,1,7.7,198,0,0,4,1,3,0,3,0,2,3.2,5.2,0.1,0,0,0,0
307,FCR,50,2019-05-27 12:00:00,8,1,8.4,413,0,0,5,3,3,0,0,0,1.9,3.4,5.4,0.1,0,0,0,0
308,FCR,50,2019-05-27 12:00:00,9,1,9.8,213,0,0,23,2,3,3,3,0,2,3.5,5.5,0.1,0,0,0,0
309,FCR,1,2019-05-30 12:00:00,0.1,1,11.4,139.5,0,0,9,5,57,0,0,0,1.2,5.3,6.5,0.1,0,0,0,0
310,FCR,1,2019-05-30 12:00:00,0.1,2,8,126,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
311,FCR,100,2019-05-30 12:00:00,0.1,1,13.3,148.5,0,0,3,7,64,3,0,0,3.7,1.4,5.1,0.1,0,0,0,0
312,FCR,101,2019-05-30 12:00:00,0.1,1,8,148.5,0,0,6,5,58,0,0,0,1.8,3,4.8,0.1,0,0,0,0
313,FCR,102,2019-05-30 12:00:00,0.1,1,3.9,100.5,3,0,5,2,3,0,0,0,2.6,2.2,4.8,0.1,7,7,7,7
314,FCR,20,2019-05-30 12:00:00,0.1,1,7.2,117,0,0,4,3,3,0,0,0,2.2,3.1,5.3,0.1,0,0,0,0
315,FCR,200,2019-05-30 12:00:00,0.1,1,42.1,235.5,0,0,27,6,25,3,0,0,1.6,4,5.6,0.2,0,0,0,0
316,FCR,30,2019-05-30 12:00:00,0.1,1,8.1,144,0,0,3,1,0,3,3,43,NA,NA,NA,NA,0,0,0,0
317,FCR,45,2019-05-30 12:00:00,0.1,1,7.2,117,0,0,11,2,0,3,0,43,2.7,3,5.7,0.1,0,0,0,0
318,FCR,50,2019-05-30 12:00:00,0.1,1,7.2,100.5,0,0,14,2,3,3,0,0,4,2.3,6.2,0.15,7,7,7,7
319,FCR,50,2019-05-30 12:00:00,0.1,2,6.6,385,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
320,FCR,50,2019-05-30 12:00:00,1.6,1,NA,NA,0,0,NA,NA,NA,0,0,0,1.8,5.2,6.9,0.112,0,0,0,0
321,FCR,50,2019-05-30 12:00:00,5,1,1.8,387,3,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
322,FCR,50,2019-05-30 12:00:00,9,1,23,385.5,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
323,FCR,99,2019-05-30 12:00:00,0.1,1,14.4,84,0,0,7,6,64,0,0,0,4.1,1.5,5.6,0.2,0,0,0,0
324,FCR,100,2019-06-03 12:00:00,0.1,1,52.6,535.5,0,0,5,10,72,0,0,0,1.1,2.9,4.1,0.2,0,0,0,0
325,FCR,200,2019-06-03 12:00:00,0.1,1,57.3,354,0,0,28,7,42,73,7,7,NA,NA,NA,NA,0,0,0,0
326,FCR,50,2019-06-03 12:00:00,0.1,1,13.7,321,0,0,0,6,0,3,0,43,3,3.2,6.2,0.15,7,7,7,7
327,FCR,50,2019-06-03 12:00:00,1.6,1,NA,NA,0,0,6,10,3,0,3,0,2,5.3,7.3,0.116,0,0,0,0
328,FCR,50,2019-06-03 12:00:00,3.8,1,6.2,199.5,0,0,6,2,3,0,3,0,2.3,3.3,5.6,0.1,0,0,0,0
329,FCR,50,2019-06-03 12:00:00,5,1,3.9,166.5,3,0,10,4,8,0,0,0,3.8,1.9,5.6,0.1,0,0,0,0
330,FCR,50,2019-06-03 12:00:00,6.2,1,4.5,163.5,0,0,4,3,0,0,0,43,1.4,2.9,4.4,0.2,0,0,0,0
331,FCR,50,2019-06-03 12:00:00,8,1,13.8,285,0,0,14,3,0,3,0,43,4.4,1.7,6.1,0.1,0,0,0,0
332,FCR,50,2019-06-03 12:00:00,9,1,17.4,360,0,0,24,3,3,3,0,0,2.5,2.9,5.4,0.1,7,7,7,7
333,FCR,50,2019-06-06 12:00:00,0.1,1,9.9,213,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
334,FCR,50,2019-06-06 12:00:00,1.6,1,NA,NA,0,0,8,13,3,0,3,0,2.9,5.3,8.2,0.256,0,0,0,0
335,FCR,50,2019-06-06 12:00:00,5,1,6.2,376,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
336,FCR,50,2019-06-06 12:00:00,9,1,2.5,147,3,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
337,FCR,50,2019-06-08 12:00:00,0.1,1,NA,NA,0,0,NA,NA,NA,0,0,0,6,1.9,7.9,0.2,0,0,0,0
338,FCR,100,2019-06-10 12:00:00,0.1,1,16.5,427,0,0,10,6,35,0,0,0,3.9,1.5,5.4,0.1,0,0,0,0
339,FCR,200,2019-06-10 12:00:00,0.1,1,53.7,419,0,0,32,9,44,0,0,0,1.9,4.2,6.1,0.2,0,0,0,0
340,FCR,50,2019-06-10 12:00:00,0.1,1,5.2,232.5,0,0,13,6,3,3,0,0,5,2.3,7.3,0.2,7,7,7,7
341,FCR,50,2019-06-10 12:00:00,1.6,1,6.5,414,0,0,9,11,3,0,3,0,2.5,5.4,7.9,0.182,0,0,0,0
342,FCR,50,2019-06-10 12:00:00,3.8,1,11.7,288,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
343,FCR,50,2019-06-10 12:00:00,5,1,7.2,211.5,0,0,25,4,4,3,0,0,2,2.9,4.9,0.2,0,0,0,0
344,FCR,50,2019-06-10 12:00:00,6.2,1,5,151.5,0,0,39,5,24,0,0,0,2.1,3.1,5.2,0.2,0,0,0,0
345,FCR,50,2019-06-10 12:00:00,8,1,13.5,279,0,0,31,1,3,0,3,0,1.6,3.2,4.7,0.1,0,0,0,0
