time, scfm, o2_kg/d, o2_mg/d,	o2_mmol/d,	gallons/min,	sss_L/min,	sss_L/day,	SSS_m3/day,	mmolO2/m3/day
2025-05-14,	0.5,	25.00,	25000000.00,	781250.00,	.,	227.00,	1307520.00,	1307.52,	597.51
