"Reservoir","Site","time_start","time_end","curve_name","Iteration","a","b","gzf","RSE","max_dev_stage","max_obs_stage","min_dev_stage","min_obs_stage"
"CCR",101,2024-01-10,2027-01-01,1,"All",4.95182689628654e-06,3.14333574499236,18.6,0.00751629170230526,38.8520239256815,86.1981701590597,23.7550943009838,18.6403543938882
