"Reservoir","DateTime","Site","Duration_days","Depth_m","TrapRep","TrapXSA_m2","TrapVol_L","CollectionVol_L","FilterRep","FilterVol_L","FilterMassPre_g","FilterMassPost_g","SedMass_g","SedFlux_gm2d","FilterID","Flag_CollectionVol_L","Flag_SedMass_g"
"FCR",2022-07-11,50,14,4,2,0.0040715,2,1631,1,144,0.107,0.111,0.004,0.794820363775295,"F_sed_4m_R2_F1_11Jul22",1,1
"FCR",2022-07-11,50,14,4,2,0.0040715,2,1631,2,144,0.107,0.111,0.004,0.794820363775295,"F_sed_4m_R2_F2_11Jul22",1,1
"FCR",2022-07-11,50,14,4,2,0.0040715,2,1631,3,136,0.107,0.111,0.004,0.841574502820901,"F_sed_4m_R2_F3_11Jul22",1,1
"FCR",2022-07-11,50,14,4,2,0.0040715,2,1631,4,142,0.107,0.11,0.003,0.604511262589661,"F_sed_4m_R2_F4_11Jul22",1,1
"FCR",2022-07-11,50,14,8,1,0.0040715,2,1662,1,80,0.107,0.122,0.015,5.46700935071315,"F_sed_8m_R1_F1_11Jul22",1,1
"FCR",2022-07-11,50,14,8,1,0.0040715,2,1662,2,84,0.105,0.122,0.017,5.90089898172213,"F_sed_8m_R1_F2_11Jul22",1,1
"FCR",2022-07-11,50,14,8,1,0.0040715,2,1662,3,78,0.107,0.121,0.014,5.23337647247754,"F_sed_8m_R1_F3_11Jul22",1,1
"FCR",2022-07-11,50,14,8,1,0.0040715,2,1662,4,80,0.107,0.122,0.015,5.46700935071315,"F_sed_8m_R1_F4_11Jul22",1,1
"FCR",2022-07-11,50,14,8,2,0.0040715,2,1760,1,82,0.106,0.121,0.015,5.64816791832065,"F_sed_8m_R2_F1_11Jul22",1,1
"FCR",2022-07-11,50,14,8,2,0.0040715,2,1760,2,76,0.107,0.121,0.014,5.68780418441412,"F_sed_8m_R2_F2_11Jul22",1,1
"FCR",2022-07-11,50,14,8,2,0.0040715,2,1760,3,76,0.107,0.121,0.014,5.68780418441412,"F_sed_8m_R2_F3_11Jul22",1,1
"FCR",2022-07-11,50,14,8,2,0.0040715,2,1760,4,76,0.107,0.12,0.013,5.28153245695597,"F_sed_8m_R2_F4_11Jul22",1,1
"BVR",2022-07-11,50,14,4,1,0.0040715,2,1634,1,136,0.107,0.12,0.013,2.74014800565934,"B_sed_4m_R1_F1_11Jul22",1,1
"BVR",2022-07-11,50,14,4,1,0.0040715,2,1634,2,142,0.106,0.118,0.012,2.42249271139548,"B_sed_4m_R1_F2_11Jul22",1,1
"BVR",2022-07-11,50,14,4,1,0.0040715,2,1634,3,142,0.107,0.121,0.014,2.82624149662806,"B_sed_4m_R1_F3_11Jul22",1,1
"BVR",2022-07-11,50,14,4,1,0.0040715,2,1634,4,146,0.107,0.121,0.014,2.74881022274783,"B_sed_4m_R1_F4_11Jul22",1,1
"BVR",2022-07-11,50,14,4,2,0.0040715,2,1682,1,144,0.109,0.121,0.012,2.45902118676281,"B_sed_4m_R2_F1_11Jul22",1,1
"BVR",2022-07-11,50,14,4,2,0.0040715,2,1682,2,138,0.107,0.125,0.018,3.848902727107,"B_sed_4m_R2_F2_11Jul22",1,1
"BVR",2022-07-11,50,14,4,2,0.0040715,2,1682,3,138,0.107,0.12,0.013,2.77976308068839,"B_sed_4m_R2_F3_11Jul22",1,1
"BVR",2022-07-11,50,14,4,2,0.0040715,2,1682,4,142,0.107,0.126,0.019,3.94828753930929,"B_sed_4m_R2_F4_11Jul22",1,1
"BVR",2022-07-11,50,14,8,1,0.0040715,2,1522,1,80,0.107,0.12,0.013,4.33895896563218,"B_sed_8m_R1_F1_11Jul22",1,1
"BVR",2022-07-11,50,14,8,1,0.0040715,2,1522,2,84,0.107,0.122,0.015,4.76808677541998,"B_sed_8m_R1_F2_11Jul22",1,1
"BVR",2022-07-11,50,14,8,1,0.0040715,2,1522,3,80,0.107,0.119,0.012,4.00519289135278,"B_sed_8m_R1_F3_11Jul22",1,1
"BVR",2022-07-11,50,14,8,1,0.0040715,2,1522,4,78,0.108,0.122,0.014,4.79253850247342,"B_sed_8m_R1_F4_11Jul22",1,1
"BVR",2022-07-11,50,14,8,2,0.0040715,2,1618,1,80,0.107,0.121,0.014,4.96745671128577,"B_sed_8m_R2_F1_11Jul22",1,1
"BVR",2022-07-11,50,14,8,2,0.0040715,2,1618,2,76,0.107,0.119,0.012,4.48191582973152,"B_sed_8m_R2_F2_11Jul22",1,1
"BVR",2022-07-11,50,14,8,2,0.0040715,2,1618,3,80,0.107,0.122,0.015,5.32227504780618,"B_sed_8m_R2_F3_11Jul22",1,1
"BVR",2022-07-11,50,14,8,2,0.0040715,2,1618,4,82,0.108,0.12,0.012,4.15397076901946,"B_sed_8m_R2_F4_11Jul22",1,1
"FCR",2022-07-25,50,14,4,1,0.0040715,2,1817,1,139,0.106,0.114,0.00800000000000001,1.83462640249023,"F_sed_4m_R1_F1_25Jul22",1,1
"FCR",2022-07-25,50,14,4,1,0.0040715,2,1817,2,142,0.106,0.115,0.00900000000000001,2.02035002598176,"F_sed_4m_R1_F2_25Jul22",1,1
"FCR",2022-07-25,50,14,4,1,0.0040715,2,1817,3,138,0.108,0.115,0.00700000000000001,1.61693069712227,"F_sed_4m_R1_F3_25Jul22",1,1
"FCR",2022-07-25,50,14,4,1,0.0040715,2,1817,4,138,0.107,0.115,0.00800000000000001,1.84792079671117,"F_sed_4m_R1_F4_25Jul22",1,1
"FCR",2022-07-25,50,14,4,2,0.0040715,2,1797,1,139,0.107,0.114,0.00700000000000001,1.58762833770807,"F_sed_4m_R2_F1_25Jul22",1,1
"FCR",2022-07-25,50,14,4,2,0.0040715,2,1797,2,138,0.108,0.116,0.00800000000000001,1.82758044671985,"F_sed_4m_R2_F2_25Jul22",1,1
"FCR",2022-07-25,50,14,4,2,0.0040715,2,1797,3,144,0.107,0.114,0.00700000000000001,1.53250235375988,"F_sed_4m_R2_F3_25Jul22",1,1
"FCR",2022-07-25,50,14,4,2,0.0040715,2,1797,4,136,0.106,0.113,0.00700000000000001,1.62264955103987,"F_sed_4m_R2_F4_25Jul22",1,1
"FCR",2022-07-25,50,14,8,1,0.0040715,2,1824,1,84,0.107,0.129,0.022,8.38080534927959,"F_sed_8m_R1_F1_25Jul22",1,1
"FCR",2022-07-25,50,14,8,1,0.0040715,2,1824,2,80,0.107,0.127,0.02,7.99985965158506,"F_sed_8m_R1_F2_25Jul22",1,1
"FCR",2022-07-25,50,14,8,1,0.0040715,2,1824,3,80,0.107,0.128,0.021,8.39985263416431,"F_sed_8m_R1_F3_25Jul22",1,1
"FCR",2022-07-25,50,14,8,1,0.0040715,2,1824,4,80,0.107,0.128,0.021,8.39985263416431,"F_sed_8m_R1_F4_25Jul22",1,1
"FCR",2022-07-25,50,14,8,2,0.0040715,2,1793,1,78,0.107,0.125,0.018,7.25898196118017,"F_sed_8m_R2_F1_25Jul22",1,1
"FCR",2022-07-25,50,14,8,2,0.0040715,2,1793,2,79,0.107,0.126,0.019,7.56526811987975,"F_sed_8m_R2_F2_25Jul22",1,1
"FCR",2022-07-25,50,14,8,2,0.0040715,2,1793,3,84,0.107,0.126,0.019,7.11495454131548,"F_sed_8m_R2_F3_25Jul22",1,1
"FCR",2022-07-25,50,14,8,2,0.0040715,2,1793,4,82,0.107,0.126,0.019,7.28849001793294,"F_sed_8m_R2_F4_25Jul22",1,1
"BVR",2022-07-25,50,14,4,1,0.0040715,2,1811,1,139,0.107,0.12,0.013,2.97142332098427,"B_sed_4m_R1_F1_25Jul22",1,1
"BVR",2022-07-25,50,14,4,1,0.0040715,2,1811,2,136,0.017,0.124,0.107,24.9965944869904,"B_sed_4m_R1_F2_25Jul22",1,1
"BVR",2022-07-25,50,14,4,1,0.0040715,2,1811,3,140,0.106,0.125,0.019,4.31182911577992,"B_sed_4m_R1_F3_25Jul22",1,1
"BVR",2022-07-25,50,14,4,1,0.0040715,2,1811,4,136,0.108,0.122,0.014,3.27058245624174,"B_sed_4m_R1_F4_25Jul22",1,1
"BVR",2022-07-25,50,14,4,2,0.0040715,2,1793,1,139,0.107,0.117,0.01,2.26299197830557,"B_sed_4m_R2_F1_25Jul22",1,1
"BVR",2022-07-25,50,14,4,2,0.0040715,2,1793,2,140,0.106,0.122,0.016,3.59492439982256,"B_sed_4m_R2_F2_25Jul22",1,1
"BVR",2022-07-25,50,14,4,2,0.0040715,2,1793,3,144,0.107,0.121,0.014,3.05818221512683,"B_sed_4m_R2_F3_25Jul22",1,1
"BVR",2022-07-25,50,14,4,2,0.0040715,2,1793,4,140,0.107,0.123,0.016,3.59492439982256,"B_sed_4m_R2_F4_25Jul22",1,1
"BVR",2022-07-25,50,14,8,1,0.0040715,2,1775,1,79,0.107,0.121,0.014,5.51844637857786,"B_sed_8m_R1_F1_25Jul22",1,1
"BVR",2022-07-25,50,14,8,1,0.0040715,2,1775,2,79,0.108,0.121,0.013,5.12427163725087,"B_sed_8m_R1_F2_25Jul22",1,1
"BVR",2022-07-25,50,14,8,1,0.0040715,2,1775,3,78,0.107,0.119,0.012,4.79073916382034,"B_sed_8m_R1_F3_25Jul22",1,1
"BVR",2022-07-25,50,14,8,1,0.0040715,2,1775,4,79,0.107,0.121,0.014,5.51844637857786,"B_sed_8m_R1_F4_25Jul22",1,1
"BVR",2022-07-25,50,14,8,2,0.0040715,2,1776,1,78,0.107,0.12,0.013,5.19289135278328,"B_sed_8m_R2_F1_25Jul22",1,1
"BVR",2022-07-25,50,14,8,2,0.0040715,2,1776,2,79,0.108,0.125,0.017,6.7047457972645,"B_sed_8m_R2_F2_25Jul22",1,1
"BVR",2022-07-25,50,14,8,2,0.0040715,2,1776,3,81,0.107,0.121,0.014,5.38522066214563,"B_sed_8m_R2_F3_25Jul22",1,1
"BVR",2022-07-25,50,14,8,2,0.0040715,2,1776,4,78,0.108,0.121,0.013,5.19289135278328,"B_sed_8m_R2_F4_25Jul22",1,1
"FCR",2022-08-08,50,14,4,1,0.0040715,2,1477,1,142,0.107,0.119,0.012,2.18973178380117,"F_sed_4m_R1_F1_08Aug22",1,1
"FCR",2022-08-08,50,14,4,1,0.0040715,2,1477,2,142,0.107,0.119,0.012,2.18973178380117,"F_sed_4m_R1_F2_08Aug22",1,1
"FCR",2022-08-08,50,14,4,1,0.0040715,2,1477,3,140,0.107,0.12,0.013,2.40609813862915,"F_sed_4m_R1_F3_08Aug22",1,1
"FCR",2022-08-08,50,14,4,1,0.0040715,2,1477,4,138,0.107,0.119,0.012,2.25320227028816,"F_sed_4m_R1_F4_08Aug22",1,1
"FCR",2022-08-08,50,14,4,2,0.0040715,2,1761,1,142,0.108,0.117,0.00900000000000001,1.95808277146608,"F_sed_4m_R2_F1_08Aug22",1,1
"FCR",2022-08-08,50,14,4,2,0.0040715,2,1761,2,142,0.108,0.118,0.01,2.1756475238512,"F_sed_4m_R2_F2_08Aug22",1,1
"FCR",2022-08-08,50,14,4,2,0.0040715,2,1761,3,140,0.107,0.117,0.01,2.20672820276336,"F_sed_4m_R2_F3_08Aug22",1,1
"FCR",2022-08-08,50,14,4,2,0.0040715,2,1761,4,142,0.107,0.116,0.00900000000000001,1.95808277146608,"F_sed_4m_R2_F4_08Aug22",1,1
"FCR",2022-08-08,50,14,8,1,0.0040715,2,1789,1,142,0.108,0.152,0.044,9.72505794931693,"F_sed_8m_R1_F1_08Aug22",1,1
"FCR",2022-08-08,50,14,8,1,0.0040715,2,1789,2,120,0.107,0.146,0.039,10.2002596445676,"F_sed_8m_R1_F2_08Aug22",1,1
"FCR",2022-08-08,50,14,8,1,0.0040715,2,1789,3,120,0.107,0.146,0.039,10.2002596445676,"F_sed_8m_R1_F3_08Aug22",1,1
"FCR",2022-08-08,50,14,8,1,0.0040715,2,1789,4,122,0.107,0.147,0.04,10.2902997675336,"F_sed_8m_R1_F4_08Aug22",1,1
"FCR",2022-08-08,50,14,8,2,0.0040715,2,1748,1,120,0.108,0.148,0.04,10.2220428881365,"F_sed_8m_R2_F1_08Aug22",1,1
"FCR",2022-08-08,50,14,8,2,0.0040715,2,1748,2,118,0.107,0.147,0.04,10.3952978523422,"F_sed_8m_R2_F2_08Aug22",1,1
"FCR",2022-08-08,50,14,8,2,0.0040715,2,1748,3,122,0.107,0.149,0.042,10.5571918352885,"F_sed_8m_R2_F3_08Aug22",1,1
"FCR",2022-08-08,50,14,8,2,0.0040715,2,1748,4,118,0.108,0.149,0.041,10.6551802986507,"F_sed_8m_R2_F4_08Aug22",1,1
"BVR",2022-08-08,50,14,4,1,0.0040715,2,1761,1,120,0.107,0.119,0.012,3.0894194838687,"B_sed_4m_R1_F1_08Aug22",1,1
"BVR",2022-08-08,50,14,4,1,0.0040715,2,1761,2,120,0.107,0.12,0.013,3.34687110752443,"B_sed_4m_R1_F2_08Aug22",1,1
"BVR",2022-08-08,50,14,4,1,0.0040715,2,1761,3,118,0.106,0.119,0.013,3.40359773646552,"B_sed_4m_R1_F3_08Aug22",1,1
"BVR",2022-08-08,50,14,4,1,0.0040715,2,1761,4,118,0.107,0.121,0.014,3.66541294696287,"B_sed_4m_R1_F4_08Aug22",1,1
"BVR",2022-08-08,50,14,4,2,0.0040715,2,1716,1,118,0.107,0.117,0.01,2.55124872920755,"B_sed_4m_R2_F1_08Aug22",1,1
"BVR",2022-08-08,50,14,4,2,0.0040715,2,1716,2,120,0.107,0.122,0.015,3.76309187558113,"B_sed_4m_R2_F2_08Aug22",1,1
"BVR",2022-08-08,50,14,4,2,0.0040715,2,1716,3,120,0.107,0.122,0.015,3.76309187558113,"B_sed_4m_R2_F3_08Aug22",1,1
"BVR",2022-08-08,50,14,4,2,0.0040715,2,1716,4,118,0.107,0.121,0.014,3.57174822089056,"B_sed_4m_R2_F4_08Aug22",1,1
"BVR",2022-08-08,50,14,8,1,0.0040715,2,1747,1,100,0.107,0.121,0.014,4.29080191575586,"B_sed_8m_R1_F1_08Aug22",1,1
"BVR",2022-08-08,50,14,8,1,0.0040715,2,1747,2,100,0.108,0.129,0.021,6.4362028736338,"B_sed_8m_R1_F2_08Aug22",1,1
"BVR",2022-08-08,50,14,8,1,0.0040715,2,1747,3,102,0.106,0.128,0.022,6.6104791419208,"B_sed_8m_R1_F3_08Aug22",1,1
"BVR",2022-08-08,50,14,8,1,0.0040715,2,1747,4,100,0.107,0.129,0.022,6.74268872475922,"B_sed_8m_R1_F4_08Aug22",1,1
"BVR",2022-08-08,50,14,8,2,0.0040715,2,1723,1,78,0.107,0.121,0.014,5.42545587369362,"B_sed_8m_R2_F1_08Aug22",1,1
"BVR",2022-08-08,50,14,8,2,0.0040715,2,1723,2,82,0.107,0.122,0.015,5.52942802458322,"B_sed_8m_R2_F2_08Aug22",1,1
"BVR",2022-08-08,50,14,8,2,0.0040715,2,1723,3,78,0.107,0.121,0.014,5.42545587369362,"B_sed_8m_R2_F3_08Aug22",1,1
"BVR",2022-08-08,50,14,8,2,0.0040715,2,1723,4,80,0.108,0.12,0.012,4.53413098015824,"B_sed_8m_R2_F4_08Aug22",1,1
"FCR",2022-08-22,50,14,4,1,0.0040715,2,1802,1,138,0.107,0.117,0.01,2.2908319177721,"F_sed_4m_R1_F1_22Aug22",1,1
"FCR",2022-08-22,50,14,4,1,0.0040715,2,1802,2,138,0.107,0.118,0.011,2.51991510954931,"F_sed_4m_R1_F2_22Aug22",1,1
"FCR",2022-08-22,50,14,4,1,0.0040715,2,1802,3,138,0.107,0.117,0.01,2.2908319177721,"F_sed_4m_R1_F3_22Aug22",1,1
"FCR",2022-08-22,50,14,4,1,0.0040715,2,1802,4,138,0.108,0.116,0.00800000000000001,1.83266553421768,"F_sed_4m_R1_F4_22Aug22",1,1
"FCR",2022-08-22,50,14,4,2,0.0040715,2,1796,1,140,0.108,0.118,0.01,2.25058708243214,"F_sed_4m_R2_F1_22Aug22",1,1
"FCR",2022-08-22,50,14,4,2,0.0040715,2,1796,2,142,0.108,0.117,0.00900000000000001,1.99699980553838,"F_sed_4m_R2_F2_22Aug22",1,1
"FCR",2022-08-22,50,14,4,2,0.0040715,2,1796,3,138,0.108,0.118,0.01,2.28320428652536,"F_sed_4m_R2_F3_22Aug22",1,1
"FCR",2022-08-22,50,14,4,2,0.0040715,2,1796,4,136,0.107,0.117,0.01,2.31678082015073,"F_sed_4m_R2_F4_22Aug22",1,1
"FCR",2022-08-22,50,14,8,1,0.0040715,2,1818,1,78,0.107,0.129,0.022,8.99579359606377,"F_sed_8m_R1_F1_22Aug22",1,1
"FCR",2022-08-22,50,14,8,1,0.0040715,2,1818,2,78,0.107,0.128,0.021,8.58689388715178,"F_sed_8m_R1_F2_22Aug22",1,1
"FCR",2022-08-22,50,14,8,1,0.0040715,2,1818,3,82,0.106,0.131,0.025,9.72383454119975,"F_sed_8m_R1_F3_22Aug22",1,1
"FCR",2022-08-22,50,14,8,1,0.0040715,2,1818,4,80,0.107,0.13,0.023,9.16957597235137,"F_sed_8m_R1_F4_22Aug22",1,1
"FCR",2022-08-22,50,14,8,2,0.0040715,2,1841,1,84,0.108,0.132,0.024,9.22790828231084,"F_sed_8m_R2_F1_22Aug22",1,1
"FCR",2022-08-22,50,14,8,2,0.0040715,2,1841,2,80,0.107,0.133,0.026,10.4967456711286,"F_sed_8m_R2_F2_22Aug22",1,1
"FCR",2022-08-22,50,14,8,2,0.0040715,2,1841,3,80,0.107,0.133,0.026,10.4967456711286,"F_sed_8m_R2_F3_22Aug22",1,1
"FCR",2022-08-22,50,14,8,2,0.0040715,2,1841,4,82,0.107,0.134,0.027,10.634601618029,"F_sed_8m_R2_F4_22Aug22",1,1
"BVR",2022-08-22,50,14,4,1,0.0040715,2,1797,1,136,0.107,0.121,0.014,3.24529910207974,"B_sed_4m_R1_F1_22Aug22",1,1
"BVR",2022-08-22,50,14,4,1,0.0040715,2,1797,2,140,0.108,0.121,0.013,2.92739225126376,"B_sed_4m_R1_F2_22Aug22",1,1
"BVR",2022-08-22,50,14,4,1,0.0040715,2,1797,3,139,0.107,0.122,0.015,3.40206072366016,"B_sed_4m_R1_F3_22Aug22",1,1
"BVR",2022-08-22,50,14,4,1,0.0040715,2,1797,4,142,0.107,0.12,0.013,2.8861613744854,"B_sed_4m_R1_F4_22Aug22",1,1
"BVR",2022-08-22,50,14,4,2,0.0040715,2,1800,1,140,0.107,0.112,0.005,1.12779976291143,"B_sed_4m_R2_F1_22Aug22",1,1
"BVR",2022-08-22,50,14,4,2,0.0040715,2,1800,2,142,0.106,0.117,0.011,2.44621357025859,"B_sed_4m_R2_F2_22Aug22",1,1
"BVR",2022-08-22,50,14,4,2,0.0040715,2,1800,3,178,0.107,0.121,0.014,2.48369385989483,"B_sed_4m_R2_F3_22Aug22",1,1
"BVR",2022-08-22,50,14,4,2,0.0040715,2,1800,4,180,0.107,0.124,0.017,2.98240381747689,"B_sed_4m_R2_F4_22Aug22",1,1
"BVR",2022-08-22,50,14,8,1,0.0040715,2,1657,1,82,0.107,0.121,0.014,4.96311361246978,"B_sed_8m_R1_F1_22Aug22",1,1
"BVR",2022-08-22,50,14,8,1,0.0040715,2,1657,2,82,0.107,0.121,0.014,4.96311361246978,"B_sed_8m_R1_F2_22Aug22",1,1
"BVR",2022-08-22,50,14,8,1,0.0040715,2,1657,3,78,0.107,0.118,0.011,4.09956820370673,"B_sed_8m_R1_F3_22Aug22",1,1
"BVR",2022-08-22,50,14,8,1,0.0040715,2,1657,4,80,0.108,0.119,0.011,3.99707899861406,"B_sed_8m_R1_F4_22Aug22",1,1
"BVR",2022-08-22,50,14,8,2,0.0040715,2,470,1,82,0.107,0.116,0.00900000000000001,0.904990541458195,"B_sed_8m_R2_F1_22Aug22",1,1
"BVR",2022-08-22,50,14,8,2,0.0040715,2,470,2,84,0.108,0.118,0.01,0.981603497348835,"B_sed_8m_R2_F2_22Aug22",1,1
"BVR",2022-08-22,50,14,8,2,0.0040715,2,470,3,82,0.107,0.118,0.011,1.10609955067113,"B_sed_8m_R2_F3_22Aug22",1,1
"BVR",2022-08-22,50,14,8,2,0.0040715,2,470,4,82,0.107,0.122,0.015,1.50831756909699,"B_sed_8m_R2_F4_22Aug22",1,1
"FCR",2022-09-05,50,14,4,1,0.0040715,2,1833,1,139,0.108,0.119,0.011,2.54482472161602,"F_sed_4m_R1_F1_05Sep22",1,1
"FCR",2022-09-05,50,14,4,1,0.0040715,2,1833,2,140,0.106,0.118,0.012,2.75634262055553,"F_sed_4m_R1_F2_05Sep22",1,1
"FCR",2022-09-05,50,14,4,1,0.0040715,2,1833,3,142,0.107,0.118,0.011,2.49106081904666,"F_sed_4m_R1_F3_05Sep22",1,1
"FCR",2022-09-05,50,14,4,1,0.0040715,2,1833,4,142,0.107,0.119,0.012,2.71752089350545,"F_sed_4m_R1_F4_05Sep22",1,1
"FCR",2022-09-05,50,14,4,2,0.0040715,2,1795,1,140,0.108,0.119,0.011,2.4742673687429,"F_sed_4m_R2_F1_05Sep22",1,1
"FCR",2022-09-05,50,14,4,2,0.0040715,2,1795,2,142,0.108,0.121,0.013,2.88294917484769,"F_sed_4m_R2_F2_05Sep22",1,1
"FCR",2022-09-05,50,14,4,2,0.0040715,2,1795,3,140,0.106,0.118,0.012,2.69920076590135,"F_sed_4m_R2_F3_05Sep22",1,1
"FCR",2022-09-05,50,14,4,2,0.0040715,2,1795,4,138,0.107,0.119,0.012,2.73831961758108,"F_sed_4m_R2_F4_05Sep22",1,1
"FCR",2022-09-05,50,14,8,1,0.0040715,2,1753,1,80,0.106,0.128,0.022,8.45730776653041,"F_sed_8m_R1_F1_05Sep22",1,1
"FCR",2022-09-05,50,14,8,1,0.0040715,2,1753,2,81,0.105,0.127,0.022,8.35289655953621,"F_sed_8m_R1_F2_05Sep22",1,1
"FCR",2022-09-05,50,14,8,1,0.0040715,2,1753,3,81,0.105,0.128,0.023,8.73257367587877,"F_sed_8m_R1_F3_05Sep22",1,1
"FCR",2022-09-05,50,14,8,1,0.0040715,2,1753,4,81,0.106,0.128,0.022,8.35289655953621,"F_sed_8m_R1_F4_05Sep22",1,1
"FCR",2022-09-05,50,14,8,2,0.0040715,2,1777,1,78,0.107,0.125,0.018,7.19420576966936,"F_sed_8m_R2_F1_05Sep22",1,1
"FCR",2022-09-05,50,14,8,2,0.0040715,2,1777,2,79,0.106,0.128,0.022,8.68161540137315,"F_sed_8m_R2_F2_05Sep22",1,1
"FCR",2022-09-05,50,14,8,2,0.0040715,2,1777,3,82,0.107,0.129,0.022,8.36399532571316,"F_sed_8m_R2_F3_05Sep22",1,1
"FCR",2022-09-05,50,14,8,2,0.0040715,2,1777,4,78,0.106,0.125,0.019,7.59388386798432,"F_sed_8m_R2_F4_05Sep22",1,1
"BVR",2022-09-05,50,14,4,1,0.0040715,2,1782,1,136,0.106,0.116,0.01,2.29872128146359,"B_sed_4m_R1_F1_05Sep22",1,1
"BVR",2022-09-05,50,14,4,1,0.0040715,2,1782,2,138,0.106,0.117,0.011,2.49194712831125,"B_sed_4m_R1_F2_05Sep22",1,1
"BVR",2022-09-05,50,14,4,1,0.0040715,2,1782,3,140,0.106,0.117,0.011,2.45634788362109,"B_sed_4m_R1_F3_05Sep22",1,1
"BVR",2022-09-05,50,14,4,1,0.0040715,2,1782,4,138,0.106,0.117,0.011,2.49194712831125,"B_sed_4m_R1_F4_05Sep22",1,1
"BVR",2022-09-05,50,14,4,2,0.0040715,2,1758,1,184,0.106,0.114,0.00800000000000001,1.34093757317759,"B_sed_4m_R2_F1_05Sep22",1,1
"BVR",2022-09-05,50,14,4,2,0.0040715,2,1758,2,182,0.106,0.118,0.012,2.03350972635722,"B_sed_4m_R2_F2_05Sep22",1,1
"BVR",2022-09-05,50,14,4,2,0.0040715,2,1758,3,182,0.106,0.113,0.00700000000000001,1.18621400704171,"B_sed_4m_R2_F3_05Sep22",1,1
"BVR",2022-09-05,50,14,4,2,0.0040715,2,1758,4,180,0.105,0.117,0.012,2.0561042788723,"B_sed_4m_R2_F4_05Sep22",1,1
"BVR",2022-09-05,50,14,8,1,0.0040715,2,1768,1,82,0.106,0.122,0.016,6.05209750278237,"B_sed_8m_R1_F1_05Sep22",1,1
"BVR",2022-09-05,50,14,8,1,0.0040715,2,1768,2,84,0.106,0.123,0.017,6.27724993964183,"B_sed_8m_R1_F2_05Sep22",1,1
"BVR",2022-09-05,50,14,8,1,0.0040715,2,1768,3,80,0.107,0.122,0.015,5.81568744407993,"B_sed_8m_R1_F3_05Sep22",1,1
"BVR",2022-09-05,50,14,8,1,0.0040715,2,1768,4,82,0.106,0.122,0.016,6.05209750278237,"B_sed_8m_R1_F4_05Sep22",1,1
"BVR",2022-09-05,50,14,8,2,0.0040715,2,1818,1,82,0.107,0.119,0.012,4.66744057977588,"B_sed_8m_R2_F1_05Sep22",1,1
"BVR",2022-09-05,50,14,8,2,0.0040715,2,1818,2,78,0.106,0.121,0.015,6.13349563367984,"B_sed_8m_R2_F2_05Sep22",1,1
"BVR",2022-09-05,50,14,8,2,0.0040715,2,1818,3,80,0.106,0.124,0.018,7.17618989140542,"B_sed_8m_R2_F3_05Sep22",1,1
"BVR",2022-09-05,50,14,8,2,0.0040715,2,1818,4,78,0.106,0.12,0.014,5.72459592476785,"B_sed_8m_R2_F4_05Sep22",1,1
"FCR",2022-09-13,50,8,4,1,0.0040715,2,1710,1,144,0.107,0.117,0.01,3.64576937246715,"F_sed_4m_R1_F1_13Sep22",1,1
"FCR",2022-09-13,50,8,4,1,0.0040715,2,1710,2,140,0.107,0.118,0.011,4.12492763284855,"F_sed_4m_R1_F2_13Sep22",1,1
"FCR",2022-09-13,50,8,4,1,0.0040715,2,1710,3,144,0.108,0.116,0.00800000000000001,2.91661549797372,"F_sed_4m_R1_F3_13Sep22",1,1
"FCR",2022-09-13,50,8,4,1,0.0040715,2,1710,4,142,0.107,0.118,0.011,4.0668300605549,"F_sed_4m_R1_F4_13Sep22",1,1
"FCR",2022-09-13,50,8,4,2,0.0040715,2,1768,1,142,0.106,0.115,0.00900000000000001,3.44026581199095,"F_sed_4m_R2_F1_13Sep22",1,1
"FCR",2022-09-13,50,8,4,2,0.0040715,2,1768,2,136,0.106,0.117,0.011,4.39027385484466,"F_sed_4m_R2_F2_13Sep22",1,1
"FCR",2022-09-13,50,8,4,2,0.0040715,2,1768,3,138,0.106,0.117,0.011,4.32664669752807,"F_sed_4m_R2_F3_13Sep22",1,1
"FCR",2022-09-13,50,8,4,2,0.0040715,2,1768,4,142,0.106,0.117,0.011,4.20476932576671,"F_sed_4m_R2_F4_13Sep22",1,1
"FCR",2022-09-13,50,8,8,1,0.0040715,2,1826,1,80,0.106,0.12,0.014,9.81057349871055,"F_sed_8m_R1_F1_13Sep22",1,1
"FCR",2022-09-13,50,8,8,1,0.0040715,2,1826,2,84,0.108,0.124,0.016,10.6781752366918,"F_sed_8m_R1_F2_13Sep22",1,1
"FCR",2022-09-13,50,8,8,1,0.0040715,2,1826,3,78,0.107,0.122,0.015,10.780849998583,"F_sed_8m_R1_F3_13Sep22",1,1
"FCR",2022-09-13,50,8,8,1,0.0040715,2,1826,4,84,0.107,0.124,0.017,11.345561188985,"F_sed_8m_R1_F4_13Sep22",1,1
"FCR",2022-09-13,50,8,8,2,0.0040715,2,1814,1,80,0.107,0.13,0.023,16.0114515534815,"F_sed_8m_R2_F1_13Sep22",1,1
"FCR",2022-09-13,50,8,8,2,0.0040715,2,1814,2,80,0.107,0.124,0.017,11.8345511482255,"F_sed_8m_R2_F2_13Sep22",1,1
"FCR",2022-09-13,50,8,8,2,0.0040715,2,1814,3,78,0.107,0.121,0.014,9.99600096984353,"F_sed_8m_R2_F3_13Sep22",1,1
"FCR",2022-09-13,50,8,8,2,0.0040715,2,1814,4,76,0.107,0.123,0.016,11.7246327165082,"F_sed_8m_R2_F4_13Sep22",1,1
