
Advanced Calibration Data
,Temperature,Cal Date, Tm, Tzs, Tb
,Pressure,Cal Date,m2,m1,m0,b2,b1,b0,Linear(a),Linear(b)
,Temperature,unknown,0.000000,0.00,0.000000
,Pressure,25-Mar-13 09:51:57,0.0000000000,-0.0000630000,1.0006790161,0.0000090000,0.0004550000,0.1534399986,0.0000000000,1.0000000000

Field Calibration Data
,Temperature,Cal Date,Slope,Offset
,Pressure,Cal Date,Slope,Offset
,Temperature(degC),unknown,1.000000,0.000
,Pressure(psi),unknown,1.000000,0.0000

Sensor/File information
Sensor SN, 21309003 ,,Modbus Addr., 2 
Sensor Type,PT2X,,Initialized w/fw Rev,"2. 9"
Sensor Name,INW Smart Sensor,,Uploaded,"Aqua4Plus 1.9.10"
File Name,FCR_INF_20211025,,Exported,"Aqua4Plus 1.9.10"
# Records,  100 
Statistical Data,,Temperature(degC),Pressure(psi),
,Sensor Range,-40 - +125 degC,30 psia,
,Minimum,11.06,13.882,
,Maximum,15.75,13.957,
,Mean,13.05,13.909,
,Variance,1.442,0.0003,
,Std Deviation,1.201,0.0164,
,,,,
,Field Cal Date,unknown,unknown,
Rec #,Date/Time,Temperature(degC),Pressure(psi)
1,25-Oct-21 14:57:46,15.75,13.919
2,25-Oct-21 15:12:46,15.63,13.912
3,25-Oct-21 15:27:46,15.56,13.912
4,25-Oct-21 15:42:46,15.44,13.912
5,25-Oct-21 15:57:46,15.31,13.910
6,25-Oct-21 16:12:46,15.31,13.912
7,25-Oct-21 16:27:46,15.25,13.913
8,25-Oct-21 16:42:46,15.19,13.914
9,25-Oct-21 16:57:46,15.06,13.908
10,25-Oct-21 17:12:46,15.13,13.909
11,25-Oct-21 17:27:46,15.13,13.920
12,25-Oct-21 17:42:46,15.13,13.926
13,25-Oct-21 17:57:46,14.88,13.936
14,25-Oct-21 18:12:46,14.56,13.936
15,25-Oct-21 18:27:46,14.50,13.934
16,25-Oct-21 18:42:46,14.50,13.943
17,25-Oct-21 18:57:46,14.44,13.957
18,25-Oct-21 19:12:46,14.38,13.954
19,25-Oct-21 19:27:46,14.31,13.938
20,25-Oct-21 19:42:46,14.25,13.926
21,25-Oct-21 19:57:46,14.19,13.925
22,25-Oct-21 20:12:46,14.13,13.926
23,25-Oct-21 20:27:46,14.00,13.920
24,25-Oct-21 20:42:46,13.88,13.916
25,25-Oct-21 20:57:46,13.81,13.914
26,25-Oct-21 21:12:46,13.75,13.912
27,25-Oct-21 21:27:46,13.69,13.911
28,25-Oct-21 21:42:46,13.56,13.911
29,25-Oct-21 21:57:46,13.56,13.913
30,25-Oct-21 22:12:46,13.50,13.913
31,25-Oct-21 22:27:46,13.44,13.916
32,25-Oct-21 22:42:46,13.31,13.915
33,25-Oct-21 22:57:46,13.38,13.912
34,25-Oct-21 23:12:46,13.38,13.917
35,25-Oct-21 23:27:46,13.44,13.915
36,25-Oct-21 23:42:46,13.50,13.910
37,25-Oct-21 23:57:46,13.44,13.909
38,26-Oct-21 00:12:46,13.38,13.907
39,26-Oct-21 00:27:46,13.31,13.902
40,26-Oct-21 00:42:46,13.38,13.902
41,26-Oct-21 00:57:46,13.25,13.900
42,26-Oct-21 01:12:46,13.25,13.899
43,26-Oct-21 01:27:46,13.31,13.899
44,26-Oct-21 01:42:46,13.25,13.894
45,26-Oct-21 01:57:46,13.19,13.893
46,26-Oct-21 02:12:46,13.13,13.894
47,26-Oct-21 02:27:46,13.06,13.893
48,26-Oct-21 02:42:46,13.13,13.892
49,26-Oct-21 02:57:46,12.94,13.891
50,26-Oct-21 03:12:46,12.94,13.888
51,26-Oct-21 03:27:46,12.81,13.882
52,26-Oct-21 03:42:46,12.56,13.890
53,26-Oct-21 03:57:46,12.56,13.890
54,26-Oct-21 04:12:46,12.69,13.889
55,26-Oct-21 04:27:46,12.63,13.888
56,26-Oct-21 04:42:46,12.56,13.888
57,26-Oct-21 04:57:46,12.50,13.883
58,26-Oct-21 05:12:46,12.44,13.885
59,26-Oct-21 05:27:46,12.38,13.886
60,26-Oct-21 05:42:46,12.25,13.885
61,26-Oct-21 05:57:46,12.31,13.886
62,26-Oct-21 06:12:46,12.13,13.888
63,26-Oct-21 06:27:46,12.06,13.885
64,26-Oct-21 06:42:46,12.06,13.885
65,26-Oct-21 06:57:46,12.06,13.887
66,26-Oct-21 07:12:46,12.00,13.888
67,26-Oct-21 07:27:46,12.06,13.889
68,26-Oct-21 07:42:46,12.13,13.890
69,26-Oct-21 07:57:46,12.00,13.890
70,26-Oct-21 08:12:46,12.00,13.888
71,26-Oct-21 08:27:46,11.94,13.887
72,26-Oct-21 08:42:46,11.88,13.888
73,26-Oct-21 08:57:46,11.94,13.893
74,26-Oct-21 09:12:46,11.88,13.902
75,26-Oct-21 09:27:46,11.75,13.904
76,26-Oct-21 09:42:46,11.69,13.903
77,26-Oct-21 09:57:46,11.81,13.908
78,26-Oct-21 10:12:46,11.75,13.910
79,26-Oct-21 10:27:46,11.69,13.913
80,26-Oct-21 10:42:46,11.75,13.915
81,26-Oct-21 10:57:46,11.94,13.917
82,26-Oct-21 11:12:46,12.06,13.921
83,26-Oct-21 11:27:46,12.06,13.921
84,26-Oct-21 11:42:46,12.19,13.921
85,26-Oct-21 11:57:46,12.00,13.920
86,26-Oct-21 12:12:46,12.06,13.920
87,26-Oct-21 12:27:46,11.81,13.922
88,26-Oct-21 12:42:46,11.88,13.924
89,26-Oct-21 12:57:46,11.88,13.922
90,26-Oct-21 13:12:46,12.06,13.922
91,26-Oct-21 13:27:46,12.13,13.922
92,26-Oct-21 13:42:46,12.25,13.922
93,26-Oct-21 13:57:46,12.25,13.921
94,26-Oct-21 14:12:46,12.13,13.918
95,26-Oct-21 14:27:46,12.06,13.918
96,26-Oct-21 14:42:46,11.75,13.916
97,26-Oct-21 14:57:46,11.44,13.915
98,26-Oct-21 15:12:46,11.25,13.921
99,26-Oct-21 15:27:46,11.38,13.925
