Date,Depth,Reservoir,Rep,CH4,CO2
20-Aug-2020,9,BVR,1,250.7298796,408.5470195
20-Aug-2020,6,BVR,2,26.48335647,304.8218132
20-Aug-2020,9,BVR,1,250.5801994,403.2119676
24-Aug-2020,Infold,FCR,2,0.016251213,28.93831269
24-Aug-2020,Infold,FCR,1,0.018431887,28.40042584
24-Aug-2020,1.1,FCR,2,0.623153553,20.00939093
24-Aug-2020,8,FCR,1,0.368949271,732.064007
24-Aug-2020,1.6,FCR,2,0.467287283,19.14877197
24-Aug-2020,3.8,FCR,1,17.7280488,288.8721344
24-Aug-2020,9,FCR,2,0.012305232,782.4371107
24-Aug-2020,0.1,FCR,1,0.509654664,14.22710726
24-Aug-2020,5,FCR,2,8.601460866,666.68386
24-Aug-2020,5,FCR,1,8.965425739,668.9967734
24-Aug-2020,8,FCR,2,0.342469658,706.4605928
24-Aug-2020,6.2,FCR,1,0.044755738,649.5252694
24-Aug-2020,0.1,FCR,2,0.564534959,17.75026615
24-Aug-2020,6.2,FCR,1,0.010384162,656.8136362
24-Aug-2020,9,FCR,2,0.012149469,762.6697689
24-Aug-2020,3.8,FCR,1,18.84673455,290.1092742
2-Sep-2020,200,FCR,2,5.721401203,211.9602431
2-Sep-2020,0.1,FCR,1,0.477758451,21.95625292
2-Sep-2020,1.6,FCR,2,0.304718548,77.03295517
2-Sep-2020,0.1,FCR,1,9.071663096,719.8780166
2-Sep-2020,9,FCR,2,0.012572591,806.3473758
2-Sep-2020,1.6,FCR,1,0.401963689,421.8471355
2-Sep-2020,8,FCR,2,0.002976368,817.3520837
2-Sep-2020,100,FCR,1,0.005696153,32.90779797
2-Sep-2020,200,FCR,2,4.437406123,211.2957076
2-Sep-2020,6.2,FCR,1,0.024632015,800.0209979
2-Sep-2020,100,FCR,2,0.002925052,36.09756837
2-Sep-2020,3.8,FCR,1,19.27978577,345.0268317
2-Sep-2020,3.8,FCR,2,20.33870581,334.0487052
2-Sep-2020,6.2,FCR,1,0.075743445,733.8066807
2-Sep-2020,5,FCR,2,10.23839952,695.3699473
2-Sep-2020,9,FCR,1,0.000513167,790.1592911
2-Sep-2020,0.1,FCR,2,0.567254771,30.16991171
2-Sep-2020,8,FCR,1,0.002822418,828.4631173
3-Sep-2020,3,BVR,2,0.497077581,73.07049074
3-Sep-2020,10,BVR,1,350.9962801,669.163376
3-Sep-2020,6,BVR,2,34.73664879,398.2462679
3-Sep-2020,0.1,BVR,1,0.351912872,7.175366321
3-Sep-2020,9,BVR,2,325.0257534,652.4208546
3-Sep-2020,9,BVR,1,326.6178959,689.0501591
3-Sep-2020,3,BVR,2,0.588700481,79.06339969
3-Sep-2020,10,BVR,1,406.8001258,755.6977564
3-Sep-2020,6,BVR,2,40.7144464,406.7922098
3-Sep-2020,0.1,BVR,1,0.548492243,#VALUE!
11-Sep-2020,6.2,FCR,2,0.09658802,811.5488106
11-Sep-2020,9,FCR,1,0.015083751,729.537172
11-Sep-2020,5,FCR,2,1.671591704,753.1384188
11-Sep-2020,8,FCR,1,0.006657656,848.6749729
11-Sep-2020,0.1,FCR,2,0.551233085,#VALUE!
11-Sep-2020,1.6,FCR,1,0.396494603,3.98742527
11-Sep-2020,0.1,FCR,2,0.6457926,#VALUE!
11-Sep-2020,6.2,FCR,1,0.1001249,732.3122044
11-Sep-2020,3.8,FCR,2,18.77937419,363.2059463
11-Sep-2020,1.6,FCR,1,0.411890432,#VALUE!
11-Sep-2020,3.8,FCR,2,18.21310937,364.4991654
11-Sep-2020,5,FCR,1,0.257516041,702.0023839
11-Sep-2020,8,FCR,2,0.004993242,653.7222077
11-Sep-2020,9,FCR,1,0.003328828,693.7311707
15-Sep-2020,INF,FCR,2,0.013536225,25.64627004
15-Sep-2020,9,FCR,1,9.207808732,908.4065262
15-Sep-2020,1.6,FCR,2,0.587107723,#VALUE!
15-Sep-2020,6.2,FCR,1,4.651150997,621.3355014
15-Sep-2020,5,FCR,2,5.585671138,698.05857
15-Sep-2020,6.2,FCR,1,6.75457622,670.8212064
15-Sep-2020,1.6,FCR,2,0.655569784,#VALUE!
15-Sep-2020,9,FCR,1,4.583834309,988.2308788
15-Sep-2020,8,FCR,2,0.203095436,814.0465905
15-Sep-2020,3.8,FCR,1,26.26876246,352.386762
15-Sep-2020,8,FCR,2,0.27468124,811.9431109
15-Sep-2020,5,FCR,1,2.954072833,692.0447759
15-Sep-2020,0.1,FCR,2,0.616939481,#VALUE!
15-Sep-2020,INF,FCR,1,0.017284718,28.74755401
15-Sep-2020,3.8,FCR,2,28.39322089,339.7658846
15-Sep-2020,0.1,FCR,1,0.643803681,#VALUE!
16-Sep-2020,6,BVR,2,23.59623496,277.8153795
16-Sep-2020,10,BVR,1,389.9441458,718.9298976
16-Sep-2020,6,BVR,2,23.34492154,270.9384952
16-Sep-2020,0.1,BVR,1,0.385734464,29.03871835
16-Sep-2020,3,BVR,2,0.587314172,32.07421805
16-Sep-2020,10,BVR,1,424.8043664,815.743534
16-Sep-2020,3,BVR,2,0.788582719,27.53439992
16-Sep-2020,9,BVR,1,367.2616835,729.7287549
16-Sep-2020,0.1,BVR,2,0.326562238,32.88010293
16-Sep-2020,9,BVR,1,389.218521,779.424989
21-Sep-2020,9,FCR,2,36.09129484,732.7509427
21-Sep-2020,0.1,FCR,1,0.196191833,50.33835878
21-Sep-2020,0.1,FCR,2,0.253987615,53.39984131
21-Sep-2020,8,FCR,1,4.292055943,871.4117178
21-Sep-2020,3.8,FCR,2,16.95351637,166.0786541
21-Sep-2020,6.2,FCR,1,10.55758938,771.5477833
21-Sep-2020,5,FCR,2,9.437920333,460.7666672
21-Sep-2020,9,FCR,1,38.8906505,795.7958086
21-Sep-2020,1.6,FCR,2,0.291907924,49.93196729
21-Sep-2020,3.8,FCR,1,16.95848523,184.7726625
21-Sep-2020,1.6,FCR,2,0.25163394,46.54537157
21-Sep-2020,6.2,FCR,1,12.05185877,778.8357372
21-Sep-2020,5,FCR,2,8.673917638,487.8323402
21-Sep-2020,8,FCR,1,2.948369407,869.08174
30-Sep-2020,9,FCR,2,0.007898511,1171.404524
30-Sep-2020,6.2,FCR,1,0.041454279,834.551518
30-Sep-2020,5,FCR,2,12.86708803,363.8878867
30-Sep-2020,INF,FCR,1,0.015951896,27.11510267
30-Sep-2020,9,FCR,2,0.015074283,884.6101691
30-Sep-2020,6.2,FCR,1,0.040008799,782.888423
30-Sep-2020,3.8,FCR,2,3.154190502,115.3595196
30-Sep-2020,INF,FCR,1,0.023385789,25.93851044
30-Sep-2020,1.6,FCR,2,0.285327271,45.08487485
30-Sep-2020,3.8,FCR,1,2.253811829,115.519964
30-Sep-2020,0.1,FCR,2,0.271698467,51.93050235
30-Sep-2020,0.1,FCR,1,0.258121287,58.99005571
30-Sep-2020,8,FCR,2,0.019100975,768.1542794
30-Sep-2020,8,FCR,1,0.016313265,727.6420698
30-Sep-2020,1.6,FCR,2,0.311965387,51.5561321
30-Sep-2020,5,FCR,1,9.032851188,360.063962
1-Oct-2020,3,BVR,2,0.181203718,59.96172535
1-Oct-2020,6,BVR,1,18.39847309,183.3476034
1-Oct-2020,10,BVR,2,414.0063468,722.2247564
1-Oct-2020,3,BVR,1,0.348209603,56.36509545
1-Oct-2020,6,BVR,2,18.36106129,177.6574128
1-Oct-2020,9,BVR,1,263.9633987,606.2737029
1-Oct-2020,0.1,BVR,2,0.483451726,50.91646956
1-Oct-2020,10,BVR,1,458.0177607,809.8590596
1-Oct-2020,9,BVR,2,285.171799,658.9348064
1-Oct-2020,0.1,BVR,1,0.46847664,55.26463407
5-Oct-2020,,BVR,2,0.014342565,29.66305942
5-Oct-2020,9,BVR,1,302.7015991,507.2437191
5-Oct-2020,0.1,BVR,2,0.43345838,39.41566821
5-Oct-2020,10,BVR,1,419.2377007,458.5076907
5-Oct-2020,6,BVR,2,0.602909261,41.65795776
5-Oct-2020,,BVR,1,0.027537724,32.63476847
5-Oct-2020,3,BVR,2,0.697413723,39.46969928
5-Oct-2020,6,BVR,1,0.998764044,39.14551284
5-Oct-2020,0.1,BVR,2,0.763545984,32.71581508
5-Oct-2020,9,BVR,1,304.1907224,526.8029678
5-Oct-2020,3,BVR,2,0.453277196,38.57818656
5-Oct-2020,10,BVR,1,439.4716692,707.6719867
6-Oct-2020,1.6,FCR,2,0.148207676,29.23795852
6-Oct-2020,5,FCR,1,2.111156716,842.1068529
6-Oct-2020,8,FCR,2,0.02837799,943.3399313
6-Oct-2020,9,FCR,1,0.031743992,1013.028203
6-Oct-2020,8,FCR,2,0.028481559,931.7520431
6-Oct-2020,0.1,FCR,1,0.186942596,21.43222831
6-Oct-2020,6.2,FCR,2,0.030397591,963.7260308
6-Oct-2020,9,FCR,1,0.032313623,959.3001013
6-Oct-2020,0.1,FCR,2,0.271921211,21.80776172
6-Oct-2020,1.6,FCR,1,0.151987955,24.19508127
6-Oct-2020,3.8,FCR,2,0.119933255,99.16764462
6-Oct-2020,5,FCR,1,1.796150674,772.9014098
6-Oct-2020,3.8,FCR,2,0.081767966,107.8317369
6-Oct-2020,6.2,FCR,1,0.016985366,935.7756154
13-Oct-2020,8,FCR,2,0.016217834,974.6083277
13-Oct-2020,6.2,FCR,1,0.02948226,783.0308143
13-Oct-2020,0.1,FCR,2,0.322439552,#VALUE!
13-Oct-2020,6.2,FCR,1,0.027357879,774.4423015
13-Oct-2020,9,FCR,2,0.015336993,938.2413439
13-Oct-2020,1.6,FCR,1,0.343476103,#VALUE!
13-Oct-2020,5,FCR,2,10.8376581,342.9232122
13-Oct-2020,9,FCR,1,0.026217968,891.8633748
13-Oct-2020,8,FCR,2,0.019482126,937.3288144
13-Oct-2020,3.8,FCR,1,0.142022627,55.90585043
13-Oct-2020,5,FCR,2,10.2648525,272.7389592
13-Oct-2020,3.8,FCR,1,0.138499264,60.68321067
13-Oct-2020,1.6,FCR,2,0.364978981,#VALUE!
13-Oct-2020,0.1,FCR,1,0.341558979,#VALUE!
14-Oct-2020,3,BVR,2,1.005007457,43.19422713
14-Oct-2020,0.1,BVR,1,1.028027239,38.93375436
14-Oct-2020,6,BVR,2,9.166321873,246.0891948
14-Oct-2020,10,BVR,1,303.6331447,684.4087776
14-Oct-2020,6,BVR,2,9.552433447,248.179238
14-Oct-2020,10,BVR,1,322.5591815,695.3145161
14-Oct-2020,3,BVR,2,1.077739621,38.37105041
14-Oct-2020,9,BVR,1,434.1289763,825.6742648
14-Oct-2020,0.1,BVR,2,0.49515809,37.43321049
14-Oct-2020,9,BVR,1,398.8827937,798.5037026
19-Oct-2020,1.6,FCR,2,0.101077813,76.08432677
19-Oct-2020,F100,FCR,1,0.020393351,36.89101213
19-Oct-2020,F100,FCR,2,0.016889878,34.48036596
19-Oct-2020,,FCR,1,0.07404355,107.4498129
19-Oct-2020,6.2,FCR,2,0.030380864,759.4618862
19-Oct-2020,1.6,FCR,1,0.082776088,76.38227181
19-Oct-2020,8,FCR,2,0.017621947,867.4805032
19-Oct-2020,6.2,FCR,1,0.032995396,835.6274707
19-Oct-2020,5,FCR,2,0.132922814,386.54305
19-Oct-2020,8,FCR,1,0.021020838,835.8983298
19-Oct-2020,0.1,FCR,2,0.085756654,66.76677305
19-Oct-2020,0.1,FCR,1,0.105104192,66.46882802
19-Oct-2020,5,FCR,2,0.10489503,451.2783796
19-Oct-2020,3.8,FCR,1,0.07885429,113.9775176
19-Oct-2020,9,FCR,2,0.016680715,999.9576988
19-Oct-2020,9,FCR,1,0.016366971,973.3593332
26-Oct-2020,9,BVR,2,465.0100019,951.9400585
26-Oct-2020,3,BVR,1,0.316784452,38.98326324
26-Oct-2020,3,BVR,2,0.299788797,38.57943109
26-Oct-2020,0.1,BVR,1,0.068866185,23.34149808
26-Oct-2020,0.1,BVR,2,0.114239906,23.36842023
26-Oct-2020,6,BVR,1,0.470005217,184.6051354
26-Oct-2020,9,BVR,2,483.7784022,954.659195
26-Oct-2020,10,BVR,1,531.6256401,972.0778216
26-Oct-2020,10,BVR,2,527.9511484,970.5701816
26-Oct-2020,6,BVR,1,0.393758656,167.8864845
28-Oct-2020,8,FCR,2,0.026945341,1019.122262
28-Oct-2020,3.8,FCR,1,0.155566456,187.0390322
28-Oct-2020,0.1,FCR,2,0.514232162,10.95155876
28-Oct-2020,6.2,FCR,1,0.031183934,821.366907
28-Oct-2020,3.8,FCR,2,0.239732804,199.5326959
28-Oct-2020,9,FCR,1,0.030427043,1008.432077
28-Oct-2020,9,FCR,2,0.031839907,969.1214695
28-Oct-2020,6.2,FCR,1,0.020890209,848.994109
28-Oct-2020,5,FCR,2,0.056918249,448.2036507
28-Oct-2020,1.6,FCR,1,0.619440096,13.95735651
28-Oct-2020,8,FCR,2,0.020688371,991.3382355
28-Oct-2020,1.6,FCR,1,0.652188273,17.72113804
28-Oct-2020,0.1,FCR,2,0.637252279,13.33005959
28-Oct-2020,5,FCR,1,0.045615335,423.1117738
2-Nov-2020,9,FCR,2,0.043502822,275.4718581
2-Nov-2020,3.8,FCR,1,0.03131994,395.1291848
2-Nov-2020,6,FCR,2,0.034666311,325.0627511
2-Nov-2020,5,FCR,1,0.035084608,349.0321341
2-Nov-2020,100,FCR,2,0.022588004,36.07595271
2-Nov-2020,0.1,FCR,1,0.039424432,402.5231301
2-Nov-2020,8,FCR,2,0.050718434,273.3322183
2-Nov-2020,1.6,FCR,1,0.03999959,398.4063547
2-Nov-2020,6,FCR,2,0.037228376,342.4777943
2-Nov-2020,200,FCR,1,3.362841338,138.4265723
2-Nov-2020,9,FCR,2,0.05432624,279.0198685
2-Nov-2020,200,FCR,1,3.323939776,127.2950283
2-Nov-2020,8,FCR,2,0.054849111,273.2238821
2-Nov-2020,1.6,FCR,1,0.037960395,406.2878128
2-Nov-2020,0.1,FCR,2,0.032783978,389.7665432
2-Nov-2020,3.8,FCR,1,0.03398658,387.1935586
2-Nov-2020,100,FCR,2,0.032679403,35.69677603
2-Nov-2020,5,FCR,1,0.038849275,353.5280862
4-Nov-2020,9,FCR,2,0.085617969,215.1690215
4-Nov-2020,0.1,FCR,1,0.059124664,189.5704842
4-Nov-2020,5,FCR,2,0.08010946,221.0930992
4-Nov-2020,1.6,FCR,1,0.055557248,200.3044781
4-Nov-2020,0.1,FCR,2,0.061432991,199.6251114
4-Nov-2020,9,FCR,1,0.105448601,216.5005803
4-Nov-2020,1.6,FCR,2,0.065210255,208.5927519
4-Nov-2020,5,FCR,1,0.095375899,210.0601839
9-Nov-2020,6.2,FCR,2,0.052532669,238.0451226
9-Nov-2020,9,FCR,1,0.057599797,231.8315236
9-Nov-2020,8,FCR,2,0.063132273,226.9570622
9-Nov-2020,3.8,FCR,1,0.063959559,150.6262117
9-Nov-2020,1.6,FCR,2,0.087795741,56.99370173
9-Nov-2020,9,FCR,1,0.057082743,223.0199973
9-Nov-2020,INF,FCR,2,0.027610675,37.4958564
9-Nov-2020,3.8,FCR,1,0.063907854,140.4755477
9-Nov-2020,5,FCR,2,0.048344533,203.3614555
9-Nov-2020,5,FCR,1,0.06685506,216.0029156
9-Nov-2020,6.2,FCR,2,0.056772511,209.2804442
9-Nov-2020,INF,FCR,1,0.03438408,41.48648683
9-Nov-2020,8,FCR,2,0.068561338,236.3845919
9-Nov-2020,0.1,FCR,1,0.159149169,40.12056635
9-Nov-2020,1.6,FCR,2,0.102324953,61.60033552
9-Nov-2020,0.1,FCR,1,0.159304286,44.05763127
10-Nov-2020,9,BVR,2,0.020704793,136.0528796
10-Nov-2020,10,BVR,1,0.022460312,134.314441
10-Nov-2020,9,BVR,2,0.02101459,131.0247803
10-Nov-2020,6,BVR,1,0.021685818,88.82084002
10-Nov-2020,0.1,BVR,2,0.030050348,32.2814676
10-Nov-2020,6,BVR,1,0.018278047,82.428735
10-Nov-2020,3,BVR,2,0.020808059,71.22249231
10-Nov-2020,3,BVR,1,0.019207439,87.21612746
10-Nov-2020,0.1,BVR,2,0.023389704,35.00947895
10-Nov-2020,10,BVR,1,0.009913517,143.6217738
