ICP-MS Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tallory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7Li (STDR),23Na (STDR),24Mg (STDR),27Al (STDR),29Si (STDR),31P (STDR),34S (STDR),35Cl (STDR),39K (STDR),44Ca (STDR),47Ti (STDR),51V (STDR),52Cr (STDR),54Fe (STDR),55Mn (STDR),59Co (STDR),60Ni (STDR),65Cu (STDR),66Zn (STDR),75As (STDR),77Se (STDR),88Sr (STDR),95Mo (STDR),107Ag (STDR),111Cd (STDR),112Sn (STDR),137Ba (STDR),208Pb (STDR),238U (STDR)
,Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppm),Y (ppm),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/01/2025 - 1,0.0,"2,804.5","1,143.2",21.0,"6,881.7",23.2,1.0,0.9,"1,446.2","2,542.0",1.8,0.2,0.1,426.7,35.5,0.1,0.2,1.5,0.6,0.3,0.3,17.4,0.5,0.0,0.0,0.1,18.3,0.2,0.1
09/01/2025 - 2,-0.2,"2,777.5","1,092.0",13.8,"6,986.8",2.6,0.8,0.9,"1,375.5","2,407.8",1.2,0.2,0.1,168.3,10.2,0.0,0.3,1.4,6.2,0.2,0.2,16.4,0.3,0.0,0.0,0.1,15.8,0.1,0.1
09/01/2025 - 3,-0.3,"2,744.6","1,146.6",55.9,"6,992.4",24.1,0.8,0.8,"1,394.6","2,540.0",1.4,0.2,0.1,528.0,40.3,0.1,0.1,1.0,0.3,0.2,0.1,17.1,0.2,0.0,0.0,0.0,17.6,0.2,0.1
09/01/2025 - 4,-0.5,"2,725.6","1,098.2",16.5,"6,936.5",2.1,0.6,0.9,"1,356.2","2,412.9",0.9,0.1,0.1,152.5,13.2,0.0,0.1,1.0,0.4,0.2,0.1,16.3,0.2,0.0,0.0,0.0,15.2,0.1,0.0
09/01/2025 - 5,-0.4,"2,770.1","1,224.5",43.8,"7,187.5",44.2,0.8,0.9,"1,493.7","3,015.8",3.8,0.2,0.1,528.2,246.7,0.2,0.1,0.9,1.1,0.2,0.1,20.9,0.2,0.2,0.0,0.0,33.1,0.1,0.0
09/01/2025 - 6,-0.5,"2,806.7","1,206.9",10.8,"7,129.5",2.6,0.7,0.8,"1,476.5","2,973.9",0.9,0.0,0.1,53.6,154.4,0.1,0.1,0.9,7.2,0.2,0.1,20.7,0.1,0.0,0.0,0.0,27.9,0.1,0.0
09/01/2025 - 7,-0.7,"2,566.4","1,213.5",14.5,"8,337.7",27.0,1.0,0.8,"1,492.5","3,265.0",1.0,0.0,0.1,"2,515.3","2,448.5",4.5,0.2,0.8,0.8,0.2,0.0,22.8,0.1,0.0,0.0,0.0,96.5,0.1,0.0
09/01/2025 - 8,-0.6,"2,564.9","1,202.3",12.6,"8,216.9",1.3,1.0,0.8,"1,481.6","3,235.6",0.8,0.0,0.1,847.8,"2,475.8",4.4,0.2,0.5,11.3,0.1,0.1,22.3,0.1,0.0,0.0,0.0,93.8,0.1,0.0
