ICP-MS Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7Li (STDR),23Na (STDR),24Mg (STDR),27Al (STDR),29Si (STDR),31P (STDR),34S (STDR),35Cl (STDR),39K (STDR),44Ca (STDR),47Ti (STDR),51V (STDR),52Cr (STDR),54Fe (STDR),55Mn (STDR),59Co (STDR),60Ni (STDR),65Cu (STDR),66Zn (STDR),75As (STDR),78Se (STDR),88Sr (STDR),95Mo (STDR),107Ag (STDR),111Cd (STDR),112Sn (STDR),138Ba (STDR),208Pb (STDR),238U (STDR)
,Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppm),Y (ppm),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2025 - 1,0.4,"2,473.0",826.0,32.1,"5,995.8",10.5,1.3,2.1,"1,196.1","1,763.8",1.5,0.2,0.1,371.1,16.6,0.1,0.2,1.3,0.9,0.2,0.1,11.7,0.5,0.0,0.0,0.0,16.1,0.3,0.1
03/31/2025 - 2,0.4,"2,508.2",823.7,37.8,"5,947.8",2.3,1.1,2.0,"1,247.8","1,776.4",1.2,0.1,0.1,214.8,6.1,0.0,0.3,1.4,9.8,0.2,-0.1,11.6,0.4,0.0,0.0,0.0,16.6,0.4,0.0
03/31/2025 - 3,0.3,"2,412.2",821.7,33.4,"5,964.9",10.0,1.0,1.9,"1,165.6","1,739.2",1.2,0.2,0.1,383.5,16.3,0.1,0.1,1.1,0.6,0.2,0.0,11.6,0.3,0.0,0.0,0.0,16.2,0.3,0.0
03/31/2025 - 4,0.3,"2,439.4",815.0,28.6,"5,930.7",1.7,0.9,1.9,"1,178.3","1,725.7",0.9,0.1,0.1,212.7,5.4,0.0,0.2,1.0,9.2,0.1,-0.1,11.6,0.2,0.0,0.0,0.0,16.9,0.6,0.0
03/31/2025 - 5,0.3,"2,417.1",822.8,32.5,"5,969.8",12.8,0.9,1.8,"1,188.8","1,740.2",1.2,0.2,0.1,376.3,16.1,0.1,0.2,1.5,1.5,0.1,-0.1,11.6,0.1,0.0,0.0,0.0,16.4,0.4,0.0
03/31/2025 - 6,0.3,"2,433.9",810.3,19.7,"5,972.8",1.6,1.0,1.8,"1,179.1","1,721.4",0.8,0.1,0.1,191.5,2.8,0.0,0.2,0.9,20.1,0.1,-0.2,11.6,0.1,0.0,0.0,0.0,16.2,0.3,0.0
03/31/2025 - 7,0.3,"2,389.9",821.6,32.7,"6,071.8",10.5,1.0,1.8,"1,178.8","1,751.8",-1.5,0.2,0.1,374.6,22.2,0.1,0.1,1.4,0.7,0.1,-0.2,11.7,0.1,0.0,0.0,0.0,16.9,0.3,0.0
03/31/2025 - 8,0.2,"2,393.0",808.9,20.6,"6,001.0",1.3,1.0,1.8,"1,163.9","1,724.2",0.7,0.1,0.0,187.8,6.8,0.0,0.1,1.0,13.6,0.1,-0.3,11.6,0.1,0.0,0.0,0.0,15.9,0.3,0.0
