ICP-MS Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tallory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7Li (STDR),23Na (STDR),24Mg (STDR),27Al (STDR),29Si (STDR),31P (STDR),34S (STDR),35Cl (STDR),39K (STDR),44Ca (STDR),47Ti (STDR),51V (STDR),52Cr (STDR),54Fe (STDR),55Mn (STDR),59Co (STDR),60Ni (STDR),65Cu (STDR),66Zn (STDR),75As (STDR),77Se (STDR),88Sr (STDR),95Mo (STDR),107Ag (STDR),111Cd (STDR),112Sn (STDR),137Ba (STDR),208Pb (STDR),238U (STDR)
12/01/2025 - 9,-0.3,"2,662.1","1,147.6",24.9,"7,647.5",24.6,0.2,0.6,"1,515.6","2,531.3",-3.0,0.1,0.0,792.7,189.9,0.3,0.1,1.6,0.3,0.1,-0.1,17.5,-0.3,0.0,0.0,0.0,24.2,0.1,0.0
12/01/2025 - 10,-0.3,"2,696.7","1,146.3",15.6,"7,546.2",5.5,0.2,0.6,"1,509.4","2,486.9",-3.3,0.0,0.0,346.2,164.9,0.2,0.2,1.4,4.7,0.1,-0.2,17.3,-0.3,0.0,0.0,0.0,23.0,0.1,0.0
12/01/2025 - 11,-0.3,"2,610.8","1,143.1",26.9,"7,507.6",22.9,0.1,0.5,"1,487.7","2,502.1",-3.2,0.1,0.1,788.6,185.7,0.3,0.2,1.6,0.6,0.1,-0.1,17.4,-0.1,0.0,0.0,0.0,23.8,0.1,0.0
12/01/2025 - 12,-0.4,"2,630.8","1,120.3",21.6,"7,448.2",5.5,0.3,0.6,"1,501.7","2,496.1",-3.5,0.0,0.0,334.6,164.6,0.2,7.1,1.4,12.9,0.1,-0.1,17.2,-0.2,0.0,0.0,0.0,22.9,0.1,0.0
12/01/2025 - 13,-0.4,"2,621.9","1,128.3",29.2,"7,551.7",23.2,0.3,0.3,"1,490.4","2,450.2",-3.3,0.1,0.0,793.6,187.0,0.3,0.2,1.6,0.5,0.1,-0.1,17.2,-0.2,0.0,0.0,0.0,24.0,0.1,0.0
12/01/2025 - 14,-0.4,"2,634.9","1,121.5",20.9,"7,478.8",5.7,0.2,0.4,"1,478.9","2,450.3",-3.4,0.0,0.0,352.2,163.4,0.2,0.3,1.2,4.9,0.1,-0.2,17.1,-0.3,0.0,0.0,0.0,22.7,0.1,0.0
12/01/2025 - 16,-0.4,"2,590.2",989.8,23.8,"7,281.0",1.3,0.3,0.4,"1,441.2","2,178.5",-3.9,0.2,0.0,"1,060.0",3.6,0.1,0.1,0.1,1.1,0.1,-0.2,15.4,-0.3,0.0,0.0,0.0,19.6,0.1,0.0
12/01/2025 - 19,-0.6,"2,367.2","1,051.2",119.1,"6,790.2",12.6,0.5,0.4,"1,686.8","2,247.8",-2.2,0.9,0.1,"3,964.7",462.9,0.8,0.3,1.0,0.7,0.3,-0.1,17.2,-0.2,0.0,0.0,0.0,46.0,0.6,0.0
12/01/2025 - 20,-0.7,"2,362.1","1,042.6",42.7,"6,601.9",4.7,0.4,0.4,"1,688.8","2,260.9",-3.8,0.5,0.0,"2,629.8",440.2,0.6,0.2,1.1,5.0,0.2,-0.1,17.3,-0.2,0.0,0.0,0.0,42.6,0.4,0.0
12/01/2025 - 21,-0.6,"2,367.0","1,054.9",140.2,"6,834.5",12.3,0.3,0.3,"1,684.5","2,269.8",-1.9,0.9,0.1,"4,056.7",462.7,0.8,0.2,0.9,1.0,0.3,-0.1,17.7,-0.3,0.0,0.0,0.0,45.9,0.8,0.0
12/01/2025 - 22,-0.7,"2,359.6","1,032.6",40.5,"6,535.7",4.1,0.2,0.3,"1,667.1","2,238.6",-3.9,0.5,0.0,"2,648.1",430.4,0.6,0.2,0.9,12.0,0.3,-0.1,17.1,-0.3,0.0,0.0,0.0,41.0,0.4,0.0
12/01/2025 - 23,-0.7,"2,330.5","1,035.0",120.6,"6,773.8",11.8,0.3,0.2,"1,659.0","2,232.4",-2.5,0.9,0.1,"3,942.2",456.8,0.8,0.2,0.9,0.9,0.3,-0.1,17.4,-0.3,0.0,0.0,0.0,45.4,0.6,0.0
12/01/2025 - 24,-0.7,"2,373.7","1,029.5",39.6,"6,550.8",4.2,0.2,0.3,"1,679.4","2,197.0",-4.1,0.5,0.0,"2,454.3",431.0,0.7,0.2,0.9,4.3,0.3,-0.1,16.9,-0.1,0.0,0.0,0.0,41.1,0.4,0.0
12/01/2025 - 75,-0.7,"2,282.9","1,020.6",122.1,"6,616.8",13.0,0.1,0.1,"1,638.2","2,183.1",-2.6,0.8,0.1,"3,861.7",447.9,0.8,0.2,0.8,0.9,0.3,-0.1,17.3,-0.2,0.0,0.0,0.0,45.5,0.6,0.0
12/01/2025 - 76,-0.8,"2,297.5","1,013.9",37.3,"6,393.1",3.6,0.1,0.1,"1,607.4","2,160.4",-4.4,0.5,0.0,"2,637.5",430.3,0.6,0.1,0.4,4.2,0.2,-0.2,17.1,-0.2,0.0,0.0,0.0,41.7,0.4,0.0
12/01/2025 - 83,-0.6,"3,385.5","1,106.9",46.8,"10,201.2",33.7,-0.1,0.3,"1,326.1","2,138.1",-3.4,0.2,0.1,"2,058.8",52.4,0.3,0.1,0.0,0.6,0.0,-0.2,14.1,-0.3,0.0,0.0,0.0,18.6,0.1,0.0
12/01/2025 - 84,-0.6,"3,295.7","1,070.6",18.6,"9,814.2",7.4,-0.2,0.3,"1,297.4","2,060.2",-4.4,0.0,0.1,914.2,45.5,0.3,0.2,-0.1,4.6,0.0,-0.2,13.9,-0.3,0.0,0.0,0.0,17.8,0.0,0.0
