ICP-MS Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tallory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7Li (STDR),23Na (STDR),24Mg (STDR),27Al (STDR),29Si (STDR),31P (STDR),34S (STDR),35Cl (STDR),39K (STDR),44Ca (STDR),47Ti (STDR),51V (STDR),52Cr (STDR),54Fe (STDR),55Mn (STDR),59Co (STDR),60Ni (STDR),65Cu (STDR),66Zn (STDR),75As (STDR),77Se (STDR),88Sr (STDR),95Mo (STDR),107Ag (STDR),111Cd (STDR),112Sn (STDR),137Ba (STDR),208Pb (STDR),238U (STDR)
,Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppm),Y (ppm),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/29/2025 - 1,0.4,"2,538.7","1,041.0",16.7,"6,536.2",28.4,0.7,0.6,"1,362.9","2,300.2",1.5,0.2,0.1,273.3,37.4,0.1,0.1,1.0,-1.6,0.2,-0.4,15.2,0.3,0.0,0.0,0.1,15.1,0.1,0.1
09/29/2025 - 2,0.3,"2,589.4",999.5,16.1,"6,585.1",2.0,0.7,0.7,"1,569.8","2,127.8",1.0,0.1,0.1,89.0,12.2,0.1,0.3,2.1,-0.4,0.1,-0.5,13.9,0.1,0.0,0.0,0.0,11.3,0.1,0.1
09/29/2025 - 3,0.3,"2,554.6","1,058.0",17.8,"6,561.3",27.0,0.6,0.5,"1,385.0","2,319.4",0.9,0.2,0.1,463.9,44.8,0.1,0.1,1.0,-1.7,0.1,-0.6,15.1,0.0,0.0,0.0,0.0,15.5,0.1,0.1
09/29/2025 - 4,0.3,"2,577.1",997.4,15.1,"6,587.6",2.0,0.8,0.5,"1,362.7","2,118.8",0.7,0.1,0.1,88.2,5.2,0.0,0.2,1.2,-0.3,0.1,-0.6,13.8,0.0,0.0,0.0,0.0,11.4,0.1,0.0
09/29/2025 - 5,0.2,"2,579.5","1,092.4",14.6,"6,806.7",33.5,0.9,0.5,"1,354.8","2,483.9",0.7,0.1,0.1,450.2,244.9,0.3,0.1,0.9,-1.7,0.1,-0.6,16.8,-0.1,0.0,0.0,0.0,27.5,0.1,0.0
09/29/2025 - 6,0.2,"2,625.5","1,091.5",9.8,"6,883.9",1.5,0.8,0.6,"1,369.9","2,472.2",0.6,0.0,0.1,291.6,211.5,0.3,0.2,0.6,1.6,0.1,-0.6,16.7,-0.1,0.0,0.0,0.0,22.8,0.1,0.0
09/29/2025 - 7,0.2,"2,475.5","1,148.0",14.3,"7,709.5",60.4,1.1,0.5,"1,422.0","3,124.4",0.7,0.1,0.1,"3,570.5","2,418.3",3.7,0.2,0.7,-0.8,0.1,-0.6,21.7,-0.1,0.0,0.0,0.0,89.2,0.1,0.0
09/29/2025 - 8,0.2,"2,500.6","1,139.1",10.1,"7,559.8",0.7,1.0,0.5,"1,398.1","3,091.3",0.6,-0.1,0.1,"1,902.4","2,304.7",3.3,0.3,0.4,17.3,0.1,-0.7,21.4,-0.2,0.0,0.0,0.0,82.2,0.1,0.0
