"","Reservoir","Site","DateTime","Depth_m","Rep","RunDate","NH4_ugL","PO4_ugL","NO3NO2_ugL","Notes_lachat","SampleID_lachat","Flag_DateTime","Flag_NH4","Flag_PO4","Flag_NO3NO2","SRP_ugL","Flag_SRP"
"200","CCR",50,2022-11-17 13:39:00,9,1,"3/24/23",21,5.7,44,"","C50 17nov22 9m",0,0,0,0,6,0
"201","CCR",50,2022-11-17 13:45:00,21,1,"3/24/23",38,7.6,141,"","C50 17nov22 21m",0,0,0,0,8,0
"202","FCR",100,2022-01-26 11:25:00,0.1,1,"9/8/22",8,11.8,1,"","F 26jan weir",0,0,0,3,12,0
"203","FCR",50,2022-01-31 10:55:00,1.6,1,"9/8/22",11,4.7,5,"","F 31jan 1.6",0,0,0,0,5,0
"204","FCR",50,2022-01-31 11:05:00,0.1,1,"9/8/22",12,4.8,3,"","F 31jan 0.1",0,0,0,3,5,0
"205","FCR",50,2022-01-31 11:16:00,3.8,1,"9/8/22",16,4.3,4,"","F 31jan 3.8",0,0,0,3,4,0
"206","FCR",50,2022-01-31 11:23:00,5,1,"9/8/22",17,3.9,5,"","F 31jan 5.0",0,0,0,0,4,0
"207","FCR",50,2022-01-31 11:30:00,6.2,1,"9/8/22",42,4.3,8,"","F 31jan 6.2",0,0,0,0,4,0
"208","FCR",50,2022-01-31 11:35:00,8,1,"9/8/22",215,3.4,9,"","F 31jan 8.0",0,0,0,0,3,0
"209","FCR",50,2022-01-31 11:42:00,9,1,"9/8/22",324,3.5,9,"","F 31jan 9.0",0,0,0,0,4,0
"210","FCR",50,2022-02-24 12:52:00,1.6,1,"9/8/22",14,4.6,5,"","F 24feb 1.6",0,0,0,0,5,0
"211","FCR",50,2022-02-24 13:00:00,0.1,1,"9/8/22",16,4.9,3,"","F 24feb 0.1",0,0,0,3,5,0
"212","FCR",50,2022-02-24 13:07:00,3.8,1,"9/8/22",14,5.4,5,"","F 24feb 3.8",0,0,0,0,5,0
"213","FCR",50,2022-02-24 13:14:00,5,1,"9/8/22",9,8.7,2,"","F 24feb 5.0",0,0,0,3,9,0
"214","FCR",50,2022-02-24 13:18:00,6.2,1,"9/8/22",14,4.1,3,"","F 24feb 6.2",0,0,0,3,4,0
"215","FCR",50,2022-02-24 13:23:00,8,1,"9/8/22",18,2.5,3,"","F 24feb 8.0",0,0,3,3,2,3
"216","FCR",50,2022-02-24 13:28:00,9,1,"9/8/22",8,3.1,2,"","F 24feb 9.0",0,0,0,3,3,0
"217","FCR",50,2022-03-17 10:50:00,0.1,1,"9/8/22",8,3.6,0,"","F 17mar 0.2",0,0,0,43,4,0
"218","FCR",50,2022-03-17 11:00:00,1.6,1,"9/8/22",5,1.6,2,"","F 17mar 1.6",0,0,3,3,2,3
"219","FCR",50,2022-03-17 11:10:00,3.8,1,"9/8/22",12,5.3,2,"","F 17mar 3.8",0,0,0,3,5,0
"220","FCR",50,2022-03-17 11:18:00,5,1,"9/21/22",10,5.9,4,"","F 17mar 5.0",0,0,0,3,6,0
"221","FCR",50,2022-03-17 11:22:00,6.2,1,"9/8/22",9,3.9,6,"","F 17mar 6.1",0,0,0,0,4,0
"222","FCR",50,2022-03-17 11:30:00,8,1,"9/8/22",7,3.2,1,"","F 17mar 8.0",0,0,0,3,3,0
"223","FCR",50,2022-03-17 11:40:00,9,1,"9/8/22",10,4.2,0,"","F 17mar 9.0",0,0,0,43,4,0
"224","FCR",100,2022-03-17 12:00:00,0.1,1,"9/8/22",4,8.9,2,"Flag_DateTime","F 17mar weir",0,3,0,3,9,0
"225","FCR",200,2022-03-17 12:00:00,0.1,1,"9/8/22",19,4.7,30,"Flag_DateTime","F 17mar wet",0,0,0,0,5,0
"226","FCR",50,2022-03-29 10:10:00,0.1,1,"9/8/22",16,3.8,7,"","F 29mar 0.1",0,0,0,0,4,0
"227","FCR",50,2022-03-29 10:25:00,1.6,1,"9/21/22",11,9.2,5,"","F 29mar 1.6",0,0,0,0,9,0
"228","FCR",50,2022-03-29 10:35:00,3.8,1,"9/21/22",10,6.9,3,"","F 29mar 3.8",0,0,0,3,7,0
"229","FCR",50,2022-03-29 10:40:00,5,1,"9/21/22",11,5.6,6,"","F 29mar 5.0",0,0,0,0,6,0
"230","FCR",50,2022-03-29 10:45:00,6.2,1,"9/8/22",17,3.8,7,"","F 29mar 6.2",0,0,0,0,4,0
"231","FCR",50,2022-03-29 10:50:00,8,1,"9/8/22",11,2.7,7,"","F 29mar 8.0",0,0,3,0,3,3
"232","FCR",50,2022-03-29 11:00:00,9,1,"9/8/22",26,3.1,4,"","F 29mar 9.0",0,0,0,0,3,0
"233","FCR",50,2022-04-12 10:47:00,0.1,1,"9/21/22",14,9.5,6,"","F 12apr 0.1",0,0,0,0,10,0
"234","FCR",50,2022-04-12 11:00:00,1.6,1,"9/21/22",13,5,11,"","F 12apr 1.6",0,0,0,0,5,0
"235","FCR",50,2022-04-12 11:10:00,3.8,1,"10/5/22",10,5.7,3,"","f 12apr 3.8",0,0,0,3,6,0
"236","FCR",50,2022-04-12 11:26:00,5,1,"10/5/22",10,5.02,4,"","f 12apr 5.0",0,0,0,0,5,0
"237","FCR",50,2022-04-12 11:34:00,6.2,1,"9/8/22",23,4.5,8,"","F 12apr 6.2",0,0,0,0,4,0
"238","FCR",50,2022-04-12 11:48:00,8,1,"10/5/22",26,6.45,5,"","f 12apr 8.0",0,0,0,0,6,0
"239","FCR",50,2022-04-12 11:59:00,9,1,"10/5/22",75,3.46,10,"","f 12apr 9.0",0,0,0,0,3,0
"240","FCR",50,2022-04-12 14:34:00,3,1,"10/5/22",8,5.06,1,"","b 12apr 3.0",0,0,0,3,5,0
"241","FCR",50,2022-04-19 10:01:00,0.1,1,"10/5/22",7,5.54,3,"","f 19apr 0.1",0,0,0,3,6,0
"242","FCR",50,2022-04-19 10:11:00,1.6,1,"10/5/22",9,7.31,4,"","f 19apr 1.6",0,0,0,0,7,0
"243","FCR",50,2022-04-19 10:19:00,3.8,1,"10/5/22",13,10.5,4,"","f 19apr 3.8",0,0,0,0,10,0
"244","FCR",50,2022-04-19 10:28:00,5,1,"9/21/22",7,5.6,2,"","F 19apr 5.0",0,0,0,3,6,0
"245","FCR",50,2022-04-19 10:34:00,6.2,1,"9/21/22",13,2.8,3,"","F 19apr 6.2",0,0,3,3,3,3
"246","FCR",50,2022-04-19 10:48:00,8,1,"10/5/22",36,4.96,4,"","f 19apr 8.0",0,0,0,3,5,0
"247","FCR",50,2022-04-19 11:01:00,9,1,"10/5/22",90,6.49,5,"","f 19apr 9.0",0,0,0,0,6,0
"248","FCR",100,2022-04-19 12:45:00,0.1,1,"10/5/22",5,10.7,2,"","f 19apr weir",0,0,0,3,11,0
"249","FCR",200,2022-04-19 13:36:00,0.1,1,"10/5/22",17,11.1,25,"","F 19apr wet",0,0,0,0,11,0
"250","FCR",100,2022-05-02 12:00:00,0.1,1,"10/5/22",5,13.8,2,"Flag_DateTime","F 02may weir",0,0,0,3,14,0
"251","FCR",200,2022-05-02 12:00:00,0.1,1,"10/5/22",31,9.77,9,"Flag_DateTime","f 02may wet",0,0,0,0,10,0
"252","FCR",50,2022-05-02 14:20:00,0.1,1,"10/5/22",7,8.29,0,"","f 02may 0.1",0,0,0,43,8,0
"253","FCR",50,2022-05-02 14:35:00,1.6,1,"10/5/22",15,8.76,3,"","f 02may 1.6",0,0,0,3,9,0
"254","FCR",50,2022-05-02 14:50:00,3.8,1,"9/21/22",21,6.5,12,"","F 02may 3.8",0,0,0,0,6,0
"255","FCR",50,2022-05-02 15:00:00,5,1,"10/5/22",6,10.8,0,"","f 02may 5.0",0,0,0,3,11,0
"256","FCR",50,2022-05-02 15:13:00,6.2,1,"10/5/22",5,8.12,0,"","f 02may 6.2",0,0,0,3,8,0
"257","FCR",50,2022-05-02 15:20:00,8,1,"9/21/22",24,4.1,6,"","F 02may 8.0",0,0,0,0,4,0
"258","FCR",50,2022-05-02 15:28:00,9,1,"9/21/22",93,5.7,4,"","F 02may 9.0",0,0,0,0,6,0
"259","FCR",200,2022-05-09 09:45:00,0.1,1,"10/5/22",33,9.42,10,"","f 09may wet",0,0,0,0,9,0
"260","FCR",100,2022-05-09 10:45:00,0.1,1,"9/21/22",11,12.9,5,"","F 09may weir",0,0,0,0,13,0
"261","FCR",50,2022-05-09 11:50:00,0.1,1,"9/8/22",10,4.6,4,"","F50 09may 0.1",0,0,0,0,5,0
"262","FCR",50,2022-05-09 12:06:00,1.6,1,"10/5/22",9,5.77,2,"","f50 09may 1.6",0,0,0,3,6,0
"263","FCR",50,2022-05-09 12:20:00,3.8,1,"9/21/22",14,7.8,4,"","F50 09may 3.8",0,0,0,0,8,0
"264","FCR",50,2022-05-09 12:32:00,5,1,"9/21/22",7,6.9,4,"","F50 09may 5.0",0,0,0,3,7,0
"265","FCR",50,2022-05-09 12:44:00,6.2,1,"9/21/22",15,4.9,4,"","F50 09may 6.2",0,0,0,0,5,0
"266","FCR",50,2022-05-09 12:58:00,8,1,"10/5/22",11,5.69,3,"","f50 09may 8.0",0,0,0,3,6,0
"267","FCR",50,2022-05-09 13:14:00,9,1,"9/21/22",28,4.3,2,"","F50 09may 9.0",0,0,0,3,4,0
"268","FCR",50,2022-05-17 14:30:00,0.1,1,"9/8/22",5,6.5,2,"","F 17may 0.1",0,0,0,3,6,0
"269","FCR",50,2022-05-17 14:45:00,1.6,1,"9/8/22",5,5.8,0,"","F 17may 1.6",0,0,0,3,6,0
"270","FCR",50,2022-05-17 14:54:00,3.8,1,"9/21/22",11,4.9,2,"","F 17may 3.8",0,0,0,3,5,0
"271","FCR",50,2022-05-17 15:03:00,5,1,"9/8/22",18,4.5,8,"","F 17may 5.0",0,0,0,0,4,0
"272","FCR",50,2022-05-17 15:15:00,6.2,1,"9/21/22",21,6.2,5,"","F 17may 6.2",0,0,0,0,6,0
"273","FCR",50,2022-05-17 15:25:00,8,1,"9/8/22",30,2.5,2,"","F 17may 8.0",0,0,3,3,2,3
"274","FCR",50,2022-05-17 15:32:00,9,1,"9/21/22",591,6.9,3,"","F 17may 9.0",0,0,0,3,7,0
"275","FCR",200,2022-05-17 16:34:00,0.1,1,"9/8/22",29,8.2,21,"17-May","f 12may wet",0,0,0,0,8,0
"276","FCR",100,2022-05-17 17:02:00,0.1,1,"9/21/22",2,12.4,1,"","F 17may weir",0,3,0,3,12,0
"277","FCR",50,2022-05-23 09:51:00,0.1,1,"10/5/22",7,6.8,1,"","f50 23may 0.1",0,0,0,3,7,0
"278","FCR",50,2022-05-23 10:03:00,1.6,1,"9/21/22",8,8.4,2,"","F50 23may 1.6",0,0,0,3,8,0
"279","FCR",50,2022-05-23 10:13:00,3.8,1,"9/8/22",6,4.1,2,"","F50 23may 3.8",0,0,0,3,4,0
"280","FCR",50,2022-05-23 10:22:00,5,1,"10/5/22",15,21.9,4,"","f50 23may 5.0",0,0,0,0,22,0
"281","FCR",50,2022-05-23 10:32:00,6.2,1,"9/8/22",27,5.5,5,"","F50 23may 6.2",0,0,0,0,6,0
"282","FCR",50,2022-05-23 10:48:00,8,1,"10/5/22",32,6.78,4,"","f50 23may 8.0",0,0,0,0,7,0
"283","FCR",50,2022-05-23 10:57:00,9,1,"9/8/22",27,2.2,3,"","F50 23may 9.0",0,0,3,3,2,3
"284","FCR",100,2022-05-23 13:12:00,0.1,1,"9/21/22",9,6.2,2,"","F 23may weir",0,0,0,3,6,0
"285","FCR",200,2022-05-23 13:57:00,0.1,1,"9/8/22",36,6.8,9,"","F 23may wet",0,0,0,0,7,0
"286","FCR",50,2022-05-31 09:48:00,0.1,1,"10/5/22",6,7.44,3,"","f50 31may 0.1",0,0,0,3,7,0
"287","FCR",50,2022-05-31 09:57:00,1.6,1,"9/8/22",15,7.8,2,"","F50 31may 1.6",0,0,0,3,8,0
"288","FCR",50,2022-05-31 10:08:00,3.8,1,"9/8/22",6,6.5,2,"","F50 31may 3.4",0,0,0,3,6,0
"289","FCR",50,2022-05-31 10:17:00,5,1,"10/5/22",32,3.73,2,"","f50 31may 5.0",0,0,0,3,4,0
"290","FCR",50,2022-05-31 10:20:00,6.2,1,"9/8/22",38,4,5,"","F50 31may 6.2",0,0,0,0,4,0
"291","FCR",50,2022-05-31 10:44:00,8,1,"9/8/22",36,4.9,8,"","F50 31may 8.0",0,0,0,0,5,0
"292","FCR",50,2022-05-31 11:00:00,9,1,"10/5/22",40,6.3,7,"","f50 31may 9.0",0,0,0,0,6,0
"293","FCR",100,2022-05-31 12:05:00,0.1,1,"10/5/22",7,8.23,12,"","f 31may weir",0,0,0,0,8,0
"294","FCR",200,2022-05-31 12:33:00,0.1,1,"10/5/22",30,11.8,50,"","f 31may wet",0,0,0,0,12,0
"295","FCR",200,2022-06-07 12:00:00,0.1,1,"9/8/22",39,7.6,32,"Flag_DateTime","F200 07jun wet",0,0,0,0,8,0
"296","FCR",50,2022-06-07 13:25:00,0.1,1,"10/5/22",12,17.3,3,"7-Jun","f50 03jun 0.1",0,0,0,3,17,0
"297","FCR",50,2022-06-07 13:42:00,1.6,1,"9/8/22",10,11.2,2,"","F50 07jun 1.6",0,0,0,3,11,0
"298","FCR",50,2022-06-07 13:57:00,3.8,1,"10/5/22",12,6.41,1,"","f50 07jun 3.8",0,0,0,3,6,0
"299","FCR",50,2022-06-07 14:02:00,5,1,"9/8/22",45,3.6,3,"","F50 07jun 5.0",0,0,0,3,4,0
"300","FCR",50,2022-06-07 14:13:00,6.2,1,"10/5/22",82,6.15,8,"","f50 07jun 6.2",0,0,0,0,6,0
"301","FCR",50,2022-06-07 14:27:00,8,1,"10/5/22",109,5.48,16,"","f50 07jun 8.0",0,0,0,0,5,0
"302","FCR",50,2022-06-07 14:40:00,9,1,"9/8/22",64,6,8,"","F50 07jun 9.0",0,0,0,0,6,0
"303","FCR",100,2022-06-07 15:27:00,0.1,1,"9/8/22",11,4.9,29,"","F100 07jun weir",0,0,0,0,5,0
"304","FCR",50,2022-06-13 09:45:00,0.1,1,"9/8/22",19,7.9,4,"","F50 13jun 0.1",0,0,0,3,8,0
"305","FCR",50,2022-06-13 09:55:00,1.6,1,"10/5/22",16,5.56,3,"","f50 13jun 1.6",0,0,0,3,6,0
"306","FCR",50,2022-06-13 10:06:00,3.8,1,"10/5/22",18,5.41,1,"","f50 13jun 3.8",0,0,0,3,5,0
"307","FCR",50,2022-06-13 10:15:00,5,1,"9/8/22",89,4.5,5,"","F50 13jun5.0",0,0,0,0,4,0
"308","FCR",50,2022-06-13 10:32:00,6.2,1,"10/5/22",132,8.36,1,"","f50 13jun 6.2",0,0,0,3,8,0
"309","FCR",50,2022-06-13 10:41:00,8,1,"9/8/22",121,3.4,6,"","F50 13jun 8.0",0,0,0,0,3,0
"310","FCR",50,2022-06-13 11:01:00,9,1,"9/8/22",115,2.6,4,"13-Jun","F50 13jan 9.0",0,0,3,0,3,3
"311","FCR",100,2022-06-13 15:50:00,0.1,1,"9/8/22",21,5.4,53,"","? 13jun 0.1 weir",0,0,0,0,5,0
"312","FCR",100,2022-06-20 10:49:00,0.1,1,"9/21/22",36,6.1,56,"","?  20jun weir",0,0,0,0,6,0
"313","FCR",200,2022-06-20 11:15:00,0.1,1,"9/21/22",45,8,39,"","? 20jun wet",0,0,0,0,8,0
"314","FCR",50,2022-06-20 12:49:00,0.1,1,"9/21/22",21,9.4,5,"","F 20jun 0.1",0,0,0,0,9,0
"315","FCR",50,2022-06-20 13:07:00,1.6,1,"9/21/22",14,7.7,3,"","F 20jun 1.6",0,0,0,3,8,0
"316","FCR",50,2022-06-20 13:20:00,3.8,1,"9/21/22",52,4.7,2,"","F 20jun 3.8",0,0,0,3,5,0
"317","FCR",50,2022-06-20 13:31:00,5,1,"9/21/22",139,3.9,3,"","F 20jun 5.0",0,0,0,3,4,0
"318","FCR",50,2022-06-20 13:40:00,6.2,1,"9/21/22",154,4.6,9,"","F 20jun 6.2",0,0,0,0,5,0
"319","FCR",50,2022-06-20 13:49:00,9,1,"9/21/22",429,4,6,"","F 20jun 9.0",0,0,0,0,4,0
"320","FCR",50,2022-06-20 14:12:00,8,1,"9/21/22",214,4.4,6,"","F 20jun 8.0",0,0,0,0,4,0
"321","FCR",50,2022-06-27 09:43:00,0.1,1,"9/21/22",8,9.9,3,"","F50 27jun 0.1",0,0,0,3,10,0
"322","FCR",50,2022-06-27 09:55:00,1.6,1,"9/21/22",34,7.1,3,"","F50 27jun 1.6",0,0,0,3,7,0
"323","FCR",50,2022-06-27 10:05:00,3.8,1,"9/21/22",123,5.1,3,"","F50 27jun 3.8",0,0,0,3,5,0
"324","FCR",50,2022-06-27 10:14:00,5,1,"9/21/22",202,4.2,3,"","F50 27jun 5.0",0,0,0,3,4,0
"325","FCR",50,2022-06-27 10:23:00,6.2,1,"9/21/22",206,5.2,4,"","F50 27jun 6.2",0,0,0,0,5,0
"326","FCR",50,2022-06-27 10:33:00,8,1,"9/21/22",305,4.8,3,"","F50 27jun 8.0",0,0,0,3,5,0
"327","FCR",50,2022-06-27 10:48:00,9,1,"9/21/22",201,3.6,4,"","F50 27jun 9.0",0,0,0,0,4,0
"328","FCR",200,2022-06-27 12:40:00,0.1,1,"9/21/22",55,9.6,46,"","F200 27jun wet",0,0,0,0,10,0
"329","FCR",100,2022-06-27 13:06:00,0.1,1,"9/21/22",71,7.5,109,"","F100 27jun weir",0,0,0,0,8,0
"330","FCR",301,2022-06-30 13:10:00,0.1,1,"9/21/22",23,4.7,54,"","SMB 30jun 0.1",0,0,0,0,5,0
"331","FCR",100,2022-07-05 10:11:00,0.1,1,"8/10/22",27,11.9,531,"","F100 05jul0.1",0,0,0,0,12,0
"332","FCR",50,2022-07-05 10:52:00,0.1,1,"9/21/22",8,11.9,5,"","F50 05jul 0.1",0,0,0,0,12,0
"333","FCR",50,2022-07-05 11:10:00,1.6,1,"9/21/22",141,10.2,8,"","F50 05jul 1.6",0,0,0,0,10,0
"334","FCR",50,2022-07-05 11:20:00,3.8,1,"9/21/22",162,9.1,3,"","F50 05jul 3.8",0,0,0,3,9,0
"335","FCR",50,2022-07-05 11:33:00,5,1,"9/21/22",301,3.9,5,"","F50 05jul 5.0",0,0,0,0,4,0
"336","FCR",50,2022-07-05 11:48:00,6.2,1,"9/21/22",299,4.1,5,"","F50 05jul 6.2",0,0,0,0,4,0
"337","FCR",50,2022-07-05 12:05:00,8,1,"9/21/22",286,4.4,4,"","F50 05jul 8.0",0,0,0,0,4,0
"338","FCR",50,2022-07-05 12:20:00,9,1,"9/21/22",317,4.8,8,"","F50 05jul 9.0",0,0,0,0,5,0
"339","FCR",50,2022-07-11 09:55:00,0.1,1,"9/21/22",59,12.6,5,"","F 11jul 0.1",0,0,0,0,13,0
"340","FCR",50,2022-07-11 10:08:00,1.6,1,"8/10/22",42,9.6,1,"","F 11jul22 1.6",0,0,0,3,10,0
"341","FCR",50,2022-07-11 10:25:00,3.8,1,"8/10/22",145,8,1,"","F 11jul22 3.8",0,0,0,3,8,0
"342","FCR",50,2022-07-11 10:48:00,5,1,"9/21/22",344,5,4,"","F 11jul 5.0",0,0,0,0,5,0
"343","FCR",50,2022-07-11 11:04:00,6.2,1,"9/21/22",422,4.6,6,"","F 11jul 6.2",0,0,0,0,5,0
"344","FCR",50,2022-07-11 11:18:00,8,1,"9/21/22",404,5.6,3,"","F 11jul 8.0",0,0,0,3,6,0
"345","FCR",50,2022-07-11 11:50:00,9,1,"9/21/22",412,6.2,4,"","F 11jul 9.0",0,0,0,0,6,0
"346","FCR",100,2022-07-18 10:00:00,0.1,1,"8/10/22",18,19.4,248,"","F 18jul22 weir",0,0,0,0,19,0
"347","FCR",200,2022-07-18 10:00:00,0.1,1,"8/10/22",48,9.5,31,"","F 18jul22 wet",0,0,0,0,10,0
"348","FCR",50,2022-07-18 10:46:00,0.1,1,"8/10/22",41,12.8,7,"","F50 18jul22 0.1",0,0,0,0,13,0
"349","FCR",50,2022-07-18 10:50:00,1.6,1,"9/21/22",33,6,5,"","F50 18jul 1.6",0,0,0,0,6,0
"350","FCR",50,2022-07-18 11:00:00,3.8,1,"8/10/22",122,6.4,3,"","F50 18jul22 3.8",0,0,0,3,6,0
"351","FCR",50,2022-07-18 11:08:00,5,1,"8/10/22",291,7.2,4,"","F50 18jul22 5.0",0,0,0,0,7,0
"352","FCR",50,2022-07-18 11:18:00,6.2,1,"8/10/22",445,6.5,3,"","F50 18jul22 6.2",0,0,0,3,6,0
"353","FCR",50,2022-07-18 11:23:00,8,1,"9/21/22",417,6.3,3,"","F50 18jul 8.0",0,0,0,3,6,0
"354","FCR",50,2022-07-18 11:30:00,9,1,"8/10/22",408,5.3,1,"","F50 18jul22 9.0",0,0,0,3,5,0
"355","FCR",50,2022-07-25 09:39:00,0.1,1,"8/10/22",10,8,0,"","F50 25jul22 0.1",0,0,0,3,8,0
"356","FCR",50,2022-07-25 09:54:00,1.6,1,"8/10/22",20,8,2,"","F50 25jul22 1.6",0,0,0,3,8,0
"357","FCR",50,2022-07-25 10:11:00,3.8,1,"8/10/22",50,7.6,5,"","F50 25jul22 3.8",0,0,0,0,8,0
"358","FCR",50,2022-07-25 10:22:00,5,1,"8/10/22",359,7.3,1,"","F50 25jul22 5.0",0,0,0,3,7,0
"359","FCR",50,2022-07-25 10:49:00,6.2,1,"8/10/22",430,7.4,5,"","F50 25jul22 6.2",0,0,0,0,7,0
"360","FCR",50,2022-07-25 11:07:00,8,1,"8/10/22",530,6.7,2,"","F50 25jul22 8.0",0,0,0,3,7,0
"361","FCR",50,2022-07-25 11:25:00,9,1,"8/10/22",623,8.7,14,"","F50 25jul22 9.0",0,0,0,0,9,0
"362","FCR",100,2022-08-01 09:54:00,0.1,1,"10/5/22",33,21.6,154,"","f100 01aug weir",0,0,0,0,22,0
"363","FCR",100.1,2022-08-01 09:54:00,0.1,1,"8/10/22",54,46.9,104,"","unfiltered ISCO A 01aug22",0,0,0,0,47,0
"364","FCR",50,2022-08-01 10:26:00,0.1,1,"10/5/22",11,6.3,2,"","f 01aug 0.1",0,0,0,3,6,0
"365","FCR",50,2022-08-01 10:33:00,1.6,1,"10/5/22",9,8.54,8,"","f 01aug 1.6",0,0,0,0,9,0
"366","FCR",50,2022-08-01 10:43:00,3.8,1,"11/9/22",17,5.2,3,"","fcr 01aug 3.8",0,0,0,3,5,0
"367","FCR",50,2022-08-01 10:52:00,5,1,"10/5/22",317,4.91,3,"","f 01aug 5.0",0,0,0,3,5,0
"368","FCR",50,2022-08-01 11:04:00,6.2,1,"10/5/22",597,6.15,4,"","f 01aug 6.2",0,0,0,3,6,0
"369","FCR",50,2022-08-01 11:13:00,8,1,"8/10/22",702,6.4,2,"","F 01aug22 8.0",0,0,0,3,6,0
"370","FCR",50,2022-08-01 11:23:00,9,1,"9/21/22",680,5.1,5,"","F 01aug 9.0",0,0,0,0,5,0
"371","FCR",50,2022-08-08 09:46:00,0.1,1,"9/21/22",11,4.9,4,"","F50 08aug 0.1",0,0,0,0,5,0
"372","FCR",50,2022-08-08 09:50:00,1.6,1,"10/5/22",19,6.91,1,"","f50 08aug 1.6",0,0,0,3,7,0
"373","FCR",50,2022-08-08 09:56:00,3.8,1,"10/5/22",16,6.39,3,"","f50 08aug 3.8",0,0,0,3,6,0
"374","FCR",50,2022-08-08 10:03:00,5,1,"10/5/22",515,6.45,1,"","f50 08aug 5.0",0,0,0,3,6,0
"375","FCR",50,2022-08-08 10:20:00,6.2,1,"10/5/22",538,5.24,2,"","f50 08aug 6.2",0,0,0,3,5,0
"376","FCR",50,2022-08-08 10:40:00,8,1,"10/5/22",813,6.05,1,"8m","f50 08aug 9.0? maybe 8.0",0,0,0,3,6,0
"377","FCR",50,2022-08-08 10:55:00,9,1,"10/5/22",831,5.39,2,"","f50 08aug 9.0",0,0,0,3,5,0
"378","FCR",50,2022-08-18 09:38:00,0.1,1,"10/5/22",22,4.81,6,"","f50 18aug 0.1",0,0,0,0,5,0
"379","FCR",50,2022-08-18 09:50:00,1.6,1,"10/5/22",27,6.24,4,"","f50 18aug 1.6",0,0,0,3,6,0
"380","FCR",50,2022-08-18 10:00:00,3.8,1,"9/21/22",29,6.1,3,"","F50 18aug 3.8",0,0,0,3,6,0
"381","FCR",50,2022-08-18 10:11:00,5,1,"11/9/22",422,5.1,4,"","f50 18aug 5.0",0,0,0,0,5,0
"382","FCR",50,2022-08-18 10:20:00,6.2,1,"10/5/22",794,9.1,11,"","f50 18aug 6.2",0,0,0,0,9,0
"383","FCR",50,2022-08-18 10:30:00,8,1,"10/5/22",966,9.55,5,"","f50 18aug 8.0",0,0,0,0,10,0
"384","FCR",50,2022-08-18 10:40:00,9,1,"10/5/22",931,9.02,2,"","f50 18aug 9.0",0,0,0,3,9,0
"385","FCR",200,2022-08-18 13:15:00,0.1,1,"10/5/22",44,9.89,35,"","? 18aug wet",0,0,0,0,10,0
"386","FCR",50,2022-08-22 01:22:00,5,1,"10/5/22",936,10.6,4,"","f50 22aug 5.0",0,0,0,0,11,0
"387","FCR",50,2022-08-22 01:32:00,6.2,1,"9/21/22",981,4.7,5,"","F50 22aug 6.2",0,0,0,0,5,0
"388","FCR",50,2022-08-22 01:50:00,8,1,"10/5/22",1010,5.37,0,"","f50 22aug 8.0",0,0,0,3,5,0
"389","FCR",50,2022-08-22 02:00:00,9,1,"10/5/22",1050,5.86,3,"","f50 22aug 9.0",0,0,0,3,6,0
"390","FCR",50,2022-08-22 12:00:00,0.1,1,"10/5/22",7,5.7,1,"Flag_DateTime","f50 22aug 0.1",0,0,0,3,6,0
"391","FCR",50,2022-08-22 12:00:00,1.6,1,"10/5/22",13,6.28,3,"Flag_DateTime","f50 22aug 1.6",0,0,0,3,6,0
"392","FCR",50,2022-08-22 12:00:00,3.8,1,"10/5/22",11,6.1,1,"Flag_DateTime","f50 22aug 3.8",0,0,0,3,6,0
"393","FCR",50,2022-08-29 09:52:00,0.1,1,"10/5/22",11,5.93,1,"","f50 29aug 0.1",0,0,0,3,6,0
"394","FCR",50,2022-08-29 10:04:00,1.6,1,"10/5/22",18,7.27,3,"","f50 29aug 1.6",0,0,0,3,7,0
"395","FCR",50,2022-08-29 10:09:00,3.8,1,"10/5/22",19,6.45,1,"","f50 29aug 3.8",0,0,0,3,6,0
"396","FCR",50,2022-08-29 10:16:00,5,1,"9/21/22",823,8.1,3,"","F50 29aug 5.0",0,0,0,3,8,0
"397","FCR",50,2022-08-29 10:19:00,6.2,1,"9/21/22",1100,10,4,"","F50 29aug 6.2",0,0,0,0,10,0
"398","FCR",50,2022-08-29 10:26:00,8,1,"9/21/22",1240,8.5,2,"","F50 29aug 8.0",0,0,0,3,8,0
"399","FCR",50,2022-08-29 10:30:00,9,1,"10/5/22",1560,18,3,"","f50 29aug 9.0",0,0,0,3,18,0
"400","FCR",100,2022-08-29 10:53:00,0.1,1,"9/21/22",13,24.5,145,"","F50 29aug weir",0,0,0,0,24,0
"401","FCR",50,2022-09-05 12:52:00,0.1,1,"10/5/22",6,4.16,2,"","f50 05sep 0.1",0,0,0,3,4,0
"402","FCR",50,2022-09-05 12:58:00,1.6,1,"9/21/22",8,2.7,6,"","F50 05sep 1.6",0,0,3,0,3,3
"403","FCR",50,2022-09-05 13:02:00,3.8,1,"10/5/22",17,9.14,1,"","f50 05sep 3.8",0,0,0,3,9,0
"404","FCR",50,2022-09-05 13:08:00,5,1,"11/9/22",1050,4.2,0,"","f50 05sep 5.0",0,0,0,43,4,0
"405","FCR",50,2022-09-05 13:11:00,6.2,1,"9/21/22",1050,11.4,3,"","F50 05sep 6.2",0,0,0,3,11,0
"406","FCR",50,2022-09-05 13:15:00,8,1,"10/5/22",990,5.34,3,"","f50 05sep 8.0",0,0,0,3,5,0
