Reservoir,Site,DateTime,Depth_m,Rep,RunDate,TP_ugL,TN_ugL,Notes_lachat,SampleID_lachat,Notes_defrost tag
FCR,50,2022-07-25 10:22:00,5,1,3/22/2023,47.7,854,NA,s37,NA
FCR,50,2022-09-05 12:58:00,1.6,1,3/22/2023,23.8,317,NA,s38,NA
CCR,50,2022-07-28 10:30:00,15,1,3/22/2023,10.7,212,NA,s39,NA
FCR,50,2022-11-16 13:30:00,1.6,1,3/22/2023,31.6,459,NA,s4,NA
FCR,50,2022-10-03 11:15:00,6.2,1,3/22/2023,40,1120,NA,s40,NA
FCR,200,2022-09-26 14:30:00,0.1,1,3/22/2023,53.4,149,NA,s41,NA
CCR,50,2022-08-19 09:42:00,1.5,1,3/22/2023,6.41,158,NA,s42,NA
FCR,100.1,2022-08-29 10:53:00,0.1,1,3/22/2023,141,828,NA,s43,NA
FCR,100.1,2022-11-08 12:00:00,0.1,1,3/22/2023,56.7,313,NA,s44,NA
FCR,50,2022-08-18 09:50:00,1.6,1,3/22/2023,23.2,354,NA,s45,NA
SUNP,NA,2022-07-19 12:00:00,8,1,3/22/2023,5.59,157,NA,s46,NA
CCR,301,2022-08-19 12:39:00,0.1,1,3/22/2023,7.07,94.8,NA,s47,NA
FCR,50,2022-10-17 11:15:00,1.6,1,3/22/2023,20.9,378,NA,s48,NA
CCR,50,2022-07-28 09:43:00,0.1,1,3/22/2023,6.51,186,NA,s49,NA
FCR,50,2022-08-08 09:46:00,0.1,1,3/22/2023,20.5,447,NA,s5,NA
FCR,50,2022-08-18 10:11:00,5,1,3/22/2023,48.4,903,NA,s50,NA
FCR,100,2022-08-18 12:35:00,0.1,1,3/22/2023,34.6,245,NA,s51,NA
FCR,100.1,2022-10-17 12:00:00,0.1,1,3/22/2023,105,526,NA,s52,NA
FCR,50,2022-08-29 10:30:00,9,1,3/22/2023,83.7,1972,Diluted,s53,NA
FCR,50,2022-11-08 12:00:00,8,1,3/22/2023,32.2,659,NA,s54,NA
FCR,50,2022-08-22 13:02:00,1.6,1,3/22/2023,28,367,NA,s55,NA
FCR,50,2022-08-22 14:00:00,9,1,3/22/2023,42.7,1498,Diluted,s56,NA
SUNP,NA,2022-06-29 12:00:00,8,1,3/22/2023,5.67,156,NA,s57,NA
FCR,100.1,2022-12-12 11:04:00,0.1,1,3/22/2023,47,226,NA,s58,NA
FCR,100,2022-10-03 14:00:00,0.1,1,3/22/2023,43.1,233,NA,s59,NA
SUNP,NA,2022-06-29 12:00:00,1,1,3/22/2023,2.73,138,NA,s6,NA
CCR,50,2022-07-28 10:18:00,9,1,3/22/2023,11.1,183,NA,s60,NA
FCR,50,2022-08-01 11:13:00,8,1,3/22/2023,42.6,977,NA,s61,NA
FCR,50,2022-11-28 11:45:00,3.8,1,3/22/2023,26.9,216,NA,s62,NA
FCR,50,2022-10-17 11:45:00,9,1,3/22/2023,69.6,1512,Diluted,s63,NA
FCR,50,2022-11-28 12:01:00,9,1,3/22/2023,29.2,308,NA,s64,NA
FCR,50,2022-08-22 13:12:00,3.8,1,3/22/2023,60.4,615,NA,s65,NA
FCR,50,2022-08-29 10:09:00,3.8,1,3/22/2023,82.5,821,NA,s66,NA
FCR,50,2022-08-29 10:19:00,6.2,1,3/22/2023,43.1,1320,NA,s67,NA
FCR,50,2022-10-17 11:39:00,8,1,3/22/2023,48.6,1280,NA,s68,NA
FCR,50,2022-09-05 13:15:00,8,1,3/22/2023,41.4,1250,NA,s69,NA
FCR,50,2022-08-01 11:23:00,9,1,3/22/2023,38.5,966,NA,s7,NA
CCR,301,2022-07-28 12:00:00,0.1,1,3/22/2023,7.68,120,NA,s70,NA
FCR,50,2022-09-19 13:23:00,9,1,3/22/2023,43.2,1648,Diluted,s71,NA
CCR,201,2022-08-19 13:32:00,0.1,1,3/22/2023,5.36,85.9,NA,s72,NA
FCR,50,2022-08-18 10:30:00,8,1,3/22/2023,48.4,1230,NA,s73,NA
FCR,50,2022-07-25 11:25:00,9,1,3/22/2023,44.6,819,NA,s74,NA
CCR,50,2022-07-28 10:43:00,21,1,3/22/2023,41.7,615,NA,s75,NA
FCR,50,2022-09-19 13:03:00,6.2,1,3/22/2023,42.7,1260,NA,s76,NA
FCR,50,2022-12-12 10:30:00,1.6,1,3/22/2023,24.7,289,NA,s77,NA
FCR,50,2022-07-25 09:54:00,1.6,1,3/22/2023,39.4,596,NA,s78,NA
FCR,50,2022-10-24 14:40:00,3.8,1,3/22/2023,27.8,527,NA,s79,NA
FCR,50,2022-08-01 10:26:00,0.1,1,3/22/2023,28,557,NA,s8,NA
FCR,50,2022-09-13 10:30:00,5,1,3/22/2023,43.5,946,NA,s80,NA
FCR,50,2022-12-12 10:54:00,5,1,3/22/2023,32.5,322,NA,s81,NA
FCR,50,2022-08-08 09:50:00,1.6,1,3/22/2023,22.4,468,NA,s82,NA
FCR,50,2022-11-16 14:05:00,6.2,1,3/22/2023,29.3,379,NA,s83,NA
FCR,100,2022-11-16 15:15:00,0.1,1,3/22/2023,24.2,100,NA,s84,NA
FCR,50,2022-08-01 10:43:00,3.8,1,3/22/2023,30,418,NA,s85,NA
FCR,100.1,2022-11-28 13:40:00,0.1,1,3/22/2023,54.1,243,NA,s86,NA
FCR,100.1,2022-09-26 12:00:00,0.1,1,3/22/2023,69.2,339,NA,s87,NA
FCR,50,2022-10-24 15:20:00,9,1,3/22/2023,32.6,546,NA,s88,NA
FCR,50,2022-08-18 10:20:00,6.2,1,3/22/2023,50.2,1110,NA,s89,NA
FCR,50,2022-09-26 12:09:00,9,1,3/22/2023,44.9,1380,NA,s9,NA
SUNP,NA,2022-07-07 12:00:00,1,1,3/22/2023,2.96,127,NA,s90,NA
FCR,50,2022-11-08 12:00:00,0.1,1,3/22/2023,36,426,NA,s91,NA
FCR,50,2022-10-03 11:10:00,5,1,3/22/2023,20.9,462,NA,s92,NA
CCR,50,2022-08-19 10:11:00,9,1,3/22/2023,10.2,185,NA,s93,NA
SUNP,NA,2022-06-16 12:00:00,1,1,3/22/2023,8.37,233,NA,s94,NA
FCR,50,2022-12-12 10:39:00,3.8,1,3/22/2023,22.3,265,NA,s95,NA
FCR,50,2022-08-29 10:26:00,8,1,3/22/2023,47.8,1400,NA,s96,NA
CCR,201,2022-10-14 10:20:00,0.1,1,3/22/2023,7.21,182,NA,s97,NA
FCR,50,2022-10-24 14:20:00,0.1,1,3/22/2023,22.4,472,NA,s98,NA
FCR,100,2022-09-26 12:00:00,0.1,1,3/22/2023,68.3,376,NA,s99,NA
