Reservoir,Site,DateTime,Depth_m,Rep,RunDate,NH4_ugL,PO4_ugL,NO3NO2_ugL,Notes_lachat,SampleID_lachat
CCR,201,8/19/22 13:32,0.1,1,10/5/22,6.95,6.19,18.6,,ccs 19aug 0.1
CCR,500,6/9/22 12:20,0.1,1,10/5/22,8.49,7.35,127,,cct 09jun 0.1
FCR,50,8/1/22 10:26,0.1,1,10/5/22,11.3,6.3,1.9,,f 01aug 0.1
FCR,50,8/1/22 10:33,1.6,1,10/5/22,9.18,8.54,7.95,,f 01aug 1.6
FCR,50,8/1/22 10:52,5,1,10/5/22,317,4.91,2.8,,f 01aug 5.0
FCR,50,8/1/22 11:04,6.2,1,10/5/22,597,6.15,3.53,,f 01aug 6.2
FCR,50,5/2/22 14:20,0.1,1,10/5/22,7.48,8.29,-0.018,,f 02may 0.1
FCR,50,5/2/22 14:35,1.6,1,10/5/22,14.7,8.76,3.16,,f 02may 1.6
FCR,50,5/2/22 15:00,5,1,10/5/22,5.63,10.8,0.428,,f 02may 5.0
FCR,50,5/2/22 15:13,6.2,1,10/5/22,4.9,8.12,0.411,,f 02may 6.2
FCR,100,5/2/22 12:00,0.1,1,10/5/22,5.22,13.8,2.14,Flag_DateTime,F 02may weir
FCR,200,5/2/22 12:00,0.1,1,10/5/22,30.8,9.77,8.9,Flag_DateTime,f 02may wet
FCR,200,5/9/22 9:45,0.1,1,10/5/22,33.3,9.42,10.1,,f 09may wet
FCR,50,4/12/22 11:10,3.8,1,10/5/22,9.71,5.7,3.46,,f 12apr 3.8
FCR,50,4/12/22 11:26,5,1,10/5/22,9.83,5.02,4.22,,f 12apr 5.0
FCR,50,4/12/22 11:48,8,1,10/5/22,26.2,6.45,4.95,,f 12apr 8.0
FCR,50,4/12/22 11:59,9,1,10/5/22,75.4,3.46,10.5,,f 12apr 9.0
FCR,50,4/19/22 10:01,0.1,1,10/5/22,7.22,5.54,3.3,,f 19apr 0.1
FCR,50,4/19/22 10:11,1.6,1,10/5/22,9.13,7.31,4.15,,f 19apr 1.6
FCR,50,4/19/22 10:19,3.8,1,10/5/22,12.6,10.5,4.32,,f 19apr 3.8
FCR,50,4/19/22 10:48,8,1,10/5/22,35.8,4.96,3.76,,f 19apr 8.0
FCR,50,4/19/22 11:01,9,1,10/5/22,90.5,6.49,4.93,,f 19apr 9.0
FCR,100,4/19/22 12:45,0.1,1,10/5/22,5.25,10.7,1.63,,f 19apr weir
FCR,200,4/19/22 13:36,0.1,1,10/5/22,16.9,11.1,24.9,,F 19apr wet
FCR,100,5/31/22 12:05,0.1,1,10/5/22,7.46,8.23,12.5,,f 31may weir
FCR,200,5/31/22 12:33,0.1,1,10/5/22,30,11.8,49.5,,f 31may wet
FCR,100,8/1/22 9:54,0.1,1,10/5/22,33.4,21.6,154,,f100 01aug weir
FCR,50,6/7/22 13:25,0.1,1,10/5/22,11.8,17.3,2.57,7-Jun,f50 03jun 0.1
FCR,50,9/5/22 12:52,0.1,1,10/5/22,6.28,4.16,1.54,,f50 05sep 0.1
FCR,50,9/5/22 13:02,3.8,1,10/5/22,16.6,9.14,0.619,,f50 05sep 3.8
FCR,50,9/5/22 13:15,8,1,10/5/22,990,5.34,2.53,,f50 05sep 8.0
FCR,50,9/5/22 13:22,9,1,10/5/22,1210,11.7,4.01,,f50 05sep 9.0
FCR,50,6/7/22 13:57,3.8,1,10/5/22,11.7,6.41,0.626,,f50 07jun 3.8
FCR,50,6/7/22 14:13,6.2,1,10/5/22,82,6.15,7.62,,f50 07jun 6.2
FCR,50,6/7/22 14:27,8,1,10/5/22,109,5.48,16,,f50 07jun 8.0
FCR,50,8/8/22 9:50,1.6,1,10/5/22,18.7,6.91,1.48,,f50 08aug 1.6
FCR,50,8/8/22 9:56,3.8,1,10/5/22,16.1,6.39,2.69,,f50 08aug 3.8
FCR,50,8/8/22 10:03,5,1,10/5/22,515,6.45,0.83,,f50 08aug 5.0
FCR,50,8/8/22 10:20,6.2,1,10/5/22,538,5.24,1.79,,f50 08aug 6.2
FCR,50,8/8/22 10:55,9,1,10/5/22,831,5.39,2.38,,f50 08aug 9.0
FCR,50,8/8/22 10:40,8,1,10/5/22,813,6.05,0.728,8m,f50 08aug 9.0? maybe 8.0
FCR,50,5/9/22 12:06,1.6,1,10/5/22,9.13,5.77,1.64,,f50 09may 1.6
FCR,50,5/9/22 12:58,8,1,10/5/22,11,5.69,3.35,,f50 09may 8.0
FCR,50,6/13/22 9:55,1.6,1,10/5/22,15.5,5.56,2.6,,f50 13jun 1.6
FCR,50,6/13/22 10:06,3.8,1,10/5/22,18.2,5.41,1.39,,f50 13jun 3.8
FCR,50,6/13/22 10:32,6.2,1,10/5/22,132,8.36,1.42,,f50 13jun 6.2
FCR,50,8/18/22 9:38,0.1,1,10/5/22,22.3,4.81,6.02,,f50 18aug 0.1
FCR,50,8/18/22 9:50,1.6,1,10/5/22,27.4,6.24,3.59,,f50 18aug 1.6
FCR,50,8/18/22 10:20,6.2,1,10/5/22,794,9.1,10.7,,f50 18aug 6.2
FCR,50,8/18/22 10:30,8,1,10/5/22,966,9.55,5.22,,f50 18aug 8.0
FCR,50,8/18/22 10:40,9,1,10/5/22,931,9.02,1.85,,f50 18aug 9.0
FCR,50,8/22/22 12:00,0.1,1,10/5/22,6.58,5.7,1.35,Flag_DateTime,f50 22aug 0.1
FCR,50,8/22/22 12:00,1.6,1,10/5/22,12.9,6.28,2.53,Flag_DateTime,f50 22aug 1.6
FCR,50,8/22/22 12:00,3.8,1,10/5/22,10.7,6.1,1.09,Flag_DateTime,f50 22aug 3.8
FCR,50,8/22/22 1:22,5,1,10/5/22,936,10.6,4.31,,f50 22aug 5.0
FCR,50,8/22/22 1:50,8,1,10/5/22,1010,5.37,0.22,,f50 22aug 8.0
FCR,50,8/22/22 2:00,9,1,10/5/22,1050,5.86,3.13,,f50 22aug 9.0
FCR,50,5/23/22 9:51,0.1,1,10/5/22,6.83,6.8,0.773,,f50 23may 0.1
FCR,50,5/23/22 10:22,5,1,10/5/22,14.8,21.9,4.23,,f50 23may 5.0
FCR,50,5/23/22 10:48,8,1,10/5/22,31.7,6.78,3.91,,f50 23may 8.0
FCR,50,8/29/22 9:52,0.1,1,10/5/22,10.6,5.93,1.43,,f50 29aug 0.1
FCR,50,8/29/22 10:04,1.6,1,10/5/22,17.7,7.27,3.14,,f50 29aug 1.6
FCR,50,8/29/22 10:09,3.8,1,10/5/22,18.6,6.45,1.27,,f50 29aug 3.8
FCR,50,8/29/22 10:30,9,1,10/5/22,1560,18,3.4,,f50 29aug 9.0
FCR,50,5/31/22 9:48,0.1,1,10/5/22,5.53,7.44,3.23,,f50 31may 0.1
FCR,50,5/31/22 10:17,5,1,10/5/22,31.6,3.73,2.3,,f50 31may 5.0
FCR,50,5/31/22 11:00,9,1,10/5/22,39.8,6.3,6.72,,f50 31may 9.0
CCR,301,6/9/22 11:34,0.1,1,10/5/22,3.73,3.88,12.2,,smb 09jun 0.1
CCR,301,8/19/22 12:39,0.1,1,10/5/22,5.33,3.88,36.2,,smb 19aug 0.1
CCR,400,6/9/22 10:12,0.1,1,10/5/22,5.15,4.79,1.43,,tct 09jun 0.1
BVR,50,8/1/22 10:30,3,1,11/9/22,20.1,10.9,7.7,,b50 01aug 3.0
BVR,50,8/1/22 10:48,6,1,11/9/22,861,8.6,6.1,,b50 01aug 6.0
BVR,50,8/1/22 10:58,8,1,11/9/22,1760,13.2,4.7,,b50 01aug 8.0
BVR,50,9/5/22 10:15,0.1,1,11/9/22,36.2,4.7,5.1,,b50 05sep 0.1
BVR,50,10/11/22 11:00,0.1,1,11/9/22,205,3.4,14.3,,b50 11oct 0.1
BVR,50,10/11/22 11:10,3,1,11/9/22,182,4.5,13.6,,b50 11oct 3.0
BVR,50,10/11/22 11:15,6,1,11/9/22,581,9.2,9.3,,b50 11oct 6.0
BVR,50,10/11/22 11:26,7,1,11/9/22,1510,70.7,20.6,,b50 11oct 7.0
BVR,50,9/19/22 10:02,0.1,1,11/9/22,5.6,3.9,-0.1,,b50 19sep 0.1
BVR,50,9/19/22 10:07,3,1,11/9/22,41.1,3.1,2.4,,b50 19sep 3.0
BVR,50,9/19/22 10:12,6,1,11/9/22,1700,54.8,9.8,,b50 19sep 6.0
BVR,50,9/19/22 10:20,7,1,11/9/22,3160,19.5,8.7,,b50 19sep 7.0
BVR,50,10/24/22 10:53,0.1,1,11/9/22,301,5.6,12.7,,b50 24oct 0.1
BVR,50,10/24/22 11:00,3,1,11/9/22,304,5.8,11.3,,b50 24oct 3.0
BVR,50,10/24/22 11:10,6,1,11/9/22,326,6.1,12,,b50 24oct 6.0
BVR,50,10/24/22 11:21,7,1,11/9/22,397,8.4,10.8,,b50 24oct 7.0
CCR,400,10/14/22 12:25,0.1,1,11/9/22,10.5,8.1,939,,c 14oct tct
CCR,301,9/29/22 10:34,0.1,1,11/9/22,6.9,3.1,8.3,,c?? 29sep smb
CCR,50,9/29/22 12:30,0.1,1,11/9/22,2.8,1.2,1.3,,c50 29sep 0.1
CCR,50,9/29/22 12:37,1.5,1,11/9/22,5,1.5,0.3,,c50 29sep 1.5
CCR,50,9/29/22 15:22,15,1,11/9/22,11.3,1.8,82.6,,c50 29sep 15.0
CCR,50,9/29/22 14:30,20,1,11/9/22,216,2.9,46.1,,c50 29sep 21.0
CCR,50,9/29/22 12:55,6,1,11/9/22,3.5,0.7,1.1,,c50 29sep 6.0
CCR,50,9/29/22 13:07,9,1,11/9/22,2.9,1.2,19.6,,c50 29sep 9.0
CCR,50,10/14/22 14:01,0.1,1,11/9/22,5.4,1.9,0.9,,ccr 14oct 0.1
CCR,50,10/14/22 14:11,1.5,1,11/9/22,7.1,2.5,2,,ccr 14oct 1.5
CCR,50,10/14/22 14:45,15,1,11/9/22,4.6,2.6,112,,ccr 14oct 15.0
CCR,50,10/14/22 14:21,6,1,11/9/22,3.4,2.5,2.9,,ccr 14oct 6.0
CCR,50,10/14/22 14:31,9,1,11/9/22,5.2,3.1,6.6,,ccr 14oct 9.0
CCR,201,10/14/22 10:20,0.1,1,11/9/22,4.4,2.8,0.1,,ccr 14oct ccs
CCR,301,10/14/22 11:25,0.1,1,11/9/22,4.1,5,0.8,,ccr 14oct smb
FCR,100,10/3/22 14:00,0.1,1,11/9/22,10.3,15,17.9,,f 03oct weir
FCR,100,9/13/22 13:10,0.1,1,11/9/22,25.6,19.6,67.8,,f100 13sep weir
FCR,200,9/26/22 14:30,0.1,1,11/9/22,25.3,4.8,8.7,,f200 26sep wet
FCR,50,10/3/22 10:54,0.1,1,11/9/22,146,3.5,4.2,,f50 03oct 0.1
FCR,50,10/3/22 11:00,1.6,1,11/9/22,142,2.8,5.7,,f50 03oct 1.6
FCR,50,10/3/22 11:05,3.8,1,11/9/22,141,2.8,4.6,,f50 03oct 3.8
FCR,50,10/3/22 11:10,5,1,11/9/22,149,3.2,4.5,,f50 03oct 5.0
FCR,50,10/3/22 11:15,6.2,1,11/9/22,1160,3.1,3.8,,f50 03oct 6.2
FCR,50,10/3/22 11:21,8,1,11/9/22,1580,11,3.9,,f50 03oct 8.0
FCR,50,10/3/22 11:30,9,1,11/9/22,1930,12.5,2.9,,f50 03oct 9.0
FCR,50,9/5/22 13:08,5,1,11/9/22,1050,4.2,-0.6,,f50 05sep 5.0
FCR,50,10/11/22 13:35,0.1,1,11/9/22,129,2.6,9,,f50 11oct 0.1
FCR,50,10/11/22 13:49,1.6,1,11/9/22,126,3.5,8.2,,f50 11oct 1.6
FCR,50,10/11/22 14:01,3.8,1,11/9/22,144,3.3,7.1,,f50 11oct 3.8
FCR,50,10/11/22 14:07,5,1,11/9/22,202,3.7,6.3,,f50 11oct 5.0
FCR,50,10/11/22 14:14,6.2,1,11/9/22,805,14.5,5.7,,f50 11oct 6.2
FCR,50,10/11/22 14:21,8,1,11/9/22,1220,3.3,3.8,,f50 11oct 8.0
FCR,50,10/11/22 14:29,9,1,11/9/22,1480,4.1,1.3,,f50 11oct 9.0
FCR,50,9/13/22 9:55,0.1,1,11/9/22,9.3,2.9,3.5,,f50 13sep 0.1
FCR,50,9/13/22 10:07,1.6,1,11/9/22,12.9,4.1,2.9,,f50 13sep 1.6
FCR,50,9/13/22 10:18,3.8,1,11/9/22,10,4,-0.8,,f50 13sep 3.8
FCR,50,9/13/22 10:30,5,1,11/9/22,637,5.9,2.2,,f50 13sep 5.0
FCR,50,9/13/22 10:40,6.2,1,11/9/22,1230,4.3,0.7,,f50 13sep 6.2
FCR,50,9/13/22 10:50,8,1,11/9/22,1340,4.6,2.7,,f50 13sep 8.0
FCR,50,9/13/22 11:00,9,1,11/9/22,1220,3.4,1.2,,f50 13sep 9.0
FCR,50,10/17/22 11:05,0.1,1,11/9/22,68.4,4.8,13.3,,f50 17oct 0.1
FCR,50,10/17/22 11:15,1.6,1,11/9/22,77,8.2,17,,f50 17oct 1.6
FCR,50,10/17/22 11:22,3.8,1,11/9/22,102,3,11.8,,f50 17oct 3.8
FCR,50,10/17/22 11:28,5,1,11/9/22,181,4.2,9.3,,f50 17oct 5.0
FCR,50,10/17/22 11:33,6.2,1,11/9/22,1030,4.1,4.1,,f50 17oct 6.2
FCR,50,10/17/22 11:39,8,1,11/9/22,1060,6.1,6.5,,f50 17oct 8.0
FCR,50,10/17/22 11:45,9,1,11/9/22,1390,16.2,9.9,,f50 17oct 9.0
FCR,100,10/17/22 13:08,0.1,1,11/9/22,5.5,28.8,1.8,,f50 17oct weir
FCR,200,10/17/22 13:19,0.1,1,11/9/22,26.7,4.3,1.3,,f50 17oct wet
FCR,50,8/18/22 10:11,5,1,11/9/22,422,5.1,3.8,,f50 18aug 5.0
FCR,50,9/19/22 12:23,0.1,1,11/9/22,6.1,2.2,1.5,,f50 19sep 0.1
FCR,50,9/19/22 12:33,1.6,1,11/9/22,9,3,1.5,,f50 19sep 1.6
FCR,50,9/19/22 12:43,3.8,1,11/9/22,17.5,4.3,0.2,,f50 19sep 3.8
FCR,50,9/19/22 12:53,5,1,11/9/22,630,7.7,0.6,,f50 19sep 5.0
FCR,50,9/19/22 13:03,6.2,1,11/9/22,1190,9,3.9,,f50 19sep 6.2
FCR,50,9/19/22 13:13,8,1,11/9/22,1300,3.7,2.2,,f50 19sep 8.0
FCR,50,9/19/22 13:23,9,1,11/9/22,1470,4.6,2.3,,f50 19sep 9.0
FCR,50,10/24/22 14:20,0.1,1,11/9/22,178,3.5,13.4,,f50 24oct 0.1
FCR,50,10/24/22 14:30,1.6,1,11/9/22,182,2.6,13.5,,f50 24oct 1.6
FCR,50,10/24/22 14:40,3.8,1,11/9/22,189,3.4,14.9,,f50 24oct 3.8
FCR,50,10/24/22 14:50,5,1,11/9/22,205,2.8,13.7,,f50 24oct 5.0
FCR,50,10/24/22 15:00,6.2,1,11/9/22,206,3.1,11.6,,f50 24oct 6.2
FCR,50,10/24/22 15:10,8,1,11/9/22,224,3.3,13.1,,f50 24oct 8.0
FCR,50,10/24/22 15:20,9,1,11/9/22,220,3.2,11.8,,f50 24oct 9.0
FCR,50,9/26/22 11:47,6.2,1,11/9/22,1460,11.2,2.1,,f50 25sep 6.2
FCR,50,9/26/22 11:57,8,1,11/9/22,1420,12.8,4.9,,f50 25sep 8.0
FCR,100,9/26/22 13:34,0.1,1,11/9/22,8.5,18.3,40.2,,f50 25sep weir
FCR,50,9/26/22 11:22,0.1,1,11/9/22,6.5,2.8,0.3,,f50 26sep 0.1
FCR,50,9/26/22 11:27,1.6,1,11/9/22,5.3,4.5,2.3,,f50 26sep 1.6
FCR,50,9/26/22 11:33,3.8,1,11/9/22,16.5,3.9,1.7,,f50 26sep 3.8
FCR,50,9/26/22 11:40,5,1,11/9/22,663,12.9,2.2,,f50 26sep 5.0
FCR,50,9/26/22 12:09,9,1,11/9/22,1480,3.6,0.8,,f50 26sep 9.0
FCR,50,8/1/22 10:43,3.8,1,11/9/22,17.3,5.2,3.3,,fcr 01aug 3.8
FCR,200,12/12/22 10:41,0.1,1,3/24/23,18.8,7.76,62.3,,F200 12dec22 wet
BVR,50,6/7/22 11:34,6,1,3/24/23,36.9,4.69,-9.56,,B50 7june22 6m
BVR,50,11/28/22 9:56,3,1,3/24/23,393,9.8,38.5,,B50 28nov22 3m
FCR,200,11/28/22 13:55,0.1,1,3/24/23,23.3,7.59,5.9,,F200 28nov22 0.1m
FCR,100,12/12/22 11:04,0.1,1,3/24/23,8.66,14.9,-1.16,,F100 12dec22 weir
BVR,50,11/16/22 10:45,6,1,3/24/23,390,12.4,29.9,,B50 16nov22 6m
FCR,50,11/16/22 14:27,9,1,3/24/23,78.5,6.87,9.15,,F50 16nov22 9m
CCR,400,11/17/22 11:30,0.1,1,3/24/23,31.1,14.7,1150,,C17nov22 TCT
FCR,50,11/16/22 13:45,5,1,3/24/23,74.4,8.37,10.6,,F50 16nov22 5m
FCR,50,11/28/22 11:53,6.2,1,3/24/23,7.23,8.62,-6.1,,F50 28nov22 6.2m
FCR,50,12/12/22 10:14,0.1,1,3/24/23,18.6,8.9,1,,F50 12dec22 0.1m
FCR,50,11/8/22 13:30,9,1,3/24/23,399,5.7,9.1,,F50 8nov22 9m
FCR,100,11/28/22 13:40,0.1,1,3/24/23,5.87,15.9,-7.5,,F100 28nov22 0.1m
FCR,100,11/8/22 14:30,0.1,1,3/24/23,7.78,22.8,-6.9,,F50 8nov22 weir
FCR,50,12/12/22 10:30,1.6,1,3/24/23,13.7,6.8,-1.7,,F50 12dec22 1.6m 
CCR,50,11/17/22 13:23,0.1,1,3/24/23,20.4,4.5,39.2,,C50 17nov22 0.1m
BVR,50,12/16/22 11:10,6,1,3/24/23,365,10.9,42.6,,B50 12dec22 6m
BVR,50,11/28/22 9:49,0.1,1,3/24/23,384,9.9,32.1,,B50 28nov22 0.1m
FCR,50,12/12/22 11:15,8,1,3/24/23,13.2,6.8,-2.3,,F50 12dec22 8m
FCR,50,12/12/22 10:39,3.8,1,3/24/23,11.3,7.6,0.3,,F50 12dec22 3.8m
BVR,50,11/16/22 10:23,0.1,1,3/24/23,385,12.9,30.3,,B50 16nov22 0.1m
FCR,50,11/28/22 11:35,0.1,1,3/24/23,8.58,7.9,-1.2,,F50 28nov22 0.1m
BVR,50,11/8/22 10:40,7,1,3/24/23,713,25.9,0.4,,B50 8nov22 7m
BVR,50,11/8/22 10:05,0.1,1,3/24/23,247,6.8,10.3,,B50 8nov22 0.1m
CCR,50,11/17/22 13:45,21,1,3/24/23,37.8,7.6,141,,C50 17nov22 21m
BVR,50,12/16/22 11:20,8,1,3/24/23,358,8.9,41.7,,B50 16dec22 8m
FCR,50,12/12/22 11:20,9,1,3/24/23,11.2,8.1,-2.67,,F50 12dec22 9m
FCR,50,11/28/22 11:40,1.6,1,3/24/23,6.7,6.9,-3.9,,F50 28nov22 1.6m
BVR,50,12/16/22 10:50,0.1,1,3/24/23,357,10.9,42.8,,B50 16dec22 0.1m 
FCR,50,2/3/23 12:58,8,1,3/24/23,10.3,8.6,-1.1,,F 3feb23 8m
FCR,50,2/3/23 12:37,1.6,1,3/24/23,20.2,7.1,8.9,,F3feb23 1.6m
FCR,50,2/3/23 12:43,3.8,1,3/24/23,9.8,9.7,0.2,,F3feb23 3.8m
FCR,50,2/3/23 12:03,9,1,3/24/23,10,7.4,-0.2,,F50 3feb23 9m
BVR,50,3/21/23 10:55,0.1,1,3/24/23,53.6,6.5,66.9,,B50 21mar23 0.1m
BVR,50,11/16/22 10:35,3,1,3/24/23,386,13.3,42.8,,B50 16nov22 3m
FCR,50,11/8/22 13:05,5,1,3/24/23,271,5.9,8.6,,F50 8nov22 5m
BVR,50,3/21/23 11:25,3,1,3/24/23,57.6,5.8,65.6,,B50 21mar23 3m
BVR,50,3/21/23 11:58,9,1,3/24/23,58.4,5.8,65.3,,B50 21mar23 9m
FCR,50,2/3/23 12:30,0.1,1,3/24/23,9.71,7.7,6.6,,F3feb23 0.1m
FCR,50,2/3/23 12:53,6.2,1,3/24/23,11.9,5.7,-10.8,,F3feb23 6.2m
CCR,301,11/17/22 11:00,0.1,1,3/24/23,3.76,3.4,16.6,,CCR 17nov22 SMB
FCR,50,12/12/22 11:03,6.2,1,3/24/23,11.6,7.7,-0.9,,F50 12dec22 6.2m
FCR,50,11/8/22 12:40,0.1,1,3/24/23,9.64,8.4,-2.9,nov not mar!,F50 8mar22 0.1m
CCR,201,11/17/22 9:30,0.1,1,3/24/23,5.29,6.5,56.8,,CCR 17nov22 CCS
FCR,50,11/16/22 13:37,3.8,1,3/24/23,75.3,8.8,8.2,,F50 16nov22 3.8m
FCR,50,11/28/22 12:01,9,1,3/24/23,16,8.6,1.5,,F50 28nov22 9m
FCR,50,11/28/22 11:57,8,1,3/24/23,5.88,12.7,-0.8,,F50 28nov22 8m
CCR,50,11/17/22 13:28,1.5,1,3/24/23,15.8,4.6,38.5,,C50 17nov22 1.5m
FCR,50,11/8/22 13:20,8,1,3/24/23,329,5.6,7.6,,F50 8nov22 8m
FCR,50,12/12/22 10:54,5,1,3/24/23,14.6,7.1,-11.9,,F50 12dec22 5m
FCR,50,11/16/22 13:20,0.1,1,3/24/23,102,12.7,16.2,,F50 16nov22 0.1m
BVR,50,11/28/22 10:15,8,1,3/24/23,400,10.7,29.4,,B50 28nov22 8m
FCR,50,11/8/22 13:10,6.2,1,3/24/23,304,5.4,5.9,,F50 8nov22 6.2m
BVR,50,8/8/22 10:24,8,1,3/24/23,1490,16.1,0.4,,B50 8aug22 8m
BVR,50,11/28/22 10:05,6,1,3/24/23,397,10.8,33.5,,B50 28nov22 6m 
FCR,50,11/28/22 11:45,3.8,1,3/24/23,5.51,7.4,1.2,,F50 28nvo22 3.8m
FCR,50,11/28/22 11:50,5,1,3/24/23,8.2,6.9,-6.3,,F50 28nov22 5m
BVR,50,12/16/22 11:00,3,1,3/24/23,363,9.4,43.1,,B50 16dec22 3m
CCR,50,11/17/22 13:39,9,1,3/24/23,20.9,5.7,44.5,,C50 17nov22 9m
FCR,50,11/16/22 14:17,8,1,3/24/23,78.7,7.6,11.6,,F50 16nov22 8m
FCR,100,11/16/22 15:15,0.1,1,3/24/23,6.02,16.5,4.8,,F100 16nov22 0.1m
FCR,100,2/3/23 10:20,0.1,1,3/24/23,3.82,12.4,-5.8,,F50 3feb23 weir S
BVR,50,3/21/23 11:46,6,1,3/24/23,55.4,5.1,65.7,,B50 21mar23 6m
BVR,50,11/8/22 10:25,3,1,3/24/23,323,6.5,7.5,,B50 8nov22 3m
BVR,50,11/16/22 10:54,8,1,3/24/23,377,11.1,32,8m not 7,B50 16nov22 7m
BVR,50,11/8/22 10:35,6,1,3/24/23,653,22.9,2.5,,B50 8nov22 6m
CCR,50,11/17/22 13:34,6,1,3/24/23,21.6,4.3,41.7,,C50 17nov22 6m
FCR,50,2/3/23 12:48,5,1,3/24/23,11.3,7.3,-9.4,FCR not BVR,F50 3feb23 5m
FCR,50,11/8/22 13:00,3.8,1,3/24/23,70.2,6.9,5.4,,F50 8nov22 3.8m
FCR,50,11/16/22 14:05,6.2,1,3/24/23,72,7.3,9,,F50 16nov22 6.2m
FCR,50,11/8/22 12:50,1.6,1,3/24/23,9.09,9.8,-0.6,,F50 8nov22 1.6m
FCR,50,11/16/22 13:30,1.6,1,3/24/23,81.5,8.1,7.6,,F50 16nov22 1.6m
