ICP-MS Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7Li (STDR),23Na (STDR),24Mg (STDR),27Al (STDR),29Si (STDR),31P (STDR),34S (STDR),35Cl (STDR),39K (STDR),44Ca (STDR),47Ti (STDR),51V (STDR),52Cr (STDR),54Fe (STDR),55Mn (STDR),59Co (STDR),60Ni (STDR),65Cu (STDR),66Zn (STDR),75As (STDR),78Se (STDR),88Sr (STDR),95Mo (STDR),107Ag (STDR),111Cd (STDR),120Sn (STDR),138Ba (STDR),208Pb (STDR),238U (STDR)
,Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppm),Y (ppm),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/07/2022 - 1,0.5,"2,466.4",887.8,27.6,"6,726.2",12.3,0.0,0.5,"1,086.7","1,970.7",0.9,0.2,0.1,437.5,19.3,0.1,0.1,0.5,1.6,0.1,0.3,13.2,0.2,0.0,0.0,-0.2,15.1,0.2,0.0
06/07/2022 - 2,0.4,"2,460.9",859.8,19.7,"6,765.4",0.4,0.2,0.4,"1,041.6","1,871.0",0.7,0.1,0.1,248.0,3.0,0.1,0.1,0.4,2.1,0.1,0.2,12.3,0.1,0.0,0.0,-0.2,12.5,0.1,0.0
06/07/2022 - 3,0.4,"2,540.1",938.8,29.9,"7,048.7",23.8,0.5,0.3,"1,105.6","2,079.9",1.0,0.2,0.1,505.9,23.3,0.1,0.1,0.4,0.4,0.1,0.2,13.7,0.1,0.0,0.0,-0.3,15.8,0.1,0.0
06/07/2022 - 4,0.4,"2,535.2",893.5,27.8,"6,998.4",0.9,0.3,0.3,"1,023.0","1,909.1",0.6,0.1,0.3,266.9,2.6,0.1,0.1,0.3,2.1,0.1,0.3,12.8,0.1,0.0,0.0,-0.3,16.2,0.1,0.0
06/07/2022 - 5,0.4,"2,771.4","1,027.9",39.8,"7,120.5",14.1,0.4,0.2,961.5,"2,319.3",0.8,0.1,0.1,460.7,33.7,0.1,0.1,0.7,0.3,0.1,0.2,15.3,0.1,0.0,0.0,-0.3,20.6,0.1,0.0
06/07/2022 - 6,0.4,"2,802.2","1,036.1",15.9,"7,175.2",-0.7,0.4,0.3,956.4,"2,347.2",0.5,0.0,0.1,137.8,2.7,0.0,0.1,0.4,12.9,0.1,0.2,15.3,0.1,0.0,0.0,-0.4,20.2,0.0,0.0
06/07/2022 - 7,0.4,"3,000.7","1,146.8",20.4,"7,205.2",17.6,0.5,0.3,"1,031.4","2,707.3",0.2,0.0,0.1,"1,515.6",600.1,1.0,0.1,1.5,1.0,0.1,0.3,17.9,0.1,0.0,0.0,-0.4,31.8,0.1,0.0
06/07/2022 - 8,0.3,"2,958.0","1,129.5",10.0,"7,101.4",-0.4,0.4,0.3,"1,000.1","2,674.9",0.1,0.0,0.1,51.3,416.1,0.6,0.1,0.6,11.1,0.1,0.1,17.7,0.1,0.0,0.0,-0.4,30.1,0.1,0.0
