ICP-MS Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7Li (STDR),23Na (STDR),24Mg (STDR),27Al (STDR),29Si (STDR),31P (STDR),34S (STDR),35Cl (STDR),39K (STDR),44Ca (STDR),47Ti (STDR),51V (STDR),52Cr (STDR),54Fe (STDR),55Mn (STDR),59Co (STDR),60Ni (STDR),65Cu (STDR),66Zn (STDR),75As (STDR),78Se (STDR),88Sr (STDR),95Mo (STDR),107Ag (STDR),111Cd (STDR),120Sn (STDR),138Ba (STDR),208Pb (STDR),238U (STDR)
10/03/2022 - 9,0.3,"3,013.5","1,233.4",19.3,"6,682.9",36.4,0.8,0.9,"1,358.0","3,221.1",1.2,0.0,0.0,"3,523.1",973.1,1.8,0.1,0.8,2.9,0.1,0.1,21.4,0.0,0.0,0.0,2.7,57.2,0.1,0.0
10/03/2022 - 10,0.3,"3,080.2","1,278.4",7.8,"7,208.8",-0.5,0.5,0.9,"1,369.3","3,431.1",0.8,-0.2,0.0,333.8,"1,237.6",2.2,0.1,0.1,18.4,0.0,-0.2,22.8,-0.1,0.0,0.0,2.5,66.2,0.0,0.0
10/03/2022 - 11,0.3,"3,126.1","1,336.0",11.4,"8,485.7",49.8,0.5,0.8,"1,400.7","3,652.7",1.2,0.0,0.0,"7,742.0","1,580.6",3.0,0.1,0.6,3.3,0.1,-0.1,24.7,0.1,0.0,0.0,4.0,81.3,0.1,0.0
10/03/2022 - 12,0.3,"3,160.5","1,342.9",5.4,"8,194.0",-1.2,0.4,0.8,"1,391.1","3,675.8",0.9,-0.2,0.0,"1,492.2","1,553.0",2.8,0.0,0.0,13.2,0.0,-0.1,24.7,0.0,0.0,0.0,3.1,79.1,0.0,0.0
10/03/2022 - 13,0.3,"3,115.6","1,363.2",19.0,"8,533.6",86.3,0.4,0.7,"1,433.5","3,808.9",1.4,0.0,0.0,"12,516.3","2,911.9",5.3,0.2,0.9,4.5,0.2,-0.2,25.9,0.1,0.0,0.0,3.2,103.6,0.1,0.0
10/03/2022 - 14,0.3,"3,142.0","1,370.8",5.6,"8,458.3",1.1,0.3,0.8,"1,437.7","3,839.6",0.8,-0.2,0.0,"9,152.5","2,974.8",5.3,0.1,0.0,8.5,0.1,-0.1,26.2,0.1,0.0,0.0,2.8,101.4,0.0,0.0
10/03/2022 - 15,0.5,"3,213.4",853.7,50.8,"10,392.3",16.9,0.9,0.5,"1,113.2","2,262.8",1.8,0.0,0.1,125.9,16.5,0.1,0.2,0.7,7.0,0.0,0.1,14.0,0.0,0.0,0.1,2.6,17.6,0.2,0.0
10/03/2022 - 16,0.5,"3,235.7",840.9,16.7,"10,390.7",13.3,0.9,0.5,"1,102.5","2,207.6",1.2,0.0,0.1,33.1,4.9,0.0,0.2,0.5,31.3,0.0,0.1,13.6,-0.1,0.0,0.1,2.5,16.5,0.1,0.0
10/17/2022 - 1,0.3,"2,900.0","1,148.6",17.9,"5,052.5",15.9,0.6,0.6,"1,339.0","2,766.0",0.9,-0.1,0.0,211.7,28.6,0.1,0.1,0.8,2.2,0.0,0.1,18.0,-0.1,0.0,0.0,2.4,25.4,0.0,0.0
10/17/2022 - 2,0.3,"2,894.5","1,138.6",8.9,"5,017.6",0.9,0.5,0.6,"1,339.0","2,776.9",0.6,-0.2,0.1,44.6,4.1,0.0,0.1,0.8,18.8,0.0,0.1,18.0,-0.1,0.0,0.0,2.3,24.8,0.1,0.0
10/17/2022 - 3,0.3,"2,885.3","1,153.1",13.6,"4,950.2",14.8,0.5,0.6,"1,326.6","2,779.9",0.7,-0.1,0.0,211.1,29.1,0.1,0.1,0.8,3.3,0.0,0.2,17.9,-0.1,0.0,0.0,2.4,25.1,0.1,0.0
10/17/2022 - 4,0.3,"2,885.8","1,131.1",9.2,"4,948.0",2.4,0.5,0.6,"1,350.6","2,739.1",0.6,-0.2,0.0,50.3,4.3,0.0,0.1,0.8,9.9,0.0,0.1,17.8,-0.1,0.0,0.0,2.3,24.9,0.1,0.0
10/17/2022 - 5,0.3,"2,901.4","1,146.5",13.6,"5,161.0",17.3,0.6,0.5,"1,316.2","2,792.3",0.8,-0.1,0.0,325.8,52.3,0.1,0.1,0.8,2.9,0.0,0.3,18.3,0.1,0.0,0.0,3.7,27.4,0.1,0.0
10/17/2022 - 6,0.3,"2,898.2","1,138.7",8.4,"5,083.7",1.5,0.6,0.6,"1,307.5","2,746.4",0.6,-0.2,0.0,47.6,2.7,0.0,0.1,0.4,52.7,0.0,0.0,18.5,0.0,0.0,0.0,3.1,25.9,0.0,0.0
10/17/2022 - 7,0.3,"2,896.1","1,142.1",12.4,"5,168.5",16.7,0.7,0.5,"1,316.3","2,766.1",0.7,-0.1,0.0,400.1,80.0,0.1,0.1,0.9,2.3,0.0,0.1,18.2,-0.1,0.0,0.0,2.8,28.2,0.1,0.0
10/17/2022 - 8,0.3,"2,943.2","1,153.2",7.4,"5,324.7",2.3,0.7,0.6,"1,324.1","2,786.6",0.6,-0.2,0.0,50.9,16.5,0.0,0.1,0.5,36.0,0.0,0.2,18.5,-0.1,0.0,0.0,2.6,27.2,0.0,0.0
10/17/2022 - 9,0.3,"3,006.8","1,230.2",21.1,"6,548.7",37.4,0.5,0.5,"1,354.7","3,147.4",1.2,0.0,0.1,"3,465.4","1,182.5",2.0,0.2,1.7,3.5,0.1,0.1,21.0,-0.1,0.0,0.0,2.7,57.5,0.2,0.0
10/17/2022 - 10,0.3,"2,991.6","1,221.8",9.0,"6,340.8",0.7,0.4,0.6,"1,358.3","3,143.8",0.7,-0.2,0.0,65.9,"1,088.2",1.7,0.1,0.5,64.4,0.0,0.1,21.1,-0.1,0.0,0.0,2.5,56.2,0.0,0.0
10/17/2022 - 11,0.3,"2,984.9","1,238.9",24.8,"6,758.7",47.1,0.4,0.5,"1,365.2","3,217.3",1.3,0.0,0.1,"4,187.6","1,346.9",2.3,0.1,1.7,3.4,0.1,0.1,21.5,-0.1,0.0,0.0,2.6,62.4,0.1,0.0
10/17/2022 - 12,0.3,"2,985.2","1,237.9",12.4,"6,685.9",1.0,0.2,0.5,"1,373.6","3,262.5",0.8,-0.2,0.0,77.8,"1,433.5",2.3,0.1,0.7,14.8,0.0,0.1,21.8,-0.1,0.0,0.0,2.4,64.0,0.1,0.0
10/17/2022 - 13,0.3,"3,046.6","1,286.0",25.3,"7,426.2",62.3,0.5,0.4,"1,387.7","3,387.4",1.4,0.1,0.1,"5,974.3","1,944.3",3.4,0.2,2.2,3.0,0.1,-0.2,23.0,-0.1,0.0,0.0,2.4,78.4,0.1,0.0
10/17/2022 - 14,0.3,"3,000.8","1,254.3",9.5,"6,942.2",2.1,0.2,0.6,"1,365.7","3,303.7",0.7,-0.2,0.0,97.2,"1,806.9",2.9,0.2,0.4,159.6,0.0,0.0,22.6,-0.1,0.0,0.0,2.3,73.8,0.0,0.0
10/17/2022 - 15,0.6,"3,762.6","1,346.6",61.7,"11,196.2",30.7,0.5,0.2,"2,066.1","3,330.8",2.3,0.0,0.1,136.3,31.4,0.1,0.2,0.4,3.6,0.0,0.2,21.7,0.0,0.0,0.0,3.4,27.4,0.2,0.0
10/17/2022 - 16,0.6,"3,766.8","1,349.2",23.9,"11,227.1",27.2,0.6,0.2,"2,038.3","3,306.2",1.2,0.0,0.1,48.5,22.6,0.0,0.2,0.3,10.4,0.0,0.1,21.6,0.0,0.0,0.0,2.9,26.0,0.0,0.0
10/17/2022 - 18,0.4,"3,624.7","1,751.1",19.6,"11,239.9",14.6,0.9,0.5,"2,254.6","3,765.1",1.4,0.0,0.2,"1,127.8",108.6,0.7,0.4,0.3,19.4,0.0,0.1,24.5,0.0,0.0,0.0,2.8,31.2,0.1,0.0
10/24/2022 - 1,0.3,"2,977.0","1,197.2",10.2,"5,261.5",13.9,0.3,0.3,"1,363.9","2,900.9",0.7,-0.1,0.0,430.2,109.6,0.1,0.1,0.8,2.1,0.0,0.2,18.9,-0.1,0.0,0.0,2.4,28.9,0.0,0.0
10/24/2022 - 2,0.3,"2,925.4","1,159.7",8.3,"5,169.9",0.3,0.3,0.4,"1,351.0","2,811.2",0.6,-0.2,0.1,75.6,64.2,0.1,0.1,0.7,9.6,0.0,0.1,18.4,-0.1,0.0,0.0,2.4,27.5,0.0,0.0
10/24/2022 - 3,0.3,"2,941.4","1,185.1",11.2,"5,243.0",14.2,0.4,0.3,"1,348.6","2,848.2",0.7,-0.1,0.1,434.3,109.2,0.1,0.1,0.8,2.8,0.0,0.1,18.9,-0.1,0.0,0.0,2.4,28.5,0.0,0.0
10/24/2022 - 4,0.3,"2,928.5","1,164.4",8.8,"5,170.3",0.4,0.4,0.4,"1,350.5","2,793.3",0.6,-0.2,0.1,75.6,63.8,0.1,0.1,1.2,12.5,0.0,0.1,18.5,-0.1,0.0,0.0,2.3,27.8,0.1,0.0
10/24/2022 - 5,0.3,"2,965.8","1,181.5",9.8,"5,256.5",16.9,0.4,0.3,"1,369.1","2,863.7",0.7,-0.1,0.0,496.8,123.7,0.2,0.1,0.8,2.4,0.0,0.2,18.7,-0.2,0.0,0.0,2.3,29.5,0.0,0.0
10/24/2022 - 6,0.3,"2,920.6","1,144.1",7.8,"5,114.6",0.5,0.4,0.3,"1,325.5","2,774.8",0.6,-0.2,0.1,73.3,47.1,0.0,0.1,0.7,8.8,0.0,0.1,18.3,-0.2,0.0,0.0,2.2,34.5,0.0,0.0
10/24/2022 - 7,0.3,"2,940.9","1,167.9",15.0,"5,320.5",15.0,0.4,0.3,"1,347.9","2,857.3",0.7,-0.1,0.0,578.1,152.0,0.2,0.1,0.9,3.8,0.0,0.0,18.5,-0.2,0.0,0.0,2.2,29.7,0.0,0.0
10/24/2022 - 8,0.3,"2,861.8","1,132.6",8.0,"5,092.1",-0.4,0.2,0.3,"1,310.6","2,737.7",0.7,-0.2,0.1,64.1,51.3,0.0,0.1,0.7,7.5,0.0,0.0,18.1,0.0,0.0,0.0,3.2,26.5,0.2,0.0
10/24/2022 - 9,0.3,"2,959.4","1,177.8",18.9,"5,352.7",19.1,0.4,0.3,"1,353.8","2,848.3",1.2,-0.1,0.1,643.6,153.5,0.2,0.1,1.1,2.6,0.0,0.5,18.7,-0.1,0.0,0.0,2.8,29.6,0.1,0.0
10/24/2022 - 10,0.3,"2,887.6","1,138.3",7.4,"5,079.1",-0.4,0.3,0.3,"1,311.4","2,742.4",0.6,-0.2,0.1,79.3,70.2,0.1,0.1,0.7,9.4,0.0,0.1,18.0,-0.1,0.0,0.0,2.6,26.9,0.0,0.0
10/24/2022 - 11,0.3,"2,882.9","1,149.2",24.2,"5,276.7",17.1,0.4,0.2,"1,314.0","2,783.3",1.1,-0.1,0.1,875.9,183.9,0.3,0.1,1.5,2.3,0.0,0.0,18.2,-0.1,0.0,0.0,2.5,29.1,0.1,0.0
10/24/2022 - 12,0.2,"2,861.9","1,126.4",9.3,"5,097.4",0.7,0.4,0.2,"1,320.1","2,716.3",0.7,-0.2,0.2,110.1,101.3,0.1,0.1,0.8,6.5,0.0,0.0,17.9,-0.1,0.0,0.0,2.5,27.1,0.1,0.0
10/24/2022 - 13,0.2,"2,865.0","1,139.5",29.7,"5,247.3",21.0,0.4,0.2,"1,313.5","2,772.3",1.3,0.0,0.1,"1,026.6",191.7,0.3,0.1,1.9,2.9,0.0,0.1,18.1,-0.1,0.0,0.0,2.4,29.7,0.1,0.0
10/24/2022 - 14,0.2,"2,851.7","1,131.7",7.9,"5,124.3",-0.1,0.4,0.2,"1,299.5","2,693.0",0.6,-0.2,0.1,99.3,97.0,0.1,0.1,0.8,7.9,0.0,0.1,17.8,-0.2,0.0,0.0,2.3,27.2,0.0,0.0
10/24/2022 - 19,0.1,"2,253.0",883.7,30.0,"5,868.1",7.3,0.6,0.2,"1,462.9","1,957.1",-1.3,0.0,0.1,"2,385.0",466.4,0.6,0.1,0.4,3.2,0.2,0.0,13.7,-0.1,0.0,0.0,2.3,35.1,0.4,0.0
10/24/2022 - 20,0.1,"2,252.3",881.5,15.5,"5,887.4",2.2,0.6,0.1,"1,456.9","1,912.8",0.8,-0.1,0.1,"1,350.9",435.2,0.5,0.1,0.3,6.9,0.1,0.0,13.6,-0.1,0.0,0.0,2.3,33.2,0.2,0.0
10/24/2022 - 21,0.1,"2,243.2",883.3,23.7,"5,863.5",14.4,0.4,0.1,"1,452.4","1,960.5",1.0,0.0,0.1,"2,393.1",470.0,0.6,0.1,0.4,3.8,0.2,-0.1,13.8,-0.1,0.0,0.0,2.2,35.6,0.2,0.0
10/24/2022 - 22,0.1,"2,207.6",860.3,13.5,"5,685.6",0.2,0.3,0.1,"1,431.0","1,893.2",0.8,-0.1,0.1,"1,329.7",420.9,0.4,0.2,0.4,11.3,0.1,-0.1,13.4,0.0,0.0,0.0,3.1,33.8,0.1,0.0
10/24/2022 - 23,0.1,"2,239.5",883.4,24.3,"5,919.9",7.0,0.4,0.1,"1,451.7","1,912.3",1.0,0.0,0.1,"2,517.3",487.6,0.7,0.1,0.5,1.7,0.2,0.1,13.6,0.0,0.0,0.0,2.8,35.7,0.2,0.0
10/24/2022 - 24,0.2,"2,247.0",873.3,14.4,"5,801.1",0.5,0.3,0.1,"1,449.0","1,921.2",1.1,-0.1,0.1,"1,431.8",440.5,0.5,0.2,0.6,4.6,0.2,0.4,13.6,0.0,0.0,0.1,2.6,33.9,0.1,0.0
10/24/2022 - 25,0.1,"2,296.2",911.0,26.9,"6,126.3",30.7,0.4,0.1,"1,503.1","2,007.8",1.3,0.0,0.1,"3,346.5",577.6,0.9,0.2,0.6,2.0,0.3,0.2,14.2,0.0,0.0,0.1,2.5,40.0,0.2,0.0
10/24/2022 - 26,0.1,"2,288.2",903.5,11.7,"5,935.2",0.3,0.3,0.1,"1,483.4","1,969.5",0.8,-0.1,0.1,"1,599.1",511.1,0.7,0.2,0.4,6.6,0.2,0.2,13.8,-0.1,0.0,0.0,2.4,36.4,0.1,0.0
11/08/2022 - 1,0.3,"2,964.5","1,200.4",15.3,"4,695.5",22.1,0.0,0.2,"1,396.9","2,798.1",0.8,-0.2,0.1,301.5,60.5,0.1,0.1,1.3,5.2,0.0,0.0,18.4,-0.1,0.0,0.0,2.4,25.2,0.1,0.0
11/08/2022 - 2,0.3,"2,932.5","1,167.1",9.4,"4,650.0",1.2,0.0,0.2,"1,385.8","2,719.9",0.6,-0.2,0.1,84.5,22.5,0.0,0.1,0.7,13.1,0.0,0.1,18.1,-0.1,0.0,0.0,2.3,24.7,0.1,0.0
11/08/2022 - 3,0.3,"2,942.7","1,187.9",17.6,"4,814.7",23.8,0.2,0.7,"1,404.4","2,830.6",0.8,-0.1,0.1,288.5,56.9,0.1,0.1,0.9,4.0,0.0,0.1,18.5,-0.2,0.0,0.1,2.3,24.7,0.1,0.0
11/08/2022 - 4,0.3,"2,940.4","1,163.3",9.9,"4,646.9",1.7,0.1,0.2,"1,389.0","2,724.9",0.6,-0.2,0.1,80.9,19.1,0.0,0.1,0.9,7.5,0.0,0.2,18.0,-0.2,0.0,0.0,2.2,22.7,0.1,0.0
11/08/2022 - 5,0.2,"2,929.8","1,182.1",14.6,"4,785.7",20.2,0.2,0.2,"1,395.7","2,823.8",0.8,-0.2,0.1,279.0,61.6,0.1,0.1,1.0,3.5,0.0,0.3,18.5,-0.2,0.0,0.0,2.3,25.6,0.1,0.0
11/08/2022 - 6,0.3,"2,961.0","1,184.4",8.8,"4,811.8",0.4,0.3,0.2,"1,370.9","2,782.3",0.7,-0.2,0.1,56.6,17.1,0.0,0.1,0.7,8.2,0.0,0.1,18.5,0.0,0.0,0.0,3.3,24.4,0.1,0.0
11/08/2022 - 7,0.3,"2,928.0","1,170.8",13.3,"5,136.1",15.0,0.5,0.2,"1,358.2","2,787.4",2.7,-0.1,0.1,401.2,157.4,0.2,0.1,1.2,3.2,0.0,0.0,18.3,0.0,0.0,0.0,3.0,27.9,0.1,0.0
11/08/2022 - 8,0.3,"2,948.6","1,167.6",9.6,"5,158.6",0.2,0.5,0.4,"1,355.5","2,768.0",0.7,-0.2,0.1,61.1,110.0,0.1,0.1,1.0,6.3,0.0,-0.1,18.1,-0.1,0.0,0.0,2.8,26.8,0.1,0.0
11/08/2022 - 9,0.3,"2,890.9","1,156.5",19.2,"5,211.9",18.4,0.5,0.2,"1,335.0","2,750.6",0.9,-0.1,0.1,680.4,256.2,0.4,0.1,1.9,3.8,0.0,-0.2,18.0,-0.1,0.0,0.0,2.7,29.6,0.1,0.0
11/08/2022 - 10,0.3,"2,919.8","1,153.9",8.6,"5,149.4",-0.1,0.5,0.2,"1,338.6","2,744.1",0.6,-0.2,0.1,87.2,165.9,0.2,0.1,0.8,6.5,0.0,-0.1,17.9,-0.1,0.0,0.0,2.4,28.1,0.1,0.0
11/08/2022 - 11,0.2,"2,937.6","1,163.0",26.3,"5,383.9",21.6,0.6,0.2,"1,347.1","2,771.9",1.2,0.0,0.1,948.7,318.0,0.6,0.1,2.2,3.0,0.0,0.1,18.1,-0.1,0.0,0.0,2.4,30.6,0.1,0.0
11/08/2022 - 12,0.3,"2,919.4","1,156.3",9.0,"5,227.0",0.2,0.5,0.2,"1,336.9","2,732.9",0.6,-0.2,0.1,106.1,211.1,0.3,0.1,1.0,14.2,0.0,-0.1,18.0,-0.1,0.0,0.0,2.3,28.3,0.1,0.0
11/08/2022 - 13,0.2,"2,919.4","1,170.1",33.7,"5,546.5",22.2,0.5,0.2,"1,338.6","2,749.2",1.6,0.0,0.1,"1,197.7",361.8,0.7,0.1,3.0,3.4,0.0,0.0,18.1,-0.1,0.0,0.0,2.3,31.9,0.1,0.0
11/08/2022 - 14,0.2,"2,863.0","1,136.0",8.0,"5,307.3",0.3,0.4,0.2,"1,310.5","2,709.6",0.7,-0.2,0.1,110.4,273.1,0.4,0.1,0.8,8.3,0.0,-0.3,17.6,-0.2,0.0,0.0,2.3,29.6,0.0,0.0
11/08/2022 - 15,0.5,"3,666.7","1,038.2",29.6,"11,387.9",18.4,0.3,0.2,"1,666.3","2,485.0",1.6,0.0,0.1,68.5,10.6,0.0,0.1,0.8,3.9,0.0,0.3,16.1,-0.2,0.0,0.0,2.2,20.4,0.1,0.0
11/08/2022 - 16,0.5,"3,652.5","1,028.6",15.9,"11,358.1",16.8,0.2,0.2,"1,643.2","2,441.7",1.3,0.0,0.1,34.5,6.5,0.0,0.1,0.3,14.8,0.0,-0.1,15.8,0.0,0.0,0.0,3.4,20.6,0.1,0.0
11/08/2022 - 19,0.1,"2,280.0",914.6,54.3,"5,845.0",9.2,0.5,0.1,"1,567.8","1,969.3",1.7,0.1,0.1,"2,224.8",387.2,0.5,0.2,0.9,4.4,0.2,0.0,13.9,0.0,0.0,0.0,3.2,31.9,1.3,0.0
11/08/2022 - 20,0.1,"2,290.3",903.8,23.4,"5,785.2",2.4,0.5,0.1,"1,551.3","1,927.8",1.0,0.0,0.1,"1,486.5",373.2,0.4,0.1,0.5,7.8,0.1,-0.1,13.8,-0.1,0.0,0.0,2.8,31.1,0.2,0.0
11/08/2022 - 21,0.1,"2,285.3",918.8,35.0,"5,988.1",6.1,0.4,0.1,"1,500.9","1,966.7",1.3,0.0,0.1,"2,274.9",437.9,0.5,0.2,0.5,3.0,0.2,-0.1,14.1,-0.1,0.0,0.0,2.7,34.8,0.3,0.0
11/08/2022 - 22,0.1,"2,262.2",894.1,20.2,"5,787.6",1.5,0.3,0.1,"1,474.5","1,941.9",0.9,0.0,0.1,"1,537.9",412.9,0.4,0.2,0.5,8.2,0.1,-0.2,13.9,-0.1,0.0,0.0,2.5,33.7,0.2,0.0
11/08/2022 - 23,0.1,"2,268.2",907.8,24.9,"6,176.3",12.6,0.3,0.1,"1,489.5","2,022.3",1.1,0.0,0.1,"4,870.1",750.8,1.4,0.1,0.6,2.9,0.2,-0.2,14.3,-0.1,0.0,0.0,2.5,84.0,0.2,0.0
11/08/2022 - 24,0.1,"2,262.4",906.6,15.7,"5,941.9",2.0,0.2,0.1,"1,485.4","2,000.2",0.9,-0.1,0.1,"2,332.1",681.0,1.1,0.1,0.4,6.0,0.2,-0.3,14.3,-0.1,0.0,0.0,2.4,48.1,0.1,0.0
11/08/2022 - 25,0.1,"2,289.7",915.2,26.8,"6,165.5",12.7,0.2,0.0,"1,490.5","2,026.7",1.1,0.0,0.1,"4,766.6",737.8,1.4,0.2,0.5,3.5,0.2,-0.2,14.6,-0.1,0.0,0.0,2.3,81.3,0.2,0.0
11/08/2022 - 26,0.1,"2,272.9",912.8,13.7,"6,008.4",1.2,0.1,0.1,"1,493.9","2,014.1",0.8,-0.1,0.1,"2,517.4",734.0,1.3,0.1,0.3,5.7,0.2,-0.1,14.4,-0.1,0.0,0.0,2.3,50.5,0.1,0.0
11/16/2022 - 1,0.3,"2,848.3","1,156.6",45.7,"5,164.9",15.7,0.1,0.1,"1,391.3","2,681.8",1.3,-0.1,0.1,391.2,102.1,0.2,0.1,1.1,3.3,0.0,-0.3,17.7,-0.2,0.0,0.0,2.2,25.2,0.1,0.0
11/16/2022 - 2,0.3,"2,845.5","1,141.1",16.8,"5,029.2",2.9,0.1,0.2,"1,395.4","2,667.1",0.8,-0.2,0.1,96.9,49.6,0.1,0.1,1.0,10.5,0.0,0.0,17.5,-0.2,0.0,0.0,2.2,23.8,0.1,0.0
11/16/2022 - 3,0.3,"2,886.1","1,165.5",50.6,"5,220.1",19.7,0.3,0.2,"1,403.8","2,701.5",1.7,-0.1,0.1,385.2,101.3,0.2,0.1,1.2,3.5,0.0,0.3,17.7,0.0,0.0,0.0,3.5,25.4,0.2,0.0
11/16/2022 - 4,0.3,"2,872.4","1,155.9",16.0,"5,111.5",2.0,0.4,0.2,"1,403.6","2,693.9",0.8,-0.2,0.1,79.7,46.3,0.1,0.1,0.9,9.3,0.0,0.1,17.7,-0.1,0.0,0.0,2.8,24.0,0.0,0.0
11/16/2022 - 5,0.3,"2,873.6","1,169.6",58.1,"5,266.8",19.1,0.3,0.2,"1,400.7","2,710.7",1.8,-0.1,0.1,412.3,105.6,0.2,0.1,1.3,3.2,0.0,0.2,17.8,-0.1,0.0,0.0,2.7,25.5,0.1,0.0
11/16/2022 - 6,0.3,"2,860.4","1,151.5",17.2,"5,150.4",2.3,0.4,0.2,"1,405.2","2,675.0",0.8,-0.2,0.1,91.3,44.3,0.1,0.1,0.9,7.2,0.0,0.1,17.7,-0.1,0.0,0.0,2.5,23.5,0.1,0.0
11/16/2022 - 7,0.3,"2,859.3","1,165.2",58.9,"5,319.2",18.2,0.5,0.2,"1,406.3","2,700.1",1.7,0.0,0.1,420.1,107.9,0.2,0.1,1.2,3.1,0.0,0.1,17.6,-0.1,0.0,0.0,2.5,25.2,0.1,0.0
11/16/2022 - 8,0.3,"2,871.3","1,149.0",21.7,"5,265.8",2.2,0.5,0.2,"1,414.6","2,683.0",1.0,-0.2,0.1,105.2,50.9,0.1,0.1,0.9,6.0,0.0,0.0,17.4,-0.1,0.0,0.0,2.4,23.4,0.1,0.0
11/16/2022 - 9,0.3,"2,851.7","1,153.9",61.7,"5,267.3",14.8,0.3,0.1,"1,393.3","2,688.5",2.1,0.0,0.1,430.2,109.3,0.2,0.1,1.1,3.3,0.0,0.0,17.4,-0.2,0.0,0.0,2.3,25.3,0.2,0.0
11/16/2022 - 10,0.3,"2,857.6","1,137.7",19.9,"5,287.0",1.8,0.4,0.2,"1,397.5","2,660.8",0.9,-0.2,0.1,97.2,50.0,0.1,0.1,0.8,15.5,0.0,0.1,17.4,-0.2,0.0,0.0,2.3,23.3,0.0,0.0
11/16/2022 - 11,0.3,"2,852.3","1,150.4",69.9,"5,394.0",17.6,0.5,0.1,"1,401.1","2,659.6",-0.9,0.0,0.2,586.4,115.3,0.2,0.1,1.7,3.1,0.0,-0.1,17.4,-0.2,0.0,0.0,2.3,25.4,0.2,0.0
11/16/2022 - 12,0.3,"2,848.1","1,142.7",18.6,"5,252.8",2.1,0.5,0.2,"1,396.3","2,646.5",0.9,-0.2,0.1,104.0,66.4,0.1,0.1,0.9,7.7,0.0,-0.1,17.3,-0.2,0.0,0.0,2.3,23.5,0.1,0.0
