ICP-MS Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7Li (STDR),23Na (STDR),24Mg (STDR),27Al (STDR),29Si (STDR),31P (STDR),34S (STDR),35Cl (STDR),39K (STDR),44Ca (STDR),47Ti (STDR),51V (STDR),52Cr (STDR),54Fe (STDR),55Mn (STDR),59Co (STDR),60Ni (STDR),65Cu (STDR),66Zn (STDR),75As (STDR),78Se (STDR),88Sr (STDR),95Mo (STDR),107Ag (STDR),111Cd (STDR),120Sn (STDR),138Ba (STDR),208Pb (STDR),238U (STDR)
,Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppm),Y (ppm),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/28/2022 - 37,1.0,"1,458.7","2,663.9",12.6,923.6,2.9,5.9,1.8,970.6,"10,002.5",0.2,0.2,0.0,16.6,7.5,0.0,0.4,0.5,2.7,0.2,0.0,42.2,0.0,0.0,0.0,-0.3,55.7,0.1,0.0
07/28/2022 - 38,0.9,"1,446.3","2,629.3",8.5,908.2,-0.6,6.1,1.8,963.1,"9,937.7",0.1,0.2,0.1,13.4,0.3,0.0,0.6,0.4,21.2,0.2,-0.1,42.0,0.0,0.0,0.0,-0.4,56.1,0.1,0.0
07/28/2022 - 51,0.9,"1,441.9","2,614.2",15.6,"1,020.3",3.3,6.3,1.7,978.9,"10,064.0",0.3,0.2,0.1,20.0,8.1,0.0,0.5,0.8,6.5,0.2,0.0,42.0,-0.1,0.0,0.0,-0.5,55.1,0.2,0.0
07/28/2022 - 52,1.0,"1,453.9","2,616.0",7.8,942.7,-0.6,6.5,1.7,976.1,"9,873.7",0.0,0.1,0.1,5.8,2.4,0.0,0.4,0.4,4.3,0.2,0.0,41.9,0.1,0.0,0.0,-0.6,54.0,0.1,0.0
07/28/2022 - 53,0.9,"1,455.6","2,692.6",10.9,995.6,7.2,6.5,1.7,981.4,"10,279.9",0.0,0.1,0.1,16.6,7.8,0.0,0.5,0.4,2.4,0.2,0.0,43.0,-0.1,0.0,0.0,-0.6,55.4,0.1,0.0
07/28/2022 - 54,0.9,"1,479.2","2,679.9",8.6,971.5,1.2,6.6,1.8,"1,010.5","10,181.3",0.1,0.2,0.1,6.4,1.3,0.0,0.5,1.7,31.4,0.2,0.2,42.4,-0.1,0.0,0.1,-0.5,56.9,0.1,0.0
07/28/2022 - 43,0.9,"1,530.1","3,077.2",18.5,"1,748.4",10.6,6.6,1.9,"1,004.1","11,709.0",0.1,0.2,0.1,66.1,278.5,0.1,0.7,0.4,3.5,0.2,0.0,49.0,-0.1,0.0,0.0,-0.4,61.2,0.1,0.0
07/28/2022 - 44,0.9,"1,537.4","3,054.6",3.6,"1,664.6",-0.6,6.5,1.9,986.7,"11,669.5",0.0,0.1,0.0,-0.3,210.5,0.1,0.6,0.3,38.9,0.2,-0.1,48.8,-0.2,0.0,0.0,-0.9,59.8,0.1,0.0
