ICP-MS Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7Li (STDR),23Na (STDR),24Mg (STDR),27Al (STDR),29Si (STDR),31P (STDR),34S (STDR),35Cl (STDR),39K (STDR),44Ca (STDR),47Ti (STDR),51V (STDR),52Cr (STDR),54Fe (STDR),55Mn (STDR),59Co (STDR),60Ni (STDR),65Cu (STDR),66Zn (STDR),75As (STDR),78Se (STDR),88Sr (STDR),95Mo (STDR),107Ag (STDR),111Cd (STDR),120Sn (STDR),138Ba (STDR),208Pb (STDR),238U (STDR)
06/27/2022 - 9,0.3,"2,968.8","1,177.5",5.3,"7,262.1",21.5,0.2,0.3,"1,114.5","2,900.2",0.8,0.0,0.1,"3,594.4",919.2,1.5,0.2,1.1,1.9,0.1,0.1,19.6,0.0,0.0,0.0,0.0,44.0,0.1,0.0
06/27/2022 - 10,0.3,"2,953.5","1,180.4",1.6,"7,172.7",-0.5,0.3,0.4,"1,096.7","2,864.0",0.5,-0.1,0.1,182.7,918.5,1.4,0.1,0.1,34.0,0.0,0.0,19.5,0.0,0.0,0.0,0.0,41.2,0.6,0.0
06/27/2022 - 11,0.3,"3,004.8","1,197.1",4.3,"7,375.0",19.5,0.2,0.3,"1,116.0","2,912.1",-0.3,0.0,0.1,"3,727.6",959.3,1.6,0.1,1.0,1.5,0.1,0.1,19.9,0.0,0.0,0.0,0.0,47.8,0.0,0.0
06/27/2022 - 12,0.3,"2,984.3","1,192.3",0.9,"7,162.8",-1.6,0.1,0.3,"1,103.8","2,903.7",0.5,-0.1,0.1,171.8,927.2,1.5,0.1,0.1,4.1,0.0,0.1,19.6,0.0,0.0,0.0,-0.1,42.8,0.0,0.0
06/27/2022 - 13,0.3,"2,942.4","1,159.3",5.3,"7,216.8",22.3,0.3,0.3,"1,104.3","2,815.0",0.7,0.0,0.1,"3,522.8",886.3,1.5,0.2,1.1,1.9,0.1,0.1,19.3,0.1,0.0,0.0,0.3,47.0,0.1,0.0
06/27/2022 - 14,0.3,"2,942.4","1,168.4",1.3,"7,127.3",-1.4,0.1,0.3,"1,099.2","2,809.1",0.5,-0.1,0.1,167.0,877.9,1.4,0.1,0.1,5.0,0.0,0.1,19.3,0.0,0.0,0.0,0.1,42.5,0.0,0.0
06/27/2022 - 16,0.3,"2,251.2",777.3,8.2,"6,238.1",0.7,-0.1,0.2,"1,226.5","1,623.2",0.6,0.0,0.1,207.5,7.5,0.1,0.0,0.0,6.0,0.1,0.1,12.0,0.0,0.0,0.0,0.0,22.8,0.1,0.0
06/27/2022 - 18,0.4,"3,636.8","1,476.8",11.7,"11,721.3",13.9,0.3,0.3,"1,171.6","3,273.8",1.1,0.2,0.1,781.4,65.9,0.4,0.2,0.1,18.4,0.1,0.1,21.6,0.0,0.0,0.0,0.0,32.3,0.0,0.0
06/27/2022 - 19,0.1,"2,249.4",685.5,67.8,"6,020.1",10.8,-0.1,0.2,"1,312.1","1,332.6",1.5,0.7,0.1,796.0,58.1,0.2,0.2,2.1,3.5,0.2,-0.1,9.5,0.0,0.0,0.0,0.0,13.7,0.4,0.0
06/27/2022 - 20,0.1,"2,185.4",611.6,35.3,"5,880.3",2.0,-0.3,0.2,"1,203.1","1,140.8",0.8,0.6,0.1,485.3,25.6,0.1,0.0,0.3,2.2,0.2,0.0,8.4,0.0,0.0,0.0,0.0,10.3,0.1,0.0
06/27/2022 - 21,0.2,"2,205.3",731.0,46.4,"5,948.1",14.4,0.0,0.2,"1,255.1","1,439.1",1.3,0.4,0.1,705.3,129.3,0.2,0.1,0.3,3.0,0.2,0.0,10.6,0.0,0.0,0.0,0.0,31.0,0.2,0.0
06/27/2022 - 22,0.1,"2,227.6",716.0,17.2,"5,877.0",1.4,-0.3,0.3,"1,260.2","1,384.8",0.6,0.3,0.1,344.8,86.5,0.1,0.1,1.3,15.7,0.1,0.0,10.2,0.0,0.0,0.0,0.0,21.3,0.1,0.0
06/27/2022 - 23,0.2,"2,162.9",794.2,28.2,"6,293.9",22.1,-0.6,0.2,"1,279.7","1,805.8",1.0,0.2,0.1,"8,856.0",911.2,1.5,0.4,2.0,15.0,0.6,0.1,12.9,0.1,0.0,0.0,0.0,33.3,0.5,0.0
06/27/2022 - 24,0.1,"2,142.7",779.4,4.1,"6,247.9",9.5,-0.6,0.2,"1,283.0","1,787.4",0.5,0.1,0.1,"8,585.7",895.0,1.4,0.4,0.1,20.2,0.5,-0.1,12.8,0.0,0.0,0.0,-0.1,25.1,0.1,0.0
06/27/2022 - 25,0.2,"2,114.0",784.1,12.4,"6,594.9",45.3,-0.6,0.1,"1,256.2","1,808.3",0.8,0.2,0.1,"13,246.8",947.6,1.5,0.2,0.3,1.6,0.9,0.1,13.1,0.1,0.0,0.0,0.2,37.4,0.1,0.0
06/27/2022 - 26,0.2,"2,238.9",781.2,4.8,"6,532.7",31.1,-0.6,0.3,"1,367.5","1,813.7",0.6,0.1,0.1,"12,911.1",936.6,1.5,0.4,0.2,15.8,0.9,0.0,13.0,0.1,0.0,0.0,0.1,34.9,0.1,0.0
06/30/2022 - 37,0.8,"1,388.6","2,487.0",20.1,"1,018.2",0.6,5.8,0.9,889.2,"9,350.1",0.1,-0.1,0.2,31.1,6.8,0.0,0.5,0.3,0.8,0.2,0.2,39.6,0.1,0.0,0.0,0.0,50.6,0.1,0.0
06/30/2022 - 38,0.8,"1,390.4","2,461.2",12.8,968.2,-1.4,5.7,1.0,879.0,"9,217.2",0.1,-0.1,0.2,4.8,0.2,0.0,0.4,0.2,7.5,0.2,0.1,39.0,0.1,0.0,0.0,0.0,50.9,0.0,0.0
06/30/2022 - 43,0.8,"1,459.1","2,855.8",21.2,"1,589.1",5.5,6.1,1.2,910.4,"10,853.1",0.2,-0.1,0.2,44.6,35.2,0.1,0.5,0.5,4.0,0.2,0.1,46.0,0.1,0.0,0.0,0.0,55.9,0.1,0.0
06/30/2022 - 44,0.8,"1,472.7","2,868.8",10.6,"1,535.4",1.1,6.1,1.2,898.0,"10,760.8",0.1,-0.1,0.2,6.1,2.5,0.0,0.5,0.5,6.1,0.1,0.1,45.5,0.1,0.0,0.0,0.0,50.1,0.1,0.0
06/30/2022 - 51,0.8,"1,416.6","2,486.5",27.8,"1,041.0",1.7,5.9,1.0,895.6,"9,176.0",0.3,0.0,0.3,37.4,10.6,0.1,0.6,4.2,12.5,0.2,0.2,39.5,0.1,0.0,0.0,-0.1,57.7,0.5,0.0
06/30/2022 - 52,0.8,"1,413.0","2,508.4",12.5,973.0,-1.0,6.0,1.0,896.2,"9,174.1",0.1,-0.1,0.2,3.4,4.9,0.0,0.5,2.0,12.0,0.2,0.1,39.6,0.1,0.0,0.0,-0.1,51.1,0.0,0.0
06/30/2022 - 53,0.8,"1,401.1","2,528.2",25.2,"1,076.6",4.1,5.9,1.0,888.0,"9,297.6",0.2,-0.1,0.3,26.9,8.0,0.1,0.6,1.7,5.5,0.2,0.1,39.9,0.1,0.0,0.0,-0.1,52.3,0.2,0.0
06/30/2022 - 54,0.8,"1,404.4","2,555.4",9.1,982.6,-0.8,6.0,1.0,881.0,"9,376.9",0.1,-0.1,0.2,-1.0,1.5,0.0,0.5,0.5,5.9,0.2,0.1,39.8,0.1,0.0,0.0,-0.1,50.9,0.0,0.0
06/30/2022 - 55,0.8,"1,511.5","2,990.7",25.3,"1,724.5",3.9,6.2,1.2,928.7,"11,150.7",-0.5,-0.1,0.2,82.4,117.0,0.1,0.5,0.6,5.3,0.2,0.1,46.9,0.1,0.0,0.0,-0.1,57.4,0.1,0.0
06/30/2022 - 56,0.8,"1,487.0","2,906.6",8.9,"1,643.0",-0.6,6.0,1.2,907.0,"10,967.3",0.1,-0.1,0.2,-2.3,1.8,0.0,0.4,0.4,4.1,0.1,-0.1,46.5,0.1,0.0,0.0,0.3,49.9,0.0,0.0
06/30/2022 - 58,0.8,"1,498.8","3,007.3",9.2,"2,336.0",0.6,5.6,1.1,943.0,"11,312.3",0.2,-0.1,0.2,126.0,"2,011.6",0.7,0.8,0.3,3.2,0.4,-0.1,49.0,0.4,0.0,0.0,0.1,93.4,0.0,0.0
06/30/2022 - 59,0.9,806.4,919.2,178.4,"2,699.4",6.0,2.7,0.1,545.5,"2,667.9",0.6,-0.1,0.1,144.5,62.5,0.8,0.7,2.3,8.2,0.1,-0.2,13.8,0.0,0.0,0.0,0.1,24.0,1.7,0.0
06/30/2022 - 60,0.7,768.0,893.4,33.4,"2,693.4",0.2,2.6,0.1,522.3,"2,686.8",0.2,-0.1,0.1,10.4,17.6,0.1,0.3,0.3,26.0,0.0,-0.1,14.0,-0.1,0.0,0.0,0.0,22.3,0.2,0.0
06/30/2022 - 61,15.0,"16,566.4","8,789.5",122.5,"4,322.1",17.5,26.8,1.3,"1,923.5","37,915.2",0.8,0.2,0.5,219.9,26.3,0.4,2.3,2.4,22.4,0.3,0.1,537.2,0.5,0.0,0.2,0.0,121.2,0.6,0.2
06/30/2022 - 62,15.0,"16,601.4","8,808.6",19.4,"4,244.2",12.4,27.1,1.2,"1,850.2","37,707.4",0.4,0.0,0.5,13.9,3.7,0.1,1.3,0.6,4.7,0.2,0.2,536.0,0.6,0.0,0.1,0.0,114.1,0.1,0.2
06/30/2022 - 63,12.2,"2,690.3","4,885.3",12.9,"5,327.5",23.8,24.7,0.5,"1,037.7","27,830.8",0.5,-0.1,0.2,520.3,64.0,1.1,8.2,0.2,18.6,0.1,0.0,256.6,0.2,0.0,0.1,-0.1,667.5,0.4,0.1
06/30/2022 - 64,12.3,"2,719.9","4,883.4",11.5,"5,274.0",7.0,24.8,0.6,"1,046.7","28,180.2",0.4,-0.1,0.2,141.7,63.1,1.1,8.4,0.4,43.7,0.0,-0.1,259.5,0.2,0.0,0.1,-0.1,662.2,0.1,0.1
06/30/2022 - 65,1.3,"3,018.5","4,002.2",28.3,"3,381.5",3.2,7.4,3.2,"1,207.7","11,105.0",-0.7,-0.1,0.2,207.6,43.3,0.2,1.0,0.3,2.4,0.2,0.0,50.8,0.3,0.0,0.0,-0.1,181.7,0.1,0.0
06/30/2022 - 66,1.3,"3,012.5","3,956.5",11.0,"3,311.4",0.6,6.7,3.2,"1,213.8","11,059.6",0.3,-0.1,0.2,10.4,39.3,0.1,0.9,0.1,3.9,0.2,-0.1,51.0,0.3,0.0,0.0,-0.1,180.2,0.0,0.0
