"","Sample","Date","7Li","23Na","24Mg","27Al","29Si","31P","34S","35Cl","39K","44Ca","48Ti","51V","52Cr","54Fe","55Mn","59Co","60Ni","65Cu","66Zn","75As","78Se","88Sr","95Mo","107Ag","111Cd","120Sn","138Ba","208Pb","238U","Reservoir","Sample Depth (m)","Filter","Site"
"1",1,2022-02-24,0.000258834977235047,3.04391986114841,1.07006409306748,0.0401097350198119,6.63589084069211,0.0149169985234625,-2.92058848101404e-05,-0.000846775547956702,1.13286474464674,2.32457725849671,0.000887397219165888,-0.000413774585971398,8.8888210991197e-05,0.394131804991808,0.0451229460573899,0.000137085478191265,5.36502825183059e-05,0.00127624951826046,0.00174718955429028,0.000127252849199154,0.00073888995849405,0.0150189530656372,0.00127222578117056,1.20940490790831e-05,5.04520038738283e-06,0.000204880262518359,0.0165702095047651,0.000227262630964031,2.15271497322439e-05,"FCR",0.1,"T",50
"2",1,2022-10-11,4e-04,2.696,1.0517,0.0154,4.7673,0.0117,2e-04,-0.0017,1.2269,2.5201,3e-04,-1e-04,-3e-04,0.3312,0.0562,1e-04,-0.0012,-3e-04,3e-04,-1e-04,-8e-04,0.0176,-5e-04,0,0,-8e-04,0.0265,6e-04,0,"FCR",0.1,"T",50
"3",1,2022-06-13,0.000302632376819055,2.81101869769164,1.04520490447946,0.0222065605802138,7.13991406357554,0.0119990812658843,0.00131888018390938,4.35204000338298e-05,0.988153914918925,2.42619563091184,0.000652487657845764,-8.54372733911255e-05,0.00013762898260795,0.482000122361454,0.0488153767956724,0.00010728126033654,7.22569696250156e-05,0.000671125238438407,0.000543687966127563,5.44319015691003e-05,0.000159613314591349,0.015950291789865,4.99927203090915e-05,2.03031082192591e-06,2.58398298437271e-06,-0.00047446123704451,0.0245216099404716,5.07759181786873e-05,2.73515176283367e-06,"FCR",0.1,"T",50
"4",1,0022-05-31,0.000304942786441268,2.63280982985269,0.963467546133895,0.068062493502411,7.52950566357211,0.00499792141172085,7.28393187461364e-05,0.000595534523538282,1.05423895543878,2.22208251206599,0.00198235443053694,0.000289093669888172,0.000157938284226062,0.333730441611196,0.0136518026675681,8.1810524575683e-05,-4.98955032146988e-05,9.93625550425771e-06,-0.00062229945213995,9.16339969500541e-05,0.000172528686818161,0.014602497557938,9.7023337963136e-06,-4.45447138378266e-06,2.85107300680038e-06,-0.000718960668026261,0.0152904511617887,8.56030464580502e-05,-3.31566387400097e-06,"FCR",0.1,"T",50
"5",1,2022-03-29,0.000257261488751222,3.04763196829566,1.06448388791296,0.0542600622881269,6.72931741467433,0.0111302357925274,-0.00025785185689588,-0.00151535615581189,1.02233157176984,2.30255413514172,0.00105479655475318,-0.000416856857805113,0.000152253197550292,0.439625186853799,0.0421199378038735,0.000125694984045591,5.87999286129629e-05,0.00145368960212427,0.00142123009276764,7.38545994027956e-05,0.00033279215118893,0.0149653696790227,0.00101320170075763,-1.09311808109277e-06,3.1870625696093e-06,-0.000400521150975625,0.0159708456602463,0.000276448266265767,4.60354537373084e-06,"FCR",0.1,"T",50
"6",1,2022-09-05,0.000318963730502164,2.7359281769689,1.01420294315521,0.0277990219448098,4.10040577125201,0.0145918224828774,-4.17777153315088e-05,0.000456669550767655,1.19540622044841,2.28809275665961,0.000749290078098319,0.000165846657748919,-3.35397116349191e-05,0.426682065638649,0.0221571443553646,9.22124882908744e-05,-0.000288588590859104,0.00109298921269892,0.00210221046263178,0.000111408458254556,9.35347273918001e-05,0.0158049685470449,-1.75452541983422e-05,-4.57135322296863e-07,-9.72297733815948e-06,-0.000418989827060022,0.023016836995983,0.000370287346741604,1.59547374367021e-06,"FCR",0.1,"T",50
"7",1,2022-08-29,0.00032876579190029,2.73501396867721,1.02877925805847,0.0286118825756044,4.44475062718872,0.0163206088488654,-0.000425682885416039,0.000459992450386637,1.20716280740308,2.29477051361593,0.000725735800992984,0.0001267645341686,-4.7209916168553e-05,0.407416813321385,0.0316187251885623,0.000111006321430016,-0.000296380094591276,0.00064877057478382,0.00171685106459807,0.000116401792873192,0.000154833225772725,0.0158793764300404,4.39649487146955e-05,-8.31217283946823e-08,-7.11557559229683e-06,-0.000345285501897646,0.0235256555955458,5.69213194613481e-05,2.21380088860854e-06,"FCR",0.1,"T",50
"8",1,2022-07-11,0.000228417675582752,2.43829934546528,0.877850161396179,0.0175925546319834,6.88307706867707,0.0135795301596992,-0.000421238890759582,-0.00117357385181261,1.23286855202701,1.9534594703072,0.00103979520028119,-3.61705307597421e-05,2.06903243322363e-05,0.785468980604721,0.050150811093712,0.000233290754864528,9.78926236120042e-05,0.000781570069722082,0.00227305469347021,9.37869987899825e-05,-0.00124972153839492,0.0128564862990581,-0.000181444108906477,1.7551913884104e-06,5.73754527138798e-06,-0.000212824124693515,0.0203905553738621,0.000115814755159149,2.78275307712172e-06,"FCR",0.1,"T",50
"9",1,2022-09-19,4e-04,2.7287,1.0271,0.0149,3.7522,0.0132,5e-04,-0.0015,1.2125,2.3646,3e-04,1e-04,-3e-04,0.436,0.0224,1e-04,-0.0012,-1e-04,3e-04,-1e-04,-6e-04,0.0164,-5e-04,0,0,-1e-04,0.0243,1e-04,0,"FCR",0.1,"T",50
"10",1,2022-05-09,0.000379725650603557,2.98943797385641,1.04898320133446,0.018747845660609,7.22224443134534,0.0117345140358709,0.00052907387576104,-5.63208871877154e-05,0.934686849125078,2.38591669052795,0.000551161007414881,0.00013267902466263,0.000157126768461155,0.35008378018039,0.028225647169791,7.85056150933467e-05,0.000106642376874762,0.00124198947337843,0.00494353018621145,8.08317046966631e-05,0.000142837290346817,0.0149716747139055,5.38606288968541e-05,-1.89008892509638e-05,1.13170739751394e-05,-0.000125114933778665,0.0140230475873289,0.000274044909667645,1.98108579389927e-06,"FCR",0.1,"T",50
