ICP-MS Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cissy/Gavin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7Li (STDR),23Na (STDR),24Mg (STDR),27Al (STDR),29Si (STDR),31P (STDR),34S (STDR),35Cl (STDR),39K (STDR),44Ca (STDR),47Ti (STDR),51V (STDR),52Cr (STDR),54Fe (STDR),55Mn (STDR),59Co (STDR),60Ni (STDR),65Cu (STDR),66Zn (STDR),75As (STDR),78Se (STDR),88Sr (STDR),95Mo (STDR),107Ag (STDR),111Cd (STDR),120Sn (STDR),138Ba (STDR),208Pb (STDR),238U (STDR)
07/05/2022 - 9,0.3,"2,920.2","1,160.4",11.5,"7,363.4",39.1,0.1,-0.7,"1,163.5","2,874.9",-1.3,-0.1,0.2,"3,280.8",819.7,1.3,0.2,1.0,10.2,0.1,-0.8,18.8,-0.1,0.0,0.0,-0.1,45.3,0.1,0.0
07/05/2022 - 10,0.3,"2,883.8","1,161.7",40.4,"7,157.0",5.1,0.0,-0.6,"1,154.7","2,938.9",1.6,-0.1,0.0,927.4,820.3,1.4,0.4,0.2,94.0,0.1,-0.8,19.0,-0.1,0.0,0.0,-0.1,43.7,0.3,0.0
07/05/2022 - 11,0.3,"2,903.7","1,169.7",5.2,"7,193.4",30.1,0.0,-0.8,"1,139.0","2,909.8",0.4,-0.1,0.0,"3,036.6",910.9,1.5,0.2,0.8,1.7,0.1,-0.9,18.9,-0.1,0.0,0.0,-0.1,48.6,0.1,0.0
07/05/2022 - 12,0.3,"2,932.2","1,174.1",2.1,"7,152.1",-1.3,-0.1,-0.8,"1,153.0","2,940.1",0.8,-0.2,0.0,136.7,907.4,1.4,0.1,0.2,6.2,0.1,-0.9,19.3,-0.2,0.0,0.0,-0.2,39.9,0.0,0.0
07/05/2022 - 13,0.2,"2,912.3","1,177.6",5.5,"7,193.2",31.5,0.1,-0.8,"1,143.9","2,953.5",-0.2,-0.2,0.0,"3,107.8",957.8,1.5,0.2,1.0,3.9,0.1,-1.0,19.2,-0.1,0.0,0.0,-0.1,53.7,0.1,0.0
07/05/2022 - 14,0.2,"2,922.6","1,172.4",2.6,"7,076.9",-1.3,-0.1,-0.9,"1,127.4","2,917.3",0.8,-0.3,0.0,124.7,926.9,1.4,0.1,0.2,8.4,0.1,-1.2,19.2,-0.2,0.0,0.0,-0.2,40.4,0.1,0.0
07/05/2022 - 15,0.4,"3,281.5","1,116.8",20.7,"9,802.2",9.5,-0.2,-1.1,"1,324.2","2,633.3",1.4,-0.1,0.0,181.6,113.9,0.1,0.1,0.2,7.8,0.1,-1.1,16.7,-0.2,0.0,0.0,-0.2,32.6,0.1,0.0
07/05/2022 - 16,0.4,"3,298.9","1,118.6",7.6,"9,874.2",6.5,-0.2,-1.0,"1,335.7","2,622.4",1.1,-0.1,0.0,88.6,105.6,0.1,0.1,0.1,15.7,0.1,-1.2,16.8,-0.1,0.0,0.0,0.3,30.6,0.1,0.0
07/05/2022 - 20,0.1,"2,268.6",627.5,51.3,"5,964.7",7.5,0.0,-0.8,"1,325.4","1,252.7",1.3,0.6,0.1,720.6,16.4,0.2,0.2,0.5,19.1,0.2,-1.3,8.2,-0.1,0.0,0.0,0.3,10.5,0.3,0.0
07/05/2022 - 21,0.1,"2,174.8",744.6,73.8,"6,023.9",28.5,0.0,-1.0,"1,309.3","1,575.1",2.3,0.3,0.1,950.5,348.6,0.5,0.3,4.8,23.7,0.2,-1.1,12.4,-0.1,0.0,0.0,0.0,145.0,0.3,0.0
07/05/2022 - 22,0.1,"2,133.1",713.4,15.3,"5,705.5",4.8,-0.1,-1.0,"1,238.5","1,479.2",0.9,0.1,0.1,322.2,309.0,0.4,0.2,2.7,17.3,0.2,-1.4,10.2,-0.1,0.0,0.0,0.1,23.0,0.2,0.0
07/05/2022 - 23,0.1,"2,040.6",763.4,13.4,"6,342.2",43.2,-0.5,-1.1,"1,231.7","1,811.3",1.1,0.0,0.0,"11,363.6",940.6,1.5,0.2,0.1,2.3,0.8,-1.4,12.2,-0.1,0.0,0.0,0.0,30.2,0.2,0.0
07/05/2022 - 24,0.1,"2,081.2",759.4,5.2,"6,296.6",23.0,-0.4,-1.1,"1,284.9","1,824.8",0.8,-0.1,0.1,"11,295.3",946.2,1.4,0.3,0.4,17.2,0.7,-1.4,12.3,-0.1,0.0,0.0,-0.1,27.7,0.2,0.0
07/05/2022 - 25,0.1,"2,072.3",772.5,12.3,"6,690.4",100.5,-0.7,-1.1,"1,288.9","1,831.4",1.1,0.1,0.0,"16,806.8",984.5,1.5,0.2,0.1,1.6,1.3,-1.3,12.6,0.0,0.0,0.0,-0.1,43.3,0.2,0.0
07/05/2022 - 26,0.1,"2,022.5",753.7,4.2,"6,529.4",74.5,-0.8,-1.1,"1,259.0","1,811.1",0.9,0.0,0.0,"16,360.2",967.4,1.4,0.3,0.0,13.9,1.2,-1.5,12.4,0.0,0.0,0.0,-0.1,43.3,0.1,0.0
07/11/2022 - 1,0.2,"2,438.3",877.9,17.6,"6,883.1",13.6,-0.4,-1.2,"1,232.9","1,953.5",1.0,0.0,0.0,785.5,50.2,0.2,0.1,0.8,2.3,0.1,-1.2,12.9,-0.2,0.0,0.0,-0.2,20.4,0.1,0.0
07/11/2022 - 2,0.7,"2,603.0",864.4,14.6,"6,949.8",3.7,-0.4,-0.9,"1,279.2","1,893.5",0.9,-0.1,0.0,616.9,23.9,0.2,0.3,4.3,14.2,0.1,-1.3,12.4,-0.2,0.0,0.0,-0.2,18.6,0.2,0.0
07/11/2022 - 3,0.2,"2,429.5",873.4,19.4,"6,896.8",17.0,-0.2,-1.1,"1,237.5","1,968.2",1.1,0.0,0.0,805.2,55.7,0.2,0.1,0.7,1.5,0.1,-1.2,13.0,-0.1,0.0,0.0,0.2,20.6,0.1,0.0
07/11/2022 - 4,0.6,"2,461.1",867.5,12.7,"6,950.6",3.5,-0.3,-1.1,"1,218.7","1,925.3",1.0,-0.1,0.0,576.1,32.0,0.2,0.1,1.3,5.2,0.1,-1.3,12.8,-0.2,0.0,0.0,0.0,19.6,0.1,0.0
07/11/2022 - 5,0.3,"2,782.9","1,059.2",15.5,"7,442.1",32.9,-0.1,-1.0,"1,257.4","2,550.9",1.1,-0.1,0.0,"2,591.0",363.2,0.7,0.1,0.9,3.0,0.1,-1.2,17.0,-0.2,0.0,0.0,0.0,41.0,0.1,0.0
07/11/2022 - 6,0.4,"2,797.3","1,050.7",7.0,"7,349.7",5.2,-0.2,-1.0,"1,243.2","2,588.1",0.9,-0.3,0.0,"1,499.7",357.7,0.6,0.1,0.5,15.1,0.1,-1.3,17.5,-0.2,0.0,0.0,-0.1,46.7,0.1,0.0
07/11/2022 - 7,0.3,"3,002.5","1,187.5",13.0,"7,660.3",57.2,0.3,-1.0,"1,199.3","2,971.1",1.1,-0.2,0.1,"4,777.5",756.4,1.3,0.1,1.3,2.0,0.1,-1.2,19.7,-0.1,0.0,0.0,-0.1,47.0,0.1,0.0
07/11/2022 - 8,0.3,"2,994.8","1,166.2",3.9,"7,495.5",14.8,-0.3,-1.0,"1,194.3","2,936.4",0.9,-0.3,0.0,"3,495.7",764.5,1.3,0.2,0.6,15.6,0.1,-1.4,19.7,-0.2,0.0,0.0,-0.2,49.8,0.1,0.0
07/11/2022 - 9,0.2,"2,929.9","1,172.5",5.8,"7,325.7",33.2,-0.2,-1.2,"1,163.8","2,926.4",-0.4,-0.3,0.0,"2,830.9",875.3,1.4,0.1,0.7,1.2,0.1,-1.4,19.2,-0.2,0.0,0.0,-0.2,42.6,0.1,0.0
07/11/2022 - 10,1.2,"2,939.7","1,159.8",2.1,"7,188.0",0.0,-0.2,-1.1,"1,224.1","2,918.4",0.8,-0.4,0.0,352.2,859.7,1.3,0.2,0.5,24.5,0.0,-1.6,19.3,-0.2,0.0,0.0,-0.2,45.2,0.1,0.0
07/11/2022 - 11,0.2,"2,930.4","1,183.4",3.6,"7,273.1",32.2,-0.1,-1.2,"1,155.0","2,995.8",0.9,-0.3,0.0,"2,677.7",963.5,1.5,0.1,0.6,1.7,0.1,-1.4,19.6,-0.2,0.0,0.0,-0.2,46.5,0.1,0.0
07/11/2022 - 12,0.2,"2,934.8","1,186.3",2.2,"7,197.6",-1.0,-0.1,-1.2,"1,147.8","2,976.9",0.8,-0.4,0.0,39.1,959.4,1.5,0.1,0.1,22.3,0.0,-1.5,19.6,-0.2,0.0,0.0,-0.2,43.5,0.1,0.0
07/11/2022 - 13,0.2,"2,937.6","1,182.4",3.2,"7,267.9",30.2,-0.2,-1.2,"1,157.9","2,991.4",0.9,-0.3,0.0,"2,678.4",956.7,1.5,0.1,0.6,2.0,0.1,-1.4,19.5,-0.1,0.0,0.0,0.2,43.8,0.1,0.0
07/11/2022 - 14,2.8,"3,038.2","1,184.4",2.2,"7,202.1",0.4,0.3,-1.0,"1,312.1","2,990.6",0.8,-0.4,0.0,69.2,941.9,1.4,0.2,1.5,35.6,0.0,-1.5,19.7,-0.2,0.0,0.0,0.0,48.0,0.1,0.0
07/11/2022 - 19,0.1,"2,263.9",723.9,50.0,"6,117.6",9.1,0.0,-1.1,"1,350.3","1,367.0",1.3,0.1,0.2,961.3,102.8,0.3,0.2,0.4,1.6,0.2,-1.4,9.7,-0.1,0.0,0.0,0.0,23.6,0.3,0.0
07/11/2022 - 20,0.1,"2,282.6",721.0,11.2,"6,120.6",0.8,0.2,-1.1,"1,361.2","1,370.7",0.8,-0.2,0.0,315.5,12.7,0.1,0.1,0.1,10.2,0.2,-1.3,9.5,-0.2,0.0,0.0,-0.1,21.2,0.1,0.0
07/11/2022 - 21,0.1,"2,178.8",765.7,23.0,"5,993.5",15.2,-0.2,-1.3,"1,295.7","1,606.4",1.1,-0.1,0.0,826.6,454.5,0.5,0.1,0.2,1.3,0.2,-1.4,11.1,-0.2,0.0,0.0,-0.1,37.1,0.2,0.0
07/11/2022 - 22,0.1,"2,213.3",763.9,6.6,"6,016.6",0.1,-0.1,-1.2,"1,306.3","1,558.9",0.7,-0.3,0.0,162.4,389.5,0.4,0.1,1.0,30.4,0.2,-1.3,10.8,-0.2,0.0,0.0,-0.1,25.1,0.2,0.0
07/11/2022 - 23,0.1,"2,108.2",779.1,11.0,"6,462.0",29.9,-0.5,-1.3,"1,280.3","1,832.0",0.9,-0.1,0.0,"9,915.7",924.2,1.3,0.2,0.1,2.1,0.7,-1.5,12.6,-0.1,0.0,0.0,-0.1,45.4,0.2,0.0
07/11/2022 - 24,0.1,"2,126.5",785.4,3.7,"6,494.3",13.0,-0.5,-1.3,"1,285.2","1,822.1",0.7,-0.2,0.0,"9,707.6",923.3,1.3,0.1,0.0,16.1,0.7,-1.5,12.6,-0.1,0.0,0.0,-0.2,28.2,0.1,0.0
07/11/2022 - 25,0.1,"2,094.2",786.2,7.0,"6,771.7",65.0,-0.7,-1.4,"1,297.5","1,862.8",1.0,0.0,0.0,"15,881.9","1,006.0",1.5,0.2,0.1,1.3,1.2,-1.5,12.8,-0.1,0.0,0.0,-0.2,43.4,0.2,0.0
07/11/2022 - 26,0.1,"2,115.2",790.5,4.4,"6,764.0",43.3,-0.7,-1.3,"1,304.4","1,892.2",0.8,-0.1,0.0,"15,608.1","1,004.5",1.5,0.2,0.1,8.4,1.2,-1.6,13.0,-0.1,0.0,0.0,-0.1,38.9,0.1,0.0
07/18/2022 - 1,0.2,"2,530.1",909.1,30.5,"7,238.8",16.7,-0.3,-1.2,"1,252.5","2,055.1",1.4,-0.1,0.1,696.4,31.0,0.2,0.2,0.8,7.6,0.1,-1.4,13.3,-0.1,0.0,0.8,0.1,17.7,0.2,0.0
07/18/2022 - 2,0.2,"2,522.7",883.8,22.4,"7,150.7",5.6,-0.3,-1.3,"1,220.4","1,955.9",0.0,-0.2,0.1,538.3,7.9,0.1,0.1,1.2,4.6,0.1,-1.6,13.1,-0.2,0.0,0.1,0.0,16.7,0.1,0.0
07/18/2022 - 3,0.2,"2,488.4",917.2,29.0,"7,261.8",18.4,-0.2,-1.3,"1,244.6","2,086.3",1.1,-0.2,0.1,781.4,31.4,0.2,0.1,0.6,1.1,0.1,-1.3,13.8,-0.2,0.0,0.0,-0.1,21.1,0.1,0.0
07/18/2022 - 4,0.2,"2,518.6",913.9,21.6,"7,247.0",5.4,-0.2,-1.3,"1,237.4","2,056.8",1.0,-0.2,0.1,485.3,6.2,0.1,0.1,0.9,4.8,0.1,-1.5,13.8,-0.2,0.0,0.0,-0.1,21.2,0.1,0.0
07/18/2022 - 5,0.2,"2,815.2","1,082.1",21.5,"7,666.5",22.8,-0.2,-1.1,"1,262.0","2,649.3",1.1,-0.2,0.2,"3,203.6",416.7,0.8,0.1,0.9,3.9,0.1,-1.5,17.9,-0.2,0.0,0.0,-0.2,42.3,0.1,0.0
07/18/2022 - 6,0.2,"2,863.9","1,083.7",13.9,"7,622.9",2.3,-0.2,-1.1,"1,269.1","2,648.3",0.9,-0.3,0.2,"2,297.4",427.8,0.8,0.1,0.2,8.4,0.1,-1.6,17.7,-0.2,0.0,0.0,-0.2,42.5,0.1,0.0
07/18/2022 - 7,0.3,"3,075.8","1,171.2",23.1,"7,672.2",39.8,-0.1,-1.0,"1,350.3","2,946.1",-2.2,-0.3,0.2,"3,872.2",749.7,1.3,0.3,2.1,25.1,0.1,-1.5,19.4,-0.2,0.0,0.4,-0.1,47.0,0.3,0.0
07/18/2022 - 8,0.3,"2,989.2","1,168.9",9.7,"7,561.8",3.1,-0.3,-1.2,"1,236.7","2,915.9",0.8,-0.4,0.3,"2,371.0",747.3,1.2,0.2,0.1,12.2,0.1,-1.6,19.4,-0.2,0.0,0.0,-0.2,49.4,0.1,0.0
07/18/2022 - 9,0.2,"2,953.9","1,204.7",11.7,"7,431.7",30.6,-0.2,-1.3,"1,170.9","3,038.0",1.0,-0.4,0.3,"2,728.8",986.8,1.6,0.2,0.5,1.6,0.1,-1.7,20.0,-0.2,0.0,0.0,-0.2,48.6,0.1,0.0
07/18/2022 - 10,0.2,"2,964.7","1,189.7",8.8,"7,364.0",-1.2,-0.3,-1.3,"1,180.4","3,005.7",0.8,-0.5,0.2,136.8,967.6,1.5,0.1,0.1,10.2,0.0,-1.6,20.0,-0.2,0.0,0.0,-0.2,41.4,0.0,0.0
07/18/2022 - 11,0.2,"2,969.3","1,195.3",12.1,"7,524.2",32.4,-0.1,-1.2,"1,182.0","3,018.6",0.9,-0.4,0.2,"2,842.4",959.9,1.5,0.2,0.6,3.1,0.1,-1.4,20.0,-0.2,0.0,0.0,-0.2,52.8,0.1,0.0
07/18/2022 - 12,0.2,"2,956.0","1,184.5",10.4,"7,375.3",0.4,-0.3,-1.2,"1,182.6","3,006.1",0.8,-0.5,0.2,405.3,936.5,1.5,0.2,0.1,25.7,0.0,-1.6,19.8,-0.2,0.0,0.1,0.2,41.9,0.1,0.0
07/18/2022 - 13,0.2,"2,953.4","1,194.1",12.8,"7,513.8",33.2,-0.2,-1.3,"1,190.5","3,031.2",0.9,-0.4,0.2,"2,973.6",954.5,1.5,0.2,0.6,2.2,0.1,-1.6,20.1,-0.2,0.0,0.0,0.0,58.3,0.1,0.0
07/18/2022 - 14,0.2,"2,970.9","1,209.4",9.1,"7,418.3",-0.7,-0.2,-1.2,"1,189.6","3,035.5",0.8,-0.5,0.2,566.4,937.4,1.5,0.1,0.1,11.8,0.0,-1.6,19.9,-0.2,0.0,0.0,-0.1,42.9,0.0,0.0
07/18/2022 - 15,0.4,"3,553.5","1,093.1",24.9,"10,793.6",15.4,-0.3,-1.4,"1,327.7","2,759.7",1.5,-0.3,0.1,124.6,66.2,0.1,0.3,0.2,36.0,0.0,-1.5,17.4,-0.2,0.0,46.0,-0.1,26.5,0.1,0.0
07/18/2022 - 16,0.4,"3,475.4","1,072.1",7.7,"10,635.7",14.3,-0.1,-1.4,"1,297.4","2,716.2",1.2,-0.3,0.1,75.0,69.8,0.1,0.1,0.1,8.9,0.0,-1.5,17.2,-0.2,0.0,3.8,-0.1,26.2,0.1,0.0
07/18/2022 - 18,0.3,"3,699.4","1,602.2",13.6,"11,882.4",23.9,-0.1,-1.4,"1,220.9","3,804.0",1.6,-0.2,0.2,"1,417.9",85.3,0.5,0.3,0.1,7.4,0.1,-1.5,24.0,-0.2,0.0,0.0,-0.2,27.4,0.1,0.0
07/14/2022 - 37,0.7,"1,373.5","2,477.9",10.6,983.7,0.5,5.4,-0.6,913.7,"9,388.8",0.2,-0.4,0.0,19.6,6.7,0.0,0.4,0.2,1.1,0.2,-1.6,39.8,-0.1,0.0,0.0,-0.2,51.4,0.1,0.0
07/14/2022 - 38,0.7,"1,375.9","2,461.4",7.1,904.3,-0.7,5.4,-0.6,909.9,"9,345.2",0.1,-0.4,0.0,6.1,0.4,0.0,0.4,0.2,5.9,0.2,-1.6,39.5,-0.1,0.0,0.0,-0.2,51.6,0.1,0.0
07/14/2022 - 43,0.7,"1,442.2","2,786.6",11.2,"1,423.9",3.5,5.5,-0.5,936.8,"10,680.7",0.3,-0.4,0.1,34.5,113.0,0.1,0.6,0.2,1.5,0.2,-1.4,44.9,-0.1,0.0,0.0,-0.2,54.7,0.1,0.0
07/14/2022 - 44,0.7,"1,459.6","2,808.0",2.4,"1,255.6",-1.8,5.8,-0.5,939.0,"10,636.6",0.2,-0.4,0.1,-4.6,60.8,0.0,0.5,0.4,11.4,0.2,-1.4,44.5,-0.1,0.0,0.0,-0.2,53.7,0.0,0.0
07/14/2022 - 47,0.7,"1,493.7","3,004.6",22.0,"1,930.6",3.8,5.9,-0.4,964.7,"11,486.7",-1.0,-0.4,0.1,105.4,354.1,0.1,0.7,0.2,2.1,0.2,-1.5,48.3,-0.1,0.0,0.0,-0.2,59.0,0.1,0.0
07/14/2022 - 48,0.7,"1,470.6","2,937.5",2.5,"1,711.0",-0.4,5.7,-0.4,946.6,"11,318.6",0.3,-0.4,0.0,0.0,221.5,0.0,0.6,0.3,11.7,0.1,-1.6,47.8,0.0,0.0,0.0,0.3,55.6,0.1,0.0
07/14/2022 - 51,0.7,"1,378.3","2,480.0",11.6,979.8,1.9,5.6,-0.7,898.5,"9,343.0",0.3,-0.4,0.0,15.1,9.1,0.0,0.4,0.2,1.8,0.2,-1.8,39.6,0.0,0.0,0.0,0.1,51.8,0.1,0.0
07/14/2022 - 52,0.7,"1,396.1","2,505.2",6.5,918.0,-1.5,5.9,-0.6,921.0,"9,449.1",0.2,-0.4,0.1,-1.1,5.9,0.0,0.4,1.6,6.4,0.2,-1.6,40.2,0.0,0.0,0.0,0.0,52.2,0.1,0.0
07/14/2022 - 53,0.7,"1,402.7","2,596.6",9.6,"1,080.2",6.8,5.9,-0.6,909.1,"9,688.0",0.3,-0.4,0.0,20.1,9.5,0.0,0.5,0.2,1.3,0.2,-1.6,41.4,-0.1,0.0,0.0,0.0,52.2,0.1,0.0
07/14/2022 - 54,0.8,"1,418.2","2,623.8",3.1,973.4,-1.3,6.0,-0.6,926.9,"9,872.4",0.2,-0.4,0.1,-4.1,1.4,0.0,0.5,0.4,13.1,0.2,-1.5,41.2,-0.1,0.0,0.0,-0.2,52.2,0.0,0.0
07/14/2022 - 57,0.7,"1,499.0","3,062.0",64.5,"2,442.2",9.5,5.7,-0.5,978.4,"11,755.0",0.9,-0.2,0.1,453.1,"1,288.4",0.6,0.9,0.3,1.8,0.5,-1.6,50.1,0.1,0.0,0.0,-0.2,82.4,0.3,0.0
07/14/2022 - 58,0.7,"1,476.5","3,011.9",2.9,"2,411.9",0.1,5.5,-0.4,979.1,"11,592.7",0.3,-0.4,0.1,13.0,"1,681.1",0.6,0.8,0.9,13.1,0.3,-1.8,49.6,0.2,0.0,0.0,-0.1,84.8,0.1,0.0
07/14/2022 - 59,0.6,769.2,854.0,39.0,"2,542.5",3.0,2.5,-1.7,536.7,"2,655.0",0.5,-0.4,0.0,56.0,15.2,0.1,0.3,0.1,3.3,0.0,-1.8,12.8,-0.2,0.0,0.0,-0.1,20.4,0.4,0.0
07/14/2022 - 60,0.6,774.7,843.7,19.0,"2,548.1",-0.1,2.6,-1.7,544.2,"2,539.8",0.3,-0.4,0.0,22.0,7.3,0.0,0.3,0.0,4.9,0.0,-1.8,12.6,-0.3,0.0,0.0,-0.2,20.5,0.2,0.0
07/14/2022 - 65,1.0,"2,968.0","3,523.2",35.2,"3,315.7",1.5,7.6,1.1,"1,229.1","10,281.2",0.7,-0.3,0.0,165.5,23.4,0.1,0.8,0.2,2.0,0.2,-1.7,40.9,0.1,0.0,0.0,-0.2,147.6,0.1,0.0
07/14/2022 - 66,1.0,"2,958.9","3,485.6",4.7,"3,279.0",-0.4,7.7,1.1,"1,213.7","10,215.4",0.4,-0.4,0.0,18.0,11.7,0.1,0.7,0.1,6.3,0.1,-1.6,40.9,0.1,0.0,0.0,-0.2,144.5,0.1,0.0
