ICP-MS Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cissy - part 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7Li (STDR),23Na (STDR),24Mg (STDR),27Al (STDR),29Si (STDR),31P (STDR),34S (STDR),35Cl (STDR),39K (STDR),44Ca (STDR),47Ti (STDR),51V (STDR),52Cr (STDR),54Fe (STDR),55Mn (STDR),59Co (STDR),60Ni (STDR),65Cu (STDR),66Zn (STDR),75As (STDR),78Se (STDR),88Sr (STDR),95Mo (STDR),107Ag (STDR),111Cd (STDR),120Sn (STDR),138Ba (STDR),208Pb (STDR),238U (STDR)
08/01/2022 - 3,0.3,"2,662.2",973.2,9.8,"6,420.9",10.3,0.5,0.5,"1,263.8","2,243.9",1.0,0.2,-0.1,542.2,17.7,0.1,-0.3,0.1,-1.0,0.1,0.2,14.7,0.0,0.0,0.0,-0.4,20.9,0.1,0.0
08/01/2022 - 4,0.3,"2,657.2",949.0,4.5,"6,232.1",0.2,0.4,0.5,"1,216.7","2,157.5",0.8,0.1,-0.1,269.3,3.0,0.1,-0.4,-0.1,1.1,0.1,0.2,14.5,0.0,0.0,0.0,-0.5,19.7,0.1,0.0
08/01/2022 - 5,0.3,"2,864.8","1,085.3",8.6,"7,042.5",11.2,0.6,0.8,"1,279.2","2,590.6",1.0,0.1,-0.1,409.0,23.6,0.1,-0.3,-0.1,0.8,0.1,0.3,17.6,0.0,0.0,0.0,-0.5,36.4,0.1,0.0
08/01/2022 - 6,0.3,"2,867.1","1,073.9",2.5,"7,047.2",-1.1,0.6,0.8,"1,286.9","2,584.7",1.2,0.0,-0.1,120.3,7.5,0.0,-0.4,-0.4,8.4,0.1,0.1,17.6,0.1,0.0,0.0,-0.1,37.0,0.0,0.0
08/01/2022 - 7,0.3,"3,076.6","1,230.8",6.4,"7,875.7",24.5,0.4,0.7,"1,277.9","3,249.7",1.2,0.1,-0.1,"5,822.3","1,132.7",2.0,-0.3,0.4,-0.4,0.2,0.3,21.6,0.1,0.0,0.0,-0.2,72.8,0.1,0.0
08/01/2022 - 8,0.3,"3,104.7","1,221.9",2.4,"7,850.6",-1.1,0.4,0.7,"1,265.3","3,221.8",1.0,0.0,-0.1,"4,288.4","1,131.3",2.0,-0.3,-0.6,2.2,0.1,0.1,21.6,0.0,0.0,0.0,-0.4,62.3,0.0,0.0
08/01/2022 - 9,0.3,"3,070.1","1,239.7",3.9,"7,617.3",24.1,0.6,0.6,"1,217.0","3,173.8",1.1,0.0,-0.1,"4,082.9","1,062.0",1.8,-0.3,-0.1,-2.2,0.1,0.0,21.3,0.0,0.0,0.0,-0.4,53.9,0.0,0.0
08/01/2022 - 10,0.3,"3,040.2","1,220.4",1.9,"7,531.6",-2.2,0.6,0.7,"1,210.1","3,129.6",0.9,-0.1,-0.1,"1,008.0","1,053.9",1.7,-0.3,-0.6,6.1,0.1,0.0,21.2,0.0,0.0,0.0,-0.4,49.1,0.0,0.0
08/01/2022 - 11,0.2,"3,046.1","1,249.3",3.3,"7,601.6",24.5,0.7,0.6,"1,216.0","3,166.3",1.0,0.0,-0.1,"3,573.4","1,055.7",1.7,-0.3,-0.2,-2.3,0.1,0.2,21.5,0.0,0.0,0.0,-0.5,52.3,0.0,0.0
08/01/2022 - 12,0.2,"3,028.0","1,220.8",1.4,"7,401.1",-2.6,0.6,0.6,"1,194.2","3,129.6",0.9,-0.1,-0.2,87.6,"1,047.7",1.7,-0.3,-0.7,1.1,0.0,-0.1,21.0,0.0,0.0,0.0,-0.5,46.6,0.0,0.0
08/01/2022 - 13,0.3,"3,050.6","1,238.5",2.7,"7,593.2",24.1,0.7,0.6,"1,209.7","3,146.2",1.0,0.0,-0.1,"3,572.1","1,054.3",1.7,-0.3,-0.2,-2.4,0.1,0.1,21.3,0.0,0.0,0.0,-0.5,55.8,0.0,0.0
08/01/2022 - 16,0.4,"3,248.5",942.3,9.9,"10,333.3",15.2,0.7,0.3,"1,257.9","2,476.8",1.4,0.1,-0.1,119.2,64.8,0.1,-0.3,-0.4,9.7,0.1,0.1,15.8,0.0,0.0,0.7,-0.6,26.5,0.0,0.0
08/01/2022 - 19,0.1,"2,383.7",770.5,29.6,"5,565.9",3.7,1.0,0.6,"1,354.7","1,488.0",1.4,0.4,-0.1,687.7,41.4,0.1,-0.3,-0.1,20.2,0.3,0.1,10.6,0.0,0.0,0.0,-0.6,20.4,0.2,0.0
08/01/2022 - 20,0.1,"2,395.3",732.7,8.2,"5,566.2",-2.0,1.1,0.7,"1,334.2","1,432.0",0.7,0.3,-0.1,298.5,2.9,0.0,-0.3,-0.4,3.8,0.2,0.0,10.3,0.0,0.0,0.0,-0.5,20.0,0.1,0.0
08/01/2022 - 21,0.1,"2,278.7",795.6,19.0,"5,677.9",7.4,0.6,0.6,"1,304.7","1,687.4",1.2,0.2,-0.1,546.3,146.3,0.2,-0.3,-0.3,-2.4,0.2,0.3,11.9,0.1,0.0,0.0,-0.1,28.1,0.2,0.0
08/01/2022 - 22,0.1,"2,393.7",804.1,6.8,"5,666.1",-1.6,0.8,0.7,"1,384.6","1,709.3",0.9,0.1,-0.1,147.5,46.9,0.1,-0.2,0.8,72.2,0.2,0.0,11.9,0.0,0.0,0.0,-0.3,25.5,0.2,0.0
08/01/2022 - 23,0.1,"2,176.9",823.7,5.6,"6,606.5",16.9,0.1,0.4,"1,348.0","2,075.4",0.9,0.1,-0.1,"11,837.8","1,714.5",2.5,-0.2,-0.5,-0.8,0.5,0.0,14.5,0.1,0.0,0.0,-0.3,66.8,0.1,0.0
08/01/2022 - 24,0.1,"2,294.4",834.8,7.9,"6,642.6",-0.8,0.1,0.5,"1,380.7","2,119.6",1.1,0.1,-0.1,"11,333.7","1,699.3",2.5,0.2,0.0,71.8,0.5,0.0,14.7,0.1,0.0,0.0,-0.4,49.0,0.4,0.0
08/01/2022 - 25,0.1,"2,144.2",813.1,5.7,"6,935.2",14.0,-0.1,0.2,"1,355.7","2,055.1",1.0,0.2,-0.1,"21,135.9","1,309.2",2.0,-0.1,-0.5,-1.7,0.8,0.1,14.6,0.2,0.0,0.0,-0.4,57.5,0.1,0.0
08/01/2022 - 26,0.2,"2,219.4",827.6,4.3,"7,017.7",-1.0,-0.1,0.4,"1,383.4","2,125.8",1.0,0.1,-0.1,"21,167.2","1,325.5",2.0,-0.1,-0.4,58.8,0.7,0.2,15.1,0.2,0.0,0.0,-0.5,55.3,0.1,0.0
08/08/2022 - 1,0.2,"2,644.3",958.9,6.7,"5,489.7",6.8,0.3,0.3,"1,227.3","2,186.5",0.8,0.0,-0.1,371.1,11.7,0.1,-0.3,0.1,-1.1,0.1,0.0,14.6,0.0,0.0,0.0,-0.5,20.7,0.1,0.0
08/08/2022 - 2,0.3,"2,684.4",967.0,2.7,"5,589.7",-1.6,0.2,0.4,"1,234.2","2,189.4",0.7,0.0,-0.1,202.7,5.2,0.0,-0.3,-0.1,9.0,0.1,0.3,14.6,0.0,0.0,0.0,-0.6,22.9,0.0,0.0
08/08/2022 - 3,0.2,"2,648.9",961.6,6.6,"5,545.5",6.8,0.3,0.4,"1,228.1","2,182.4",0.8,0.1,-0.1,358.8,10.7,0.1,-0.3,0.1,-1.5,0.1,0.0,14.7,0.0,0.0,0.0,-0.6,20.7,0.1,0.0
08/08/2022 - 4,0.2,"2,688.1",955.1,3.5,"5,556.1",-0.2,0.4,0.4,"1,255.3","2,156.4",0.7,0.0,-0.1,195.7,10.6,0.1,-0.2,2.6,22.7,0.1,0.0,14.5,0.0,0.0,0.0,-0.6,21.3,0.1,0.0
08/08/2022 - 5,0.2,"3,060.5","1,207.8",4.9,"7,636.2",29.1,0.3,0.6,"1,363.7","3,370.4",1.1,0.0,-0.1,"6,462.7","1,495.2",3.1,-0.2,0.1,-0.3,0.1,0.0,22.3,0.0,0.0,0.0,-0.6,92.0,0.1,0.0
08/08/2022 - 6,0.3,"3,070.5","1,196.1",1.5,"7,447.1",-0.7,0.2,0.7,"1,348.4","3,301.7",0.9,-0.1,-0.1,"3,817.2","1,475.6",3.0,-0.3,0.0,18.2,0.1,0.0,21.9,0.1,0.0,0.0,-0.2,85.6,0.0,0.0
08/08/2022 - 7,0.2,"3,005.7","1,207.5",4.5,"7,457.9",20.2,0.1,0.5,"1,258.9","3,086.4",1.1,0.0,-0.1,"4,480.9","1,022.6",1.8,-0.3,0.0,-1.6,0.1,0.1,20.8,0.0,0.0,0.0,-0.4,57.3,0.0,0.0
08/08/2022 - 8,0.2,"2,986.3","1,184.9",2.8,"7,249.2",-1.2,0.2,0.5,"1,256.3","3,076.5",0.9,-0.1,-0.1,"3,125.9",996.1,1.8,-0.2,-0.5,21.9,0.1,0.0,20.5,0.0,0.0,0.0,-0.4,55.5,0.0,0.0
08/08/2022 - 9,0.2,"2,981.8","1,188.1",4.8,"7,090.2",23.8,0.4,0.5,"1,229.6","2,949.7",0.9,0.0,-0.1,"2,957.2",806.7,1.3,-0.3,-0.2,-2.1,0.1,0.0,20.0,0.0,0.0,0.0,-0.5,46.6,0.1,0.0
08/08/2022 - 10,0.2,"2,994.4","1,185.7",2.4,"7,092.9",-3.4,0.2,0.6,"1,232.0","2,999.3",0.9,-0.1,-0.1,519.4,808.1,1.3,-0.3,-0.6,64.3,0.0,-0.1,20.2,0.0,0.0,0.0,-0.5,46.3,0.0,0.0
08/08/2022 - 11,0.2,"3,068.7","1,248.1",3.5,"7,636.7",21.1,0.5,0.4,"1,222.3","3,161.2",1.0,0.0,-0.1,"3,935.5","1,070.3",1.8,-0.2,-0.2,9.9,0.1,-0.1,21.7,0.0,0.0,0.0,-0.6,61.5,0.0,0.0
08/08/2022 - 12,0.2,"3,028.1","1,227.8",1.2,"7,415.5",-3.2,0.3,0.5,"1,199.9","3,135.6",0.8,-0.2,-0.1,302.1,"1,063.0",1.7,-0.3,-0.7,1.8,0.0,-0.1,21.3,0.0,0.0,0.0,-0.6,49.6,0.0,0.0
08/08/2022 - 13,0.2,"3,074.5","1,248.6",3.3,"7,736.9",20.0,0.5,0.4,"1,236.4","3,180.1",1.0,0.0,-0.1,"3,927.1","1,086.8",1.8,-0.3,-0.2,-3.0,0.1,0.2,21.7,0.0,0.0,0.0,-0.6,51.6,0.0,0.0
08/08/2022 - 14,0.2,"3,032.6","1,233.4",0.9,"7,458.2",-3.1,0.4,0.5,"1,214.9","3,138.2",0.9,-0.1,-0.1,211.7,"1,067.4",1.7,-0.3,-0.7,11.8,0.0,0.0,21.4,-0.1,0.0,0.0,-0.6,55.0,0.0,0.0
08/08/2022 - 19,0.1,"2,349.9",803.9,24.7,"5,551.2",3.3,0.8,0.4,"1,339.0","1,587.7",1.1,0.3,-0.1,593.5,37.9,0.1,-0.3,0.0,-0.4,0.3,0.0,10.7,0.0,0.0,0.0,-0.6,20.7,0.2,0.0
08/08/2022 - 20,0.1,"2,327.7",734.4,7.7,"5,445.6",-1.3,0.8,0.5,"1,323.7","1,405.8",0.7,0.2,-0.1,200.1,1.9,0.0,-0.3,-0.2,12.4,0.2,-0.1,10.1,0.0,0.0,0.0,-0.6,21.3,0.2,0.0
08/08/2022 - 21,0.1,"2,255.5",823.4,17.4,"5,416.7",7.9,0.2,0.4,"1,297.3","1,781.1",1.0,0.2,-0.1,608.9,78.2,0.2,-0.3,-0.3,-2.6,0.2,0.0,12.8,0.0,0.0,0.0,-0.2,37.9,0.1,0.0
08/08/2022 - 22,0.1,"2,256.4",807.3,3.1,"5,388.0",-0.2,0.4,0.4,"1,296.6","1,704.2",0.7,0.0,-0.1,58.5,9.6,0.0,-0.3,0.3,7.5,0.2,0.1,12.3,0.0,0.0,0.0,-0.3,33.4,0.1,0.0
08/08/2022 - 23,0.1,"2,149.8",835.1,6.7,"6,580.5",15.8,0.0,0.2,"1,349.6","2,132.9",0.9,0.1,-0.1,"13,068.8","1,456.5",2.1,-0.2,-0.5,-2.1,0.5,0.1,14.8,0.1,0.0,0.0,-0.4,67.6,0.1,0.0
08/08/2022 - 24,0.1,"2,193.8",832.5,2.5,"6,550.0",-1.1,-0.2,0.2,"1,353.7","2,132.3",0.8,0.0,-0.1,"11,867.6","1,441.0",2.1,-0.2,-0.4,19.6,0.4,0.0,14.8,0.1,0.0,0.0,-0.4,56.5,0.1,0.0
08/08/2022 - 25,0.1,"2,134.9",825.0,8.0,"6,787.6",18.4,-0.1,0.2,"1,352.6","2,140.0",1.0,0.1,-0.1,"17,946.3","1,453.5",2.1,-0.2,-0.5,1.0,0.6,0.1,14.9,0.2,0.0,0.0,-0.4,64.9,0.2,0.0
08/08/2022 - 26,0.1,"2,169.8",821.7,2.6,"6,833.5",-0.1,-0.2,0.2,"1,360.7","2,103.4",0.8,0.1,-0.1,"17,667.7","1,465.1",2.1,-0.2,-0.5,11.2,0.6,-0.1,14.8,0.1,0.0,0.0,-0.5,54.3,0.0,0.0
