ICP-MS Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7Li (STDR),23Na (STDR),24Mg (STDR),27Al (STDR),29Si (STDR),31P (STDR),34S (STDR),35Cl (STDR),39K (STDR),44Ca (STDR),47Ti (STDR),51V (STDR),52Cr (STDR),54Fe (STDR),55Mn (STDR),59Co (STDR),60Ni (STDR),65Cu (STDR),66Zn (STDR),75As (STDR),78Se (STDR),88Sr (STDR),95Mo (STDR),107Ag (STDR),111Cd (STDR),120Sn (STDR),138Ba (STDR),208Pb (STDR),238U (STDR)
,Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppm),Y (ppm),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/05/2022 - 31,0.3,"2,129.8",702.5,29.9,"5,844.2",7.5,0.1,0.4,"1,166.6","1,481.8",0.7,0.2,0.1,213.6,38.2,0.1,0.1,0.3,12.0,0.2,0.2,9.9,0.2,0.0,0.0,0.1,13.5,0.3,0.0
05/05/2022 - 32,0.3,"2,124.2",686.5,13.0,"5,811.5",-1.2,0.0,0.2,"1,159.6","1,455.6",0.3,0.1,0.1,28.4,2.2,0.0,0.1,0.2,4.1,0.1,0.1,9.8,0.1,0.0,0.0,0.0,13.5,0.2,0.0
05/05/2022 - 33,0.3,"2,112.2",710.4,27.8,"5,840.4",5.0,0.0,0.1,"1,170.3","1,513.0",0.6,0.2,0.1,204.7,36.4,0.1,0.1,0.3,2.2,0.1,0.1,10.0,0.1,0.0,0.0,-0.1,13.9,0.2,0.0
05/05/2022 - 34,0.2,"2,108.0",692.1,14.9,"5,743.1",-1.1,0.0,0.1,"1,161.9","1,478.7",0.3,0.1,0.1,21.3,0.7,0.0,0.1,0.2,6.4,0.1,0.0,9.8,0.1,0.0,0.0,-0.1,12.7,0.3,0.0
05/05/2022 - 35,0.2,"2,120.6",721.3,37.1,"5,868.3",10.6,0.0,0.1,"1,181.5","1,566.4",0.7,0.2,0.1,348.5,83.2,0.2,0.1,0.4,5.2,0.1,0.1,10.4,0.1,0.0,0.0,-0.1,17.4,0.5,0.0
05/09/2022 - 1,0.4,"2,989.4","1,049.0",18.7,"7,222.2",11.7,0.5,-0.1,934.7,"2,385.9",0.6,0.1,0.2,350.1,28.2,0.1,0.1,1.2,4.9,0.1,0.1,15.0,0.1,0.0,0.0,-0.1,14.0,0.3,0.0
05/09/2022 - 2,0.4,"3,002.4","1,039.1",15.1,"7,165.4",0.1,0.4,-0.1,926.2,"2,361.8",0.4,0.1,0.1,118.4,3.3,0.0,0.1,0.9,10.4,0.1,-0.1,14.8,0.0,0.0,0.0,-0.2,13.1,0.2,0.0
05/09/2022 - 3,0.3,"2,963.5","1,043.1",17.9,"7,170.7",9.9,0.3,-0.1,933.8,"2,412.3",0.5,0.1,0.1,345.2,26.8,0.1,0.1,1.2,4.6,0.1,0.0,15.0,0.0,0.0,0.0,-0.2,13.9,0.2,0.0
