
Advanced Calibration Data
,Temperature,Cal Date, Tm, Tzs, Tb
,Pressure,Cal Date,m2,m1,m0,b2,b1,b0,Linear(a),Linear(b)
,Temperature,unknown,0.000000,0.00,0.000000
,Pressure,4-Jun-12 14:50:11,0.0000040000,-0.0002440000,1.0035119057,-0.0000720000,0.0041340003,0.0370159969,0.0000000000,1.0000000000

Field Calibration Data
,Temperature,Cal Date,Slope,Offset
,Pressure,Cal Date,Slope,Offset
,Temperature(degC),unknown,1.000000,0.000
,Pressure(psi),unknown,1.000000,0.0000

Sensor/File information
Sensor SN, 21204020 ,,Modbus Addr., 2 
Sensor Type,PT2X,,Initialized w/fw Rev,"2. 7"
Sensor Name,Barometric Pressure (2),,Uploaded,"Aqua4Plus 1.9.10"
File Name,FCR_BV_20201102,,Exported,"Aqua4Plus 1.9.10"
# Records,  4029 
Statistical Data,,Temperature(degC),Pressure(psi),
,Sensor Range,-40 - +125 degC,15 psia,
,Minimum,-2.31,13.618,
,Maximum,25.25,14.155,
,Mean,9.45,13.941,
,Variance,35.307,0.0098,
,Std Deviation,5.942,0.0992,
,,,,
,Field Cal Date,unknown,unknown,
Rec #,Date/Time,Temperature(degC),Pressure(psi)
1,2-Nov-20 14:22:21,10.00,13.952
2,2-Nov-20 14:37:21,10.06,13.954
3,2-Nov-20 14:52:21,10.31,13.956
4,2-Nov-20 15:07:21,10.31,13.957
5,2-Nov-20 15:22:21,10.25,13.957
6,2-Nov-20 15:37:21,9.88,13.956
7,2-Nov-20 15:52:21,9.50,13.962
8,2-Nov-20 16:07:21,9.13,13.960
9,2-Nov-20 16:22:21,8.75,13.958
10,2-Nov-20 16:37:21,8.44,13.957
11,2-Nov-20 16:52:21,8.19,13.957
12,2-Nov-20 17:07:21,7.94,13.957
13,2-Nov-20 17:22:21,7.63,13.960
14,2-Nov-20 17:37:21,7.31,13.959
15,2-Nov-20 17:52:21,7.13,13.959
16,2-Nov-20 18:07:21,6.88,13.959
17,2-Nov-20 18:22:21,6.69,13.962
18,2-Nov-20 18:37:21,6.56,13.965
19,2-Nov-20 18:52:21,6.44,13.965
20,2-Nov-20 19:07:21,6.25,13.964
21,2-Nov-20 19:22:21,6.19,13.963
22,2-Nov-20 19:37:21,6.00,13.964
23,2-Nov-20 19:52:21,5.94,13.958
24,2-Nov-20 20:07:21,5.88,13.957
25,2-Nov-20 20:22:21,5.75,13.958
26,2-Nov-20 20:37:21,5.63,13.959
27,2-Nov-20 20:52:21,5.50,13.959
28,2-Nov-20 21:07:21,5.31,13.957
29,2-Nov-20 21:22:21,5.19,13.957
30,2-Nov-20 21:37:21,5.13,13.957
31,2-Nov-20 21:52:21,4.94,13.959
32,2-Nov-20 22:07:21,4.81,13.958
33,2-Nov-20 22:22:21,4.44,13.959
34,2-Nov-20 22:37:21,4.00,13.962
35,2-Nov-20 22:52:21,3.56,13.963
36,2-Nov-20 23:07:21,3.19,13.964
37,2-Nov-20 23:22:21,2.81,13.963
38,2-Nov-20 23:37:21,2.50,13.964
39,2-Nov-20 23:52:21,2.31,13.963
40,3-Nov-20 00:07:21,2.44,13.962
41,3-Nov-20 00:22:21,2.63,13.964
42,3-Nov-20 00:37:21,2.69,13.966
43,3-Nov-20 00:52:21,2.69,13.966
44,3-Nov-20 01:07:21,2.69,13.968
45,3-Nov-20 01:22:21,2.75,13.967
46,3-Nov-20 01:37:21,2.81,13.966
47,3-Nov-20 01:52:21,3.19,13.967
48,3-Nov-20 02:07:21,3.56,13.969
49,3-Nov-20 02:22:21,3.75,13.970
50,3-Nov-20 02:37:21,3.88,13.967
51,3-Nov-20 02:52:21,4.00,13.962
52,3-Nov-20 03:07:21,4.13,13.963
53,3-Nov-20 03:22:21,4.19,13.965
54,3-Nov-20 03:37:21,4.44,13.964
55,3-Nov-20 03:52:21,4.69,13.964
56,3-Nov-20 04:07:21,4.75,13.962
57,3-Nov-20 04:22:21,4.88,13.962
58,3-Nov-20 04:37:21,4.94,13.965
59,3-Nov-20 04:52:21,5.06,13.969
60,3-Nov-20 05:07:21,5.13,13.968
61,3-Nov-20 05:22:21,5.13,13.972
62,3-Nov-20 05:37:21,5.06,13.976
63,3-Nov-20 05:52:21,5.00,13.969
64,3-Nov-20 06:07:21,5.13,13.963
65,3-Nov-20 06:22:21,5.25,13.955
66,3-Nov-20 06:37:21,5.44,13.954
67,3-Nov-20 06:52:21,5.63,13.957
68,3-Nov-20 07:07:21,5.69,13.957
69,3-Nov-20 07:22:21,5.75,13.957
70,3-Nov-20 07:37:21,5.88,13.959
71,3-Nov-20 07:52:21,6.13,13.966
72,3-Nov-20 08:07:21,6.31,13.975
73,3-Nov-20 08:22:21,6.38,13.975
74,3-Nov-20 08:37:21,7.56,13.974
75,3-Nov-20 08:52:21,10.00,13.978
76,3-Nov-20 09:07:21,11.19,13.976
77,3-Nov-20 09:22:21,12.13,13.979
78,3-Nov-20 09:37:21,12.19,13.981
79,3-Nov-20 09:52:21,13.19,13.982
80,3-Nov-20 10:07:21,13.50,13.980
81,3-Nov-20 10:22:21,14.25,13.982
82,3-Nov-20 10:37:21,15.06,13.983
83,3-Nov-20 10:52:21,15.69,13.982
84,3-Nov-20 11:07:21,15.63,13.982
85,3-Nov-20 11:22:21,15.88,13.981
86,3-Nov-20 11:37:21,16.00,13.983
87,3-Nov-20 11:52:21,15.44,13.978
88,3-Nov-20 12:07:21,14.63,13.978
89,3-Nov-20 12:22:21,14.38,13.974
90,3-Nov-20 12:37:21,14.38,13.970
91,3-Nov-20 12:52:21,14.50,13.969
92,3-Nov-20 13:07:21,14.56,13.970
93,3-Nov-20 13:22:21,14.63,13.968
94,3-Nov-20 13:37:21,14.94,13.969
95,3-Nov-20 13:52:21,15.50,13.970
96,3-Nov-20 14:07:21,15.94,13.969
97,3-Nov-20 14:22:21,16.56,13.968
98,3-Nov-20 14:37:21,16.94,13.969
99,3-Nov-20 14:52:21,17.38,13.970
100,3-Nov-20 15:07:21,17.69,13.971
101,3-Nov-20 15:22:21,17.63,13.972
102,3-Nov-20 15:37:21,17.31,13.974
103,3-Nov-20 15:52:21,17.00,13.972
104,3-Nov-20 16:07:21,16.63,13.973
105,3-Nov-20 16:22:21,16.13,13.971
106,3-Nov-20 16:37:21,15.88,13.978
107,3-Nov-20 16:52:21,15.44,13.977
108,3-Nov-20 17:07:21,14.56,13.981
109,3-Nov-20 17:22:21,13.56,13.983
110,3-Nov-20 17:37:21,12.81,13.983
111,3-Nov-20 17:52:21,12.44,13.987
112,3-Nov-20 18:07:21,11.94,13.990
113,3-Nov-20 18:22:21,11.31,13.995
114,3-Nov-20 18:37:21,10.88,13.997
115,3-Nov-20 18:52:21,11.19,13.999
116,3-Nov-20 19:07:21,10.81,14.002
117,3-Nov-20 19:22:21,10.19,14.004
118,3-Nov-20 19:37:21,9.69,14.006
119,3-Nov-20 19:52:21,9.31,14.004
120,3-Nov-20 20:07:21,9.06,14.005
121,3-Nov-20 20:22:21,8.75,14.004
122,3-Nov-20 20:37:21,8.63,14.007
123,3-Nov-20 20:52:21,8.56,14.009
