Date,Depth_m,Temp_C,Chla_ugL,Turb_NTU,Cond_uScm,Spec_Cond_uScm,DO_mgL,DO_pSat,PAR,Salinity,Descent Rate (m/s),Flag,CDOM_ugL,Phycoerythrin,Phycocyanin
2023-06-27T13:22:52Z,-0.117,24.8098,NA,NA,NA,NA,NA,NA,141.08,NA,0.074,0,NA,NA,NA
2023-06-27T13:22:52Z,-0.1,24.7574,NA,NA,NA,NA,NA,NA,142.35,NA,0.064,0,NA,NA,NA
2023-06-27T13:22:52Z,-0.087,24.7487,NA,NA,NA,NA,NA,NA,151.28,NA,0.054,0,NA,NA,NA
2023-06-27T13:22:52Z,-0.075,24.7855,NA,NA,NA,NA,NA,NA,153.26,NA,0.046,0,NA,NA,NA
2023-06-27T13:22:52Z,-0.064,24.8513,NA,NA,NA,NA,NA,NA,140.65,NA,0.039,0,NA,NA,NA
2023-06-27T13:22:52Z,-0.055,24.9266,NA,NA,NA,NA,NA,NA,135.23,NA,0.034,0,NA,NA,NA
2023-06-27T13:22:52Z,-0.047,24.999,NA,NA,NA,NA,NA,NA,135.94,NA,0.03,0,NA,NA,NA
2023-06-27T13:22:52Z,-0.041,25.0624,NA,NA,NA,NA,NA,NA,143.15,NA,0.028,0,NA,NA,NA
2023-06-27T13:22:52Z,-0.036,25.1144,NA,NA,NA,NA,NA,NA,140.5,NA,0.028,0,NA,NA,NA
2023-06-27T13:22:52Z,-0.03,25.1543,NA,NA,NA,NA,NA,NA,138.53,NA,0.03,0,NA,NA,NA
2023-06-27T13:22:52Z,-0.023,25.1833,NA,NA,NA,NA,NA,NA,139.26,NA,0.033,0,NA,NA,NA
2023-06-27T13:22:52Z,-0.014,25.2039,NA,NA,NA,NA,NA,NA,131.66,NA,0.036,0,NA,NA,NA
2023-06-27T13:22:52Z,-0.003,25.2182,NA,NA,NA,NA,NA,NA,126.17,NA,0.038,0,NA,NA,NA
2023-06-27T13:22:52Z,0.052,25.2388,2.2153,20.3633,46.226308,45.988,9.4523,108.799,99.369,2.438844793935715,0.017,0,6.03,0.3834,15.6087
2023-06-27T13:22:52Z,0.056,25.2452,2.1962,20.4384,46.246275,46.009,9.3323,107.371,98.36,2.4396927758438127,0.014,0,6.03,0.3834,15.6087
2023-06-27T13:22:52Z,0.059,25.2502,2.2039,20.9946,46.270746,46.035,9.2043,106.147,95.953,2.4408960027488336,0.012,0,6.03,0.3834,15.6087
