Date,Depth_m,Temp_C,CDOM_ugL,Chla_ugL,Phycoerythrin,Phycocyanin,Turb_NTU,Cond_uScm,Spec_Cond_uScm,DO_mgL,DO_pSat,PAR,Salinity,Descent Rate (m/s),Flag
2023-06-27T15:03:14Z,-0.064,23.214,7.02,3.2567,0.426,19.8387,23.2791,47.221073,49.055,14.9171,174.488,73.961,2.73050443425235,0.022,0
2023-06-27T15:03:14Z,-0.059,23.1777,7.02,3.2415,0.426,19.8387,23.219,47.247678,49.08,14.9082,174.864,66.461,2.7341895947696213,0.017,0
2023-06-27T15:03:14Z,-0.055,23.1515,6.84,3.2758,0.426,18.6543,23.3242,47.290116,49.107,14.9023,175.334,63.773,2.7373843198252295,0.013,0
2023-06-27T15:03:14Z,-0.053,23.1337,6.84,3.1843,0.426,18.6543,21.1749,47.341869,49.131,14.9087,175.828,63.524,2.739892663499673,0.009,0
2023-06-27T15:03:14Z,-0.052,23.1248,6.84,3.2033,0.426,18.6543,21.1298,47.396924,49.155,14.9297,176.284,64.849,2.741860222752548,0.006,0
2023-06-27T15:03:14Z,-0.051,23.1277,6.84,3.1576,0.426,18.6543,21.1599,47.432315,49.16,14.961,176.66,67.495,2.741980348058153,0.006,0
2023-06-27T15:03:14Z,-0.051,23.1448,6.84,3.1881,0.3834,18.5697,21.0397,47.427756,49.134,14.9963,176.928,74.347,2.739394664520278,0.008,0
2023-06-27T15:03:14Z,-0.05,23.1732,6.84,3.1766,0.3834,18.5697,21.731,47.389959,49.089,15.0305,177.062,87.831,2.734996628717604,0.012,0
2023-06-27T15:03:14Z,-0.047,23.206,6.84,3.1995,0.3834,18.5697,21.8513,47.332626,49.04,15.0601,177.023,85.775,2.7301000466844423,0.018,0
2023-06-27T15:03:14Z,-0.042,23.2365,6.84,3.1919,0.3834,18.5697,21.6559,47.266229,48.997,15.0836,176.788,78.005,2.725704840489588,0.026,0
2023-06-27T15:03:14Z,-0.034,23.2574,6.84,3.1805,0.3834,18.5697,21.9264,47.196839,48.963,15.1005,176.378,73.56,2.7224278200723875,0.034,0
2023-06-27T15:03:14Z,-0.024,23.2635,6.84,3.4856,0.3834,19.2465,23.4896,47.119823,48.93,15.1102,175.852,73.848,2.7201059204146376,0.042,0
2023-06-27T15:03:14Z,-0.012,23.253,6.84,3.478,0.3834,19.2465,23.5948,47.014641,48.875,15.1098,175.3,70.723,2.7174837038126345,0.05,0
2023-06-27T15:03:14Z,0.002,23.2273,6.84,3.4894,0.3834,19.2465,23.5647,46.849278,48.76,15.097,174.818,65.529,2.7122235510480257,0.057,0
2023-06-27T15:03:14Z,0.018,23.1899,6.84,3.5162,0.3834,19.2465,23.3693,46.583597,48.542,15.0726,174.489,55.481,2.7015591343340257,0.063,0
2023-06-27T15:03:14Z,0.035,23.1433,6.84,4.8856,0.426,19.4157,20.8893,46.170529,48.175,15.0409,174.349,51.418,2.68259873864169,0.069,0
2023-06-27T15:03:14Z,0.054,23.0895,6.84,4.8704,0.426,19.4157,20.8593,45.573239,47.626,15.009,174.344,48.837,2.6532454298321775,0.075,0
2023-06-27T15:03:14Z,0.073,23.0321,6.84,4.8895,0.426,19.4157,20.9044,44.808806,46.913,14.984,174.316,47.117,2.6143343430508135,0.081,0
2023-06-27T15:03:14Z,0.094,22.9727,6.84,4.8589,0.426,19.4157,20.8743,43.994371,46.157,14.9728,174.045,47.168,2.5729370436148624,0.086,0
2023-06-27T15:03:14Z,0.116,22.9077,6.75,4.8818,0.426,18.4005,19.6268,43.271375,45.502,14.9793,173.279,42.7,2.537791971948653,0.092,0
2023-06-27T15:03:14Z,0.141,22.8318,6.75,4.8818,0.426,18.4005,19.717,42.704579,45.012,15.0003,171.758,35.062,2.5129893819070244,0.096,0
2023-06-27T15:03:14Z,0.168,22.7427,6.75,4.8742,0.426,18.4005,19.7921,42.273593,44.659,15.0232,169.25,32.543,2.497002189188504,0.1,0
2023-06-27T15:03:14Z,0.195,22.6423,6.75,4.9047,0.426,18.4005,19.6869,41.897161,44.353,15.0281,165.66,27.47,2.48438681408614,0.101,0
2023-06-27T15:03:14Z,0.221,22.5339,6.66,3.6954,0.3834,16.7931,17.207,41.502633,44.02,14.9924,161.134,25.359,2.4705522003164395,0.101,0
2023-06-27T15:03:14Z,0.247,22.4227,6.66,3.6878,0.3834,16.7931,17.1318,41.062064,43.637,14.8916,156.038,23.831,2.4538221614209457,0.099,0
2023-06-27T15:03:14Z,0.273,22.3164,6.66,3.6726,0.3834,16.7931,17.0116,40.600603,43.236,14.7031,150.828,21.522,2.4356719886985783,0.096,0
2023-06-27T15:03:14Z,0.297,22.2195,6.66,3.6649,0.3834,16.7931,17.0717,40.185366,42.887,14.4172,145.901,19.958,2.4200533184284674,0.092,0
2023-06-27T15:03:14Z,0.32,22.1288,6.66,3.3636,0.3834,16.7931,14.0957,39.854193,42.624,14.047,141.528,18.577,2.409204178278602,0.089,0
2023-06-27T15:03:14Z,0.342,22.0376,6.3,3.3864,0.3834,14.6358,14.0206,39.562345,42.391,13.6261,137.826,17.752,2.4001464209909407,0.086,0
2023-06-27T15:03:14Z,0.363,21.9409,6.3,3.3788,0.3834,14.6358,13.9454,39.228033,42.103,13.1953,134.76,16.632,2.388036255345957,0.083,0
2023-06-27T15:03:14Z,0.383,21.839,6.3,3.3674,0.3834,14.6358,14.0356,38.813609,41.732,12.7894,132.168,15.633,2.371147242430439,0.08,0
2023-06-27T15:03:14Z,0.403,21.7401,6.3,2.9478,0.3834,14.6358,14.4865,38.357122,41.331,12.4301,129.826,15.145,2.3522167365296727,0.079,0
2023-06-27T15:03:14Z,0.423,21.653,6.12,2.9401,0.2982,13.113,14.5015,37.938882,40.99,12.1259,127.506,14.344,2.336221377633222,0.078,0
2023-06-27T15:03:14Z,0.442,21.5747,6.12,2.9287,0.2982,13.113,14.4865,37.548372,40.689,11.8745,125.02,13.824,2.322132381299217,0.078,0
2023-06-27T15:03:14Z,0.462,21.4922,6.12,2.9516,0.2982,13.113,14.5166,37.142852,40.372,11.6649,122.253,12.607,2.3072502886668067,0.078,0
2023-06-27T15:03:14Z,0.482,21.3909,6.12,2.5777,0.2982,13.113,11.1649,36.780555,40.1,11.4806,119.194,11.493,2.2960391504216635,0.078,0
2023-06-27T15:03:14Z,0.503,21.2663,5.94,2.5586,0.2556,12.69,11.1198,36.487664,39.896,11.3024,115.893,10.763,2.290140782458153,0.078,0
2023-06-27T15:03:14Z,0.523,21.1292,5.94,2.5434,0.2556,12.69,11.1949,36.229644,39.718,11.1113,112.401,9.9723,2.2864499222140955,0.077,0
2023-06-27T15:03:14Z,0.542,20.9891,5.94,2.5739,0.2556,12.69,11.1348,36.012945,39.572,10.8948,108.746,9.3045,2.284850587139698,0.076,0
2023-06-27T15:03:14Z,0.561,20.85,5.94,2.3259,0.2556,12.69,9.1508,35.849099,39.466,10.6509,104.987,8.9456,2.285642394760532,0.074,0
2023-06-27T15:03:14Z,0.58,20.7189,5.94,2.3069,0.2556,12.69,8.9554,35.710254,39.369,10.3825,101.267,8.3031,2.286566394492941,0.072,0
2023-06-27T15:03:14Z,0.598,20.5997,5.49,2.3298,0.213,10.4058,9.0606,35.561364,39.25,10.0934,97.772,7.7437,2.2855017790269083,0.071,0
2023-06-27T15:03:14Z,0.616,20.4947,5.49,2.3336,0.213,10.4058,9.0606,35.390452,39.108,9.7856,94.664,7.3056,2.2822522609684097,0.069,0
2023-06-27T15:03:14Z,0.633,20.4101,5.49,2.1238,0.213,10.4058,7.6478,35.207397,38.961,9.4635,92.047,6.9873,2.27759835004678,0.068,0
2023-06-27T15:03:14Z,0.65,20.346800000000002,5.49,2.1428,0.213,10.4058,7.6478,35.052503,38.858,9.14,89.953,6.6712,2.2745381154098694,0.067,0
2023-06-27T15:03:14Z,0.667,20.2948,5.22,2.1276,0.1704,7.3602,7.6027,34.959719,38.828,8.834,88.314,6.3048,2.275414425260679,0.066,0
2023-06-27T15:03:14Z,0.683,20.2413,5.22,2.1314,0.1704,7.3602,7.5576,34.906281,38.838,8.5624,86.955,5.9416,2.2788626009923845,0.065,0
2023-06-27T15:03:14Z,0.7,20.1769,5.22,2.3336,0.1704,7.3602,6.1448,34.868032,38.86,8.3365,85.61,5.6495,2.283644780533963,0.066,0
2023-06-27T15:03:14Z,0.716,20.0985,5.22,2.3221,0.1704,7.3602,6.1748,34.856558,38.918,8.1596,84,5.4352,2.2914352020090716,0.066,0
2023-06-27T15:03:14Z,0.733,20.0139,5.04,2.3183,0.1704,5.5413,6.1899,34.874739,39.02,8.0244,81.939,5.3137,2.3023404064274375,0.068,0
2023-06-27T15:03:14Z,0.75,19.9347,5.04,2.3107,0.1704,5.5413,6.2049,34.909595,39.153,7.9133,79.328,5.2063,2.314941932086541,0.069,0
2023-06-27T15:03:14Z,0.768,19.8598,5.04,3.0546,0.1704,5.5413,5.243,34.960516,39.31,7.8022,76.057,4.7244,2.328865964970852,0.07,0
2023-06-27T15:03:14Z,0.786,19.779,5.04,3.0584,0.1704,5.5413,5.2129,35.033154,39.489,7.6672,71.998,4.2223,2.3445499198569,0.072,0
2023-06-27T15:03:14Z,0.805,19.6854,4.86,3.0431,0.1278,4.0185,5.2129,35.12311,39.68,7.4924,67.093,3.8692,2.361760664854908,0.072,0
