Reservoir,Site,Site_abc,DateTime,Discharge_cms,Method 
CCR,400,TCT,8/5/2020 13:24,0.002921122,Bucket_Volumetric
CCR,400,TCT,8/19/2020 15:27,0.002859901,Bucket_Volumetric
CCR,400,CCT,9/23/2020 12:00,0.000924602,Bucket_Volumetric
CCR,400,TCT,9/23/2020 12:00,0.003840935,Bucket_Volumetric
CCR,400,TCT,7/14/2021 12:14,0.002680434,Bucket_Volumetric
CCR,301,SMB,9/23/2021 18:20,0.897434586,V
CCR,500,CCT,9/23/2021 19:00,3.260213591,V
