"Num","Date","Start","End","Gas","Slope","R2","Ta","Flux","Reservoir","Site","Date_real","Time"
1,"2001-12-31","19:06:29","19:10:28","CO2",0.216,0.98,18.13,1.3,"FCR",50,"2025-10-27","11:01"
1,"2001-12-31","19:06:29","19:10:28","CH4",0,0.95,18.13,0,"FCR",50,"2025-10-27","11:01"
