"Num","Date","Start","End","Gas","Slope","R2","Ta","Flux","Reservoir","Site","Date_real","Time"
1,"2001-12-31","19:04:34","19:08:33","CO2",0.475,0.79,34.65,2.704,"FCR",199.8,"25-07-31","11:33"
1,"2001-12-31","19:04:34","19:08:33","CH4",0.072,0.96,34.65,0.41,"FCR",199.8,"25-07-31","11:33"
