"Num","Date","Start","End","Gas","Slope","R2","Ta","Flux","Reservoir","Site","Date_real","Time"
1,"2001-12-31","19:05:28","19:09:27","CO2",0.346,0.98,23.75,2.042,"FCR",50,2025-11-03,"12:20"
2,"2001-12-31","19:11:07","19:15:06","CO2",0.468,0.93,24.24,2.758,"FCR",50,2025-11-03,"12:20"
1,"2001-12-31","19:05:28","19:09:27","CH4",0,0.93,23.75,0,"FCR",50,2025-11-03,"12:20"
2,"2001-12-31","19:11:07","19:15:06","CH4",0,0.92,24.24,0,"FCR",50,2025-11-03,"12:20"
