"Num","Date","Start","End","Gas","Slope","R2","Ta","Flux","Reservoir","Site","Date_real","Time"
1,"2001-12-31","19:07:00","19:10:59","CO2",0.073,0.99,27.76,0.425,"FCR",50,2025-08-04,"11:17"
2,"2001-12-31","19:14:15","19:18:14","CO2",0.072,0.98,28.98,0.418,"FCR",50,2025-08-04,"11:17"
1,"2001-12-31","19:07:00","19:10:59","CH4",0.001,0.99,27.76,0.006,"FCR",50,2025-08-04,"11:17"
2,"2001-12-31","19:14:15","19:18:14","CH4",0.001,0.98,28.98,0.006,"FCR",50,2025-08-04,"11:17"
