"Num","Date","Start","End","Gas","Slope","R2","Ta","Flux","Reservoir","Site","Date_real","Time"
1,"2001-12-31","19:07:09","19:11:08","CO2",0.013,0.92,22.74,0.077,"FCR",50,2025-04-28,"11:25"
2,"2001-12-31","19:14:49","19:18:48","CO2",0.019,0.96,23.75,0.112,"FCR",50,2025-04-28,"11:25"
1,"2001-12-31","19:07:09","19:11:08","CH4",0.001,0.99,22.74,0.006,"FCR",50,2025-04-28,"11:25"
2,"2001-12-31","19:14:49","19:18:48","CH4",0.002,0.99,23.75,0.012,"FCR",50,2025-04-28,"11:25"
