"Num","Date","Start","End","Gas","Slope","R2","Ta","Flux","Reservoir","Site","Date_real","Time"
1,"2001-12-31","19:06:20","19:10:18","CO2",0.466,0.99,20.54,2.781,"FCR",50,2025-10-20,"10:02"
2,"2001-12-31","19:14:29","19:18:28","CO2",0.594,0.99,20.79,3.541,"FCR",50,2025-10-20,"10:02"
1,"2001-12-31","19:06:20","19:10:18","CH4",0,0.99,20.54,0,"FCR",50,2025-10-20,"10:02"
2,"2001-12-31","19:14:29","19:18:28","CH4",0,0.99,20.79,0,"FCR",50,2025-10-20,"10:02"
