"Num","Date","Start","End","Gas","Slope","R2","Ta","Flux","Reservoir","Site","Date_real","Time"
1,"2001-12-31","19:05:47","19:09:46","CO2",0.007,0.76,18.88,0.042,"FCR",50,2025-03-24,"11:20"
2,"2001-12-31","19:13:27","19:17:26","CO2",0.004,0.57,19.05,0.024,"FCR",50,2025-03-24,"11:20"
1,"2001-12-31","19:05:47","19:09:46","CH4",0,0.98,18.88,0,"FCR",50,2025-03-24,"11:20"
2,"2001-12-31","19:13:27","19:17:26","CH4",0,0.98,19.05,0,"FCR",50,2025-03-24,"11:20"
