"Num","Date","Start","End","Gas","Slope","R2","Ta","Flux","Reservoir","Site","Date_real","Time"
1,"2001-12-31","19:04:30","19:08:29","CO2",-0.024,0.97,28.07,-0.14,"FCR",50,25-03-31,"14:20"
2,"2001-12-31","19:11:50","19:15:49","CO2",-0.015,0.81,29.06,-0.087,"FCR",50,25-03-31,"14:20"
1,"2001-12-31","19:04:30","19:08:29","CH4",0.001,0.99,28.07,0.006,"FCR",50,25-03-31,"14:20"
2,"2001-12-31","19:11:50","19:15:49","CH4",0.001,0.83,29.06,0.006,"FCR",50,25-03-31,"14:20"
