"Num","Date","Start","End","Gas","Slope","R2","Ta","Flux","Reservoir","Site","Date_real","Time"
1,"2001-12-31","19:07:30","19:11:29","CO2",0.262,0.98,22.67,1.552,"FCR",50,2025-10-13,"11:55"
2,"2001-12-31","19:14:03","19:18:02","CO2",0.165,0.99,23.96,0.973,"FCR",50,2025-10-13,"11:55"
1,"2001-12-31","19:07:30","19:11:29","CH4",0.001,0.99,22.67,0.006,"FCR",50,2025-10-13,"11:55"
2,"2001-12-31","19:14:03","19:18:02","CH4",0,0.99,23.96,0,"FCR",50,2025-10-13,"11:55"
