"Num","Date","Start","End","Gas","Slope","R2","Ta","Flux","Reservoir","Site","Date_real","Time"
1,"2001-12-31","19:05:13","19:09:12","CO2",0.004,0.47,24.28,0.024,"FCR",50,25-04-14,"11:40"
2,"2001-12-31","19:13:13","19:17:12","CO2",0.004,0.51,25.97,0.023,"FCR",50,25-04-14,"11:40"
1,"2001-12-31","19:05:13","19:09:12","CH4",0.002,0.98,24.28,0.012,"FCR",50,25-04-14,"11:40"
2,"2001-12-31","19:13:13","19:17:12","CH4",0.002,0.97,25.97,0.012,"FCR",50,25-04-14,"11:40"
