"Num","Date","Start","End","Gas","Slope","R2","Ta","Flux","Reservoir","Site","Date_real","Time"
1,"2001-12-31","19:06:20","19:10:19","CO2",-0.021,0.97,24.68,-0.124,"FCR",50,2025-09-01,"09:40"
2,"2001-12-31","19:13:36","19:17:35","CO2",-0.016,0.95,25.59,-0.094,"FCR",50,2025-09-01,"09:40"
1,"2001-12-31","19:06:20","19:10:19","CH4",0,0.99,24.68,0,"FCR",50,2025-09-01,"09:40"
2,"2001-12-31","19:13:36","19:17:35","CH4",0,0.98,25.59,0,"FCR",50,2025-09-01,"09:40"
