"Num","Date","Start","End","Gas","Slope","R2","Ta","Flux","Reservoir","Site","Date_real","Time"
1,"2001-12-31","19:08:05","19:12:04","CO2",-0.005,0.67,29.46,-0.029,"FCR",50,2025-07-21,"10:55"
2,"2001-12-31","19:16:36","19:20:35","CO2",-0.006,0.63,31.17,-0.035,"FCR",50,2025-07-21,"10:55"
1,"2001-12-31","19:08:05","19:12:04","CH4",0,0.98,29.46,0,"FCR",50,2025-07-21,"10:55"
2,"2001-12-31","19:16:36","19:20:35","CH4",0,0.99,31.17,0,"FCR",50,2025-07-21,"10:55"
