"Num","Date","Start","End","Gas","Slope","R2","Ta","Flux","Reservoir","Site","Date_real","Time"
1,"2001-12-31","19:14:33","19:18:32","CO2",-0.001,0.02,21.44,-0.006,"FCR",50,2025-04-07,""
2,"2001-12-31","19:24:57","19:28:56","CO2",-0.003,0.45,21.57,-0.018,"FCR",50,2025-04-07,""
1,"2001-12-31","19:14:33","19:18:32","CH4",0,0.87,21.44,0,"FCR",50,2025-04-07,""
2,"2001-12-31","19:24:57","19:28:56","CH4",0,0.92,21.57,0,"FCR",50,2025-04-07,""
