"Num","Date","Start","End","Gas","Slope","R2","Ta","Flux","Reservoir","Site","Date_real","Time"
1,"2001-12-31","19:11:16","19:15:14","CO2",0.215,0.96,13.62,1.314,"FCR",50,"25-11-10","9:54"
1,"2001-12-31","19:11:16","19:15:14","CH4",0,0.92,13.62,0,"FCR",50,"25-11-10","9:54"
