"Num","Date","Start","End","Gas","Slope","R2","Ta","Flux","Reservoir","Site","Date_real","Time"
1,"2001-12-31","19:05:17","19:09:15","CO2",-0.048,0.97,25.4,-0.282,"FCR",50,2025-09-29,"11:27"
2,"2001-12-31","19:10:59","19:14:58","CO2",-0.048,0.98,26.42,-0.281,"FCR",50,2025-09-29,"11:27"
1,"2001-12-31","19:05:17","19:09:15","CH4",0.001,0.94,25.4,0.006,"FCR",50,2025-09-29,"11:27"
2,"2001-12-31","19:10:59","19:14:58","CH4",0.001,0.95,26.42,0.006,"FCR",50,2025-09-29,"11:27"
