Reservoir,Site,DateTime,Depth_m,Chla_ugL,Pheo_ugL,Flag_Chla_ugL,Flag_Pheo_ugL
CCR,5,2021-06-09 12:00:00,0.1,0.95,0.3,0,0
CCR,4,2021-06-09 12:00:00,0.1,0.73,0.4,0,0
CCR,3,2021-06-09 12:00:00,0.1,0.73,0.2,0,0
CCR,2,2021-06-09 12:00:00,0.1,1.07,0.3,0,0
CCR,5,2021-06-09 12:00:00,0.1,3.13,0.2,0,0
CCR,1,2021-06-09 12:00:00,0.1,0.84,0.5,0,0
CCR,50,2021-06-09 12:00:00,0.1,0.95,0.5,0,0
BVR,50,2021-06-15 12:00:00,1.6,2.373028571,-0.075282286,0,4
FCR,50,2021-06-15 12:00:00,1.6,24.71222857,-0.851017143,0,4
SNP,50,2021-06-16 12:00:00,1,0.29,0.3,0,0
FCR,50,2021-06-21 12:00:00,1.6,47.92426667,-0.496426667,0,4
SNP,50,2021-06-23 12:00:00,1,0.54,0.2,0,0
SNP,50,2021-06-23 12:00:00,1,0.63,0.2,0,0
BVR,50,2021-06-28 12:00:00,1.6,4.5824,-0.340406857,0,4
BVR,50,2021-06-28 12:00:00,1.6,4.091428571,-0.026185143,0,4
FCR,50,2021-06-28 12:00:00,1.6,42.19626667,0.282581333,0,4
SNP,50,2021-06-30 12:00:00,1,0.63,0.2,0,0
SNP,50,2021-07-07 12:00:00,1,0.54,0.2,0,0
SNP,50,2021-07-07 12:00:00,1,0.54,0.4,0,0
FCR,50,2021-07-07 12:00:00,1.6,4.58,1.5,0,0
FCR,50,2021-07-07 12:00:00,1.6,4.58,2.7,0,0
FCR,50,2021-07-12 12:00:00,1.6,6.87,4.9,0,0
SNP,50,2021-07-15 12:00:00,9,1.75,0.4,0,0
SNP,50,2021-07-15 12:00:00,1,0.51,0.4,0,0
SNP,50,2021-07-20 12:00:00,1,0.75,0,0,4
SNP,50,2021-07-20 12:00:00,1,0.54,0.2,0,0
FCR,50,2021-07-21 12:00:00,1.6,12.89,-1.9,0,4
BVR,50,2021-07-21 12:00:00,1.6,4.47,0.2,0,4
BVR,50,2021-07-26 12:00:00,1.6,5.38,0.9,0,0
BVR,50,2021-07-26 12:00:00,1.6,6.19,0.9,0,0
FCR,50,2021-07-26 12:00:00,1.6,8.59,1.2,0,0
FCR,50,2021-08-02 12:00:00,1.6,3.87,1.3,0,0
FCR,50,2021-08-02 12:00:00,1.6,3.87,0.4,0,4
BVR,50,2021-08-09 12:00:00,1.6,12.89,1.5,0,0
FCR,50,2021-08-09 12:00:00,1.6,13.32,0.5,0,4
FCR,50,2021-08-16 12:00:00,1.6,5.87,1.3,0,0
BVR,50,2021-08-24 12:00:00,1.6,8.82,0.7,0,0
FCR,50,2021-08-24 12:00:00,1.6,4.35,0.4,0,0
BVR,50,2021-08-24 12:00:00,1.6,13.17,0.5,0,0
FCR,50,2021-09-06 12:00:00,1.6,3.32,0.5,0,0
BVR,50,2021-09-06 12:00:00,1.6,15.04,0.6,0,0
FCR,50,2021-09-14 12:00:00,1.6,5.73,1.3,0,0
FCR,50,2021-09-14 12:00:00,1.6,4.7,0.3,0,4
FCR,50,2021-09-21 12:00:00,1.6,5.04,0.5,0,0
FCR,50,2021-09-21 12:00:00,1.6,5.73,1,0,0
FCR,50,2021-10-04 12:00:00,1.6,3.32,1.2,0,0
FCR,50,2021-10-04 12:00:00,1.6,3.32,2.5,0,0
FCR,50,2021-10-11 12:00:00,1.6,12.03,2.7,0,0
FCR,50,2021-10-11 12:00:00,1.6,12.72,2.5,0,0
BVR,50,2021-10-12 12:00:00,1.6,11.89,2.1,0,0
FCR,50,2021-10-18 12:00:00,1.6,11,3.3,0,0
SNP,50,2021-10-20 12:00:00,0.1,1.03,0.2,0,0
SNP,40,2021-10-20 12:00:00,0.1,4.12,1.2,0,0
FCR,50,2021-10-25 12:00:00,1.6,12.37,1.9,0,0
BVR,50,2021-10-26 12:00:00,1.6,8.45,3.7,0,0
BVR,50,2021-10-26 12:00:00,1.6,7.59,4,0,0
FCR,50,2021-10-31 12:00:00,1.6,6.19,1.2,0,0
FCR,50,2021-11-03 12:00:00,1.6,16.19,4.8,0,0
FCR,50,2021-11-03 12:00:00,1.6,17.18,3.5,0,0
FCR,50,2021-11-08 12:00:00,1.6,21.19,4.1,0,0
BVR,50,2021-11-09 12:00:00,1.6,7.16,3.2,0,0
BVR,50,2021-12-06 12:00:00,1.6,16.61,1.4,0,0
BVR,50,2021-12-06 12:00:00,1.6,42.39,-42.3,0,4
FCR,50,2021-12-06 12:00:00,1.6,55.7,1.9,0,0
FCR,50,2022-03-17 12:00:00,1.6,6.0144,1.409088,0,0
FCR,50,2022-04-12 12:00:00,1.6,5.37,1.125552,0,0
BVR,50,2022-04-12 12:00:00,1.6,4.8688,2.657792,0,0
FCR,50,2022-04-19 12:00:00,1.6,8.3772,1.520784,0,0
FCR,50,2022-05-02 12:00:00,1.6,11.1696,1.048224,5,5
BVR,50,2022-05-02 12:00:00,1.6,1.8616,1.334624,0,0
BVR,50,2022-05-09 12:00:00,1.6,4.0454,1.264456,5,5
FCR,50,2022-05-09 12:00:00,1.6,9.18866666666665,1.34512533333334,5,5
BVR,50,2022-05-23 12:00:00,1.6,10.5252,0.919343999999999,0,0
FCR,50,2022-05-23 12:00:00,1.6,30.5493333333333,-0.305493333333339,0,4
FCR,50,2022-05-31 12:00:00,1.6,29.4037333333333,-0.809557333333334,0,4
FCR,50,2022-06-07 12:00:00,1.6,97.6624,-3.21913600000001,0,4
FCR,50,2022-06-07 12:00:00,1.6,91.3616,-2.27974400000002,0,4
FCR,50,2022-06-13 12:00:00,1.6,54.1296,-2.990016,0,4
BVR,50,2022-06-13 12:00:00,1.6,39.7618666666666,-0.926026666666669,5,45
BVR,50,2022-06-20 12:00:00,1.6,55.2752,-2.07353600000001,0,4
FCR,50,2022-06-20 12:00:00,1.6,60.4304,-1.86732800000001,0,4
BVR,50,2022-06-27 12:00:00,1.6,70.168,-2.53177599999999,0,4
FCR,50,2022-06-27 12:00:00,1.6,67.7813333333334,-0.832469333333349,0,4
BVR,50,2022-07-05 12:00:00,1.6,23.1029333333333,1.36708266666666,5,5
BVR,50,2022-07-11 12:00:00,1.6,6.49173333333334,3.54372266666666,0,0
FCR,50,2022-07-11 12:00:00,1.6,54.0341333333333,2.60433066666667,0,0
BVR,50,2022-07-18 12:00:00,1.6,4.20053333333333,1.71076266666667,0,0
FCR,50,2022-07-18 12:00:00,1.6,26.5397333333333,2.46685866666666,0,0
FCR,50,2022-07-25 12:00:00,1.6,11.7424,0.630079999999995,0,4
BVR,50,2022-07-25 12:00:00,1.6,4.77333333333333,0.313130666666668,0,4
BVR,50,2022-08-01 12:00:00,1.6,11.1696,2.027712,0,0
FCR,50,2022-08-01 12:00:00,1.6,12.2197333333333,1.52746666666667,0,0
BVR,50,2022-08-08 12:00:00,1.6,8.21013333333333,2.44394666666666,5,5
FCR,50,2022-08-08 12:00:00,1.6,8.78293333333334,3.72701866666666,0,0
FCR,50,2022-08-18 12:00:00,1.6,7.06453333333334,1.93988266666667,5,5
BVR,50,2022-08-18 12:00:00,1.6,5.34613333333334,1.80241066666666,0,0
BVR,50,2022-08-22 12:00:00,3,50.12,8.44307199999999,0,0
BVR,50,2022-08-22 12:00:00,1.6,3.62773333333333,1.45873066666667,0,0
FCR,50,2022-08-22 12:00:00,1.6,6.49173333333333,3.13130666666667,0,0
FCR,50,2022-08-29 12:00:00,1.6,4.77333333333333,1.13796266666667,0,0
FCR,50,2022-09-05 12:00:00,1.6,7.1958,1.928904,0,0
BVR,50,2022-09-05 12:00:00,1.6,5.6922,1.112664,0,0
FCR,50,2022-09-13 12:00:00,1.6,6.086,2.16232,0,0
FCR,50,2022-09-19 12:00:00,1.6,8.78293333333333,2.90218666666667,0,0
BVR,50,2022-09-19 12:00:00,1.6,9.92853333333333,1.75658666666667,0,0
FCR,50,2022-09-26 12:00:00,1.6,9.54666666666668,2.99765333333333,5,5
FCR,50,2022-10-03 12:00:00,1.6,13.3176,2.766624,0,0
FCR,50,2022-10-11 12:00:00,1.6,10.2626666666667,3.41579733333333,5,5
BVR,50,2022-10-11 12:00:00,1.6,6.49173333333333,0.244394666666667,0,4
FCR,50,2022-10-17 12:00:00,1.6,10.4058666666667,2.65397333333333,0,0
BVR,50,2022-10-24 12:00:00,1.6,6.6588,1.692624,0,0
FCR,50,2022-10-24 12:00:00,1.6,6.96906666666667,2.17282133333333,0,0
FCR,50,2022-11-08 12:00:00,1.6,17.0408,3.78620799999999,0,0
BVR,50,2022-11-08 12:00:00,1.6,8.4488,0.624352000000001,0,0
BVR,50,2022-11-16 12:00:00,1.6,3.2936,1.242976,0,0
FCR,50,2022-11-16 12:00:00,1.6,18.4489333333334,2.20623466666666,5,5
FCR,50,2022-11-28 12:00:00,1.6,17.0408,2.961376,0,0
BVR,50,2022-11-28 12:00:00,1.6,3.58,0.956575999999997,0,0
FCR,50,2022-12-12 12:00:00,1.6,9.91384615384616,1.88759630769231,0,0
BVR,50,2022-12-16 12:00:00,1.6,7.27456,0.8087936,0,0
