attributeName	code	definition
ColumnNumber	2	Column number for the the WVWA pressure sensor(WVWA_Pressure_psi); corresponds with ColumnNumber 2 and FlagColumn 10
ColumnNumber	5	Column number for the  the WVWA flow measurment (WVWA_Flow_cms); corresponds with ColumnNumber 5 and FlagColumn 13
ColumnNumber	7	Column number for the pressure reading (VT_Pressure_psia) from the VT pressure sensor; corresponds to ColumnNumber 7 and FlagColumn 15
ColumnNumber	8	Column number for the flow measurement (VT_Flow_cms) with the VT pressure sensor; corresponds to ColumnNumber 8 and FlagColumn 16
ColumnNumber	c(2:6)	Column number for the WVWA sensors ( WVWA_Pressure_psi, WVWA_Baro_pressure_psi, WVWA_Pressure_psia, WVWA_Flow_cms, WVWA_Temp_C); corresponds to ColumnNumber c(2:6) and Flag Column c(10:14)
ColumnNumber	c(2:9)	Column number for all observations ( WVWA_Pressure_psi, WVWA_Baro_pressure_psi, WVWA_Pressure_psia, WVWA_Flow_cms, WVWA_Temp_C, VT_Pressure_psia, VT_Flow_cms, VT_Temp_C); corresponds to ColumnNumber c(2:9) and Flag Column c(10:17)
ColumnNumber	c(3:5)	Column number for the WVWA pressure reading (WVWA_Baro_Pressure_psi, WVWA_Pressure_psia, WVWA_Flow_cms); corresponds to ColumnNumber c(3:5) and FlagColumn c(11:13)
ColumnNumber	c(4:6)	Column number for the WVWA pressure readings (WVWA_Pressure_psia, WVWA_Flow_cms, WVWA_Temp_C); corresponds with ColumnNumber c(4:6) and FlagColumn c(12:14)
ColumnNumber	c(7:9)	Column number for all observations with the VT pressure sensors ( VT_Pressure_psia, VT_Flow_cms, VT_Temp_C); corresponds to ColumnNumber c(7:9) and Flag Column c(15:17)
Flag	1	value corrected to account for artificial increase in pressure after sensor maintenance
Flag	100	ID for rating curve from 2013-05-15 16:00:00 EST- 2019-06-07 00:00:00 EST
Flag	101	ID for rating curve from 2019-06-07 00:15:00 EST-2020-08-24 13:00:00 EST
Flag	102	ID for rating curve from 2020-08-24 15:00:00 EST-2020-09-02 13:15:00 EST
Flag	103	ID for rating curve from 2020-09-02 13:45:00 EST-2021-11-08 13:45:00 EST
Flag	104	ID for rating curve from 2021-11-08 14:00:00 EST-2022-05-09 13:15:00 EST
Flag	105	ID for rating curve from 2022-05-09 13:20:00 EST-2022-11-16 16:38:00 EST
