file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,diagnostic_flags_LI-7700,,,,,,,,,,,,,,,,variances,,,,,,,covariances,,,,custom_variables,,,,,,,,,,,,,,,,,,,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,diag_72_mean,int_p_mean,air_p_mean,vin_sf_mean,co2_mean,co2_mean,h2o_mean,h2o_mean,dew_point_mean,cell_t_mean,int_t_1_mean,int_t_2_mean,avg_signal_strength_7200_mean,co2_signal_strength_7200_mean,h2o_signal_strength_7200_mean,delta_signal_strength_7200_mean,flowrate_mean,hit_power_mean,hit_vin_mean,ch4_mean,rssi_77_mean,ch4_aux-1_mean,ch4_aux-2_mean,ch4_aux-3_mean,ch4_aux-4_mean
2023-02-11T153000_AIU-0547.ghg,2023-02-11,16:00,42.6665,1,18000,18000,-0.964393E-01,1,-1.37547,2,-1.41372,1,-0.233593,1,-0.316450E-01,1,0.196813E-02,2,0.454515,0.319837,0.620345E-02,0.715928E-02,-0.261611E-04,0.158264E-10,0.161229E-12,0.796826E-13,18.1056,442.537,444.541,-2.00000,0,184.449,4.50828,4.52870,0.800000,1,0.911583E-01,2.08708,2.09653,0.00000,1,282.595,282.001,95923.4,1.18302,1007.73,0.244419E-01,-0.205060E-02,0.332376E-02,432.566,1133.19,0.280957E-02,38.1724,700.624,268.487,-0.582579,0.222401,0.737226E-01,0.627930,0.168869E-13,0.874113E-15,0.627930,2.89000,172.645,159.105,6.74242,-9999,0.285517,0.324124,1431.34,0.202607E-02,0.972944,0.404098E-02,0,81.3726,-12.3486,27.9326,69.5560,106.077,148.775,222.892,-0.954007E-01,1.01089,-1.43462,1.01361,-1.28975,1.09613,-0.212604,1.09872,-0.288699E-01,1.09613,0.230159E-02,1.16703,800000009,800000009,800000009,800000009,800000019,800000019,899999999,899999999,89999,89999,89,89,5,8,2,4,12,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,0.305226,0.270586,0.724362E-01,0.215059E-01,0.523677E-04,0.480556,0.110057E-07,-0.120338E-02,-0.212604E-03,-0.288699E-01,0.230159E-05,8190.00,96303.7,96303.7,11.4200,443.175,445.185,4.51476,4.53524,-4.65062,283.547,283.564,283.543,92.8825,93.0586,92.7063,0.352353,0.00000,-1.00000,0.00000,2.08305,77.0031,1.00015,-273.150,9.00090,-273.150
2023-02-11T160000_AIU-0547.ghg,2023-02-11,16:30,42.6873,1,18000,18000,-0.126159,1,16.9058,1,25.4034,1,0.827313E-01,1,0.568373,1,-0.196349E-02,1,-0.924781,-0.443848,-0.548276E-01,-0.993059E-02,0.601966E-04,-0.895411E-10,-0.882043E-12,-0.452421E-12,18.0899,441.667,443.597,0.800000,1,178.198,4.35073,4.36974,0.800000,1,0.914021E-01,2.08799,2.09711,0.00000,1,282.233,281.520,95865.1,1.18439,1007.63,0.244151E-01,0.368306E-01,0.321113E-02,417.195,1096.87,0.271122E-02,38.0351,679.674,268.009,0.297635,0.206008E-01,0.112816,0.318965,-0.385103E-14,-0.494978E-14,0.318965,1.92451,331.480,3.95942,20.7134,-9999,0.326372,0.286660,-173.860,-0.166801E-01,0.665491,-0.434037E-01,0,97.4883,-14.7942,33.4646,83.3315,127.086,178.240,267.035,-0.122362,1.03103,17.8434,1.02670,23.1320,1.09819,-0.154342,1.09890,0.517553,1.09819,-0.848504E-02,1.16411,800000009,800000009,800000009,800000009,800000019,800110019,899999999,899999999,89999,89999,89,89,0,0,2,39,15,0,0,0,0,0,0,0,0,0,0,17700,0,0,0,18000,18000,18000,18000,0.302973,0.210102,0.602463E-01,0.231641E-01,0.178314E-04,19.0532,0.869954E-08,0.149514E-01,-0.154342E-03,0.517553,-0.848504E-05,8190.00,96242.7,96242.7,11.4200,442.580,444.518,4.35983,4.37893,-5.12400,283.233,283.249,283.228,92.8734,93.0487,92.6981,0.350645,0.00000,-1.00000,0.00000,2.08411,77.0084,1.00015,-273.150,9.00088,-273.150
2023-02-11T163000_AIU-0547.ghg,2023-02-11,17:00,42.7082,0,18000,18000,-0.274032E-01,1,-2.78291,1,10.3151,1,-0.739840,1,0.230745,1,-0.168530E-02,1,-0.385069,-0.496932,-0.924655E-02,-0.111162E-01,-0.341217E-04,-0.156215E-10,-0.147696E-12,-0.789838E-13,18.0908,441.520,443.371,3.70000,0,171.042,4.17443,4.19193,7.60000,0,0.914686E-01,2.08747,2.09622,0.00000,1,282.066,281.320,95833.2,1.18492,1007.53,0.244059E-01,0.149523E-01,0.308218E-02,400.157,1082.06,0.260118E-02,36.9811,681.899,267.460,0.568269,0.579718E-01,0.106250,0.581016,-0.199270E-13,-0.863507E-15,0.581016,2.76845,329.000,5.82486,10.5370,-9999,0.152075,0.227504,106.820,0.271485E-01,-0.269789,0.153284E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.270981E-01,1.01126,-2.19958,1.01468,9.34532,1.10378,-0.760884,1.10627,0.209051,1.10378,-0.132281E-02,1.18166,800000009,800000009,800000009,800000009,800000019,800110019,899999999,899999999,89999,89999,89,89,0,1,1,30,4,0,0,0,0,0,0,0,0,0,0,17900,0,0,0,18000,18000,18000,18000,0.237910,0.190487,0.266115E-01,0.784837E-02,0.208268E-03,15.0873,0.373495E-08,-0.184243E-02,-0.760884E-03,0.209051,-0.132281E-05,8190.00,96210.4,96210.4,11.4200,442.171,444.028,4.18088,4.19844,-5.67943,282.864,282.880,282.860,92.8853,93.0615,92.7091,0.352451,0.00000,-1.00000,0.00000,2.08376,76.9852,1.00013,-273.150,9.00082,-273.150
2023-02-11T170000_AIU-0547.ghg,2023-02-11,17:30,42.7290,0,18000,18000,-0.314573E-01,1,-0.620857,2,0.335445E-01,2,0.147372,1,0.750195E-03,2,-0.144389E-02,1,-0.486933,-0.198636,-0.796962E-01,-0.444234E-02,-0.166775E-04,0.183480E-09,0.171039E-11,0.930282E-12,18.0600,440.258,442.072,-0.400000,0,168.354,4.10406,4.12098,0.800000,1,0.915676E-01,2.08722,2.09582,0.00000,1,281.760,281.067,95858.1,1.18632,1007.49,0.243776E-01,0.486126E-04,0.303374E-02,393.513,1063.60,0.255726E-02,36.9983,670.085,267.241,-0.167074,-0.275088E-01,0.666564E-01,0.181971,0.615699E-14,0.101595E-13,0.181971,1.16873,137.269,189.350,21.4878,-9999,0.162839,0.824033E-01,587.951,0.493238E-02,-18.5085,0.318998E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.306382E-01,1.02673,-0.606971,1.02122,0.304746E-01,1.10073,0.133854,1.10099,0.681541E-03,1.10073,-0.112553E-02,1.17979,800000009,800000009,800000009,800000009,800000019,800101119,899999999,899999999,89999,89999,89,89,3,4,1,3,0,1,0,0,0,0,0,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,0.552455E-01,0.932546E-01,0.163065E-01,0.858202E-01,0.550778E-03,1.27909,0.135831E-07,-0.507837E-03,0.133854E-03,0.681541E-03,-0.112553E-05,8190.00,96236.4,96236.4,11.4200,440.887,442.707,4.10987,4.12683,-5.89751,282.599,282.614,282.595,92.8967,93.0735,92.7200,0.353500,0.00000,-1.00000,0.00000,2.08356,76.8832,1.00013,-273.150,9.00087,-273.150
2023-02-11T173000_AIU-0547.ghg,2023-02-11,18:00,42.7498,0,18000,18000,-0.383720E-01,1,-19.0855,1,-3.73782,2,-2.42372,1,-0.835221E-01,2,0.347015E-01,1,-1.72383,-0.258466,-0.200940,-0.577547E-02,-0.179935E-04,-0.724680E-10,-0.665328E-12,-0.370351E-12,17.9892,437.085,438.846,-0.400000,0,165.158,4.01288,4.02904,0.800000,1,0.919346E-01,2.08695,2.09536,-0.300000,0,280.894,280.175,95870.2,1.19029,1007.42,0.242971E-01,-0.541223E-02,0.297615E-02,384.818,1000.67,0.250036E-02,38.4562,615.848,266.948,0.905363E-01,-0.660963E-01,0.823272E-01,0.139080,0.500574E-13,-0.402842E-14,0.139080,1.69327,45.5607,323.869,36.2948,-9999,0.179548,0.143234,25.6401,0.113104,5.10605,0.886455E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.373948E-01,1.02613,-18.8107,1.02629,-3.27107,1.14269,-2.12063,1.14292,-0.730926E-01,1.14269,0.350832E-01,1.25814,800000009,800000009,800000009,800000009,800001109,800001109,899999999,899999999,89999,89999,89,89,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,17200,0,0,0,18000,18000,18000,18000,0.498744E-01,0.208971,0.276219E-01,0.167227,0.632262E-03,7.69686,0.139702E-06,-0.156870E-01,-0.212063E-02,-0.730926E-01,0.350832E-04,8190.00,96244.3,96244.3,11.4200,438.427,440.199,4.02527,4.04154,-6.17036,282.150,282.165,282.146,92.8872,93.0628,92.7115,0.351310,0.00000,-1.00000,0.00000,2.08336,76.7712,1.00013,-273.150,9.00084,-273.150
2023-02-11T180000_AIU-0547.ghg,2023-02-11,18:30,42.7707,0,18000,18000,-0.890135E-01,1,59.3027,1,4.47339,2,4.27988,1,0.999123E-01,2,0.193848E-01,2,-0.940467,-0.828572,0.202241E-01,-0.185060E-01,0.517131E-03,-0.339528E-09,-0.288881E-11,-0.173931E-11,18.0568,437.404,439.038,0.800000,1,153.633,3.72157,3.73547,0.800000,1,0.924998E-01,2.09473,2.10255,0.00000,1,280.386,279.689,95993.9,1.19403,1007.26,0.242238E-01,0.647432E-02,0.276846E-02,357.344,967.833,0.231860E-02,36.9220,610.489,265.984,0.105345,-0.722475E-01,0.943850E-01,0.158826,-0.208744E-13,-0.188034E-13,0.158826,1.63275,54.4754,325.557,36.4603,-9999,0.273037,0.239329,-29.0432,-0.998512E-01,13.2568,-0.180592,0,92.4929,-14.0362,31.7498,79.0616,120.574,169.107,253.352,-0.844738E-01,1.05374,57.2199,1.04186,4.00847,1.11598,3.79511,1.11617,0.895285E-01,1.11598,-0.459387E-03,1.18708,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,16800,0,0,0,18000,18000,18000,18000,0.116597,0.313970,0.480904E-01,0.138511,0.209347E-02,1.74171,0.493313E-07,0.475765E-01,0.379511E-02,0.895285E-01,-0.459387E-06,8190.00,96365.8,96365.8,11.4200,438.413,440.055,3.73015,3.74412,-7.14381,281.440,281.455,281.436,92.8987,93.0751,92.7224,0.352673,0.00000,-1.00000,0.00000,2.09136,76.8415,1.00006,-368.152,9.00063,-273.150
2023-02-11T183000_AIU-0547.ghg,2023-02-11,19:00,42.7915,0,18000,18000,-0.472104E-01,1,11.8640,1,0.827875,1,-0.873893,1,0.184769E-01,1,0.663077E-03,1,-1.49643,-0.584047,-0.251053E-02,-0.130350E-01,-0.945924E-03,-0.141442E-09,-0.113734E-11,-0.720562E-12,18.0991,437.364,438.908,0.800000,1,145.537,3.51688,3.52930,0.800000,1,0.922045E-01,2.08054,2.08788,0.00000,1,279.670,278.919,95962.7,1.19703,1007.13,0.241649E-01,0.119730E-02,0.262257E-02,337.580,917.666,0.219090E-02,36.7868,580.086,265.249,0.482161,-0.125599,0.105016,0.509199,0.474474E-13,-0.781482E-14,0.509199,1.87382,0.640353,345.399,11.9019,-9999,0.198594,0.245362,-55.8474,-0.519272E-01,14.3307,-0.495535E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.462185E-01,1.02146,11.6834,1.02042,0.757567,1.09281,-0.805892,1.09446,0.169077E-01,1.09281,-0.304717E-02,1.15503,800000009,800000009,800000009,800000009,800000009,801110109,899999999,899999999,89999,89999,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712,0,0,0,18000,18000,18000,18000,0.228174,0.252943,0.960700E-02,0.872415E-01,0.354885E-02,15.5580,0.163276E-07,0.969121E-02,-0.805892E-03,0.169077E-01,-0.304717E-05,8190.00,96338.6,96338.6,11.4200,438.487,440.039,3.52604,3.53853,-7.87849,280.751,280.766,280.747,92.9033,93.0792,92.7273,0.351851,0.00000,-1.00000,0.00000,2.07738,76.6860,1.00012,-273.150,9.00074,-273.150
2023-02-11T190000_AIU-0547.ghg,2023-02-11,19:30,42.8123,0,18000,18000,-0.461311E-01,1,-5.26035,1,0.578140,1,-0.729348,1,0.129000E-01,1,-0.515654E-02,1,-0.506037,-0.341493,0.455305E-01,-0.761969E-02,-0.205358E-03,0.616027E-10,0.477735E-12,0.312953E-12,18.1455,438.079,439.572,0.800000,1,140.720,3.39734,3.40893,0.800000,1,0.921825E-01,2.07746,2.08454,0.300000,0,279.436,278.658,95961.9,1.19819,1007.07,0.241426E-01,0.835918E-03,0.253578E-02,326.103,901.244,0.211634E-02,36.1837,575.141,264.805,0.517599,-0.185588,0.132764,0.565666,0.310100E-13,0.339493E-14,0.565666,1.65029,354.939,340.274,13.5742,-9999,0.196216,0.207212,121.481,0.238720E-01,-9.09875,0.222176E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.456100E-01,1.01143,-5.15874,1.01485,0.523488,1.10440,-0.664103,1.10680,0.116805E-01,1.10440,-0.314279E-02,1.18319,800000009,800000009,800000009,800000009,800000009,810001109,899999999,899999999,89999,89999,89,89,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,17788,0,0,0,18000,18000,18000,18000,0.199884,0.198652,0.158890E-01,0.201204E-01,0.189344E-02,0.438061,0.156177E-07,-0.427524E-02,-0.664103E-03,0.116805E-01,-0.314279E-05,8190.00,96338.4,96338.4,11.4162,438.901,440.400,3.40372,3.41534,-8.32833,280.296,280.311,280.293,92.8939,93.0680,92.7199,0.348070,0.00000,-1.00000,0.00000,2.07441,76.5603,1.00011,-273.150,9.00063,-273.150
2023-02-11T193000_AIU-0547.ghg,2023-02-11,20:00,42.8331,0,18000,18000,-0.572384E-01,1,0.684919,2,1.94907,1,-0.997652,1,0.434808E-01,1,-0.894809E-03,2,-0.401883,-0.835466E-01,-0.329428E-02,-0.186380E-02,-0.299410E-03,-0.129369E-09,-0.994757E-12,-0.656127E-12,18.1537,438.027,439.507,0.800000,1,139.589,3.36812,3.37950,0.800000,1,0.920711E-01,2.07298,2.07998,0.00000,0,279.227,278.452,95945.5,1.19889,1007.05,0.241288E-01,0.281756E-02,0.251540E-02,323.243,888.394,0.209811E-02,36.3851,565.151,264.692,0.406384,0.107012E-01,0.913968E-01,0.416672,0.734107E-14,-0.712631E-14,0.416672,2.27162,337.905,1.50840,12.6708,-9999,0.218501,0.274417,-1288.22,-0.225117E-02,0.351408,-0.259631E-02,0,119.920,-18.1982,41.1645,102.505,156.327,219.251,328.478,-0.558362E-01,1.02511,0.773139,1.02281,1.78083,1.09447,-0.928043,1.09562,0.397277E-01,1.09447,-0.115528E-02,1.15842,800000009,800000009,800000009,800000009,800010009,800111009,899999999,899999999,89999,89999,89,89,1,0,7,21,0,0,0,0,0,0,0,0,0,0,0,17400,0,0,0,18000,18000,18000,18000,0.333062,0.199680,0.160906E-01,0.315209E-01,0.129341E-02,1.75860,0.238571E-07,0.640367E-03,-0.928043E-03,0.397277E-01,-0.115528E-05,8190.00,96325.8,96325.8,11.4100,438.964,440.451,3.37534,3.38678,-8.43777,280.173,280.189,280.170,92.8936,93.0670,92.7201,0.346901,0.00000,-1.00000,0.00000,2.06996,76.5108,1.00011,-273.150,9.00060,-273.150
2023-02-11T200000_AIU-0547.ghg,2023-02-11,20:30,42.8540,0,18000,18000,-0.564901E-01,1,-7.36394,1,3.79022,1,1.61984,1,0.845730E-01,1,0.536173E-02,1,0.454669,-0.765216E-01,0.178292,-0.170746E-02,0.277652E-03,0.247616E-09,0.187684E-11,0.125061E-11,18.2465,440.826,442.304,-2.20000,0,138.303,3.34131,3.35252,0.800000,1,0.921564E-01,2.07714,2.08410,0.00000,1,279.459,278.686,95904.3,1.19738,1007.04,0.241594E-01,0.548033E-02,0.249221E-02,320.532,902.962,0.208139E-02,35.4979,582.430,264.584,0.617686,0.422663E-01,0.110449,0.628905,-0.131233E-12,0.135706E-13,0.628905,4.65577,326.903,3.91447,10.1148,-9999,0.217205,0.458868,117.661,0.246470E-01,-1.94288,0.281166E-01,0,89.1997,-13.5364,30.6194,76.2466,116.281,163.086,244.332,-0.558886E-01,1.01076,-7.06812,1.01453,3.42891,1.10537,1.46158,1.10828,0.765109E-01,1.10537,0.681573E-02,1.18300,800000009,800000009,800000009,800000009,800100009,810100109,899999999,899999999,89999,89999,89,89,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,17600,0,0,0,18000,18000,18000,18000,0.543572,0.340843,0.333211E-01,0.485537,0.367315E-02,3.49860,0.344528E-07,-0.586175E-02,0.146158E-02,0.765109E-01,0.681573E-05,8190.00,96285.5,96285.5,11.4100,441.141,442.621,3.34370,3.35492,-8.56449,280.011,280.028,280.007,92.8909,93.0635,92.7183,0.345235,0.00000,-1.00000,0.00000,2.07417,76.5916,1.00010,-273.150,9.00058,-273.150
2023-02-11T203000_AIU-0547.ghg,2023-02-11,21:00,42.8748,0,18000,18000,-0.677475E-01,1,-3.28943,2,-1.25533,2,-6.43647,1,-0.280342E-01,2,-0.313908E-02,2,1.70781,0.552749,0.405493,0.123441E-01,0.111803E-02,-0.390927E-09,-0.309077E-11,-0.196068E-11,18.4468,447.214,448.801,0.800000,1,145.845,3.53578,3.54833,0.800000,1,0.925192E-01,2.09396,2.10139,0.00000,1,280.329,279.568,95874.3,1.19314,1007.16,0.242435E-01,-0.181662E-02,0.262812E-02,339.082,959.785,0.220269E-02,35.3289,620.703,265.306,0.454879,-0.116892,0.963669E-01,0.479442,-0.423453E-13,-0.211922E-13,0.479442,3.39098,342.846,345.588,11.5953,-9999,0.238287,0.535624,347.727,0.833987E-02,2.62037,0.114876E-01,0,70.8223,-10.7476,24.3110,60.5379,92.3241,129.486,193.993,-0.668900E-01,1.01282,-3.31131,1.01485,-1.14391,1.09740,-5.84489,1.09906,-0.255460E-01,1.09740,-0.179686E-02,1.17290,800000009,800000009,800000009,800000009,800000009,800001019,899999999,899999999,89999,89999,89,89,0,4,2,5,9,1,0,0,0,0,0,0,0,0,0,15500,0,0,0,18000,18000,18000,18000,0.543519,0.456336,0.713943E-01,0.131977,0.106254E-01,1.99118,0.553034E-08,-0.275557E-02,-0.584489E-02,-0.255460E-01,-0.179686E-05,8190.00,96257.6,96257.6,11.4100,447.069,448.655,3.53462,3.54716,-7.85433,280.614,280.632,280.610,92.9097,93.0841,92.7353,0.348815,0.00000,-1.00000,0.00000,2.09079,76.5686,1.00010,-273.150,9.00054,-273.150
2023-02-11T210000_AIU-0547.ghg,2023-02-11,21:30,42.8956,0,18000,18000,-0.639488E-01,0,-7.93289,1,0.276361,0,-0.860703,1,0.617067E-02,0,-0.230014E-01,1,-0.357048,0.118737,0.350070,0.265120E-02,0.497450E-03,-0.284582E-09,-0.224882E-11,-0.141575E-11,18.6789,452.728,454.353,0.800000,1,147.604,3.57754,3.59038,0.800000,1,0.929247E-01,2.10145,2.10899,0.300000,0,280.119,279.384,95835.4,1.19342,1007.18,0.242374E-01,0.399859E-03,0.265983E-02,342.947,947.654,0.222874E-02,36.1890,604.707,265.453,0.278488,0.189338,0.688634E-01,0.343725,-0.585359E-13,-0.152355E-13,0.343725,4.59450,289.669,34.2110,11.5571,-9999,0.231483,0.452565,132.147,0.219453E-01,-28.7048,0.285110E-01,0,67.4275,-10.2324,23.1457,57.6360,87.8986,123.279,184.694,-0.629592E-01,1.01572,-7.79540,1.01690,0.250607,1.10276,-0.782367,1.10371,0.559564E-02,1.10276,-0.184435E-01,1.18479,800000009,800000009,800000009,800000009,800110009,811110109,899999999,899999999,89999,89999,89,89,9,3,0,45,3,0,0,0,0,0,0,0,0,0,0,17100,0,0,0,18000,18000,18000,18000,0.441582,0.387370,0.761784E-01,0.515721E-01,0.452820E-03,0.190508,0.748589E-07,-0.648543E-02,-0.782367E-03,0.559564E-02,-0.184435E-04,8190.00,96217.7,96217.7,11.4100,453.156,454.785,3.58092,3.59379,-7.69131,280.783,280.800,280.779,92.9079,93.0844,92.7315,0.352850,0.00000,-1.00000,0.00000,2.09823,76.4555,1.00010,-273.150,9.00055,-273.150
2023-02-11T213000_AIU-0547.ghg,2023-02-11,22:00,42.9165,0,18000,18000,-0.147571,1,1.81546,2,2.63898,1,-1.46887,1,0.589076E-01,1,0.745649E-02,2,-0.565492,-0.120845,0.100509,-0.269751E-02,0.209202E-03,0.244412E-10,0.190183E-12,0.121413E-12,18.7595,454.309,455.921,-0.800000,0,145.972,3.53509,3.54763,7.40000,0,0.931887E-01,2.10459,2.11206,0.00000,1,279.832,279.092,95813.6,1.19442,1007.15,0.242175E-01,0.381722E-02,0.263042E-02,338.800,928.733,0.220226E-02,36.4798,589.933,265.296,0.336941,0.369473,0.123048,0.514956,0.347111E-13,0.130287E-14,0.514956,3.58909,274.180,47.6367,13.8245,-9999,0.351498,0.794824,-2021.32,-0.143470E-02,0.687940,-0.429354E-02,0,82.8631,-12.5748,28.4442,70.8301,108.020,151.500,226.975,-0.144497,1.02127,1.92112,1.02030,2.41501,1.09274,-1.34213,1.09443,0.539080E-01,1.09274,0.619760E-02,1.15486,800000009,800000009,800000009,800000009,800000009,800001009,899999999,899999999,89999,89999,89,89,0,8,2,21,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,0.900610,0.584124,0.104913,0.931106E-02,0.279451E-02,0.382365,0.760177E-08,0.159700E-02,-0.134213E-02,0.539080E-01,0.619760E-05,8190.00,96191.0,96191.0,11.4100,454.999,456.616,3.54051,3.55309,-7.84112,280.637,280.655,280.633,92.9065,93.0837,92.7293,0.354433,0.00000,-1.00000,0.00000,2.10140,76.3839,1.00011,-273.150,9.00060,-273.150
2023-02-11T220000_AIU-0547.ghg,2023-02-11,22:30,42.9373,0,18000,18000,-0.842264E-01,0,-2.27926,1,0.296215,0,-2.08801,1,0.661019E-02,0,-0.360792E-02,0,-0.603271,-0.152631,-0.576465,-0.340603E-02,-0.564387E-04,-0.163589E-09,-0.127916E-11,-0.828943E-12,18.4099,445.250,446.805,-2.10000,0,143.953,3.48156,3.49372,-0.300000,0,0.932871E-01,2.10374,2.11109,-0.100000,0,279.505,278.781,95834.1,1.19603,1007.11,0.241854E-01,0.428340E-03,0.259403E-02,333.742,908.942,0.216887E-02,36.7176,575.200,265.102,0.649093,0.101464,0.921138E-01,0.663401,0.679260E-13,-0.888594E-14,0.663401,5.11023,314.990,8.88436,7.98136,-9999,0.265371,0.941169,692.915,0.418522E-02,-7.69462,0.713052E-02,0,63.6855,-9.66452,21.8612,54.4374,83.0205,116.437,174.444,-0.833497E-01,1.01052,-2.23574,1.01352,0.269905,1.09748,-1.89755,1.10037,0.602306E-02,1.09748,-0.263533E-02,1.16836,800000009,800000009,800000009,800000009,800010009,800011009,899999999,899999999,89999,89999,89,89,4,0,0,37,3,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,0.824109,0.942753,0.115476,0.107116E-01,0.782310E-02,0.257964,0.910104E-08,-0.185610E-02,-0.189755E-02,0.602306E-02,-0.263533E-05,8190.00,96211.5,96211.5,11.4100,446.016,447.577,3.48756,3.49976,-8.03291,280.381,280.399,280.376,92.9000,93.0735,92.7265,0.346999,0.00000,-1.00000,0.00000,2.10060,76.3160,1.00009,-273.150,9.00055,-273.150
2023-02-11T223000_AIU-0547.ghg,2023-02-11,23:00,42.9581,0,18000,18000,-0.712532E-01,0,1.46419,0,0.255330,0,-0.427821,1,0.569642E-02,0,-0.385286E-02,0,-0.496732,-0.124022,-0.110054,-0.276693E-02,0.216252E-03,0.896339E-10,0.694829E-12,0.456738E-12,18.3576,443.522,445.052,0.800000,1,142.305,3.43812,3.44998,0.800000,1,0.935428E-01,2.10699,2.11426,-0.100000,0,279.239,278.525,95846.3,1.19730,1007.08,0.241601E-01,0.369128E-03,0.256434E-02,329.619,892.943,0.214177E-02,36.9138,563.324,264.942,0.471919,0.546355E-01,0.922005E-01,0.483935,0.134052E-13,0.488266E-14,0.483935,4.26359,328.369,6.60391,10.9833,-9999,0.243950,0.667734,-838.020,-0.346054E-02,5.73451,-0.497769E-02,0,63.0570,-9.56914,21.6454,53.9002,82.2012,115.288,172.723,-0.696970E-01,1.02233,1.44914,1.02099,0.233576,1.09313,-0.393151,1.09464,0.521108E-02,1.09313,-0.404353E-02,1.15582,800000009,800000009,800000009,800000009,800010009,800010009,899999999,899999999,89999,89999,89,89,17,8,0,67,10,19,0,0,0,0,0,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,0.720332,0.515099,0.100036,0.446116E-02,0.861014E-04,0.254158,0.381050E-08,0.120183E-02,-0.393151E-03,0.521108E-02,-0.404353E-05,8190.00,96225.9,96225.9,11.4100,444.363,445.899,3.44465,3.45656,-8.19039,280.179,280.196,280.175,92.8918,93.0642,92.7193,0.344896,0.00000,-1.00000,0.00000,2.10388,76.2934,1.00010,-273.150,9.00053,-273.150
