file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,diagnostic_flags_LI-7200,,,,,,,,,diagnostic_flags_LI-7700,,,,,,,,,,,,,,,,RSSI_LI-7200,variances,,,,,,,covariances,,,,custom_variables,,,,,,,,,,,,,,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,head_detect_LI-7200,t_out_LI-7200,t_in_LI-7200,aux_in_LI-7200,delta_p_LI-7200,chopper_LI-7200,detector_LI-7200,pll_LI-7200,sync_LI-7200,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,mean_value_RSSI_LI-7200,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,co2_mean,h2o_mean,air_p_mean,vin_sf_mean,co2_mean,h2o_mean,dew_point_mean,avg_signal_strength_7200_mean,co2_signal_strength_7200_mean,h2o_signal_strength_7200_mean,delta_signal_strength_7200_mean,flowrate_mean,hit_power_mean,hit_vin_mean,ch4_mean,rssi_77_mean,ch4_aux-1_mean,ch4_aux-2_mean,ch4_aux-3_mean,ch4_aux-4_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[#],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,--,[m+1K+1s-1],--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
not_enough_data,2024-04-22,13:30,113.562,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2024-04-22T133000_AIU-0547.ghg,2024-04-22,14:00,113.5832,1,17969,17969,-0.874811E-01,1,46.5127,0,85.2639,0,0.848859,0,1.91349,0,-0.276147E-02,1,-9999,-9999,-9999,-9999,-9999,0.186500E-10,0.211752E-12,0.980625E-13,17.0931,428.929,431.028,-0.100000,0,194.074,4.87004,4.89387,0.200000,0,0.898759E-01,2.08400,2.09420,-0.100000,0,284.038,284.693,95594.0,1.16764,1007.98,0.247603E-01,0.123994,0.354430E-02,465.672,1356.76,0.303543E-02,34.3224,891.086,269.468,1.43046,0.868951,0.244952,1.69154,0.215796E-14,0.109109E-14,1.69154,6.30208,298.374,31.2771,8.32631,-9999,0.273717,1.40354,-37.2062,-0.779439E-01,0.545515,-0.144381,0,59.0404,-8.95961,20.2667,50.4669,76.9652,107.945,161.721,-0.866599E-01,1.00948,50.5980,1.01340,78.2728,1.08932,0.779257,1.08932,1.75659,1.08932,-0.221161E-01,1.14875,800000009,800000009,800000009,800000009,800001009,800011109,899999999,899999999,89999,89999,89,89,8,1,1,33,50,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7469,0,0,0,17969,17969,17969,17969,87,1.71565,0.942971,0.148463,0.153746,0.559207,0.108627,0.106898E-06,0.429905E-01,0.193891E-01,0.437067E-01,-0.221161E-04,17.0942,194.079,95979.4,11.2289,428.929,4.86982,-3.71334,84.7065,85.3705,84.0426,1.32787,0.278659E-03,-1.00000,0.00000,2.07970,89.7857,1.00015,-273.554,9.00096,-273.150
2024-04-22T140000_AIU-0547.ghg,2024-04-22,14:30,113.6040,1,18000,18000,-0.285705,1,89.0819,1,84.7846,0,0.389050,0,1.90408,0,-0.712018E-02,1,1.39984,-0.426989,-0.931762E-02,-0.958927E-02,-0.699517E-03,-0.630304E-09,-0.693148E-11,-0.329871E-11,17.0271,428.779,430.810,0.00000,0,187.248,4.71530,4.73764,0.200000,0,0.891120E-01,2.07322,2.08304,-0.300000,0,284.661,285.434,95561.0,1.16428,1007.91,0.248333E-01,0.123384,0.342160E-02,450.719,1424.67,0.293881E-02,31.6367,973.953,269.033,0.843219,0.183888,0.144900,0.875117,0.471108E-13,-0.370176E-13,0.875117,8.11232,314.242,12.3024,9.53081,-9999,0.495370,2.18523,-115.125,-0.251899E-01,1.05069,-0.153243,0,83.8891,-12.7305,28.7964,71.7071,109.358,153.376,229.785,-0.281679,1.01429,92.4514,1.01587,78.0623,1.08611,0.358204,1.08611,1.75311,1.08611,-0.389560E-01,1.14918,800000009,800000009,800000009,800000009,800001009,810101109,899999999,899999999,89999,89999,89,89,13,18,6,4,37,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6817,0,0,0,18000,18000,18000,18000,87,3.06753,1.10087,0.202061,0.273945,0.222847,0.996049E-01,0.135766E-06,0.787834E-01,0.893754E-02,0.437419E-01,-0.389560E-04,17.0281,187.246,95947.1,11.2982,428.774,4.71497,-4.14855,84.6464,85.3125,83.9802,1.33230,0.279628E-03,-1.00000,0.00000,2.06908,88.4851,1.00016,-273.150,9.00102,-273.150
not_enough_data,2024-04-22,15:00,113.624,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2024-04-22T150000_AIU-0547.ghg,2024-04-22,15:30,113.6457,1,18000,18000,-0.154992,1,27.8001,0,93.3693,0,-0.237901,1,2.09900,0,0.595225E-02,0,-9999,-9999,-9999,-9999,-9999,-0.197894E-10,-0.209838E-12,-0.104313E-12,16.9596,429.312,431.276,0.100000,1,179.833,4.55225,4.57307,0.300000,0,0.893972E-01,2.08990,2.09946,-0.300000,0,285.753,286.489,95490.0,1.15920,1007.84,0.249437E-01,0.136015,0.328867E-02,434.811,1526.68,0.283701E-02,28.4808,1091.87,268.556,1.87865,0.484017,0.284320,1.96072,-0.130421E-12,-0.116685E-14,1.96072,7.67989,319.972,14.4475,8.33773,-9999,0.365659,1.60819,-148.292,-0.195559E-01,0.297744,-0.650759E-01,0,71.2412,-10.8111,24.4548,60.8959,92.8701,130.252,195.141,-0.153632,1.00886,32.5717,1.01330,85.5334,1.09161,-0.217936,1.09161,1.92285,1.09161,-0.882014E-02,1.14994,800000009,800000009,800000009,800000009,800000119,800000119,899999999,899999999,89999,89999,89,89,0,4,1,16,7,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5783,0,0,0,18000,18000,18000,18000,87,1.81899,1.23174,0.165657,0.936937E-01,0.556298E-01,0.101909,0.440654E-07,0.278798E-01,-0.546098E-02,0.481823E-01,-0.882014E-05,16.9607,179.828,95878.7,11.3000,429.312,4.55185,-4.62627,84.5805,85.2504,83.9107,1.33972,0.281656E-03,-1.00000,0.00000,2.08588,88.2511,1.00015,-273.150,9.00107,-273.150
2024-04-22T153000_AIU-0547.ghg,2024-04-22,16:00,113.6665,1,18000,18000,-0.348285,1,80.9463,1,34.1418,1,-1.66523,1,0.768317,1,-0.266518E-01,1,1.99947,0.298548,-0.972000E-02,0.671842E-02,-0.129255E-02,-0.380646E-09,-0.413468E-11,-0.198522E-11,16.8922,429.154,431.164,0.100000,1,183.488,4.66160,4.68343,0.200000,0,0.880997E-01,2.06981,2.07950,-0.100000,0,286.366,287.556,95452.3,1.15440,1007.92,0.250464E-01,0.497869E-01,0.335385E-02,445.079,1636.20,0.290528E-02,27.2020,1191.12,268.865,0.292096,-0.264164E-01,0.114905,0.314993,-0.324743E-13,-0.225338E-13,0.314993,4.72104,15.3964,354.832,21.3944,-9999,0.549275,1.15186,-172.586,-0.168032E-01,2.37088,-0.126655,0,94.1100,-14.2816,32.3049,80.4438,122.682,172.063,257.782,-0.337702,1.03134,80.8024,1.02691,31.1173,1.09720,-1.51771,1.09720,0.700254,1.09720,-0.507014E-01,1.16441,800000009,800000009,800000009,800000009,800000109,800000109,899999999,899999999,89999,89999,89,89,5,1,2,11,5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11617,0,0,0,18000,18000,18000,18000,87,1.17692,0.940432,0.186370,0.128966,0.588136E-01,0.107835,0.456333E-06,0.694450E-01,-0.381914E-01,0.176210E-01,-0.507014E-04,16.8933,183.475,95847.5,11.3000,429.154,4.66116,-4.31678,84.5027,85.1736,83.8318,1.34176,0.282327E-03,-1.00000,0.00000,2.06574,89.3562,1.00015,-273.150,9.00108,-273.150
2024-04-22T160000_AIU-0547.ghg,2024-04-22,16:30,113.6873,1,18000,18000,-0.235948,1,42.6455,1,89.1020,1,-0.408677,2,2.00698,1,-0.103202E-02,1,1.79403,0.437297,-0.402040E-02,0.984989E-02,-0.395714E-03,0.200268E-09,0.225079E-11,0.104019E-11,16.8356,429.088,431.168,0.100000,1,189.213,4.82248,4.84585,0.400000,0,0.874443E-01,2.06364,2.07364,-0.100000,0,286.851,288.516,95432.3,1.15024,1008.03,0.251354E-01,0.130052,0.345732E-02,460.343,1740.65,0.300573E-02,26.4466,1280.31,269.314,-0.663291,0.901995E-01,0.845829E-01,0.674719,0.324017E-13,0.118955E-13,0.674719,4.41524,163.209,172.256,7.20156,-9999,0.452911,0.780233,-183.635,-0.157922E-01,0.478615,-0.812074E-01,0,85.5288,-12.9793,29.3593,73.1087,111.495,156.374,234.277,-0.231936,1.01730,46.8791,1.01774,81.9492,1.08728,-0.375870,1.08728,1.84586,1.08728,-0.192860E-01,1.15141,800000009,800000009,800000009,800000009,800000109,801000109,899999999,899999999,89999,89999,89,89,0,20,0,16,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16100,0,0,0,18000,18000,18000,18000,87,0.854073,0.545464,0.160929,0.206746,0.631914E-01,0.798926E-01,0.374662E-07,0.404310E-01,-0.949343E-02,0.466213E-01,-0.192860E-04,16.8366,189.225,95822.1,11.2936,429.088,4.82241,-3.85986,84.4591,85.1327,83.7856,1.34708,0.283371E-03,-1.00000,0.00000,2.05947,89.7023,1.00014,-273.352,9.00106,-273.150
2024-04-22T163000_AIU-0547.ghg,2024-04-22,17:00,113.7082,1,18000,18000,-0.122342,0,47.9764,0,33.3230,0,0.602112,0,0.751082,0,0.284371E-02,0,1.28678,-0.310199,0.125964E-01,-0.699172E-02,-0.610786E-04,-0.476571E-10,-0.522644E-12,-0.246785E-12,16.8259,429.295,431.325,0.100000,1,184.525,4.70797,4.73024,0.400000,0,0.871301E-01,2.06268,2.07244,-0.200000,0,287.171,289.207,95403.0,1.14719,1007.99,0.252033E-01,0.486701E-01,0.336614E-02,449.275,1819.35,0.293423E-02,24.6943,1370.08,268.990,-1.35662,-0.244559,0.426631E-01,1.37915,-0.434772E-13,-0.283237E-14,1.37915,5.80403,143.546,190.219,1.77269,-9999,0.326565,0.633781,-61.1752,-0.474048E-01,1.43974,-0.127047,0,77.7782,-11.8031,26.6987,66.4836,101.392,142.203,213.046,-0.121060,1.01059,49.2337,1.01382,30.6500,1.08721,0.553813,1.08721,0.690834,1.08721,-0.139017E-01,1.14797,800000009,800000009,800000009,800000009,800000109,800000109,899999999,899999999,89999,89999,89,89,15,13,3,3,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,87,0.605314,0.556156,0.106092,0.208242,0.457971E-01,0.315458E-01,0.483224E-07,0.425766E-01,0.140239E-01,0.174937E-01,-0.139017E-04,16.8269,184.525,95791.5,11.2900,429.295,4.70772,-4.17378,84.4544,85.1279,83.7808,1.34711,0.283758E-03,-1.00000,0.00000,2.05862,90.2732,1.00014,-273.150,9.00107,-273.150
2024-04-22T170000_AIU-0547.ghg,2024-04-22,17:30,113.7290,1,18000,18000,-0.235022,1,-11.8928,2,46.6272,1,0.769188,1,1.05178,1,0.515806E-02,2,1.51565,0.295786,-0.402357E-02,0.667209E-02,0.681006E-03,-0.162648E-10,-0.182552E-12,-0.845101E-13,16.7923,429.229,431.306,0.100000,1,188.472,4.81756,4.84088,0.500000,0,0.872506E-01,2.07336,2.08340,0.00000,1,287.355,290.023,95398.5,1.14386,1008.07,0.252756E-01,0.681552E-01,0.343463E-02,459.711,1916.31,0.300266E-02,23.9893,1456.60,269.296,-0.307042,0.550541E-01,0.707382E-01,0.319859,0.725934E-14,-0.968590E-15,0.319859,3.91441,163.842,169.835,12.7768,-9999,0.453281,0.585474,659.950,0.439427E-02,-0.255062,0.227538E-01,0,96.5471,-14.6514,33.1415,82.5270,125.859,176.519,264.458,-0.231047,1.01720,-9.15306,1.01670,42.6043,1.09442,0.702824,1.09442,0.961033,1.09442,0.538373E-02,1.17201,800000009,800000009,800000009,800000009,800000109,800010109,899999999,899999999,89999,89999,89,89,3,2,0,33,24,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15683,0,0,0,18000,18000,18000,18000,87,0.724894,0.326992,0.119062,0.236502,0.546169E-01,0.796483E-01,0.524981E-07,-0.793784E-02,0.178503E-01,0.244083E-01,0.538373E-05,16.7933,188.473,95793.2,11.2316,429.229,4.81731,-3.87741,84.4217,85.0956,83.7478,1.34785,0.284053E-03,-1.00000,0.00000,2.06920,89.3420,1.00014,-273.150,9.00115,-273.150
