file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,diagnostic_flags_LI-7500,,,,diagnostic_flags_LI-7700,,,,,,,,,,,,,,,,RSSI_LI-7500,variances,,,,,,,covariances,,,,custom_variables,,,,,,,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,chopper_LI-7500,detector_LI-7500,pll_LI-7500,sync_LI-7500,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,mean_value_RSSI_LI-7500,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,air_t_mean,air_p_mean,vin_sf_mean,co2_mean,h2o_mean,dew_point_mean,co2_signal_strength_7500_mean,ch4_mean,rssi_77_mean,ch4_aux-1_mean,ch4_aux-2_mean,ch4_aux-3_mean,ch4_aux-4_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[#],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,--,[m+1K+1s-1],--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
not_enough_data,2022-10-24,15:00,297.624,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2022-10-24T150000_AIU-0547.ghg,2022-10-24,15:30,297.6457,1,18000,18000,-0.461470E-01,1,-6.74765,0,-9999,-9999,-9999,-9999,-9999,-9999,0.733219E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.494412E-12,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.855993E-01,2.19404,2.19404,0.00000,0,295.038,294.719,95596.6,1.13004,1005.59,0.256316E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.11393,0.306139,0.217481,1.17553,-0.362476E-13,-0.577590E-14,1.17553,3.63320,319.816,15.3671,10.6616,-9999,0.202081,0.364654,103.154,0.281132E-01,-9999,0.293841E-01,0,75.1861,-11.4098,25.8090,64.2680,98.0127,137.464,205.946,-0.457748E-01,1.00813,-6.65768,1.01351,-9999,-9999,-9999,-9999,-9999,-9999,0.618154E-02,1.18614,800000009,800001109,800000009,800000009,800001119,800011119,899999999,899999999,89999,89999,89,89,1,1,0,26,0,0,2,18000,18000,18000,0,0,0,0,0,0,0,0,0,12415,0,0,0,18000,18000,18000,18000,-9999,0.434524,0.250567,0.442175E-01,0.636556E-01,-9999,-9999,0.109106E-06,-0.585879E-02,-9999,-9999,0.618154E-05,12.0180,95971.1,11.4991,0.00000,0.00000,-9999,0.00000,2.07377,63.2927,1.00005,-273.150,9.00052,-273.150
2022-10-24T153000_AIU-0547.ghg,2022-10-24,16:00,297.6665,1,18000,18000,-0.138113,1,63.1154,1,-9999,-9999,-9999,-9999,-9999,-9999,-0.531970E-01,1,2.47077,-9999,-9999,-9999,0.204416E-02,-9999,-9999,-0.617582E-12,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.864491E-01,2.22673,2.22673,-0.800000,0,295.477,296.075,95566.4,1.12451,1005.63,0.257576E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.386975,0.191394,0.164091,0.461852,-0.204345E-13,-0.714387E-14,0.461852,2.52423,300.018,26.3165,20.8112,-9999,0.350459,0.320914,-57.5118,-0.504244E-01,-9999,-0.159257,0,98.9577,-15.0172,33.9690,84.5875,129.001,180.926,271.060,-0.134987,1.02316,61.7852,1.02153,-9999,-9999,-9999,-9999,-9999,-9999,-0.459947E-01,1.15659,800000009,800001109,800000009,800000009,800001109,800001109,899999999,899999999,89999,89999,89,89,0,3,1,11,0,0,0,18000,18000,18000,0,0,2,0,0,0,0,0,0,10425,0,0,0,18000,18000,18000,18000,-9999,0.429689,0.145221,0.669172E-01,0.210511,-9999,-9999,0.583696E-06,0.546367E-01,-9999,-9999,-0.459947E-04,12.0180,95943.7,11.4800,0.00000,0.00000,-9999,0.00000,2.10747,64.5173,1.00007,-328.706,9.00050,-290.269
2022-10-24T160000_AIU-0547.ghg,2022-10-24,16:30,297.6873,1,18000,18000,-0.146486,1,-51.0775,1,-9999,-9999,-9999,-9999,-9999,-9999,0.312084E-01,1,0.817825,-9999,-9999,-9999,0.602498E-03,-9999,-9999,0.316034E-11,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.866859E-01,2.23637,2.23637,0.00000,1,295.617,296.524,95559.6,1.12272,1005.64,0.257986E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.286997,0.162978,0.160408,0.366960,0.375448E-13,0.364574E-13,0.366960,2.58069,185.716,150.409,25.9206,-9999,0.361213,0.322658,77.8079,0.372713E-01,-9999,0.125242,0,79.9747,-12.1365,27.4527,68.3611,104.255,146.219,219.063,-0.144358,1.01475,-50.2173,1.01713,-9999,-9999,-9999,-9999,-9999,-9999,0.261123E-01,1.19516,800000009,800001109,800000009,800000009,800001109,800011119,899999999,899999999,89999,89999,89,89,29,9,6,0,0,0,0,18000,18000,18000,0,0,0,0,0,0,0,0,0,13101,0,0,0,18000,18000,18000,18000,-9999,0.254224,0.270023,0.121069,0.470271,-9999,-9999,0.128395E-06,-0.444773E-01,-9999,-9999,0.261123E-04,12.0180,95936.1,11.4838,0.00000,0.00000,-9999,0.00000,2.11754,79.7231,1.00004,-298.182,9.00036,-282.113
2022-10-24T163000_AIU-0547.ghg,2022-10-24,17:00,297.7082,1,18000,18000,-0.528325E-01,1,-11.7987,2,-9999,-9999,-9999,-9999,-9999,-9999,0.480009E-01,1,-3.17014,-9999,-9999,-9999,0.101552E-03,-9999,-9999,-0.108490E-11,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.872537E-01,2.23799,2.23799,0.00000,1,295.019,294.792,95554.5,1.12926,1005.60,0.256492E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.139207,0.231639,0.176425,0.322740,-0.218821E-13,-0.124339E-13,0.322740,1.71632,213.391,121.004,33.1373,-9999,0.216299,0.236143,72.3193,0.401000E-01,-9999,0.480357E-01,0,64.0827,-9.72480,21.9975,54.7769,83.5383,117.164,175.533,-0.520009E-01,1.01599,-11.5914,1.01788,-9999,-9999,-9999,-9999,-9999,-9999,0.400633E-01,1.19813,800000009,800001109,800000009,800000009,800001109,800001109,899999999,899999999,89999,89999,89,89,7,9,1,9,0,0,3,18000,18000,18000,0,0,0,0,0,0,0,0,0,10627,0,0,0,18000,18000,18000,18000,-9999,0.109129,0.287623,0.755340E-01,0.823522,-9999,-9999,0.516025E-06,-0.102075E-01,-9999,-9999,0.400633E-04,12.0180,95923.5,11.4900,0.00000,0.00000,-9999,0.00000,2.11462,80.9281,1.00006,-340.051,9.00044,-308.115
2022-10-24T170000_AIU-0547.ghg,2022-10-24,17:30,297.7290,0,18000,18000,-0.427707E-01,1,18.9307,2,-9999,-9999,-9999,-9999,-9999,-9999,0.147698E-01,1,-5.72155,-9999,-9999,-9999,-0.272437E-02,-9999,-9999,-0.608861E-12,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.864746E-01,2.19507,2.19507,0.900000,0,292.850,291.696,95539.3,1.14106,1005.52,0.253839E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.491777,0.267156,0.267582,0.620336,0.333821E-13,-0.704092E-14,0.620336,1.65991,300.214,28.5129,25.5533,-9999,0.193606,0.148574,-32.3173,-0.897352E-01,-9999,-0.852215E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.419966E-01,1.01843,18.5874,1.01847,-9999,-9999,-9999,-9999,-9999,-9999,0.128170E-01,1.15236,800000009,800001109,800000009,800000009,800001119,800001119,899999999,899999999,89999,89999,89,89,2,2,0,2,0,0,1,18000,18000,18000,0,0,0,0,0,0,0,0,0,8915,0,0,0,18000,18000,18000,18000,-9999,0.145033,0.125864,0.262515E-01,1.09565,-9999,-9999,0.292932E-06,0.162002E-01,-9999,-9999,0.128170E-04,12.0180,95896.7,11.4971,0.00000,0.00000,-9999,0.00000,2.06630,78.5540,1.00004,-273.150,9.00049,-273.150
2022-10-24T173000_AIU-0547.ghg,2022-10-24,18:00,297.7498,0,18000,18000,-0.629012E-02,0,9.37683,1,-9999,-9999,-9999,-9999,-9999,-9999,-0.881038E-03,1,-4.23231,-9999,-9999,-9999,-0.115626E-02,-9999,-9999,0.263000E-12,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.864351E-01,2.17699,2.17699,0.700000,0,290.886,289.425,95538.6,1.15001,1005.46,0.251864E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.07037,0.417002,0.240958,1.17373,0.471670E-13,0.304274E-14,1.17373,1.97972,310.778,21.2852,11.8466,-9999,0.739569E-01,0.580543E-01,-3.63662,-0.797443,-9999,-0.109650,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.621737E-02,1.01170,9.24394,1.01438,-9999,-9999,-9999,-9999,-9999,-9999,-0.767473E-03,1.14797,800000009,800001109,800000009,800000009,800001119,800101119,899999999,899999999,89999,89999,89,89,11,7,4,16,0,0,3,18000,18000,18000,0,0,0,0,0,0,0,0,0,14501,0,0,0,18000,18000,18000,18000,-9999,0.497657E-01,0.558701E-01,0.104729E-01,0.442412,-9999,-9999,0.990701E-07,0.799449E-02,-9999,-9999,-0.767473E-06,12.0180,95896.2,11.5005,0.00000,0.00000,-9999,0.00000,2.04405,73.2841,1.00007,-300.565,9.00074,-273.150
2022-10-24T180000_AIU-0547.ghg,2022-10-24,18:30,297.7707,0,18000,18000,-0.818132E-02,1,11.1737,1,-9999,-9999,-9999,-9999,-9999,-9999,-0.130191E-01,1,-3.29630,-9999,-9999,-9999,0.478640E-03,-9999,-9999,0.715140E-13,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.872657E-01,2.18443,2.18443,0.500000,0,289.266,287.666,95544.3,1.15711,1005.42,0.250319E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.11467,0.547513,0.243826,1.26559,0.490606E-15,0.819497E-15,1.26559,1.92777,306.253,26.1596,11.1079,-9999,0.840862E-01,0.506924E-01,-4.48534,-0.646550,-9999,-0.114222,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.809104E-02,1.01116,11.0184,1.01409,-9999,-9999,-9999,-9999,-9999,-9999,-0.113416E-01,1.14791,800000009,800001109,800000009,800000009,800001119,800001119,899999999,899999999,89999,89999,89,89,6,2,3,11,0,0,1,18000,18000,18000,0,0,0,0,0,0,0,0,0,15605,0,0,0,18000,18000,18000,18000,-9999,0.512320E-01,0.368280E-01,0.133249E-01,0.310008,-9999,-9999,0.294471E-06,0.947103E-02,-9999,-9999,-0.113416E-04,12.0180,95904.8,11.5100,0.00000,0.00000,-9999,0.00000,2.04705,75.4121,1.00012,-273.150,9.00100,-273.150
2022-10-24T183000_AIU-0547.ghg,2022-10-24,19:00,297.7915,0,18000,18000,-0.152602E-01,0,4.87768,2,-9999,-9999,-9999,-9999,-9999,-9999,0.281203E-02,1,-2.56421,-9999,-9999,-9999,0.451612E-03,-9999,-9999,-0.539587E-12,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.879777E-01,2.19141,2.19141,-0.600000,0,287.960,286.305,95562.5,1.16283,1005.39,0.249087E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.07873,0.698417,0.237956,1.30693,-0.247653E-13,-0.613322E-14,1.30693,2.76258,299.581,32.9207,10.4905,-9999,0.114557,0.100708,-25.9846,-0.111604,-9999,-0.364200E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.150951E-01,1.01094,4.81040,1.01399,-9999,-9999,-9999,-9999,-9999,-9999,0.244969E-02,1.14791,800000009,800001109,800000009,800000009,800001119,800001119,899999999,899999999,89999,89999,89,89,0,6,0,13,0,0,2,18000,18000,18000,0,0,0,0,0,0,0,0,0,17802,0,0,0,18000,18000,18000,18000,-9999,0.113435,0.636004E-01,0.243792E-01,0.136987,-9999,-9999,0.201433E-06,0.411462E-02,-9999,-9999,0.244969E-05,12.0180,95926.6,11.5100,0.00000,0.00000,-9999,0.00000,2.05090,77.8583,1.00012,-273.150,9.00097,-273.150
