file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,diagnostic_flags_LI-7200,,,,,,,,,diagnostic_flags_LI-7700,,,,,,,,,,,,,,,,RSSI_LI-7200,variances,,,,,,,covariances,,,,custom_variables,,,,,,,,,,,,,,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,head_detect_LI-7200,t_out_LI-7200,t_in_LI-7200,aux_in_LI-7200,delta_p_LI-7200,chopper_LI-7200,detector_LI-7200,pll_LI-7200,sync_LI-7200,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,mean_value_RSSI_LI-7200,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,co2_mean,h2o_mean,air_p_mean,vin_sf_mean,co2_mean,h2o_mean,dew_point_mean,avg_signal_strength_7200_mean,co2_signal_strength_7200_mean,h2o_signal_strength_7200_mean,delta_signal_strength_7200_mean,flowrate_mean,hit_power_mean,hit_vin_mean,ch4_mean,rssi_77_mean,ch4_aux-1_mean,ch4_aux-2_mean,ch4_aux-3_mean,ch4_aux-4_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[#],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,--,[m+1K+1s-1],--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
not_enough_data,2023-07-10,10:30,191.437,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-07-10T103000_AIU-0547.ghg,2023-07-10,11:00,191.4582,1,18000,18000,0.800837E-02,2,14.2350,2,108.160,2,0.474872,2,2.45573,2,0.111371E-01,2,-9999,-9999,-9999,-9999,-9999,0.145690E-09,0.837425E-11,0.856517E-12,14.2964,369.704,377.731,0.100000,1,821.753,21.2505,21.7119,0.300000,0,0.840488E-01,2.07444,2.11948,0.500000,0,296.765,296.765,95041.2,1.10676,1017.36,0.259603E-01,0.159131,0.147508E-01,2020.22,2906.95,0.133279E-01,69.4961,886.735,290.822,1.88540,0.600809,0.314645,2.00367,0.506995E-13,0.101907E-13,2.00367,6.78906,317.437,17.6752,9.03479,-9999,0.850639E-01,1.35504,-3.64489,-0.795635,0.131610,-0.148622,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.793868E-02,1.00878,20.4267,1.01330,99.0469,1.09201,0.434862,1.09201,2.24882,1.09201,-0.798374E-03,1.15017,800000009,800000009,800000009,800000009,800001009,800001109,899999999,899999999,89999,89999,89,89,11,6,2,57,10,23,2,0,0,0,0,0,0,0,0,0,0,134,0,17980,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,73,1.17153,1.32013,0.218420,0.523801E-01,0.921153,0.167262,0.206000E-06,0.181414E-01,0.115343E-01,0.596480E-01,-0.798374E-06,14.2973,821.795,95422.8,11.1754,369.703,21.2503,17.6625,75.6159,75.8546,75.3772,0.477406,0.287713E-03,-1.00000,0.00000,67.7891,90.0030,1.00006,-273.150,9.00064,-273.150
2023-07-10T110000_AIU-0547.ghg,2023-07-10,11:30,191.4790,1,18000,18000,-0.485474E-01,2,27.1305,1,174.010,1,-1.65841,1,3.95259,1,0.897162E-02,1,0.828252,-0.203588,-0.387062E-01,-0.462443E-02,0.451280E-03,0.250088E-09,0.143475E-10,0.147688E-11,14.2531,369.050,377.033,0.100000,1,817.703,21.1724,21.6304,0.300000,0,0.841712E-01,2.08172,2.12675,0.700000,0,297.222,297.222,95044.5,1.10513,1017.33,0.259994E-01,0.256128,0.146744E-01,2012.86,2987.97,0.132785E-01,67.3656,975.106,290.764,2.26104,0.690384,0.364711,2.39206,-0.223491E-13,0.175462E-13,2.39206,7.24193,317.547,16.9795,8.76995,-9999,0.209593,1.49315,-28.6078,-0.101371,0.155913,-0.115135,0,40.4812,-6.14318,13.8959,34.6027,52.7714,74.0126,110.884,-0.481495E-01,1.00826,37.0438,1.01345,158.784,1.09590,-1.51329,1.09590,3.60672,1.09590,-0.107761E-01,1.15255,800000009,800000009,800000009,800000009,800000009,800000109,899999999,899999999,89999,89999,89,89,4,2,1,10,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,73,1.68105,1.08163,0.223617,0.518186E-01,0.948196,0.373050,0.125099E-06,0.329490E-01,-0.401959E-01,0.958014E-01,-0.107761E-04,14.2540,817.734,95426.4,11.1600,369.050,21.1718,17.6016,75.6483,75.8945,75.4021,0.492483,0.288112E-03,-1.00000,0.00000,68.4016,91.3557,1.00006,-273.150,9.00066,-273.150
2023-07-10T113000_AIU-0547.ghg,2023-07-10,12:00,191.4999,1,18000,18000,-0.637095E-01,1,19.9129,1,132.862,1,-0.750958,1,3.01891,1,0.172079E-01,2,0.617160,-1.73566,-0.970001E-02,-0.394380E-01,-0.300573E-03,0.742738E-10,0.412867E-11,0.437530E-12,14.2370,368.886,376.609,0.100000,1,791.393,20.5053,20.9346,0.200000,0,0.838669E-01,2.07687,2.12034,-0.100000,0,297.563,297.563,95042.4,1.10412,1016.95,0.260299E-01,0.195625,0.141955E-01,1949.40,3049.69,0.128569E-01,63.9212,1100.29,290.258,2.55027,0.746842,0.410940,2.68896,-0.617083E-13,0.521696E-14,2.68896,6.85231,317.380,16.3226,8.79067,-9999,0.240212,1.17399,-58.6689,-0.494300E-01,0.149877,-0.738282E-01,0,44.9552,-6.82212,15.4317,38.4270,58.6036,82.1924,123.139,-0.632012E-01,1.00804,27.4619,1.01372,120.878,1.09914,-0.683223,1.09914,2.74661,1.09914,0.149671E-02,1.15470,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,2,1,0,16,16,11,7,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,73,1.14919,0.972786,0.226009,0.430510E-01,0.456569,0.323002,0.639886E-07,0.244576E-01,-0.181566E-01,0.729910E-01,0.149671E-05,14.2379,791.430,95423.1,11.1544,368.886,20.5050,17.0951,75.6892,75.9421,75.4362,0.505887,0.288131E-03,-1.00000,0.00000,68.1540,90.7623,1.00005,-273.150,9.00059,-273.150
2023-07-10T120000_AIU-0547.ghg,2023-07-10,12:30,191.5207,1,18000,18000,-0.786533E-01,1,13.1708,0,129.037,0,-1.10396,0,2.93345,0,0.155083E-01,2,0.913212,0.413012,-0.665018E-01,0.938916E-02,0.104551E-03,-0.154771E-09,-0.869655E-11,-0.914881E-12,14.1659,367.759,375.519,0.100000,1,795.984,20.6644,21.1004,0.200000,0,0.837378E-01,2.07856,2.12242,0.00000,1,298.069,298.069,95056.5,1.10234,1017.06,0.260702E-01,0.190088,0.142834E-01,1964.81,3143.20,0.129574E-01,62.5099,1178.39,290.382,1.50004,0.281089,0.257830,1.54778,0.237238E-13,-0.109255E-13,1.54778,5.82582,326.188,10.6134,9.58908,-9999,0.267116,1.41667,-121.986,-0.237732E-01,0.102070,-0.439795E-01,0,51.7107,-7.84729,17.7506,44.2015,67.4101,94.5436,141.643,-0.778804E-01,1.00992,20.6411,1.01354,118.572,1.08826,-1.01443,1.08826,2.69555,1.08826,0.220600E-02,1.14829,800000009,800000009,800000009,800000009,800000009,800000109,899999999,899999999,89999,89999,89,89,2,7,1,33,19,34,5,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,73,1.28569,1.35071,0.196942,0.701535E-01,0.452377,0.277092,0.194775E-06,0.184107E-01,-0.270046E-01,0.717568E-01,0.220600E-05,14.1668,796.000,95438.1,11.1500,367.759,20.6637,17.2203,75.7171,75.9783,75.4560,0.522321,0.288523E-03,-1.00000,0.00000,68.0505,89.9821,1.00005,-273.150,9.00056,-273.150
2023-07-10T123000_AIU-0547.ghg,2023-07-10,13:00,191.5415,1,18000,18000,-0.353535E-01,1,15.4299,0,110.400,0,-0.838234E-02,2,2.51080,0,0.107995E-01,0,0.762486,-1.44102,0.449358E-01,-0.327726E-01,-0.677717E-03,0.129792E-09,0.708208E-11,0.761976E-12,14.1640,368.522,376.084,0.100000,1,772.859,20.1084,20.5210,0.200000,0,0.831535E-01,2.06757,2.11000,-0.200000,0,298.491,298.491,95053.6,1.10098,1016.75,0.261080E-01,0.162700,0.138790E-01,1911.89,3223.31,0.126061E-01,59.3144,1311.42,289.951,1.76270,0.695776,0.322434,1.92229,0.234801E-13,0.916349E-14,1.92229,5.80861,311.358,21.5402,9.65613,-9999,0.179195,0.949795,-31.4334,-0.922587E-01,0.139763,-0.769205E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.350406E-01,1.00893,21.7848,1.01330,101.168,1.09126,-0.768134E-02,1.09126,2.30083,1.09126,-0.155855E-02,1.14975,800000009,800000009,800000009,800000009,800000009,800000119,899999999,899999999,89999,89999,89,89,4,4,1,19,11,35,5,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,73,0.847929,0.930408,0.121253,0.529454E-01,0.323675,0.296939,0.101211E-06,0.194607E-01,-0.204661E-03,0.613029E-01,-0.155855E-05,14.1649,772.871,95436.2,11.0962,368.521,20.1075,16.7888,75.7680,76.0388,75.4972,0.541635,0.289130E-03,-1.00000,0.00000,67.5753,90.2167,1.00004,-273.150,9.00045,-273.150
2023-07-10T130000_AIU-0547.ghg,2023-07-10,13:30,191.5624,1,18000,18000,-0.228460,1,34.8112,1,116.600,1,-0.932456,1,2.65298,1,-0.641794E-02,1,0.820321,-0.605996,-0.240824E-01,-0.137881E-01,-0.116419E-02,0.369099E-10,0.199274E-11,0.214961E-12,14.1191,368.113,375.577,0.100000,1,762.279,19.8741,20.2771,0.200000,0,0.822290E-01,2.04868,2.09022,-0.500000,0,298.947,298.947,95036.9,1.09921,1016.63,0.261524E-01,0.171913,0.136940E-01,1889.28,3311.63,0.124581E-01,57.0497,1422.36,289.764,1.05150,0.364416,0.252682,1.14118,-0.223856E-13,0.261418E-14,1.14118,6.28705,320.594,19.1147,12.7925,-9999,0.455896,1.20286,-229.395,-0.126420E-01,0.298552,-0.683300E-01,0,87.7336,-13.3139,30.1161,74.9934,114.370,160.405,240.316,-0.225770,1.01192,41.3988,1.01449,107.346,1.08621,-0.858448,1.08621,2.44241,1.08621,-0.233295E-01,1.14802,800000009,800000009,800000009,800000009,800001019,800011119,899999999,899999999,89999,89999,89,89,21,8,4,26,17,16,2,0,0,0,0,0,0,0,0,0,0,1,0,18000,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,73,1.26350,0.989219,0.153004,0.119577,0.959455,0.430438,0.227484E-06,0.370463E-01,-0.229058E-01,0.651706E-01,-0.233295E-04,14.1200,762.312,95441.6,11.1548,368.113,19.8736,16.6031,75.7905,76.0691,75.5119,0.557174,0.289832E-03,-1.00000,0.00000,66.8227,89.7645,1.00003,-273.150,9.00037,-273.150
2023-07-10T133000_AIU-0547.ghg,2023-07-10,14:00,191.5832,1,18000,18000,-0.789827E-01,0,24.4173,1,55.7804,1,-0.925543,0,1.26920,1,-0.612571E-02,1,0.568928E-01,0.551103,0.238970E-01,0.125395E-01,-0.626946E-03,-0.218935E-09,-0.119337E-10,-0.126736E-11,14.1311,368.519,376.073,0.100000,1,770.256,20.0872,20.4990,0.300000,0,0.818012E-01,2.03850,2.08029,0.00000,0,298.979,298.979,95031.9,1.09894,1016.75,0.261566E-01,0.822440E-01,0.138386E-01,1909.44,3317.84,0.125927E-01,57.5507,1408.40,289.931,0.933104,0.938293E-01,0.230657,0.965758,0.671781E-14,-0.154932E-13,0.965758,4.58312,329.346,5.74214,13.8178,-9999,0.268088,0.792615,-66.5035,-0.436067E-01,0.437739,-0.815132E-01,0,61.9645,-9.40335,21.2704,52.9663,80.7770,113.291,169.730,-0.779434E-01,1.01333,27.4909,1.01530,51.3638,1.08599,-0.852260,1.08599,1.16870,1.08599,-0.161976E-01,1.14861,800000009,800000009,800000009,800000009,800001009,800011109,899999999,899999999,89999,89999,89,89,9,3,2,27,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,73,0.697258,0.761764,0.126208,0.637727E-01,1.35120,0.613787,0.412071E-07,0.246036E-01,-0.227493E-01,0.311961E-01,-0.161976E-04,14.1320,770.276,95413.7,11.3700,368.518,20.0865,16.7636,75.7990,76.0773,75.5208,0.556446,0.289723E-03,-1.00000,0.00000,66.4751,90.0348,1.00003,-273.150,9.00036,-273.150
2023-07-10T140000_AIU-0547.ghg,2023-07-10,14:30,191.6040,1,18000,18000,-0.138318,1,46.1816,1,47.9627,1,-0.631074,2,1.09165,1,0.200781E-01,2,0.558099,-2.61541,0.225531E-01,-0.595276E-01,-0.117057E-02,0.656508E-10,0.339448E-11,0.376602E-12,14.1123,368.903,376.076,0.100000,0,729.676,19.0741,19.4450,0.300000,0,0.809544E-01,2.01947,2.05874,0.300000,0,299.289,299.289,95009.2,1.09797,1016.19,0.261900E-01,0.707387E-01,0.131239E-01,1812.70,3379.32,0.119530E-01,53.6410,1566.62,289.114,0.928169,0.419257,0.223204,1.04264,-0.596889E-13,0.465203E-14,1.04264,4.87068,309.067,24.3089,12.3614,-9999,0.354932,0.786370,-81.5690,-0.355527E-01,0.962866,-0.116617,0,88.0281,-13.3586,30.2172,75.2451,114.753,160.943,241.122,-0.136590,1.01265,48.6094,1.01490,44.1637,1.08602,-0.581089,1.08602,1.00518,1.08602,0.196076E-02,1.14828,800000009,800000009,800000009,800000009,800000019,800010119,899999999,899999999,89999,89999,89,89,8,9,1,39,11,21,4,0,0,0,0,0,0,0,0,0,0,3,0,18000,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,73,1.04322,0.437556,0.919653E-01,0.126063,0.464598,0.674985,0.432565E-06,0.435670E-01,-0.155147E-01,0.268377E-01,0.196076E-05,14.1132,729.694,95396.6,11.3644,368.902,19.0733,15.9462,75.8597,76.1488,75.5705,0.578355,0.290769E-03,-1.00000,0.00000,65.7854,89.4062,1.00003,-273.150,9.00033,-273.150
