file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,diagnostic_flags_LI-7500,,,,diagnostic_flags_LI-7700,,,,,,,,,,,,,,,,RSSI_LI-7500,variances,,,,,,,covariances,,,,custom_variables,,,,,,,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,chopper_LI-7500,detector_LI-7500,pll_LI-7500,sync_LI-7500,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,mean_value_RSSI_LI-7500,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,air_t_mean,air_p_mean,vin_sf_mean,co2_mean,h2o_mean,dew_point_mean,co2_signal_strength_7500_mean,ch4_mean,rssi_77_mean,ch4_aux-1_mean,ch4_aux-2_mean,ch4_aux-3_mean,ch4_aux-4_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[#],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,--,[m+1K+1s-1],--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
not_enough_data,2022-09-05,12:30,248.520,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2022-09-05T123000_AIU-0547.ghg,2022-09-05,13:00,248.5415,1,18000,18000,-0.107277,1,19.9488,1,-9999,-9999,-9999,-9999,-9999,-9999,-0.243810E-01,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.565322E-12,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.843772E-01,2.16119,2.16119,0.100000,0,297.470,294.430,95570.8,1.13084,1005.59,0.256134E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.514764,0.217451,0.194063,0.591546,0.242941E-13,-0.669994E-14,0.591546,3.27069,176.215,157.099,19.1511,-9999,0.308002,0.224373,-123.515,-0.234789E-01,-9999,-0.569564E-01,0,73.2625,-11.1179,25.1487,62.6237,95.5051,133.947,200.677,-0.105265,1.01911,19.5786,1.01891,-9999,-9999,-9999,-9999,-9999,-9999,-0.211467E-01,1.15295,800000009,800001109,800000009,800000009,800001109,801001119,899999999,899999999,89999,89999,89,89,26,31,3,0,0,0,4,18000,18000,18000,0,0,0,0,0,0,0,0,0,17200,0,0,0,18000,18000,18000,18000,-9999,0.168964,0.170188,0.109595,0.463827E-01,-9999,-9999,0.816584E-07,0.172172E-01,-9999,-9999,-0.211467E-04,12.0180,95998.0,11.5900,0.00000,0.00000,-9999,0.00000,2.04150,79.3602,1.00006,-284.536,9.00060,-273.150
2022-09-05T130000_AIU-0547.ghg,2022-09-05,13:30,248.5624,1,18000,18000,-0.151127,1,39.1689,0,-9999,-9999,-9999,-9999,-9999,-9999,-0.592180E-02,2,1.05946,-9999,-9999,-9999,-0.352243E-03,-9999,-9999,-0.669563E-12,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.839707E-01,2.15557,2.15557,-0.400000,0,297.868,295.010,95545.7,1.12832,1005.60,0.256706E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.619389,0.346680,0.192308,0.735399,-0.333529E-14,-0.797377E-14,0.735399,3.91964,181.042,150.764,15.1591,-9999,0.365978,0.388260,-105.517,-0.274837E-01,-9999,-0.943255E-01,0,71.0521,-10.7824,24.3899,60.7342,92.6236,129.906,194.623,-0.148715,1.01622,38.5118,1.01706,-9999,-9999,-9999,-9999,-9999,-9999,-0.514690E-02,1.15056,800000009,800001109,800000009,800000009,800001119,801001119,899999999,899999999,89999,89999,89,89,22,41,2,1,0,0,3,18000,18000,18000,0,0,0,0,0,0,0,0,0,14500,0,0,0,18000,18000,18000,18000,-9999,0.297837,0.311631,0.167053,0.702391E-01,-9999,-9999,0.166856E-06,0.339419E-01,-9999,-9999,-0.514690E-05,12.0180,95935.3,11.5900,0.00000,0.00000,-9999,0.00000,2.03709,83.8250,1.00006,-273.150,9.00062,-273.150
2022-09-05T133000_AIU-0547.ghg,2022-09-05,14:00,248.5832,1,18000,18000,-0.543549E-01,1,36.7107,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.51577,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,298.059,298.059,95522.8,1.11651,1005.69,0.256960E-01,-9999,-9999,-9999,3141.37,-9999,-9999,-9999,-9999,-0.354709,0.387183,0.254742,0.583629,-0.716736E-14,0.373103E-14,0.583629,3.63520,192.929,132.494,25.8795,-9999,0.220642,0.306563,-24.6680,-0.117561,-9999,-0.148177,0,51.8039,-7.86143,17.7826,44.2812,67.5316,94.7140,141.899,-0.533250E-01,1.01931,36.0251,1.01903,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,800000009,800001119,800000009,800000009,800001119,810001119,899999999,899999999,89999,89999,89,89,39,31,4,2,0,0,1,18000,18000,18000,0,0,11881,0,0,0,0,0,0,15600,0,0,0,18000,18000,18000,18000,-9999,0.187626,0.291730,0.133770,0.641732E-01,-9999,-9999,-9999,0.320833E-01,-9999,-9999,-9999,12.0180,95892.4,11.5139,0.00000,0.00000,-9999,0.00000,1.70838,25.1806,1.00007,-273.150,9.00053,-273.150
2022-09-05T140000_AIU-0547.ghg,2022-09-05,14:30,248.6040,1,18000,18000,-0.137237,1,44.3181,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.262971,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,298.204,298.204,95503.1,1.11574,1005.69,0.257040E-01,-9999,-9999,-9999,3168.72,-9999,-9999,-9999,-9999,-0.740050,0.222807,0.152733,0.787810,-0.739131E-14,-0.295454E-14,0.787810,3.81453,170.132,163.245,11.1787,-9999,0.350715,0.369355,-82.0510,-0.353439E-01,-9999,-0.112616,0,74.6478,-11.3281,25.6242,63.8078,97.3109,136.480,204.472,-0.135153,1.01542,43.5961,1.01656,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,800000009,800001109,800000009,800000009,800001119,800001119,899999999,899999999,89999,89999,89,89,34,31,3,1,0,0,0,18000,18000,18000,0,0,3555,0,0,0,0,0,0,16000,0,0,0,18000,18000,18000,18000,-9999,0.309169,0.293943,0.135598,0.552052E-01,-9999,-9999,-9999,0.388528E-01,-9999,-9999,-9999,12.0180,95862.7,11.5128,0.00000,0.00000,-9999,0.00000,1.91625,45.7001,1.00006,-273.150,9.00054,-273.150
2022-09-05T143000_AIU-0547.ghg,2022-09-05,15:00,248.6249,1,18000,18000,-0.206185,1,31.5396,0,-9999,-9999,-9999,-9999,-9999,-9999,0.186892E-01,1,-5.36488,-9999,-9999,-9999,-9999,-9999,-9999,0.504856E-12,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.830399E-01,2.13530,2.13530,0.00000,1,298.221,295.264,95465.9,1.12641,1005.61,0.257142E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.864681,0.482434,0.200228,1.01020,-0.170049E-13,0.607969E-14,1.01020,4.19344,181.458,150.841,11.4321,-9999,0.427840,0.506029,-209.234,-0.138601E-01,-9999,-0.650806E-01,0,73.5071,-11.1550,25.2326,62.8327,95.8239,134.394,201.347,-0.203554,1.01293,31.0717,1.01506,-9999,-9999,-9999,-9999,-9999,-9999,0.162740E-01,1.14841,800000009,800001109,800000009,800000009,800001109,800001109,899999999,899999999,89999,89999,89,89,17,36,1,3,0,0,1,18000,18000,18000,0,0,6,0,0,0,0,100,0,17800,0,0,15,18000,18000,18000,18000,-9999,0.423200,0.379144,0.209714,0.259355E-01,-9999,-9999,0.596922E-06,0.274310E-01,-9999,-9999,0.162740E-04,12.0180,95832.2,11.5200,0.00000,0.00000,-9999,0.00000,2.01697,52.8246,1.00005,-273.150,9.00061,-273.150
2022-09-05T150000_AIU-0547.ghg,2022-09-05,15:30,248.6457,1,18000,18000,-0.274120,1,54.7124,0,-9999,-9999,-9999,-9999,-9999,-9999,0.303161E-02,2,1.08192,-9999,-9999,-9999,0.185430E-02,-9999,-9999,0.103746E-11,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.839971E-01,2.16497,2.16497,0.00000,1,298.657,295.859,95434.9,1.12378,1005.62,0.257743E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.921739,0.349479,0.181159,1.00228,-0.572182E-14,0.123512E-13,1.00228,4.50905,173.556,159.236,10.4133,-9999,0.493890,0.669277,-185.505,-0.156330E-01,-9999,-0.980255E-01,0,75.9248,-11.5219,26.0625,64.8994,98.9756,138.815,207.970,-0.270603,1.01300,53.8985,1.01510,-9999,-9999,-9999,-9999,-9999,-9999,0.263976E-02,1.14844,800000009,800001109,800000009,800000009,800001119,800001119,899999999,899999999,89999,89999,89,89,35,30,2,2,0,0,2,18000,18000,18000,0,0,0,0,0,0,0,0,0,11800,0,0,0,18000,18000,18000,18000,-9999,0.606679,0.474132,0.257744,0.829310E-01,-9999,-9999,0.692052E-07,0.476936E-01,-9999,-9999,0.263976E-05,12.0180,95822.3,11.5200,0.00000,0.00000,-9999,0.00000,2.04589,87.0930,1.00004,-273.150,9.00047,-273.150
2022-09-05T153000_AIU-0547.ghg,2022-09-05,16:00,248.6665,1,18000,18000,-0.214214,1,30.0896,0,-9999,-9999,-9999,-9999,-9999,-9999,-0.237477E-01,1,-1.36701,-9999,-9999,-9999,0.519288E-03,-9999,-9999,0.157728E-11,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.845170E-01,2.17326,2.17326,-0.200000,0,298.083,295.110,95417.2,1.12642,1005.60,0.257138E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.891236,0.295843,0.180952,0.956331,-0.590294E-14,0.186622E-13,0.956331,4.62856,172.267,161.637,10.9070,-9999,0.436087,0.561221,-232.161,-0.124914E-01,-9999,-0.609138E-01,0,72.6097,-11.0188,24.9246,62.0657,94.6541,132.754,198.889,-0.211376,1.01342,29.6347,1.01535,-9999,-9999,-9999,-9999,-9999,-9999,-0.206742E-01,1.14866,800000009,800001109,800000009,800000009,800001119,801001119,899999999,899999999,89999,89999,89,89,15,25,1,4,0,0,2,18000,18000,18000,0,0,0,0,0,0,0,0,0,16000,0,0,0,18000,18000,18000,18000,-9999,0.467986,0.429786,0.224671,0.960084E-01,-9999,-9999,0.232221E-06,0.261621E-01,-9999,-9999,-0.206742E-04,12.0180,95775.9,11.5200,0.00000,0.00000,-9999,0.00000,2.05155,77.2879,1.00006,-273.150,9.00061,-273.150
2022-09-05T160000_AIU-0547.ghg,2022-09-05,16:30,248.6873,1,18000,18000,-0.205011,1,25.2008,0,-9999,-9999,-9999,-9999,-9999,-9999,0.844941E-02,1,-0.747559,-9999,-9999,-9999,-0.119470E-03,-9999,-9999,-0.125024E-12,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.845569E-01,2.17135,2.17135,0.00000,1,297.652,294.701,95413.5,1.12794,1005.59,0.256792E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.758611,0.527847,0.226572,0.951550,-0.236157E-13,-0.147858E-14,0.951550,5.44353,186.446,145.170,13.7749,-9999,0.426329,0.616766,-258.994,-0.111972E-01,-9999,-0.521146E-01,0,68.0012,-10.3194,23.3426,58.1264,88.6464,124.328,186.266,-0.202286,1.01347,24.8191,1.01538,-9999,-9999,-9999,-9999,-9999,-9999,0.735570E-02,1.14869,800000009,800001109,800000009,800000009,800001119,800001119,899999999,899999999,89999,89999,89,89,25,16,0,11,0,0,6,18000,18000,18000,0,0,778,0,0,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,-9999,0.435134,0.545417,0.252980,0.145342E-01,-9999,-9999,0.735762E-06,0.218815E-01,-9999,-9999,0.735570E-05,12.0180,95775.9,11.5105,0.00000,0.00000,-9999,0.00000,2.12854,76.6461,1.00008,-273.150,9.00073,-273.150
