file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,diagnostic_flags_LI-7200,,,,,,,,,diagnostic_flags_LI-7700,,,,,,,,,,,,,,,,RSSI_LI-7200,variances,,,,,,,covariances,,,,custom_variables,,,,,,,,,,,,,,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,head_detect_LI-7200,t_out_LI-7200,t_in_LI-7200,aux_in_LI-7200,delta_p_LI-7200,chopper_LI-7200,detector_LI-7200,pll_LI-7200,sync_LI-7200,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,mean_value_RSSI_LI-7200,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,co2_mean,h2o_mean,air_p_mean,vin_sf_mean,co2_mean,h2o_mean,dew_point_mean,avg_signal_strength_7200_mean,co2_signal_strength_7200_mean,h2o_signal_strength_7200_mean,delta_signal_strength_7200_mean,flowrate_mean,hit_power_mean,hit_vin_mean,ch4_mean,rssi_77_mean,ch4_aux-1_mean,ch4_aux-2_mean,ch4_aux-3_mean,ch4_aux-4_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[#],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,--,[m+1K+1s-1],--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
not_enough_data,2023-02-03,14:30,34.604,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-02-03T143000_AIU-0547.ghg,2023-02-03,15:00,34.6248,1,18000,18000,-0.369331,0,53.4472,0,-12.0947,1,-2.56430,2,-0.268160,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.978021E-11,-0.299498E-13,-9999,18.8028,447.561,448.175,0.800000,1,57.5797,1.37056,1.37244,8.30000,0,-9999,-9999,-9999,-9999,0,272.097,271.979,95224.1,1.21911,1005.87,0.237568E-01,-0.173767E-01,0.103960E-02,130.488,559.484,0.852748E-03,23.3230,428.996,253.617,0.247767,-0.736377,0.532007E-01,0.781901,0.217543E-13,-0.520145E-15,0.781901,8.61925,66.1111,288.609,3.90143,-9999,0.550409,3.40263,-262.350,-0.110540E-01,-4.41908,-0.791866E-01,0,68.5670,-10.4053,23.5368,58.6100,89.3840,125.362,187.816,-0.363692,1.01550,51.9792,1.01662,-11.0656,1.09299,-2.33872,1.09646,-0.245345,1.09299,-9999,-9999,800000009,800000019,800000009,800100009,800000019,800001019,899999999,899999999,89999,89999,89,89,11,6,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2.67741,3.71483,0.413020,0.174900,6.19999,0.296826E-02,-9999,0.423879E-01,-0.556367E-01,-0.583659E-02,-9999,18.8044,57.6002,96036.8,11.3300,447.564,1.37095,-19.4853,92.2019,92.3124,92.0913,0.221123,0.00000,-1.00000,0.00000,-9999,-9999,-9999,-9999,-9999,-9999
2023-02-03T150000_AIU-0547.ghg,2023-02-03,15:30,34.6457,1,18000,18000,-0.540821,0,50.6132,0,-11.3147,1,-4.71762,1,-0.250846,1,-9999,-9999,-0.160771,-0.512282,-0.168441,-0.113573E-01,-9999,-0.180299E-09,-0.484332E-12,-9999,18.6891,444.961,445.494,3.70000,0,50.2042,1.19529,1.19672,-2.90000,0,-9999,-9999,-9999,-9999,0,272.001,271.898,95224.1,1.21956,1005.78,0.237484E-01,-0.162548E-01,0.906974E-03,113.808,556.155,0.743690E-03,20.4633,442.347,252.039,-0.593063,-0.690263,0.622202E-01,0.912172,0.101881E-12,-0.964724E-14,0.912172,9.84801,118.114,229.331,3.91125,-9999,0.665926,3.08191,-490.625,-0.591083E-02,-4.47324,-0.619630E-01,0,87.7801,-13.3210,30.1321,75.0331,114.430,160.490,240.443,-0.533419,1.01388,49.2772,1.01562,-10.3370,1.09458,-4.29253,1.09903,-0.229172,1.09458,-9999,-9999,800000009,800000019,800000009,800000009,800000019,800110019,899999999,899999999,89999,89999,89,89,20,14,7,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,3.47325,2.36455,0.326023,0.149371,0.665158,0.333791E-02,-9999,0.401737E-01,-0.102063,-0.544896E-02,-9999,18.6903,50.2053,96067.9,11.3349,444.958,1.19523,-21.0697,92.2527,92.3624,92.1430,0.219448,0.00000,-1.00000,0.00000,-9999,-9999,-9999,-9999,-9999,-9999
2023-02-03T153000_AIU-0547.ghg,2023-02-03,16:00,34.6665,1,18000,18000,-0.422131,0,59.1018,0,-2.12116,0,-0.636038,2,-0.470209E-01,0,-9999,-9999,-0.234163,-0.406618,-0.600007E-01,-0.901373E-02,-9999,-0.229093E-09,-0.544959E-12,-9999,18.6877,444.036,444.505,0.800000,1,44.4536,1.05626,1.05737,-5.30000,0,-9999,-9999,-9999,-9999,0,271.870,271.779,95224.1,1.22015,1005.70,0.237370E-01,-0.304696E-02,0.801860E-03,100.574,551.338,0.657180E-03,18.2418,450.764,250.631,0.480419,-0.811259,0.828546E-01,0.946472,-0.104384E-12,-0.122590E-13,0.946472,10.1894,42.2860,300.634,5.02213,-9999,0.588188,2.58106,-289.517,-0.100167E-01,-27.8630,-0.818841E-01,0,71.9006,-10.9112,24.6812,61.4596,93.7298,131.457,196.947,-0.416499,1.01352,58.1165,1.01541,-1.93695,1.09510,-0.578310,1.09982,-0.429375E-01,1.09510,-9999,-9999,800000009,800000019,800000009,800000009,800000019,800010019,899999999,899999999,89999,89999,89,89,21,21,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2.72007,2.02317,0.418878,0.138649,1.92753,0.651526E-02,-9999,0.473603E-01,-0.137418E-01,-0.102028E-02,-9999,18.6891,44.4336,96110.5,11.3400,444.037,1.05582,-22.4967,92.3374,92.4513,92.2235,0.227814,0.00000,-1.00000,0.00000,-9999,-9999,-9999,-9999,-9999,-9999
2023-02-03T160000_AIU-0547.ghg,2023-02-03,16:30,34.6873,1,18000,18000,-0.206679,0,59.6307,0,-7.18980,1,-0.892819,1,-0.159352,1,-9999,-9999,-0.372306,-0.829155,-0.695178E-01,-0.183771E-01,-9999,0.251701E-09,0.439243E-12,-9999,18.7465,442.964,443.307,3.10000,0,32.7145,0.773016,0.773614,-5.60000,0,-9999,-9999,-9999,-9999,0,271.658,271.591,95224.1,1.22113,1005.55,0.237184E-01,-0.103260E-01,0.587297E-03,73.6114,543.761,0.480946E-03,13.5375,470.150,247.156,0.691496,-0.468979,0.837579E-01,0.839717,0.447990E-13,0.134265E-13,0.839717,9.20399,0.961748,325.854,5.72451,-9999,0.411403,2.64759,-98.1837,-0.295365E-01,-8.29379,-0.118042,0,52.9851,-8.04069,18.1881,45.2908,69.0714,96.8736,145.134,-0.203681,1.01472,58.3325,1.01613,-6.57437,1.09361,-0.813499,1.09750,-0.145712,1.09361,-9999,-9999,800000009,800000019,800000009,800000009,800000019,800110019,899999999,899999999,89999,89999,89,89,15,4,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,1.84966,3.00594,0.439581,0.732947E-01,1.65965,0.263747E-02,-9999,0.475057E-01,-0.193098E-01,-0.345872E-02,-9999,18.7478,32.7064,96170.5,11.3317,442.961,0.772822,-25.9558,92.3878,92.5035,92.2720,0.231516,0.00000,-1.00000,0.00000,-9999,-9999,-9999,-9999,-9999,-9999
2023-02-03T163000_AIU-0547.ghg,2023-02-03,17:00,34.7082,0,18000,18000,-0.176434,1,34.8083,0,-0.836197,0,-1.19662,0,-0.185252E-01,0,-9999,-9999,-0.901538,-0.201334,0.342485E-01,-0.446037E-02,-9999,0.125808E-09,0.199817E-12,-9999,18.8470,443.491,443.804,0.800000,1,29.9343,0.704386,0.704883,0.800000,1,-9999,-9999,-9999,-9999,0,271.197,271.136,95224.1,1.22321,1005.51,0.236781E-01,-0.120043E-02,0.536066E-03,67.0775,525.823,0.438245E-03,12.7567,458.746,246.142,1.07679,-0.590544,0.480413E-01,1.22903,-0.422010E-13,0.667520E-14,1.22903,10.5815,355.542,331.258,2.24019,-9999,0.379787,3.12236,-132.324,-0.219159E-01,-41.6269,-0.745171E-01,0,50.2960,-7.63261,17.2650,42.9923,65.5659,91.9571,137.769,-0.174452,1.01136,34.2865,1.01420,-0.759738,1.10064,-1.08030,1.10767,-0.168313E-01,1.10064,-9999,-9999,800000009,800000019,800000009,800000009,800000119,801011119,899999999,899999999,89999,89999,89,89,9,30,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2.52097,3.29704,0.426712,0.578118E-01,0.917214,0.159898E-03,-9999,0.278764E-01,-0.255976E-01,-0.398815E-03,-9999,18.8484,29.9366,96245.2,11.3316,443.491,0.704389,-26.9390,92.4028,92.5195,92.2860,0.233512,0.00000,-1.00000,0.00000,-9999,-9999,-9999,-9999,-9999,-9999
2023-02-03T170000_AIU-0547.ghg,2023-02-03,17:30,34.7290,0,18000,18000,-0.175740,0,42.0368,0,-0.735521,2,-0.865524,1,-0.162875E-01,2,-9999,-9999,-0.934864,-0.780680E-01,-0.541678E-01,-0.172875E-02,-9999,-0.685884E-10,-0.105028E-12,-9999,18.8723,442.659,442.959,0.800000,1,28.8987,0.677833,0.678293,4.90000,0,-9999,-9999,-9999,-9999,0,270.723,270.665,95224.1,1.22535,1005.49,0.236368E-01,-0.105543E-02,0.516760E-03,64.5495,507.809,0.421724E-03,12.7114,443.260,245.726,0.701516,-1.00916,0.614551E-01,1.23057,-0.192091E-13,-0.363434E-14,1.23057,7.20867,32.4819,304.805,2.86256,-9999,0.378709,1.79665,-108.638,-0.266942E-01,-57.1524,-0.900922E-01,0,58.0676,-8.81198,19.9327,49.6353,75.6970,106.166,159.056,-0.173767,1.01135,41.4204,1.01419,-0.668246,1.10067,-0.781358,1.10772,-0.147978E-01,1.10067,-9999,-9999,800000009,800000019,800000009,800000009,800000019,800011019,899999999,899999999,89999,89999,89,89,0,12,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,1.50209,1.79496,0.296253,0.359330E-01,1.93076,0.280686E-03,-9999,0.336184E-01,-0.184813E-01,-0.350009E-03,-9999,18.8737,28.9036,96312.7,11.3400,442.660,0.677907,-27.3492,92.4155,92.5314,92.2996,0.231812,0.00000,-1.00000,0.00000,-9999,-9999,-9999,-9999,-9999,-9999
2023-02-03T173000_AIU-0547.ghg,2023-02-03,18:00,34.7498,0,18000,18000,-0.117372,1,38.0826,1,-2.07452,1,-1.14221,2,-0.459202E-01,1,-9999,-9999,-0.845830,-0.150612,-0.772303E-01,-0.333383E-02,-9999,-0.845139E-10,-0.119974E-12,-9999,18.8686,441.475,441.752,0.800000,1,26.7855,0.626708,0.627101,5.90000,0,-9999,-9999,-9999,-9999,0,270.293,270.240,95224.1,1.22730,1005.45,0.235993E-01,-0.297563E-02,0.478544E-03,59.6818,492.009,0.389914E-03,12.1302,432.328,244.881,1.09892,-0.485910E-01,0.803918E-01,1.10293,0.474905E-13,-0.447907E-14,1.10293,8.68715,337.382,357.468,4.17995,-9999,0.309247,2.34970,-65.2950,-0.444138E-01,-18.3573,-0.997943E-01,0,47.4430,-7.19966,16.2857,40.5536,61.8468,86.7410,129.954,-0.115959,1.01219,37.4361,1.01464,-1.88949,1.09793,-1.03470,1.10391,-0.418243E-01,1.09793,-9999,-9999,800000009,800000019,800000009,800000009,800000019,800010019,899999999,899999999,89999,89999,89,89,3,2,2,46,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2.19165,2.18035,0.327392,0.426802E-01,2.52042,0.699440E-03,-9999,0.303372E-01,-0.244334E-01,-0.987643E-03,-9999,18.8700,26.7921,96374.6,11.3351,441.476,0.626834,-28.1917,92.4600,92.5764,92.3435,0.232873,0.00000,-1.00000,0.00000,-9999,-9999,-9999,-9999,-9999,-9999
2023-02-03T180000_AIU-0547.ghg,2023-02-03,18:30,34.7707,0,18000,18000,-0.323689,0,42.7429,0,-3.11945,0,-2.02076,1,-0.690255E-01,0,-9999,-9999,-0.747414,-0.620304E-02,0.788745E-01,-0.137257E-03,-9999,0.370560E-11,0.522845E-14,-9999,18.9609,442.683,442.959,0.800000,1,26.7530,0.624606,0.624997,0.800000,1,-9999,-9999,-9999,-9999,0,269.918,269.864,95224.1,1.22901,1005.45,0.235665E-01,-0.447285E-02,0.477602E-03,59.4817,478.431,0.388606E-03,12.4327,418.950,244.845,0.822356,-0.738175,0.778182E-01,1.10780,0.592893E-13,0.195434E-15,1.10780,8.54745,7.43762,318.088,4.02809,-9999,0.513199,2.70390,-265.877,-0.109073E-01,-13.7020,-0.674002E-01,0,66.4902,-10.0901,22.8239,56.8348,86.6767,121.565,182.127,-0.319803,1.01215,41.9785,1.01462,-2.84096,1.09803,-1.83032,1.10405,-0.628631E-01,1.09803,-9999,-9999,800000009,800000019,800000009,800000009,800000019,800011019,899999999,899999999,89999,89999,89,89,22,12,2,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2.19737,2.82267,0.387761,0.291421E-01,1.75472,0.407860E-03,-9999,0.339712E-01,-0.431612E-01,-0.148239E-02,-9999,18.9622,26.7545,96431.3,11.3300,442.681,0.624591,-28.2206,92.4854,92.6017,92.3690,0.232641,0.00000,-1.00000,0.00000,-9999,-9999,-9999,-9999,-9999,-9999
