file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,diagnostic_flags_LI-7500,,,,diagnostic_flags_LI-7700,,,,,,,,,,,,,,,,RSSI_LI-7500,variances,,,,,,,covariances,,,,custom_variables,,,,,,,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,chopper_LI-7500,detector_LI-7500,pll_LI-7500,sync_LI-7500,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,mean_value_RSSI_LI-7500,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,air_t_mean,air_p_mean,vin_sf_mean,co2_mean,h2o_mean,dew_point_mean,co2_signal_strength_7500_mean,ch4_mean,rssi_77_mean,ch4_aux-1_mean,ch4_aux-2_mean,ch4_aux-3_mean,ch4_aux-4_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[#],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,--,[m+1K+1s-1],--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
not_enough_data,2022-12-12,12:00,346.499,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2022-12-12T120000_AIU-0547.ghg,2022-12-12,12:30,346.5207,1,18000,18000,-0.120457,1,8.89326,0,-9999,-9999,-9999,-9999,-9999,-9999,-0.441054E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.398522E-12,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.945432E-01,2.29373,2.29373,0.00000,0,279.277,279.122,95651.5,1.19387,1005.25,0.242612E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.52730,-0.307920E-01,0.128597,1.53301,-0.844988E-13,-0.421524E-14,1.53301,6.42660,335.303,358.845,4.81190,-9999,0.317642,1.74309,-303.982,-0.954003E-02,-9999,-0.233288E-01,0,54.7041,-8.30156,18.7782,46.7603,71.3124,100.017,149.843,-0.119267,1.00998,8.77424,1.01356,-9999,-9999,-9999,-9999,-9999,-9999,-0.384108E-02,1.14825,800000009,800001109,800000009,800000009,800001109,800001109,899999999,899999999,89999,89999,89,89,4,1,1,17,0,0,0,18000,18000,18000,0,0,0,0,0,0,0,0,0,8118,0,0,0,18000,18000,18000,18000,-9999,1.37141,1.87282,0.241943,0.575101E-01,-9999,-9999,0.175928E-07,0.731103E-02,-9999,-9999,-0.384108E-05,12.0180,96043.5,11.4800,0.00000,0.00000,-9999,0.00000,2.13244,85.3487,1.00007,-273.150,9.00039,-273.150
2022-12-12T123000_AIU-0547.ghg,2022-12-12,13:00,346.5415,1,18000,18000,-0.566199E-01,2,10.9750,1,-9999,-9999,-9999,-9999,-9999,-9999,-0.254990E-02,1,0.158224,-9999,-9999,-9999,-0.303541E-03,-9999,-9999,-0.320614E-12,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.943030E-01,2.28915,2.28915,0.600000,0,279.503,279.203,95627.2,1.19321,1005.25,0.242744E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.26320,0.711400,0.201634,2.38093,0.904501E-13,-0.339983E-14,2.38093,6.95738,317.515,17.4497,4.85804,-9999,0.217834,1.35621,-79.4305,-0.365099E-01,-9999,-0.420035E-01,0,43.5542,-6.60952,14.9507,37.2295,56.7773,79.6310,119.302,-0.561553E-01,1.00827,10.8294,1.01344,-9999,-9999,-9999,-9999,-9999,-9999,-0.221255E-02,1.15247,800000009,800001109,800000009,800000009,800001119,800001119,899999999,899999999,89999,89999,89,89,2,1,0,16,0,0,2,18000,18000,18000,0,0,0,0,0,0,0,0,0,5115,0,0,0,18000,18000,18000,18000,-9999,1.75965,0.751596,0.201170,0.437005E-01,-9999,-9999,0.221668E-07,0.902839E-02,-9999,-9999,-0.221255E-05,12.0180,96007.6,11.4729,0.00000,0.00000,-9999,0.00000,2.12787,86.6154,1.00007,-273.150,9.00051,-273.150
2022-12-12T130000_AIU-0547.ghg,2022-12-12,13:30,346.5624,1,18000,18000,0.410257E-01,2,-1.91885,0,-9999,-9999,-9999,-9999,-9999,-9999,0.177171E-02,0,0.895377,-9999,-9999,-9999,-0.134059E-04,-9999,-9999,-0.721963E-12,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.941228E-01,2.28895,2.28895,-0.900000,0,279.682,279.668,95611.6,1.19104,1005.26,0.243188E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.46846,0.590585,0.121902,1.58746,0.151010E-13,-0.767044E-14,1.58746,5.74142,310.384,21.9089,4.40412,-9999,0.185594,1.02027,280.944,0.103223E-01,-9999,0.863520E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.407320E-01,1.00721,-1.89499,1.01259,-9999,-9999,-9999,-9999,-9999,-9999,0.150781E-02,1.17503,800000009,800001109,800000009,800000009,800001109,800101109,899999999,899999999,89999,89999,89,89,10,4,0,14,0,0,0,18000,18000,18000,0,0,0,0,0,0,0,0,0,6501,0,0,0,18000,18000,18000,18000,-9999,1.27899,0.641854,0.119689,0.604623E-01,-9999,-9999,0.170591E-07,-0.158271E-02,-9999,-9999,0.150781E-05,12.0180,95995.2,11.4700,0.00000,0.00000,-9999,0.00000,2.12834,85.9699,1.00008,-336.539,9.00060,-273.150
2022-12-12T133000_AIU-0547.ghg,2022-12-12,14:00,346.5832,1,18000,18000,0.819627E-01,1,5.26280,1,-9999,-9999,-9999,-9999,-9999,-9999,-0.209001E-02,1,0.724042,-9999,-9999,-9999,-0.234200E-03,-9999,-9999,-0.908935E-12,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.938585E-01,2.28541,2.28541,-0.100000,0,279.917,280.043,95619.0,1.18953,1005.27,0.243496E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.42380,0.418619,0.102337,1.48759,0.648422E-13,-0.968411E-14,1.48759,6.92063,316.288,16.3842,3.94473,-9999,0.262494,1.28938,-289.826,-0.100060E-01,-9999,-0.167664E-01,0,55.7913,-8.46654,19.1513,47.6896,72.7296,102.004,152.821,0.811397E-01,1.01014,5.19203,1.01363,-9999,-9999,-9999,-9999,-9999,-9999,-0.182033E-02,1.14815,800000009,800001109,800000009,800000009,800001109,800101109,899999999,899999999,89999,89999,89,89,0,4,5,12,0,0,4,18000,18000,18000,0,0,0,0,0,0,0,0,0,5720,0,0,0,18000,18000,18000,18000,-9999,1.48507,0.936389,0.157293,0.770652E-01,-9999,-9999,0.142285E-07,0.434189E-02,-9999,-9999,-0.182033E-05,12.0180,96000.4,11.4700,0.00000,0.00000,-9999,0.00000,2.12602,85.1009,1.00008,-291.642,9.00059,-273.150
2022-12-12T140000_AIU-0547.ghg,2022-12-12,14:30,346.6040,1,18000,18000,0.351881E-01,2,1.70314,2,-9999,-9999,-9999,-9999,-9999,-9999,-0.941586E-03,2,0.573916,-9999,-9999,-9999,0.307759E-04,-9999,-9999,0.738894E-13,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.937783E-01,2.28588,2.28588,0.500000,0,280.172,280.342,95619.6,1.18827,1005.27,0.243753E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.43490,0.711919,0.137516,1.60770,-0.128561E-12,0.787916E-15,1.60770,6.86471,304.201,26.3880,4.90687,-9999,0.172084,1.34185,-252.330,-0.114929E-01,-9999,-0.828532E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.348492E-01,1.00973,1.68049,1.01348,-9999,-9999,-9999,-9999,-9999,-9999,-0.819866E-03,1.14846,800000009,800001109,800000009,800000009,800001109,800001109,899999999,899999999,89999,89999,89,89,1,4,0,12,0,0,0,18000,18000,18000,0,0,0,0,0,0,0,0,0,6624,0,0,0,18000,18000,18000,18000,-9999,1.81182,0.741312,0.130567,0.882963E-01,-9999,-9999,0.171375E-07,0.140681E-02,-9999,-9999,-0.819866E-06,12.0180,95985.2,11.4700,0.00000,0.00000,-9999,0.00000,2.12711,85.7996,1.00007,-300.443,9.00061,-273.150
2022-12-12T143000_AIU-0547.ghg,2022-12-12,15:00,346.6249,1,18000,18000,0.356704E-01,2,1.22511,0,-9999,-9999,-9999,-9999,-9999,-9999,-0.576694E-03,1,0.164732,-9999,-9999,-9999,-0.577551E-04,-9999,-9999,0.225297E-12,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.937202E-01,2.28500,2.28500,0.900000,0,280.346,280.427,95626.1,1.18799,1005.27,0.243811E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.45368,0.654568,0.144409,1.60078,0.181724E-14,0.240393E-14,1.60078,5.40864,308.247,24.2412,5.17577,-9999,0.173280,1.03002,-358.169,-0.809673E-02,-9999,-0.592009E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.353261E-01,1.00975,1.20881,1.01348,-9999,-9999,-9999,-9999,-9999,-9999,-0.502153E-03,1.14844,800000009,800001109,800000009,800000009,800001109,800011109,899999999,899999999,89999,89999,89,89,2,4,1,37,0,0,0,18000,18000,18000,0,0,0,0,0,0,0,0,0,6315,0,0,0,18000,18000,18000,18000,-9999,1.26539,0.683731,0.110917,0.285658E-01,-9999,-9999,0.622003E-08,0.101218E-02,-9999,-9999,-0.502153E-06,12.0180,95991.7,11.4700,0.00000,0.00000,-9999,0.00000,2.12662,86.1713,1.00008,-273.153,9.00053,-273.150
2022-12-12T150000_AIU-0547.ghg,2022-12-12,15:30,346.6457,1,18000,18000,-0.212191E-01,2,4.98905,1,-9999,-9999,-9999,-9999,-9999,-9999,-0.200277E-02,1,-0.634533,-9999,-9999,-9999,-0.303296E-03,-9999,-9999,0.564111E-13,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.936436E-01,2.28042,2.28042,0.600000,0,280.389,280.098,95627.6,1.18941,1005.27,0.243521E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.93389,0.770204,0.199628,2.09117,-0.457507E-14,0.602402E-15,2.09117,5.88872,314.146,21.7158,5.47793,-9999,0.133567,1.08801,-40.2810,-0.719943E-01,-9999,-0.312397E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.210375E-01,1.00863,4.92352,1.01331,-9999,-9999,-9999,-9999,-9999,-9999,-0.174055E-02,1.15065,800000009,800001109,800000009,800000009,800001109,800011119,899999999,899999999,89999,89999,89,89,3,0,2,35,0,0,1,18000,18000,18000,0,0,0,0,0,0,0,0,0,8501,0,0,0,18000,18000,18000,18000,-9999,1.32313,0.716510,0.136383,0.224063E-01,-9999,-9999,0.507629E-08,0.411778E-02,-9999,-9999,-0.174055E-05,12.0180,95998.8,11.4629,0.00000,0.00000,-9999,0.00000,2.12167,86.2471,1.00008,-273.150,9.00048,-273.150
2022-12-12T153000_AIU-0547.ghg,2022-12-12,16:00,346.6665,1,18000,18000,0.840029E-01,1,-5.73948,1,-9999,-9999,-9999,-9999,-9999,-9999,0.122740E-02,2,-1.11007,-9999,-9999,-9999,-0.457102E-03,-9999,-9999,-0.772898E-12,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.935625E-01,2.27352,2.27352,0.00000,1,280.330,279.523,95637.8,1.19198,1005.26,0.242995E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.25714,0.286549,0.109160,1.29400,0.359231E-13,-0.826076E-14,1.29400,4.54052,321.098,12.8404,4.83915,-9999,0.265468,0.875300,274.926,0.105483E-01,-9999,0.180432E-01,0,60.7551,-9.21982,20.8553,51.9325,79.2004,111.080,166.418,0.833640E-01,1.00766,-5.66801,1.01261,-9999,-9999,-9999,-9999,-9999,-9999,0.104580E-02,1.17365,800000009,800001109,800000009,800000009,800001109,800001119,899999999,899999999,89999,89999,89,89,1,7,0,2,0,0,7,18000,18000,18000,0,0,0,0,0,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,-9999,1.02234,0.598259,0.130003,0.196843E-01,-9999,-9999,0.435283E-08,-0.473023E-02,-9999,-9999,0.104580E-05,12.0180,96010.4,11.4609,0.00000,0.00000,-9999,0.00000,2.11423,86.0163,1.00006,-273.150,9.00034,-273.150
