file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,diagnostic_flags_LI-7500,,,,diagnostic_flags_LI-7700,,,,,,,,,,,,,,,,RSSI_LI-7500,variances,,,,,,,covariances,,,,custom_variables,,,,,,,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,chopper_LI-7500,detector_LI-7500,pll_LI-7500,sync_LI-7500,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,mean_value_RSSI_LI-7500,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,air_t_mean,air_p_mean,vin_sf_mean,co2_mean,h2o_mean,dew_point_mean,co2_signal_strength_7500_mean,ch4_mean,rssi_77_mean,ch4_aux-1_mean,ch4_aux-2_mean,ch4_aux-3_mean,ch4_aux-4_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[#],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,--,[m+1K+1s-1],--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
not_enough_data,2022-10-27,14:00,300.583,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2022-10-27T140000_AIU-0547.ghg,2022-10-27,14:30,300.6040,1,18000,18000,-0.537651E-01,1,-3.62556,0,-9999,-9999,-9999,-9999,-9999,-9999,0.482047E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.101924E-11,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.887290E-01,2.21747,2.21747,-0.200000,0,288.991,287.779,95736.2,1.15898,1005.42,0.249915E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.83258,0.604383,0.221200,1.94230,0.390209E-13,0.114872E-13,1.94230,6.92868,316.950,18.2525,6.53934,-9999,0.215384,1.23220,232.651,0.124650E-01,-9999,0.144457E-01,0,50.3827,-7.64577,17.2947,43.0664,65.6789,92.1156,138.006,-0.533926E-01,1.00698,-3.57930,1.01293,-9999,-9999,-9999,-9999,-9999,-9999,0.408787E-02,1.17921,800000009,800001109,800000009,800000009,800001119,800101119,899999999,899999999,89999,89999,89,89,25,0,0,6,0,0,5,18000,18000,18000,0,0,0,0,0,0,0,0,0,6523,0,0,0,18000,18000,18000,18000,-9999,1.19278,1.13498,0.136650,0.473393E-01,-9999,-9999,0.159481E-07,-0.307166E-02,-9999,-9999,0.408787E-05,12.0180,96121.8,11.5162,0.00000,0.00000,-9999,0.00000,2.08217,92.4800,1.00012,-273.150,9.00102,-273.150
2022-10-27T143000_AIU-0547.ghg,2022-10-27,15:00,300.6249,1,18000,18000,-0.187746,1,32.1036,1,-9999,-9999,-9999,-9999,-9999,-9999,-0.752959E-02,1,1.46295,-9999,-9999,-9999,-0.663133E-04,-9999,-9999,-0.112793E-11,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.884449E-01,2.21644,2.21644,-0.700000,0,289.435,288.560,95733.3,1.15580,1005.44,0.250601E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.08540,0.358151,0.194394,1.15937,-0.976525E-13,-0.127529E-13,1.15937,6.76585,314.855,18.2615,9.65249,-9999,0.403035,1.35402,-172.154,-0.168454E-01,-9999,-0.685440E-01,0,85.4720,-12.9707,29.3398,73.0602,111.421,156.270,234.121,-0.185557,1.01179,31.6470,1.01443,-9999,-9999,-9999,-9999,-9999,-9999,-0.655892E-02,1.14799,800000009,800001109,800000009,800000009,800001119,800011119,899999999,899999999,89999,89999,89,89,1,7,1,7,0,0,3,18000,18000,18000,0,0,0,0,0,0,0,0,0,6015,0,0,0,18000,18000,18000,18000,-9999,1.69679,0.883599,0.127648,0.693194E-01,-9999,-9999,0.312275E-07,0.272328E-01,-9999,-9999,-0.655892E-05,12.0180,96107.1,11.5100,0.00000,0.00000,-9999,0.00000,2.08293,91.6044,1.00011,-273.152,9.00098,-273.150
2022-10-27T150000_AIU-0547.ghg,2022-10-27,15:30,300.6457,1,18000,18000,-0.608639E-01,1,6.48431,1,-9999,-9999,-9999,-9999,-9999,-9999,0.194684E-02,1,0.568794,-9999,-9999,-9999,-0.162020E-03,-9999,-9999,-0.155167E-11,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.882500E-01,2.21392,2.21392,0.00000,1,289.620,288.864,95731.9,1.15457,1005.45,0.250869E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.06520,0.565818,0.156675,1.21628,-0.192315E-13,-0.175827E-13,1.21628,4.78323,304.126,27.9766,7.40112,-9999,0.229599,0.693517,-157.573,-0.184041E-01,-9999,-0.243284E-01,0,58.5640,-8.88731,20.1031,50.0596,76.3441,107.074,160.416,-0.601755E-01,1.01144,6.39329,1.01424,-9999,-9999,-9999,-9999,-9999,-9999,0.169596E-02,1.14793,800000009,800001109,800000009,800000009,800001119,800001119,899999999,899999999,89999,89999,89,89,9,3,3,27,0,0,5,18000,18000,18000,0,0,1,0,0,0,0,0,0,5716,0,0,0,18000,18000,18000,18000,-9999,0.842421,0.438015,0.106598,0.456014E-01,-9999,-9999,0.611271E-07,0.550736E-02,-9999,-9999,0.169596E-05,12.0180,96093.1,11.5029,0.00000,0.00000,-9999,0.00000,2.08124,91.2398,1.00009,-297.536,9.00081,-273.150
2022-10-27T153000_AIU-0547.ghg,2022-10-27,16:00,300.6665,1,18000,18000,-0.386497,1,67.8992,1,-9999,-9999,-9999,-9999,-9999,-9999,-0.302479E-01,1,1.55629,-9999,-9999,-9999,0.106513E-03,-9999,-9999,0.212345E-11,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.880681E-01,2.21558,2.21558,0.00000,1,290.119,289.699,95738.7,1.15133,1005.47,0.251576E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.272541,0.194022,0.225235,0.403304,-0.818818E-13,0.241114E-13,0.403304,4.22321,295.226,35.4471,33.9503,-9999,0.579394,0.779373,-241.839,-0.119915E-01,-9999,-0.101233,0,81.0877,-12.3054,27.8348,69.3125,105.706,148.254,222.112,-0.376789,1.02577,66.3573,1.02324,-9999,-9999,-9999,-9999,-9999,-9999,-0.260975E-01,1.15904,800000009,800001109,800000009,800000009,800001119,800001119,899999999,899999999,89999,89999,89,89,5,13,1,8,0,0,5,18000,18000,18000,0,0,0,0,0,0,0,0,0,7818,0,0,0,18000,18000,18000,18000,-9999,0.610906,0.646923,0.300917,0.641711E-01,-9999,-9999,0.357472E-07,0.573221E-01,-9999,-9999,-0.260975E-04,12.0180,96113.1,11.4995,0.00000,0.00000,-9999,0.00000,2.08489,91.9858,1.00009,-273.150,9.00089,-273.150
2022-10-27T160000_AIU-0547.ghg,2022-10-27,16:30,300.6873,1,18000,18000,0.685125E-02,2,-6.87770,2,-9999,-9999,-9999,-9999,-9999,-9999,0.962860E-02,2,0.315668,-9999,-9999,-9999,-0.746364E-04,-9999,-9999,0.897879E-12,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.879927E-01,2.21442,2.21442,-0.100000,0,290.219,289.868,95763.0,1.15095,1005.47,0.251659E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.812898,0.589393,0.145757,1.01461,-0.817132E-14,0.102040E-13,1.01461,3.08347,291.059,35.9440,8.25960,-9999,0.771538E-01,0.472328,5.63870,0.514303,-9999,0.770301E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.673551E-02,1.01718,-6.64922,1.03436,-9999,-9999,-9999,-9999,-9999,-9999,0.652192E-02,1.47634,800000009,800001109,800000009,800000009,800001119,800111119,899999999,899999999,89999,89999,89,89,4,4,5,50,0,0,1,18000,18000,18000,0,0,0,0,0,0,0,0,0,7230,0,0,0,18000,18000,18000,18000,-9999,0.448472,0.420547,0.756360E-01,0.408696E-01,-9999,-9999,0.230493E-07,-0.574574E-02,-9999,-9999,0.652192E-05,12.0180,96138.2,11.4900,0.00000,0.00000,-9999,0.00000,2.08467,91.0134,1.00007,-379.901,9.00059,-273.150
2022-10-27T163000_AIU-0547.ghg,2022-10-27,17:00,300.7082,1,18000,18000,-0.725461E-01,1,-1.48045,1,-9999,-9999,-9999,-9999,-9999,-9999,0.279247E-03,2,-1.14028,-9999,-9999,-9999,-0.289306E-03,-9999,-9999,0.473285E-12,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.880170E-01,2.20991,2.20991,0.00000,1,290.144,289.258,95782.8,1.15361,1005.46,0.251077E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.819232,0.620053,0.189610,1.04478,0.274722E-13,0.537720E-14,1.04478,4.84716,291.376,37.1210,10.4562,-9999,0.250771,0.796895,899.591,0.322369E-02,-9999,0.508970E-02,0,72.3903,-10.9855,24.8492,61.8781,94.3681,132.353,198.288,-0.719500E-01,1.00829,-1.46221,1.01247,-9999,-9999,-9999,-9999,-9999,-9999,0.239207E-03,1.16738,800000009,800001109,800000009,800000009,800001119,800011119,899999999,899999999,89999,89999,89,89,3,8,2,23,0,0,2,18000,18000,18000,0,0,0,0,0,0,0,0,0,11018,0,0,0,18000,18000,18000,18000,-9999,0.979546,0.539386,0.748583E-01,0.876243E-01,-9999,-9999,0.146134E-07,-0.126063E-02,-9999,-9999,0.239207E-06,12.0180,96154.1,11.4938,0.00000,0.00000,-9999,0.00000,2.07940,91.0437,1.00008,-327.495,9.00077,-273.150
2022-10-27T170000_AIU-0547.ghg,2022-10-27,17:30,300.7290,0,18000,18000,-0.497426E-01,0,-13.9729,0,-9999,-9999,-9999,-9999,-9999,-9999,0.982317E-02,0,-1.75889,-9999,-9999,-9999,-0.547431E-03,-9999,-9999,0.466555E-12,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.879755E-01,2.20140,2.20140,0.200000,0,289.705,288.320,95795.7,1.15752,1005.44,0.250229E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.731401,0.698532,0.183669,1.02792,0.587120E-14,0.530324E-14,1.02792,3.68480,285.145,43.6832,10.2928,-9999,0.207300,0.450819,53.8458,0.538575E-01,-9999,0.579167E-01,0,70.1274,-10.6421,24.0725,59.9438,91.4181,128.215,192.090,-0.493066E-01,1.00884,-13.7685,1.01485,-9999,-9999,-9999,-9999,-9999,-9999,0.815875E-02,1.20400,800000009,800001109,800000009,800000009,800001119,800101119,899999999,899999999,89999,89999,89,89,4,0,5,22,0,0,1,18000,18000,18000,0,0,0,0,0,0,0,0,0,13405,0,0,0,18000,18000,18000,18000,-9999,0.479803,0.366453,0.553818E-01,0.380693,-9999,-9999,0.410872E-07,-0.118305E-01,-9999,-9999,0.815875E-05,12.0180,96163.8,11.5000,0.00000,0.00000,-9999,0.00000,2.06949,90.8408,1.00012,-273.150,9.00100,-273.150
2022-10-27T173000_AIU-0547.ghg,2022-10-27,18:00,300.7498,0,18000,18000,-0.375028E-01,1,-21.8918,1,-9999,-9999,-9999,-9999,-9999,-9999,0.126895E-01,1,-2.91434,-9999,-9999,-9999,-0.259249E-03,-9999,-9999,0.169747E-12,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.883065E-01,2.19740,2.19740,0.100000,0,288.256,286.774,95815.0,1.16400,1005.40,0.248838E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.778780,0.392334,0.206022,0.896030,0.312145E-13,0.192225E-14,0.896030,2.43554,309.968,26.7381,13.2928,-9999,0.179497,0.210873,22.3138,0.129964,-9999,0.104216,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.371179E-01,1.01037,-21.4947,1.01848,-9999,-9999,-9999,-9999,-9999,-9999,0.101139E-01,1.25466,800000009,800001109,800000009,800000009,800101119,800101119,899999999,899999999,89999,89999,89,89,0,0,1,7,0,0,5,18000,18000,18000,0,0,0,0,0,0,0,0,0,10921,0,0,0,18000,18000,18000,18000,-9999,0.158237,0.237575,0.259327E-01,0.513701,-9999,-9999,0.103884E-06,-0.183671E-01,-9999,-9999,0.101139E-04,12.0180,96178.9,11.5071,0.00000,0.00000,-9999,0.00000,2.06261,90.9570,1.00014,-284.980,9.00107,-273.150
