ICP-MS Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7Li (STDR),23Na (STDR),24Mg (STDR),27Al (STDR),29Si (STDR),31P (STDR),34S (STDR),35Cl (STDR),39K (STDR),44Ca (STDR),47Ti (STDR),51V (STDR),52Cr (STDR),54Fe (STDR),55Mn (STDR),59Co (STDR),60Ni (STDR),65Cu (STDR),66Zn (STDR),75As (STDR),77Se (STDR),88Sr (STDR),95Mo (STDR),107Ag (STDR),111Cd (STDR),112Sn (STDR),137Ba (STDR),208Pb (STDR),238U (STDR)
06/29/2026 - 16,0.3,"2,938.9","1,131.0",9.2,"7,507.1",1.1,0.6,0.6,"1,569.4","2,719.3",0.9,0.1,0.1,66.5,11.1,0.1,0.3,0.8,5.5,0.1,0.1,18.0,-0.1,0.0,0.0,0.0,19.9,0.1,-0.8
06/29/2026 - 19,0.1,"2,600.3","1,058.9",44.9,"5,897.2",19.5,0.9,0.6,"1,515.0","2,251.3",1.1,0.6,0.1,412.7,42.3,0.2,0.4,1.6,6.3,0.3,0.1,15.6,0.0,0.0,0.0,0.0,12.7,2.2,-0.9
06/29/2026 - 20,0.1,"2,593.3","1,047.1",17.7,"5,854.5",-0.2,0.8,0.6,"1,416.8","2,208.4",0.6,0.5,0.0,185.7,1.5,0.1,0.2,0.9,1.9,0.3,0.2,15.2,0.0,0.0,0.0,0.0,10.4,0.1,-0.8
06/29/2026 - 21,0.1,"2,607.3","1,154.6",29.5,"6,148.2",48.3,1.1,0.6,"1,522.6","2,560.7",1.1,0.4,0.1,"1,526.8",684.1,0.6,0.3,1.1,4.1,0.4,0.1,18.4,0.0,0.0,0.0,0.0,53.1,0.2,-0.8
06/29/2026 - 22,0.1,"2,605.8","1,156.5",6.4,"6,008.5",-1.6,0.7,0.7,"1,523.3","2,523.2",0.5,0.1,0.1,85.7,604.7,0.5,0.4,1.6,18.4,0.3,0.1,18.0,0.0,0.0,0.0,0.0,33.6,0.1,-0.9
06/29/2026 - 23,0.1,"2,516.2","1,196.4",43.0,"6,946.1",36.8,-0.4,0.6,"1,704.1","2,989.3",1.3,0.3,0.2,"12,803.8","2,725.6",2.6,1.1,1.2,11.4,0.7,0.1,22.0,0.3,-0.2,0.0,0.0,120.8,0.3,-0.8
06/29/2026 - 24,0.1,"2,497.6","1,186.6",3.3,"6,864.0",-2.4,-0.7,0.6,"1,664.1","2,987.8",0.5,0.0,0.0,"10,987.6","2,711.8",2.3,0.3,0.7,32.0,0.6,0.0,22.1,0.3,0.0,0.0,0.0,120.7,0.1,-0.9
06/29/2026 - 75,0.1,"2,491.0","1,196.0",24.8,"6,994.4",22.4,-0.9,0.6,"1,736.3","3,022.8",1.0,0.2,0.1,"12,451.5","2,909.3",2.9,0.7,4.5,57.9,0.6,0.1,23.0,0.3,0.0,0.0,0.0,138.1,0.3,-0.9
06/29/2026 - 76,0.1,"2,507.4","1,200.8",3.9,"6,884.0",-2.8,-0.8,0.5,"1,719.4","3,061.8",0.5,0.0,0.0,"11,104.4","2,918.6",2.5,0.5,1.7,47.2,0.5,0.0,22.5,0.3,0.0,0.0,0.0,119.0,0.1,-0.9
07/06/2026 - 1,0.2,"2,895.4","1,039.8",24.7,"7,196.2",11.7,-0.6,0.5,"1,480.6","2,387.8",1.0,0.4,0.1,803.2,58.8,0.2,0.3,1.8,7.9,0.2,0.1,15.0,-0.1,0.0,0.0,0.0,14.5,0.1,-0.9
07/06/2026 - 2,0.3,"3,221.1","1,043.5",43.4,"7,285.3",11.6,0.0,1.1,"1,996.3","2,453.6",1.1,0.4,0.1,646.3,29.9,0.2,1.1,7.7,392.4,0.2,0.0,14.8,-0.1,0.0,0.1,0.1,16.3,0.2,-0.9
07/06/2026 - 3,0.2,"2,837.4","1,036.6",62.8,"7,238.7",23.2,0.0,0.5,"1,432.0","2,405.3",1.6,0.4,0.2,826.8,54.6,0.2,0.3,1.5,2.7,0.1,0.0,14.9,-0.1,0.0,0.0,0.0,14.6,0.1,-0.8
07/06/2026 - 4,0.2,"2,922.2","1,020.2",22.0,"7,139.7",5.4,-0.2,0.6,"1,555.0","2,352.1",0.9,0.3,0.1,585.9,22.6,0.2,0.9,4.1,142.3,0.2,0.1,14.8,0.0,0.0,0.1,0.1,15.8,0.2,-0.8
07/06/2026 - 5,0.2,"2,759.3","1,084.8",14.4,"7,107.7",21.3,0.2,0.5,"1,408.5","2,686.5",0.7,0.1,0.1,918.3,479.5,0.6,0.2,1.3,1.4,0.1,0.1,17.6,-0.1,0.0,0.0,0.0,38.2,0.1,-0.8
07/06/2026 - 6,0.2,"2,752.6","1,075.2",8.4,"7,025.5",0.6,0.2,0.5,"1,402.5","2,651.2",0.7,0.1,0.1,257.1,413.3,0.5,0.3,0.9,4.2,0.1,0.0,17.1,-0.1,0.0,0.0,0.0,29.7,0.1,-0.8
07/06/2026 - 7,0.2,"2,665.8","1,116.8",10.5,"7,370.8",26.7,0.4,0.6,"1,424.0","2,852.1",0.7,0.1,0.1,"1,528.9",922.3,1.1,0.3,1.3,1.6,0.1,0.0,19.1,-0.1,0.0,0.0,0.0,53.8,0.1,-0.8
07/06/2026 - 8,0.2,"2,701.0","1,118.4",3.4,"7,319.8",-2.7,0.3,0.5,"1,420.1","2,893.3",0.5,0.0,0.1,112.3,825.5,0.9,0.3,0.8,6.5,0.1,0.0,19.1,-0.1,0.0,0.0,0.0,41.6,0.1,-0.9
07/06/2026 - 9,0.2,"2,619.4","1,132.7",6.2,"7,537.8",13.1,0.5,0.6,"1,426.1","2,866.2",0.6,0.1,0.1,"2,087.1","1,107.2",1.5,0.3,1.6,1.6,0.1,0.0,19.1,-0.1,0.0,0.0,0.0,49.1,0.1,-0.8
07/06/2026 - 10,0.2,"2,624.5","1,132.0",3.1,"7,496.9",-3.4,0.5,0.5,"1,411.9","2,869.3",0.6,0.0,0.1,47.5,"1,015.9",1.2,0.3,0.8,2.8,0.1,0.0,18.9,-0.1,0.0,0.0,0.0,46.2,0.1,-0.8
07/06/2026 - 11,0.2,"2,650.5","1,150.6",5.4,"7,623.3",11.8,0.5,0.5,"1,419.5","2,886.0",0.6,0.1,0.0,"2,133.7","1,147.0",1.6,0.3,1.5,1.6,0.1,0.0,19.2,-0.1,0.0,0.0,0.0,49.7,0.1,-0.9
07/06/2026 - 12,0.2,"2,653.8","1,137.3",2.9,"7,559.8",-3.3,0.5,0.6,"1,430.5","2,873.1",0.5,0.0,0.0,262.5,"1,040.0",1.3,0.2,1.0,5.4,0.1,0.0,19.1,-0.1,0.0,0.0,0.0,47.3,0.1,-0.9
07/06/2026 - 13,0.2,"2,658.3","1,145.5",5.9,"7,652.9",12.7,0.6,0.6,"1,428.2","2,923.3",0.7,0.1,0.0,"2,210.7","1,186.5",1.7,0.3,1.6,1.6,0.1,0.0,19.3,-0.1,0.0,0.0,0.0,50.6,0.1,-0.8
07/06/2026 - 14,0.2,"2,615.4","1,138.5",2.7,"7,519.2",-3.1,0.4,0.6,"1,419.6","2,863.4",0.6,0.0,0.0,184.0,"1,094.5",1.4,0.3,0.9,7.9,0.1,0.0,19.1,0.0,0.0,0.0,0.0,48.2,0.1,-0.8
07/06/2026 - 16,0.4,"3,117.2","1,215.5",11.1,"8,235.7",4.0,0.5,0.6,"1,607.5","2,807.7",0.7,0.1,0.1,57.5,24.6,0.1,0.3,1.0,50.2,0.1,0.0,19.3,0.0,0.0,0.0,0.0,23.2,0.1,-0.8
07/06/2026 - 19,0.1,"2,667.9","1,074.7",38.6,"6,015.5",18.6,0.9,0.6,"1,517.8","2,345.1",1.0,0.7,0.1,319.4,28.8,0.2,0.4,1.5,5.4,0.3,0.1,15.5,0.0,0.0,0.0,0.0,10.6,0.2,-0.8
07/06/2026 - 20,0.0,"2,653.3","1,062.6",16.3,"5,987.3",-0.6,0.7,0.5,"1,440.4","2,228.7",0.4,0.6,0.0,158.5,1.2,0.1,0.4,0.9,3.0,0.3,0.1,15.1,0.0,0.0,0.0,0.0,9.6,0.1,-0.9
07/06/2026 - 21,0.1,"2,666.0","1,193.1",21.7,"6,200.3",44.6,0.6,0.8,"1,778.0","2,625.5",0.9,0.2,0.1,525.3,"1,030.0",0.8,0.6,3.6,30.8,0.3,0.0,19.6,0.0,0.1,0.0,0.0,58.6,0.2,-0.9
07/06/2026 - 22,0.1,"2,607.0","1,163.7",5.8,"6,037.1",-0.6,0.6,0.6,"1,647.9","2,638.6",0.4,0.1,0.1,61.4,935.7,0.6,0.2,1.7,9.5,0.3,0.1,18.9,0.0,0.0,0.0,0.0,37.9,0.1,-0.8
07/06/2026 - 23,0.1,"2,509.5","1,181.4",20.7,"6,729.1",27.4,-0.1,0.5,"1,632.9","2,852.1",0.8,0.3,0.1,"10,025.1","2,172.7",2.0,0.3,0.9,2.1,0.6,0.0,20.9,0.2,0.0,0.0,0.0,98.6,0.2,-0.9
07/06/2026 - 24,0.1,"2,543.4","1,182.5",4.5,"6,677.5",-2.2,-0.4,0.5,"1,619.4","2,867.4",0.4,0.1,0.0,"8,319.9","2,171.7",1.8,0.3,1.1,28.4,0.5,0.0,21.3,0.2,0.0,0.0,0.0,100.8,0.1,-0.9
07/06/2026 - 75,0.1,"2,501.9","1,215.1",39.5,"7,109.8",26.7,-0.6,0.5,"1,697.0","3,083.6",1.2,0.2,0.1,"14,338.4","3,052.3",2.9,0.6,1.6,4.7,0.7,0.1,23.1,0.4,0.0,0.0,0.0,131.0,0.3,-0.9
07/06/2026 - 76,0.1,"2,487.5","1,208.7",3.7,"7,021.5",-2.0,-0.9,0.5,"1,712.1","3,168.9",0.5,0.0,0.1,"13,388.9","3,033.3",2.4,0.3,1.4,21.9,0.6,0.0,23.1,0.3,0.0,0.0,0.0,127.6,0.1,-0.9
07/13/2026 - 1,0.2,"2,843.2","1,045.3",24.5,"6,857.5",15.2,-0.2,0.4,"1,432.1","2,357.9",0.9,0.3,0.1,883.7,34.8,0.1,0.2,1.5,1.0,0.2,0.1,15.1,0.0,0.0,0.0,0.0,15.0,0.1,-0.9
07/13/2026 - 2,0.2,"2,838.1","1,047.7",60.6,"6,861.8",10.8,0.0,0.4,"1,411.1","2,320.4",1.3,0.2,0.1,537.5,9.1,0.1,0.2,1.4,3.6,0.2,0.1,14.8,0.0,0.0,0.0,0.0,14.7,0.1,-0.9
07/13/2026 - 3,0.2,"2,858.9","1,042.3",53.2,"6,817.9",18.5,-0.1,0.4,"1,459.9","2,318.1",-0.2,0.3,0.1,854.8,35.2,0.2,0.5,2.1,6.2,0.2,0.1,15.0,-0.1,0.0,0.0,0.0,15.6,0.2,-0.9
07/13/2026 - 4,0.2,"2,854.9","1,031.9",21.7,"6,743.0",2.0,-0.2,0.4,"1,451.5","2,288.7",0.9,0.2,0.1,517.1,9.9,0.1,0.4,2.1,12.7,0.1,0.0,14.8,-0.1,0.0,0.0,0.0,14.2,0.2,-0.9
07/13/2026 - 5,0.2,"2,717.7","1,132.0",5.2,"7,299.4",28.8,0.3,0.5,"1,422.0","2,926.7",0.6,0.0,0.0,761.4,"1,104.3",1.2,0.2,1.2,1.1,0.1,0.0,19.7,-0.1,0.0,0.0,0.0,67.6,0.1,-0.9
07/13/2026 - 6,0.2,"2,759.0","1,135.8",8.6,"7,231.0",-1.7,0.3,0.7,"1,429.3","2,822.2",0.6,0.0,0.1,64.2,990.5,1.0,0.2,0.8,9.1,0.1,0.0,19.3,-0.1,0.0,0.0,0.0,52.2,0.1,-0.9
07/13/2026 - 7,0.2,"2,649.5","1,141.4",6.5,"7,581.5",12.6,0.3,0.5,"1,429.9","2,806.4",0.6,0.0,0.0,"1,824.7","1,093.0",1.5,0.3,1.3,2.1,0.1,0.0,19.4,-0.1,0.0,0.0,0.0,50.9,0.1,-0.9
07/13/2026 - 8,0.2,"2,667.7","1,154.1",2.9,"7,521.0",-3.7,0.4,0.6,"1,440.6","2,938.3",0.6,0.0,0.0,151.4,981.2,1.1,0.3,1.0,26.3,0.1,0.0,19.3,-0.1,0.0,0.0,0.0,48.2,0.0,-0.9
07/13/2026 - 13,0.2,"2,646.1","1,154.4",4.7,"7,606.5",12.3,0.4,0.5,"1,463.6","2,948.7",0.7,0.0,0.0,"2,088.0","1,211.6",1.7,0.4,1.6,5.8,0.1,0.0,19.7,-0.1,0.0,0.0,0.0,52.5,0.1,-0.9
07/13/2026 - 14,0.2,"2,645.2","1,146.9",2.8,"7,513.8",-4.1,0.4,0.5,"1,438.2","2,907.1",0.5,0.0,0.0,182.5,"1,086.8",1.3,0.3,1.1,12.3,0.1,0.0,19.5,-0.2,0.0,0.0,0.0,49.4,0.1,-0.9
07/13/2026 - 16,0.3,"2,953.5","1,108.4",6.5,"7,680.6",0.2,0.2,0.5,"1,482.7","2,664.0",0.6,0.1,0.1,46.5,9.3,0.1,0.2,0.6,45.0,0.1,0.1,17.6,0.0,0.0,0.0,0.0,17.8,0.1,-0.9
07/13/2026 - 19,0.1,"2,635.9","1,146.1",40.8,"6,032.1",41.5,0.6,0.4,"1,534.9","2,374.7",1.2,0.8,0.1,"2,300.8",122.6,0.3,0.5,1.8,10.3,0.5,0.1,17.5,0.0,0.0,0.0,0.0,25.2,0.2,-0.9
07/13/2026 - 20,0.0,"2,613.7","1,123.5",8.6,"5,925.5",-0.3,0.6,0.4,"1,442.0","2,369.5",0.5,0.2,0.1,139.3,2.2,0.1,0.4,0.8,5.5,0.3,0.1,17.1,0.0,0.0,0.0,0.0,15.7,0.1,-0.9
07/13/2026 - 21,0.1,"2,548.1","1,308.0",43.7,"6,993.4",25.7,-0.4,0.5,"1,743.9","3,637.7",1.5,0.2,0.1,"11,543.3","3,184.8",3.1,0.5,16.6,105.6,0.7,0.0,26.0,0.3,0.0,0.0,0.0,155.1,2.0,-0.9
07/13/2026 - 22,0.1,"2,551.4","1,286.1",3.9,"6,915.4",-2.2,-0.9,0.4,"1,728.2","3,501.4",0.5,0.0,0.0,"10,673.7","3,170.7",2.7,0.3,3.5,56.2,0.6,0.1,25.2,0.3,0.0,0.0,0.0,142.3,0.1,-0.9
07/13/2026 - 24,0.1,"2,511.5","1,230.9",18.0,"7,018.5",-2.0,-0.9,0.4,"1,768.2","3,250.4",1.5,0.1,0.0,"14,544.8","3,072.6",2.1,0.5,2.9,92.4,0.7,0.0,24.0,0.4,0.0,0.0,0.0,146.6,0.2,-0.9
07/13/2026 - 75,0.0,"2,463.3","1,235.0",13.5,"7,124.7",18.5,-0.9,0.3,"1,712.7","3,181.3",0.7,0.1,0.0,"16,680.5","3,112.1",2.7,0.3,0.8,6.5,0.9,0.0,23.4,0.4,0.0,0.0,0.0,139.5,0.2,-0.9
07/13/2026 - 76,0.0,"2,586.4","1,149.8",9.5,"6,305.8",-1.4,-0.2,0.3,"1,555.9","2,633.8",0.5,0.1,0.0,"4,911.2","1,027.4",0.8,0.4,1.1,20.6,0.5,0.0,19.2,0.1,0.0,0.0,0.0,56.1,0.1,-0.9
07/20/2026 - 1,0.8,"2,979.3","1,043.2",16.1,"6,343.6",2.6,-0.4,0.6,"1,599.0","2,239.2",1.0,0.2,0.1,508.5,20.4,0.1,0.6,3.1,87.3,0.1,0.0,14.9,-0.1,0.0,0.0,0.0,17.4,0.1,-0.9
07/20/2026 - 2,0.2,"2,924.4","1,049.1",16.6,"6,372.1",9.9,-0.4,0.5,"1,499.6","2,228.3",0.9,0.2,0.1,629.3,34.1,0.1,0.3,2.3,38.5,0.2,0.0,15.2,-0.1,0.0,0.0,0.0,36.8,0.1,-0.9
07/20/2026 - 3,0.3,"2,964.7","1,072.9",239.0,"6,977.2",56.3,0.5,0.6,"1,608.3","2,305.6",64.0,0.4,0.3,752.3,30.3,0.2,0.8,6.8,85.5,0.2,0.1,15.6,0.0,0.0,0.0,0.0,46.2,0.6,-0.9
07/20/2026 - 4,0.2,"2,983.1","1,059.8",11.2,"6,354.8",2.4,-0.1,0.6,"1,567.4","2,397.7",0.6,0.2,0.1,463.1,14.5,0.1,0.6,4.4,59.9,0.2,0.1,15.2,0.0,0.0,0.0,0.0,16.5,0.2,-0.9
07/20/2026 - 5,0.2,"2,746.6","1,139.2",12.5,"7,224.7",32.3,0.3,0.5,"1,428.2","2,850.3",0.8,0.1,0.1,"1,123.5",515.9,0.4,0.2,0.9,1.8,0.1,0.0,19.7,-0.1,0.0,0.0,0.0,49.1,0.1,-0.9
07/20/2026 - 6,0.2,"2,729.6","1,129.6",3.1,"7,096.3",-2.7,0.2,0.5,"1,421.5","2,919.4",0.5,0.0,0.1,21.9,326.3,0.2,0.3,1.5,27.6,0.1,0.0,19.6,-0.1,0.0,0.0,0.0,40.0,0.1,-0.9
07/20/2026 - 7,0.2,"2,638.3","1,144.4",14.8,"7,544.7",12.8,0.3,0.4,"1,431.7","2,864.6",0.7,0.0,0.0,"1,692.2","1,101.0",1.3,0.3,1.2,1.9,0.1,0.0,19.7,-0.1,0.0,0.0,0.0,54.6,0.1,-0.9
07/20/2026 - 8,0.2,"2,687.0","1,152.1",3.4,"7,504.7",-4.1,0.3,0.5,"1,477.5","2,871.8",0.5,-0.1,0.1,91.4,969.0,0.9,0.3,1.1,17.0,0.1,0.0,19.7,-0.1,0.0,0.0,0.0,50.5,0.1,-0.9
07/20/2026 - 9,0.2,"2,686.8","1,163.8",15.0,"7,583.6",19.4,0.2,0.5,"1,461.7","2,886.8",2.0,0.1,0.0,"1,530.8","1,265.2",1.5,0.3,1.8,23.3,0.1,0.0,20.1,-0.1,0.0,0.0,0.0,75.8,0.1,-0.9
07/20/2026 - 10,0.2,"2,686.7","1,156.1",3.3,"7,476.9",-2.8,0.4,0.5,"1,460.7","2,973.1",0.9,0.0,0.0,127.7,"1,148.4",1.2,0.3,1.2,21.8,0.1,0.0,19.9,-0.1,0.0,0.0,0.0,52.8,0.1,-0.9
07/20/2026 - 11,0.2,"2,653.0","1,168.8",39.1,"7,751.4",20.3,0.2,0.4,"1,452.9","2,907.8",1.4,0.1,0.1,"2,741.9","1,638.1",2.5,0.3,1.7,13.5,0.1,0.0,20.2,-0.1,0.0,0.0,0.0,63.8,0.1,-0.9
07/20/2026 - 12,0.2,"2,640.5","1,148.8",3.4,"7,563.0",-4.3,0.2,0.5,"1,447.8","2,994.7",0.7,-0.1,1.5,177.3,"1,217.0",1.4,3.2,1.0,8.4,0.1,0.0,20.0,-0.1,0.0,0.0,0.0,56.1,0.1,-0.9
07/20/2026 - 13,0.2,"2,617.7","1,149.1",6.6,"7,560.3",12.1,0.1,0.5,"1,446.2","2,938.1",0.8,0.0,0.0,"1,881.9","1,309.9",1.7,0.3,1.3,2.8,0.1,0.1,19.8,0.0,0.0,0.0,0.0,55.7,0.1,-0.9
07/20/2026 - 14,0.2,"2,791.5","1,180.9",149.1,"7,640.0",8.7,0.5,0.8,"1,683.4","2,929.7",0.0,0.1,1.0,249.9,"1,216.2",1.4,0.8,9.3,34.3,0.2,0.1,20.2,-0.1,0.0,0.0,0.0,55.8,0.8,-0.9
07/20/2026 - 16,0.3,"3,106.6","1,167.2",10.8,"8,048.3",3.0,0.1,0.5,"1,529.0","2,738.8",0.7,0.1,0.2,93.4,11.1,0.0,0.2,0.6,11.8,0.1,0.1,18.7,-0.1,0.0,0.0,0.0,19.8,0.1,-0.9
07/20/2026 - 19,0.0,"2,626.3","1,096.3",35.7,"5,864.6",23.0,0.4,0.3,"1,477.8","2,322.0",0.8,0.6,0.1,431.7,41.2,0.2,0.3,1.4,2.1,0.4,0.1,15.9,0.0,0.0,0.0,0.0,11.8,0.2,-0.9
07/20/2026 - 20,0.0,"2,660.7","1,081.1",17.5,"5,897.1",-1.5,0.5,0.3,"1,431.2","2,200.6",0.4,0.5,0.1,166.6,1.8,0.1,0.3,0.7,11.0,0.3,0.1,15.6,0.0,0.0,0.0,0.0,9.6,0.1,-0.9
07/20/2026 - 21,0.1,"2,661.2","1,245.9",28.6,"6,291.7",47.2,0.2,0.4,"1,640.1","3,095.4",1.1,0.3,0.1,824.6,"1,691.7",1.5,0.4,1.8,88.4,0.4,0.1,23.1,0.0,0.0,0.0,0.0,86.2,0.2,-0.9
07/20/2026 - 22,0.1,"2,654.8","1,229.0",5.9,"6,214.8",-1.0,0.1,0.5,"1,633.7","3,036.1",0.4,0.0,0.0,93.2,"1,633.1",1.4,0.5,1.3,14.9,0.3,0.0,22.7,0.0,0.0,0.0,0.0,55.2,0.1,-0.9
07/20/2026 - 23,0.1,"2,522.3","1,233.9",44.4,"7,047.5",34.0,-0.6,0.3,"1,703.2","3,101.7",1.6,0.3,0.1,"14,953.8","2,655.0",2.2,0.3,0.9,1.7,0.9,0.1,23.3,0.3,0.0,0.0,0.0,135.3,0.4,-0.9
07/20/2026 - 24,0.0,"2,536.8","1,222.6",13.1,"6,921.3",-2.6,-0.7,0.3,"1,711.5","2,988.8",0.5,0.0,0.0,"13,114.1","2,655.1",1.9,0.3,0.8,19.2,0.8,0.1,23.1,0.3,0.0,0.0,0.0,125.4,0.1,-0.9
07/20/2026 - 75,0.0,"2,481.7","1,231.9",12.1,"7,155.2",17.5,-1.1,0.2,"1,732.8","3,203.4",0.7,0.2,0.0,"17,995.6","3,186.8",2.7,0.5,0.8,3.3,1.0,0.1,23.9,0.4,0.0,0.0,0.0,149.9,0.3,-0.9
07/20/2026 - 76,0.1,"2,503.9","1,229.8",3.1,"6,943.4",-2.9,-1.1,0.3,"1,713.8","3,146.9",0.5,0.0,0.0,"12,996.2","3,029.4",2.3,0.3,0.6,24.2,0.8,0.1,24.1,0.4,0.0,0.0,0.0,135.8,0.1,-0.9
07/27/2026 - 1,0.2,"2,889.9","1,054.1",10.4,"6,208.2",9.7,-0.9,0.3,"1,531.7","2,305.7",0.5,0.2,0.0,511.2,25.2,0.1,0.2,4.4,20.7,0.2,0.1,15.4,0.0,0.0,0.0,0.0,22.7,0.1,-0.9
07/27/2026 - 2,0.2,"2,910.4","1,049.2",3.7,"6,250.2",-2.6,-0.8,0.4,"1,530.4","2,300.0",0.4,0.1,0.0,168.0,5.1,0.0,0.1,3.8,8.7,0.1,0.0,15.0,-0.1,0.0,0.0,0.0,15.4,0.0,-0.9
07/27/2026 - 5,0.2,"2,684.0","1,140.2",3.9,"7,140.6",39.1,-0.7,0.3,"1,451.6","2,854.7",0.5,0.0,0.0,"1,120.2","1,030.3",0.6,0.3,1.3,23.1,0.1,0.0,20.2,-0.1,0.0,0.0,0.0,100.8,0.0,-0.9
07/27/2026 - 6,0.2,"2,699.1","1,128.4",2.0,"7,082.4",-2.0,-0.5,0.4,"1,426.4","2,897.1",0.4,-0.1,0.0,29.3,800.6,0.4,0.2,0.8,23.1,0.1,0.0,19.6,-0.1,0.0,0.0,0.0,52.1,0.0,-0.9
07/27/2026 - 7,0.2,"2,642.4","1,160.5",3.2,"7,619.0",15.1,-0.3,0.4,"1,451.9","2,961.4",0.6,0.0,0.0,"1,544.9","1,330.7",1.4,0.2,1.3,7.7,0.1,0.0,20.4,-0.1,0.0,0.0,0.0,66.7,0.0,-0.9
07/27/2026 - 8,0.2,"2,615.2","1,148.8",1.0,"7,487.8",-5.2,-0.4,0.4,"1,424.1","2,932.5",0.4,-0.1,0.2,57.4,"1,107.1",0.9,0.2,0.7,18.6,0.1,0.0,20.1,-0.1,0.0,0.0,0.0,56.2,26.1,-0.9
07/27/2026 - 13,0.2,"2,607.5","1,170.2",1.9,"7,640.4",9.9,-0.2,0.3,"1,439.6","3,008.9",0.7,0.0,0.0,"2,436.2","1,549.2",2.0,0.2,1.5,2.8,0.1,0.0,20.5,-0.1,0.0,0.0,0.0,61.7,0.0,-0.9
07/27/2026 - 14,0.2,"2,613.0","1,167.8",1.2,"7,508.0",-5.4,-0.2,0.4,"1,461.7","2,986.9",0.5,-0.1,0.0,101.4,"1,453.8",1.7,0.2,0.8,23.6,0.1,0.0,20.6,-0.1,0.0,0.0,0.0,62.3,0.0,-0.9
07/27/2026 - 16,0.3,"2,940.3","1,162.2",4.6,"7,425.7",-1.9,0.0,0.3,"1,521.9","2,615.3",0.4,0.1,0.0,48.0,10.9,0.0,0.1,0.5,12.0,0.1,0.0,18.3,-0.1,0.0,0.0,0.0,22.5,0.0,-0.9
