Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
3/8/2021 11:33:03 AM	3.46	0.49	3.25	0.46	0.00	0.00	0.00	0.36	7.66	100.00	0.29	6.25	1832	492	1461	14	0	0	0	0	3799	180.29	13.00	3.44	10.81	15.32	13.29	30.12	1.03	20.64	19.92
3/8/2021 11:33:05 AM	3.82	0.52	3.23	0.42	0.00	0.00	0.00	0.35	7.99	100.00	0.41	6.10	2027	519	1452	13	0	0	0	0	4010	180.15	12.97	4.14	11.39	15.59	13.11	30.89	1.04	20.64	19.92
3/8/2021 11:33:08 AM	3.12	0.61	3.59	0.48	0.00	0.00	0.00	0.39	7.81	100.00	0.55	6.02	1656	612	1616	14	0	0	0	0	3898	180.21	13.84	4.11	11.64	15.90	13.72	30.94	1.05	20.65	19.93
3/8/2021 11:33:10 AM	4.37	0.48	3.13	0.66	0.00	0.00	0.00	0.34	8.64	100.00	0.62	6.24	2314	482	1411	20	0	0	0	0	4226	179.85	13.82	3.89	11.91	16.52	14.60	33.22	1.06	20.65	19.94
3/8/2021 11:33:12 AM	4.14	0.58	3.70	0.29	0.00	0.00	0.00	0.36	8.70	100.00	0.75	6.20	2192	577	1665	9	0	0	0	0	4442	180.49	13.99	3.91	11.95	16.80	13.84	33.55	1.07	20.66	19.93
3/8/2021 11:33:15 AM	4.08	0.49	3.77	0.43	0.00	0.00	0.00	0.38	8.77	100.00	0.86	6.02	2162	493	1695	13	0	0	0	0	4363	180.62	14.55	3.97	11.90	17.22	14.14	34.40	1.08	20.66	19.99
3/8/2021 11:33:17 AM	3.72	0.69	4.08	0.34	0.00	0.00	0.00	0.36	8.83	100.00	0.92	6.09	1970	691	1837	10	0	0	0	0	4509	180.41	14.90	4.46	12.72	17.07	14.42	34.16	1.09	20.66	19.97
3/8/2021 11:33:20 AM	4.25	0.64	3.90	0.32	0.00	0.00	0.00	0.32	9.11	100.00	1.00	6.07	2255	640	1753	9	0	0	0	0	4657	180.81	14.58	3.86	12.48	17.02	14.64	34.62	1.10	20.65	19.97
3/8/2021 11:33:22 AM	4.03	0.55	3.81	0.44	0.00	0.00	0.00	0.37	8.83	100.00	1.05	6.15	2138	548	1714	13	0	0	0	0	4413	179.90	14.66	4.34	12.29	17.17	14.24	34.41	1.10	20.66	19.99
