Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
12/2/2020 1:28:43 PM	3.60	2.13	2.12	1.93	0.00	0.00	0.00	0.96	9.78	100.00	0.20	8.31	1910	2133	952	58	0	0	0	0	5054	173.86	17.85	7.43	21.15	23.53	24.86	37.39	1.02	8.73	7.24
12/2/2020 1:28:46 PM	4.74	1.23	0.52	2.78	0.00	0.00	0.00	0.95	9.27	100.00	0.31	8.26	2515	1231	233	83	0	0	0	0	4062	174.22	16.61	7.39	18.47	23.11	23.60	37.38	1.03	8.75	7.22
12/2/2020 1:28:48 PM	3.49	1.50	1.24	2.90	0.00	0.00	0.00	1.00	9.13	100.00	0.36	8.34	1848	1501	559	87	0	0	0	0	3995	174.38	18.29	8.42	19.84	23.56	24.66	37.58	1.04	8.78	7.23
12/2/2020 1:28:50 PM	4.66	1.95	1.88	1.64	0.00	0.00	0.00	0.97	10.12	100.00	0.38	8.34	2468	1953	845	49	0	0	0	0	5315	174.39	16.87	7.10	20.38	24.12	23.49	38.50	1.04	8.80	7.19
12/2/2020 1:28:53 PM	2.81	2.24	2.53	1.62	0.00	0.00	0.00	1.07	9.19	100.00	0.38	8.29	1488	2241	1136	49	0	0	0	0	4914	173.44	17.69	8.26	21.13	23.77	23.31	36.19	1.04	8.84	7.27
12/2/2020 1:28:55 PM	4.07	1.67	1.18	2.65	0.00	0.00	0.00	0.98	9.56	100.00	0.43	8.18	2156	1668	529	79	0	0	0	0	4432	174.22	17.76	8.65	20.57	23.76	24.57	37.95	1.04	8.85	7.25
12/2/2020 1:28:58 PM	4.28	1.10	0.86	3.34	0.00	0.00	0.00	0.94	9.58	100.00	0.51	8.13	2268	1102	388	100	0	0	0	0	3858	174.37	18.73	8.70	19.36	23.83	24.88	39.71	1.05	8.88	7.29
12/2/2020 1:29:00 PM	5.74	1.41	0.38	3.02	0.00	0.00	0.00	0.83	10.54	100.00	0.57	8.18	3041	1408	171	91	0	0	0	0	4710	173.05	17.43	8.40	20.65	23.67	25.63	40.14	1.06	8.92	7.27
12/2/2020 1:29:02 PM	5.20	1.78	1.24	2.87	0.00	0.00	0.00	0.93	11.09	100.00	0.70	8.26	2756	1783	559	86	0	0	0	0	5185	175.12	19.26	8.95	22.48	25.43	27.10	42.48	1.07	8.95	7.34
12/2/2020 1:29:05 PM	4.51	1.84	1.59	2.74	0.00	0.00	0.00	0.94	10.68	100.00	0.79	8.25	2392	1843	716	82	0	0	0	0	5033	174.61	19.40	8.04	21.89	24.93	27.12	41.32	1.08	8.96	7.29
12/2/2020 1:29:07 PM	4.36	1.72	2.14	3.03	0.00	0.00	0.00	0.83	11.25	100.00	0.86	8.28	2311	1717	961	91	0	0	0	0	5080	173.99	21.10	9.17	22.64	24.92	27.77	43.57	1.08	8.98	7.30
12/2/2020 1:29:09 PM	5.53	2.01	1.39	2.93	0.00	0.00	0.00	0.86	11.87	100.00	0.86	8.31	2929	2013	627	88	0	0	0	0	5657	174.00	20.02	9.34	24.06	25.71	28.73	43.98	1.08	9.03	7.37
12/2/2020 1:29:12 PM	4.31	2.10	2.15	3.12	0.00	0.00	0.00	0.92	11.68	100.00	0.89	8.24	2284	2105	969	93	0	0	0	0	5451	173.62	21.92	9.86	24.67	26.25	29.65	44.71	1.09	9.03	7.33
12/2/2020 1:29:14 PM	5.56	1.55	0.76	3.43	0.00	0.00	0.00	0.99	11.29	100.00	0.90	8.17	2945	1548	343	103	0	0	0	0	4938	174.60	20.04	9.55	22.64	26.55	28.04	44.38	1.09	9.07	7.34
12/2/2020 1:29:17 PM	4.78	1.93	1.93	3.41	0.00	0.00	0.00	0.95	12.04	100.00	0.92	8.12	2532	1931	867	102	0	0	0	0	5431	173.88	22.52	9.80	24.63	27.20	30.41	46.67	1.09	9.08	7.35
12/2/2020 1:29:19 PM	4.80	2.17	1.98	2.87	0.00	0.00	0.00	1.04	11.81	100.00	0.95	8.07	2545	2167	889	86	0	0	0	0	5688	175.23	21.42	9.10	24.46	27.55	29.54	45.46	1.09	9.11	7.39
12/2/2020 1:29:21 PM	5.13	1.92	1.29	3.51	0.00	0.00	0.00	0.87	11.86	100.00	0.96	8.03	2719	1923	582	105	0	0	0	0	5328	175.69	21.27	11.05	25.00	26.09	29.57	44.91	1.09	9.14	7.42
12/2/2020 1:29:24 PM	5.68	1.87	1.49	3.13	0.00	0.00	0.00	0.83	12.17	100.00	1.00	8.05	3008	1874	672	94	0	0	0	0	5647	175.35	20.82	8.88	23.84	26.04	29.51	45.50	1.10	9.15	7.38
12/2/2020 1:29:26 PM	6.30	1.79	1.29	3.36	0.00	0.00	0.00	0.76	12.74	100.00	1.02	8.05	3339	1791	580	101	0	0	0	0	5811	175.80	21.16	9.16	24.30	26.18	30.30	47.00	1.10	9.19	7.45
12/2/2020 1:29:29 PM	4.97	2.56	2.26	2.83	0.00	0.00	0.00	0.95	12.62	100.00	1.05	8.05	2636	2562	1017	85	0	0	0	0	6300	175.46	22.14	9.69	26.60	27.55	31.34	46.46	1.10	9.21	7.44
12/2/2020 1:29:31 PM	5.03	2.24	2.12	3.40	0.00	0.00	0.00	1.05	12.78	100.00	1.08	8.05	2664	2237	954	102	0	0	0	0	5957	174.42	23.53	11.80	27.07	29.17	31.24	49.21	1.11	9.23	7.43
12/2/2020 1:29:33 PM	5.70	2.53	2.38	2.78	0.00	0.00	0.00	0.89	13.39	100.00	1.10	8.06	3021	2534	1069	83	0	0	0	0	6708	174.44	22.46	10.83	27.49	28.12	31.09	48.63	1.11	9.25	7.43
12/2/2020 1:29:36 PM	5.61	1.67	1.13	3.88	0.00	0.00	0.00	0.93	12.28	100.00	1.12	8.05	2972	1665	507	117	0	0	0	0	5261	174.50	22.37	9.46	24.22	27.47	31.32	47.69	1.11	9.27	7.50
12/2/2020 1:29:38 PM	6.52	1.45	0.39	4.55	0.00	0.00	0.00	0.78	12.91	100.00	1.15	8.06	3454	1448	177	137	0	0	0	0	5217	174.47	22.64	10.77	25.08	27.02	32.46	49.07	1.11	9.31	7.48
12/2/2020 1:29:40 PM	4.64	2.05	2.35	3.61	0.00	0.00	0.00	0.82	12.65	100.00	1.17	8.05	2458	2051	1058	108	0	0	0	0	5676	173.95	23.89	10.23	25.87	26.94	32.06	48.07	1.11	9.32	7.49
12/2/2020 1:29:43 PM	5.53	1.74	1.61	3.28	0.00	0.00	0.00	0.90	12.16	100.00	1.18	8.02	2933	1742	723	98	0	0	0	0	5497	174.59	21.55	8.97	23.60	26.87	29.64	46.68	1.12	9.34	7.47
12/2/2020 1:29:45 PM	4.51	1.77	2.09	3.36	0.00	0.00	0.00	0.88	11.73	100.00	1.20	8.01	2391	1772	939	101	0	0	0	0	5203	175.15	22.32	9.41	23.64	26.25	29.59	45.77	1.12	9.36	7.49
12/2/2020 1:29:48 PM	4.61	2.21	1.80	3.30	0.00	0.00	0.00	1.03	11.91	100.00	1.20	8.03	2442	2213	808	99	0	0	0	0	5562	174.75	22.23	9.40	25.22	27.60	31.19	45.83	1.12	9.38	7.52
12/2/2020 1:29:50 PM	6.02	1.67	0.32	4.19	0.00	0.00	0.00	0.98	12.20	100.00	1.22	8.05	3191	1669	143	126	0	0	0	0	5129	173.84	21.74	10.14	24.71	27.76	31.73	47.22	1.12	9.41	7.57
12/2/2020 1:29:52 PM	5.52	2.45	2.08	2.85	0.00	0.00	0.00	0.91	12.91	100.00	1.22	8.05	2923	2454	938	86	0	0	0	0	6401	174.80	21.91	9.82	26.51	27.55	31.11	47.17	1.12	9.43	7.58
