"Reservoir","Site","DateTime","CastID","Depth_m","GreenAlgae_ugL","Bluegreens_ugL","BrownAlgae_ugL","MixedAlgae_ugL","TotalConc_ugL","YellowSubstances_ugL","Temp_C","Transmission_perc","RFU_370nm","RFU_470nm","RFU_525nm","RFU_570nm","RFU_590nm","RFU_610nm","Flag_GreenAlgae_ugL","Flag_Bluegreens_ugL","Flag_BrownAlgae_ugL","Flag_MixedAlgae_ugL","Flag_YellowSubstances_ugL","Flag_TotalConc_ugL","Flag_Temp_C","Flag_Transmission_perc","Flag_RFU_525nm","Flag_RFU_570nm","Flag_RFU_610nm","Flag_RFU_370nm","Flag_RFU_590nm","Flag_RFU_470nm"
"BVR",50,2023-03-21 17:16:58,5,0.79,8.96,0.67,2.19,0,11.83,0.5,7.61,100,22.12,42.31,12.78,4.02,15.47,14.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:17:00,5,0.84,9.01,0.58,2.21,0,11.8,0.53,7.59,100,22.43,42.73,12.92,3.54,14.93,14.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:17:03,5,0.94,9.08,0.63,2.34,0,12.05,0.48,7.65,100,22.25,43.12,13.15,3.65,15.44,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:17:05,5,1.02,8.45,0.52,2.69,0.1,11.77,0.52,7.63,100,22.53,43.43,13.93,4.01,15.45,14.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:17:07,5,1.08,9.52,0.63,2.94,0,13.09,0.54,7.63,100,24.51,47.65,14.98,4.04,16.59,15.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:17:10,5,1.19,10.33,0.61,2.73,0,13.67,0.5,7.59,100,24.97,49.07,14.86,4.2,16.79,15.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:17:12,5,1.26,10.1,0.55,3.44,0,14.09,0.51,7.55,100,25.86,51.48,16.43,4.31,16.92,16.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:17:14,5,1.34,10.25,0.34,3.55,0,14.13,0.46,7.6,100,25.57,51.93,16.45,4.03,16.56,15.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:17:17,5,1.42,10.5,0.41,3.54,0,14.45,0.46,7.65,100,26.01,52.77,16.6,4.57,17.06,15.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:17:19,5,1.5,10.6,0.38,3.28,0,14.26,0.42,7.62,100,25.29,51.64,15.95,4.06,16.81,15.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:17:22,5,1.56,10.65,0.48,3.16,0,14.28,0.45,7.58,100,25.46,51.48,15.82,4.37,16.94,16.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:17:24,5,1.62,10.17,0.23,3.5,0.07,13.97,0.49,7.6,100,25.72,52,16.46,4.12,16.49,14.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:17:26,5,1.71,10.58,0.33,3.14,0,14.04,0.48,7.58,100,25.53,51.35,15.7,4.23,16.05,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:17:29,5,1.77,10.61,0.35,3.29,0,14.25,0.46,7.55,100,25.7,52.02,16.06,4.01,16.75,15.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:17:31,5,1.83,10.37,0.4,3.49,0.05,14.31,0.46,7.55,100,25.84,52.38,16.58,4.37,17.23,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:17:34,5,1.88,10.49,0.41,3.66,0,14.55,0.51,7.52,100,26.7,53.64,17.03,4.46,17.07,16.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:17:36,5,1.93,10.7,0.4,3.22,0.01,14.33,0.47,7.53,100,25.9,52.17,16,4.69,16.8,15.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:17:38,5,1.98,10.31,0.22,3.35,0.16,14.05,0.48,7.51,100,25.76,52.14,16.47,4.13,16.84,14.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:17:41,5,2.08,10.13,0.3,4.07,0.11,14.61,0.56,7.55,100,27.55,55.2,18.2,4.53,17.59,15.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:17:43,5,2.16,10.16,0.34,3.5,0,14,0.48,7.55,100,25.63,51.65,16.35,4.14,16.28,15.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:17:45,5,2.23,10.36,0.3,3.32,0,13.99,0.5,7.52,100,25.71,51.61,16.05,3.97,16.32,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:17:48,5,2.31,10.15,0.22,3.09,0.11,13.57,0.5,7.5,100,25.14,50.36,15.6,4.14,16.08,14.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:17:50,5,2.39,10.21,0.42,3.21,0,13.85,0.51,7.46,100,25.59,50.84,15.85,4,16.5,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:17:53,5,2.47,9.95,0.35,3.46,0,13.75,0.49,7.46,100,25.37,50.87,16.17,4.04,16.08,15.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:17:55,5,2.5,10.03,0.34,3.52,0,13.88,0.5,7.46,100,25.61,51.41,16.34,4.11,16.34,15.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:17:57,5,2.54,9.91,0.24,3.5,0,13.65,0.49,7.45,100,25.24,50.87,16.13,3.84,15.96,14.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:18:00,5,2.59,10.13,0.34,3.34,0,13.82,0.5,7.45,100,25.49,50.99,15.99,4.22,16.09,15.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:18:02,5,2.64,9.86,0.28,3.29,0.13,13.55,0.54,7.47,100,25.58,50.73,16.09,4.62,16.18,14.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:18:04,5,2.7,10.21,0.24,2.91,0.25,13.61,0.55,7.48,100,25.77,50.85,15.81,4.37,16.59,14.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:18:07,5,2.76,10.4,0.3,3.23,0,13.94,0.46,7.42,100,25.25,51.06,15.74,4.01,16.33,14.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:18:09,5,2.81,10.35,0.22,3.01,0.13,13.72,0.48,7.41,100,25.2,50.67,15.58,4.13,16.27,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:18:12,5,2.84,9.9,0.31,3.3,0,13.51,0.5,7.45,100,25.03,50.04,15.71,4.06,15.95,14.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:18:14,5,2.89,9.91,0.15,2.92,0.27,13.26,0.56,7.49,100,25.4,50.05,15.68,4.09,16.17,14.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:18:16,5,2.94,9.99,0.24,3.31,0,13.53,0.43,7.53,100,24.48,49.83,15.57,3.94,15.55,14.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:18:19,5,2.99,9.83,0.3,3.21,0,13.35,0.51,7.55,100,24.96,49.58,15.51,4,15.63,14.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:18:21,5,3.04,9.88,0.33,3.4,0,13.61,0.49,7.51,100,25.07,50.34,15.95,3.89,16.15,14.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:18:23,5,3.09,9.9,0.26,3.13,0.08,13.36,0.52,7.52,100,25.09,49.8,15.55,4.06,15.99,14.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:18:26,5,3.12,9.9,0.32,3.53,0.05,13.8,0.51,7.5,100,25.66,51.4,16.45,4.23,16.58,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:18:28,5,3.16,9.62,0.38,3.08,0,13.07,0.58,7.44,100,25.11,48.81,15.28,3.81,15.85,14.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:18:31,5,3.18,9.88,0.36,3.21,0,13.45,0.53,7.36,100,25.28,49.89,15.64,3.94,15.95,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:18:33,5,3.24,9.64,0.32,3.36,0,13.32,0.52,7.38,100,25.05,49.69,15.8,3.96,15.67,14.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:18:35,5,3.27,9.99,0.3,3.24,0,13.53,0.49,7.37,100,24.92,49.95,15.6,3.8,15.95,14.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:18:38,5,3.32,10.05,0.41,3.31,0,13.77,0.51,7.43,100,25.49,50.69,15.91,4.53,16.26,15.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:18:40,5,3.39,10.22,0.37,3.24,0,13.82,0.54,7.46,100,25.86,51.14,15.95,3.84,16.23,15.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:18:43,5,3.45,10.09,0.3,3.26,0,13.65,0.53,7.41,100,25.54,50.7,15.79,4.13,15.96,14.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:18:45,5,3.48,10.21,0.31,3.28,0,13.8,0.5,7.34,100,25.47,50.96,15.84,4.11,16.15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:18:47,5,3.53,10.23,0.33,3.24,0,13.8,0.48,7.4,100,25.2,50.67,15.76,3.9,16.14,15.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:18:50,5,3.58,10.28,0.25,3.17,0,13.7,0.48,7.45,100,25.1,50.5,15.59,3.41,15.82,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:18:52,5,3.63,10.39,0.36,3.12,0,13.87,0.53,7.42,100,25.84,51.12,15.74,4.24,15.78,15.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:18:54,5,3.7,10.02,0.32,3.19,0,13.53,0.54,7.38,100,25.42,50.25,15.64,4.01,15.76,15.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:18:57,5,3.8,9.85,0.33,3.42,0,13.61,0.51,7.35,100,25.36,50.58,16.03,3.99,16.33,14.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:18:59,5,3.87,10.23,0.32,3.07,0.04,13.67,0.5,7.29,100,25.18,50.27,15.47,4.2,16.26,14.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:19:02,5,3.94,10.2,0.36,3.18,0,13.74,0.53,7.21,100,25.58,50.71,15.76,3.87,16.06,15.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:19:04,5,4.01,10.4,0.4,3.18,0,13.98,0.53,7.22,100,25.95,51.42,15.9,4.28,16.27,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:19:06,5,4.07,9.96,0.28,3.16,0.13,13.52,0.55,7.2,98.59,25.57,50.55,15.9,4.1,16.43,14.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:19:09,5,4.11,9.6,0.29,3.54,0,13.43,0.49,7.19,99.11,24.96,50.09,16.12,3.81,15.7,14.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:19:11,5,4.2,9.63,0.34,3.55,0,13.51,0.51,7.19,100,25.24,50.38,16.21,4.01,16.04,14.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:19:13,5,4.26,10.03,0.28,3.21,0,13.52,0.5,7.17,100,25.11,50.1,15.53,4.4,15.61,14.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:19:16,5,4.32,10.04,0.23,3.12,0,13.4,0.5,7.2,100,24.88,49.69,15.33,3.7,15.47,14.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:19:18,5,4.37,9.88,0.33,3.19,0,13.41,0.51,7.24,100,24.98,49.62,15.46,4.39,15.83,14.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:19:21,5,4.41,9.38,0.3,3.39,0,13.06,0.56,7.27,100,25.13,49.29,15.81,3.86,15.41,14.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:19:23,5,4.48,9.72,0.3,3.22,0,13.24,0.54,7.29,100,25.07,49.47,15.56,3.74,15.54,14.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:19:25,5,4.54,9.86,0.35,3.12,0,13.34,0.51,7.25,100,24.84,49.24,15.35,3.93,15.68,14.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:19:28,5,4.6,9.36,0.38,3.11,0,12.85,0.55,7.12,100,24.52,47.91,15.15,3.87,15.53,14.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:19:30,5,4.66,9.44,0.31,2.97,0,12.71,0.54,7.04,100,24.22,47.42,14.78,3.59,15.16,14.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:19:33,5,4.71,9.64,0.41,3.01,0,13.06,0.53,7.09,100,24.62,48.26,15.05,4.03,15.61,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:19:35,5,4.8,9.55,0.27,3.11,0.08,13.01,0.55,7.15,100,24.87,48.88,15.4,4.05,15.74,14.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:19:37,5,4.9,9.5,0.41,3.14,0,13.04,0.55,7.18,100,24.76,48.47,15.29,4.11,15.65,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:19:40,5,4.96,9.42,0.35,3.21,0,12.99,0.55,7.12,100,24.82,48.59,15.37,4.23,15.63,14.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:19:42,5,5.03,9.68,0.4,3.06,0,13.14,0.56,7.08,100,25.03,48.8,15.24,4.06,15.76,14.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:19:44,5,5.1,9.29,0.35,3.34,0,12.98,0.55,7.11,100,24.84,48.74,15.62,4.02,15.84,14.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:19:47,5,5.17,9.42,0.45,3.25,0,13.13,0.57,7.11,100,25.15,48.94,15.62,4.23,15.98,15.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:19:49,5,5.22,9.25,0.45,3.35,0,13.05,0.56,7.09,100,25.01,48.77,15.74,4.35,15.74,15.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:19:52,5,5.31,9.32,0.39,3.19,0,12.9,0.55,7.14,100,24.64,48.15,15.33,3.95,15.44,14.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:19:54,5,5.38,9.06,0.44,2.97,0,12.47,0.59,7.15,100,24.36,46.7,14.79,3.79,15.35,14.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:19:56,5,5.45,9.21,0.4,2.94,0,12.55,0.57,7.09,100,24.23,46.86,14.68,4.05,15.39,14.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:19:59,5,5.55,9.09,0.45,3.07,0,12.61,0.59,7.08,100,24.6,47.26,15.04,4.01,15.73,14.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:20:01,5,5.65,9.4,0.42,3.06,0,12.89,0.59,7.04,100,24.97,48.18,15.17,4.05,15.78,14.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:20:03,5,5.73,8.87,0.58,3.29,0,12.74,0.62,7.01,100,25.05,47.78,15.64,4.02,16.15,15.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:20:06,5,5.82,9.03,0.57,3.31,0.06,12.97,0.54,6.92,100,24.52,47.95,15.7,4.38,16.66,15.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:20:08,5,5.89,8.96,0.52,3.4,0,12.88,0.61,6.84,100,25.2,48.46,15.83,4.55,16.14,15.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:20:11,5,5.96,9.08,0.59,3.35,0,13.03,0.59,6.86,100,25.14,48.5,15.81,4.38,16.5,15.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:20:13,5,6.03,9.09,0.67,3.51,0,13.27,0.61,6.88,100,25.66,49.39,16.29,4.7,16.92,16.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:20:15,5,6.08,8.95,0.54,3.37,0.16,13.02,0.61,6.84,100,25.37,48.95,16.26,4.52,16.95,15.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:20:18,5,6.16,9.09,0.62,3.46,0.1,13.27,0.62,6.84,100,25.82,49.67,16.46,4.77,17.17,15.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:20:20,5,6.26,9.4,0.68,3.52,0,13.59,0.6,6.81,100,25.99,50.32,16.48,4.68,17.24,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:20:22,5,6.3,9.11,0.53,3.3,0.2,13.15,0.64,6.73,100,25.86,49.6,16.4,4.54,17.19,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:20:25,5,6.33,9.16,0.57,3.34,0.19,13.26,0.64,6.74,100,26,49.86,16.49,4.65,17.33,15.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:20:27,5,6.38,9.29,0.7,3.49,0.15,13.63,0.64,6.83,100,26.52,50.87,16.94,4.89,17.95,16.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:20:30,5,6.45,8.84,0.54,3.26,0.21,12.85,0.63,6.84,100,25.41,48.56,16.17,4.58,16.95,15.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:20:32,5,6.53,8.79,0.64,3.52,0.15,13.1,0.68,6.8,100,26.18,49.64,16.75,4.69,17.41,15.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:20:34,5,6.61,8.98,0.73,3.74,0.04,13.5,0.66,6.75,100,26.53,50.65,17.09,4.91,17.67,16.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:20:37,5,6.67,9,0.71,3.38,0.08,13.18,0.65,6.74,100,25.87,49.2,16.31,4.72,17.39,16.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:20:39,5,6.73,9.03,0.64,3.3,0.15,13.12,0.64,6.73,100,25.77,49.17,16.28,4.63,17.33,15.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:20:42,5,6.78,9.14,0.63,3.38,0.07,13.23,0.63,6.74,100,25.82,49.45,16.27,4.51,17.2,15.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:20:44,5,6.84,9.14,0.59,3.27,0.19,13.2,0.64,6.79,100,25.97,49.61,16.37,4.75,17.29,15.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:20:46,5,6.91,9.42,0.58,3.23,0.21,13.44,0.6,6.83,100,25.84,50,16.35,4.89,17.42,16.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:20:49,5,6.97,9.25,0.86,3.36,0,13.47,0.63,6.82,100,25.97,49.43,16.25,4.84,17.49,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:20:51,5,7.01,9.29,0.73,3.45,0,13.48,0.64,6.82,100,26.24,50.08,16.41,4.76,17.33,16.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:20:53,5,7.08,9.16,0.65,3.48,0,13.28,0.66,6.81,100,26.18,49.83,16.39,4.45,16.89,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:20:56,5,7.15,9.07,0.66,3.48,0,13.21,0.65,6.8,100,26.02,49.53,16.32,4.47,16.98,15.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:20:58,5,7.21,8.98,0.66,3.28,0.06,12.98,0.63,6.75,100,25.47,48.48,15.91,4.76,16.85,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:21:01,5,7.26,9.21,0.64,3.4,0,13.25,0.66,6.72,100,26.14,49.71,16.22,4.49,17.02,15.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:21:03,5,7.34,9.29,0.68,3.51,0,13.48,0.62,6.74,100,26.07,50.14,16.46,4.7,17.16,16.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:21:05,5,7.41,9,0.58,3.34,0.16,13.07,0.68,6.69,100,26.2,49.59,16.44,4.71,17.1,15.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:21:08,5,7.49,9.17,0.65,3.32,0.05,13.2,0.65,6.67,100,25.94,49.36,16.15,4.46,17.2,15.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:21:10,5,7.54,9.31,0.55,3.08,0.17,13.11,0.63,6.71,100,25.68,49.1,15.89,4.54,17,15.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:21:12,5,7.64,9.08,0.66,3.33,0.1,13.16,0.65,6.76,100,25.96,49.32,16.26,4.66,17.26,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:21:15,5,7.69,8.99,0.74,3.33,0.14,13.19,0.65,6.7,100,25.94,49.23,16.39,4.82,17.64,16.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:21:17,5,7.78,8.73,0.62,3.3,0.1,12.74,0.66,6.71,100,25.44,48.1,15.97,4.37,16.86,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:21:20,5,7.89,9.16,0.93,3.59,0,13.67,0.64,6.66,100,26.41,50.29,16.8,5.09,18.19,17.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:21:22,5,7.98,8.86,0.67,3.26,0.3,13.09,0.66,6.54,100,25.94,49.25,16.61,4.98,17.79,16.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:21:24,5,8.09,8.95,0.68,3.32,0.18,13.14,0.68,6.49,100,26.17,49.47,16.52,4.79,17.59,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:21:27,5,8.17,9.04,0.9,3.59,0,13.53,0.69,6.51,100,26.71,50.28,16.84,5.02,18.02,17.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2023-03-21 17:21:29,5,8.27,8.95,0.68,3.31,0.17,13.11,0.68,6.53,100,26.16,49.39,16.46,4.89,17.46,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
