SampleID,Reservoir,Site,DateTime,Depth_m,Rep,RunDate,TP_ugL,TN_ugL,Notes_TP,Notes_TN
B22Aug19B45TR1,BVR,45,8/22/19,0.1,R1,3/2/20,7.125,247.5,,
B27Jun19B20TR1,BVR,20,6/27/19,0.1,R1,3/2/20,6.825,150,,
F22Aug19F30TR1,FCR,30,8/22/19,0.1,R1,3/2/20,24.525,669,,
F04Oct19T8.0,FCR,50,10/4/19,8,NA,3/2/20,32.625,1159.5,,
F20Sep19T5.0,FCR,50,9/20/19,5,NA,3/2/20,63.675,852,,
B 04oct19 01 t r1,BVR,1,10/4/19,0.1,R1,3/27/20,21.5,317,,
B 04oct19 01 t r2,BVR,1,10/4/19,0.1,R2,3/27/20,29.1,350,,
B 04oct19 100 t r2,BVR,100,10/4/19,0.1,R2,3/27/20,78.3,197,,
B 04oct19 20 t r1,BVR,20,10/4/19,0.1,R1,3/27/20,20.7,164,,
B 04oct19 200 t r2,BVR,200,10/4/19,0.1,R2,3/27/20,48,270,,
B 04oct19 30 t r1,BVR,30,10/4/19,0.1,R1,3/27/20,16.5,410,,
B 04oct19 30 t r2,BVR,30,10/4/19,0.1,R2,3/27/20,20.9,441,,
B 04oct19 45 t r1,BVR,45,10/4/19,0.1,R1,3/27/20,14.9,420,,
B 04oct19 50 t r2,BVR,50,10/4/19,0.1,R2,3/27/20,14.3,339,,
B 04sep19 t 0.1,BVR,50,9/4/19,0.1,NA,3/27/20,12.6,188,,
B 04sep19 t 11,BVR,50,9/4/19,11,NA,3/27/20,52.7,2333,,
B 15nov19 t 11m,BVR,50,11/15/19,11,NA,3/27/20,17.3,407,,
B 15nov19 t 3m,BVR,50,11/15/19,3,NA,3/27/20,43.2,498,,
B 15nov19 T 6m,BVR,50,11/15/19,6,NA,3/27/20,15.8,351,,
B 18oct19 t 0.1m,BVR,50,10/18/19,0.1,NA,3/27/20,24.6,540,,
B 18oct19 t 6m,BVR,50,10/18/19,6,NA,3/27/20,35,338,,
B 18oct19 t 9m,BVR,50,10/18/19,9,NA,3/27/20,26,2681,,
B 20sep19 01 t r1,BVR,1,9/20/19,0.1,R1,3/27/20,13.1,290,,
B 20sep19 01 t r2,BVR,1,9/20/19,0.1,R2,3/27/20,14.1,297,,
B 20sep19 20 t r1,BVR,20,9/20/19,0.1,R1,3/27/20,19.8,270,,
B 20sep19 30 t r1,BVR,30,9/20/19,0.1,R1,3/27/20,15.5,384,,
B 20sep19 30 t r2,BVR,30,9/20/19,0.1,R2,3/27/20,20.6,209,,
B 20sep19 45 t r2,BVR,45,9/20/19,0.1,R2,3/27/20,12.6,288,,
B 20sep19 t 6m,BVR,50,9/20/19,6,NA,3/27/20,30.2,404,,
B 22aug19 01 t r1,BVR,1,8/22/19,0.1,R1,3/27/20,13.4,339,,
B 22aug19 01 t r2,BVR,1,8/22/19,0.1,R2,3/27/20,12,170,,
B 22aug19 20 t r2,BVR,20,8/22/19,0.1,R1,3/27/20,10.7,287,,
B 22aug19 200 t r2,BVR,200,8/22/19,0.1,R2,3/27/20,24.6,308,,
B 22aug19 30 t r1,BVR,30,8/22/19,0.1,R1,3/27/20,6.6,260,,
B 22aug19 30 t r2 BROKEN CAP,BVR,30,8/22/19,0.1,R2,3/27/20,6.5,261,broken cap,broken cap
B 22aug19 45 t r2,BVR,45,8/22/19,0.1,R2,3/27/20,15.2,255,,
B 22aug19 50 t r2,BVR,50,8/22/19,0.1,R2,3/27/20,14.4,161,,
B 28oct19 t 0.1m,BVR,50,10/28/19,0.1,NA,3/27/20,16.2,363,,
B 28oct19 t 10m,BVR,50,10/28/19,10,NA,3/27/20,29.4,1973,,
B 28oct19 t 3m,BVR,50,10/28/19,3,NA,3/27/20,21.6,252,,
B 28oct19 t 6.0m,BVR,50,10/28/19,6,NA,3/27/20,13.7,384,,
B 28oct19 t 9m,BVR,50,10/28/19,9,NA,3/27/20,18.8,1126,,
F 04oct19 01 t r1,FCR,1,10/4/19,0.1,R1,3/27/20,19.7,323,,
F 04oct19 100 t r2,FCR,100,10/4/19,0.1,R2,3/27/20,25.4,80,,
F 04oct19 102 t r2,FCR,102,10/4/19,0.1,R2,3/27/20,13.5,252,,
F 04oct19 20 t r1,FCR,20,10/4/19,0.1,R1,3/27/20,20.3,1019,,
F 04oct19 20 t r2,FCR,20,10/4/19,0.1,R2,3/27/20,31.8,981,,
F 04oct19 45 t r1,FCR,45,10/4/19,0.1,R1,3/27/20,42.8,1094,,
F 04oct19 isco flow comp r1,FCR,ISCO,10/4/19,0.1,R1,3/27/20,79.7,528,,
F 08nov19 t 0.1m,FCR,50,11/8/19,0.1,NA,3/27/20,33.5,549,,
F 08nov19 t 1.6m,FCR,50,11/8/19,1.6,NA,3/27/20,30.5,537,,
F 08nov19 t 3.8m,FCR,50,11/8/19,3.8,NA,3/27/20,27.5,675,,
F 08nov19 t 5m,FCR,50,11/8/19,5,NA,3/27/20,33.3,560,,
F 08nov19 t 6.2m,FCR,50,11/8/19,6.2,NA,3/27/20,31.2,551,,
F 08nov19 t 9m,FCR,50,11/8/19,9,NA,3/27/20,39.5,546,,
F 08nov19 t inf 0.1m,FCR,100,11/8/19,0.1,NA,3/27/20,17.4,111,,
F 08nov19 t isco flow comp r1,FCR,ISCO,11/8/19,0.1,R1,3/27/20,127.1,654,,
F 08nov19 t isco flow comp r2,FCR,ISCO,11/8/19,0.1,R2,3/27/20,120,726,,
F 11sep19 t 6.2m,FCR,50,9/11/19,6.2,NA,3/27/20,42.6,672,,
F 15oct19 t isco r1,FCR,ISCO,10/16/19,0.1,R1,3/27/20,91.2,461,,
F 16oct19 t 0.1m,FCR,50,10/16/19,0.1,NA,3/27/20,27.5,891,,
F 16oct19 t 3.8m,FCR,50,10/16/19,3.8,NA,3/27/20,35.3,662,,
F 16oct19 t 6.2m,FCR,50,10/16/19,6.2,NA,3/27/20,30.6,1209,,
F 16oct19 t 8m,FCR,50,10/16/19,8,NA,3/27/20,26.3,1013,,
F 16oct19 t 9m,FCR,50,10/16/19,9,NA,3/27/20,24.3,1217,,
F 16oct19 t inf 0.1m,FCR,100,10/16/19,0.1,NA,3/27/20,45.9,419,,
F 16oct19 t isco r2,FCR,ISCO,10/16/19,0.1,R2,3/27/20,74.6,387,,
F 20nov19 isco flow comp r1,FCR,ISCO,11/20/19,0.1,R1,3/27/20,83.3,275,,
F 20nov19 isco flow comp r2,FCR,ISCO,11/20/19,0.1,R2,3/27/20,77.1,284,,
F 20nov19 t 0.1m,FCR,50,11/20/19,0.1,NA,3/27/20,27.9,710,,
F 20nov19 t 5m,FCR,50,11/20/19,5,NA,3/27/20,32.3,533,,
F 20nov19 t 9m,FCR,50,11/20/19,9,NA,3/27/20,32.9,534,,
F 20nov19 t inf 0.1m,FCR,100,11/20/19,0.1,NA,3/27/20,18.2,137,,
F 20sep19 100 t r2,FCR,100,9/20/19,0.1,R2,3/27/20,28.2,183,,
F 20sep19 20 t r1,FCR,20,9/20/19,0.1,R1,3/27/20,25.1,750,,
F 20sep19 30 t r2,FCR,20,9/20/19,0.1,R2,3/27/20,28.1,483,,
F 20sep19 45 t r1,FCR,45,9/20/19,0.1,R1,3/27/20,27.2,1019,,
F 20sep19 t 1.6m,FCR,50,9/20/19,1.6,NA,3/27/20,33.9,581,,
F 22aug19 01 t r1,FCR,1,8/22/19,0.1,R1,3/27/20,17.6,584,,
F 22aug19 01 t r2,FCR,1,8/22/19,0.1,R2,3/27/20,48.2,812,,
F 22aug19 100 t r1,FCR,100,8/22/19,0.1,R1,3/27/20,42.9,441,,
F 22aug19 100 T r2,FCR,100,8/22/19,0.1,R2,3/27/20,37.2,422,,
F 22aug19 101 T r1,FCR,101,8/22/19,0.1,R1,3/27/20,63,545,,
F 22aug19 102 t r2,FCR,102,8/22/19,0.1,R2,3/27/20,23.3,296,,
F 22aug19 20 t r1,FCR,20,8/22/19,0.1,R1,3/27/20,30.6,681,,
F 22aug19 20 t r2,FCR,20,8/22/19,0.1,R2,3/27/20,25.4,831,,
F 22aug19 200 t r1,FCR,200,8/22/19,0.1,R1,3/27/20,37.1,168,,
F 22aug19 200 t r2,FCR,200,8/22/19,0.1,R2,3/27/20,72.8,279,,
F 22aug19 30 t r2,FCR,30,8/22/19,0.1,R2,3/27/20,31.1,684,,
F 22aug19 45 t r1,FCR,45,8/22/19,0.1,R1,3/27/20,28.1,924,,
F 22aug19 45 t r2,FCR,45,8/22/19,0.1,R2,3/27/20,45.5,824,,
F 22aug19 50 t r2,FCR,50,8/22/19,0.1,R2,3/27/20,28.5,906,,
F 22aug19 99 t r1,FCR,99,8/22/19,0.1,R1,3/27/20,24.6,312,,
F 22aug19 99 t r2,FCR,99,8/22/19,0.1,R2,3/27/20,29.3,206,,
F 27sep19 t isco flow comp r2,FCR,ISCO,9/27/19,0.1,R2,3/27/20,66.9,411,,
F 30oct19 t 0.1m,FCR,50,10/30/19,0.1,NA,3/27/20,41.9,1244,,
F 30oct19 t 3.8m,FCR,50,10/30/19,3.8,NA,3/27/20,22.4,632,,
F 30oct19 t 5m,FCR,50,10/30/19,5,NA,3/27/20,20.4,743,,
F 30oct19 t 6.2m,FCR,50,10/30/19,6.2,NA,3/27/20,20.1,882,,
F 30oct19 t 8m,FCR,50,10/30/19,8,NA,3/27/20,23.1,837,,
F 30oct19 t 9m,FCR,50,10/30/19,9,NA,3/27/20,22.7,837,,
F 30oct19 t inf 0.1m,FCR,100,10/30/19,0.1,NA,3/27/20,30.8,158,,
F 30oct19 t isco flow comp r2,FCR,ISCO,10/30/19,0.1,R2,3/27/20,108,708,,
F 30oct19 t wet 0.1m,FCR,200,10/30/19,0.1,NA,3/27/20,41.9,137,,
B 04oct19 100 t r1,BVR,100,10/4/19,0.1,R1,3/31/20,85.5,117,,
B 04oct19 20 t r2,BVR,20,10/4/19,0.1,R2,3/31/20,17.9,170,,
B 04oct19 200 t r1,BVR,200,10/4/19,0.1,R1,3/31/20,26.6,185,,
B 04oct19 50 t r1,BVR,50,10/4/19,0.1,R1,3/31/20,19.8,165,,
B 04sep19 t 9,BVR,50,9/4/19,9,NA,3/31/20,24.3,1997,,
B 15nov19 t 0.1,BVR,50,11/15/19,0.1,NA,3/31/20,21,243,,
B 15nov19 t 9,BVR,50,11/15/19,9,NA,3/31/20,19.7,191,,
B 18oct19 t 3,BVR,50,10/18/19,3,NA,3/31/20,23.1,236,,
B 20sep19 20 t r2,BVR,20,9/20/19,0.1,R2,3/31/20,17,173,,
B 20sep19 45 t r1,BVR,45,9/20/19,0.1,R1,3/31/20,15.8,159,,
B 20sep19 50 t r2,BVR,50,9/20/19,0.1,R2,3/31/20,17.9,167,,
B 20sep19 t 11,BVR,50,9/20/19,11,NA,3/31/20,32,2777,,
B 20sep19 t 9,BVR,50,9/20/19,9,NA,3/31/20,27.8,2162,,
B 22aug19 100 t r2,BVR,100,8/22/19,0.1,R2,3/31/20,75.2,150,,
B 22aug19 50 t r1,BVR,50,8/22/19,0.1,R1,3/31/20,11.6,140,,
F 02sep19 t inf,FCR,100,9/2/19,0.1,NA,3/31/20,21.6,126,,
F 04oct19 01 t r2,FCR,1,10/4/19,0.1,R2,3/31/20,28.8,255,,
F 04oct19 101 t r2,FCR,101,10/4/19,0.1,R2,3/31/20,29.1,30,,
F 04oct19 200 t r1,FCR,200,10/4/19,0.1,R1,3/31/20,69,117,,
F 04oct19 200 t r2,FCR,200,10/4/19,0.1,R2,3/31/20,26.6,72,,
F 04oct19 30 t r1,FCR,30,10/4/19,0.1,R1,3/31/20,33.5,717,,
F 04oct19 30 t r2,FCR,30,10/4/19,0.1,R2,3/31/20,28.1,690,,
F 04oct19 45 t r2,FCR,45,10/4/19,0.1,R2,3/31/20,38.9,768,,
F 04oct19 50 t r1,FCR,50,10/4/19,0.1,R1,3/31/20,29,816,,
F 04oct19 50 t r2,FCR,50,10/4/19,0.1,R2,3/31/20,30.9,809,,
F 04oct19 99 t r2,FCR,99,10/4/19,0.1,R2,3/31/20,41.3,86,,
F 04oct19 isco r2,FCR,ISCO,10/4/19,0.1,R2,3/31/20,81.2,308,,
F 08nov19 t 8,FCR,50,11/8/19,8,NA,3/31/20,28.8,522,,
F 11oct19 isco t r2,FCR,ISCO,10/11/19,0.1,R2,3/31/20,92,320,,
F 11sep19 r2 isco,FCR,ISCO,9/11/19,0.1,R2,3/31/20,20.3,96,,
F 11sep19 t 3.8,FCR,50,9/11/19,3.8,NA,3/31/20,38,357,,
F 11sep19 t 5,FCR,50,9/11/19,5,NA,3/31/20,34.7,675,,
F 12aug19 t 0.1,FCR,50,8/12/19,0.1,NA,3/31/20,23.6,300,,
F 12aug19 t 1.6,FCR,50,8/12/19,1.6,NA,3/31/20,27.2,356,,
F 12aug19 t 3.8,FCR,50,8/12/19,3.8,NA,3/31/20,23.6,213,,
F 12aug19 t 6.2,FCR,50,8/12/19,6.2,NA,3/31/20,23,308,,
F 12aug19 t 8,FCR,50,8/12/19,8,NA,3/31/20,17.4,416,,
F 12aug19 t 9,FCR,50,8/12/19,9,NA,3/31/20,19.1,366,,
F 12aug19 t inf,FCR,100,8/12/19,0.1,NA,3/31/20,26.1,78,,
F 12aug19 t r2 isco,FCR,ISCO,8/12/19,0.1,R2,3/31/20,159.3,827,,
F 14aug19 t 5,FCR,50,8/14/19,5,NA,3/31/20,9.9,344,,
F 16oct19 t 5,FCR,50,10/16/19,5,NA,3/31/20,21.3,947,,
F 19aug19 t 0.1,FCR,50,8/19/19,0.1,NA,3/31/20,24.9,480,,
F 19aug19 t 3.8,FCR,50,8/19/19,3.8,NA,3/31/20,30.6,194,,
F 19aug19 t 50,FCR,50,8/19/19,5,NA,3/31/20,16.8,146,,
F 19aug19 t 6.2,FCR,50,8/19/19,6.2,NA,3/31/20,22.2,377,,
F 19aug19 t 8,FCR,50,8/19/19,8,NA,3/31/20,26,468,,
F 19aug19 t 9,FCR,50,8/19/19,9,NA,3/31/20,30.9,521,,
F 19aug19 t wet,FCR,200,8/19/19,0.1,NA,3/31/20,35.6,107,,
F 20nov19 t 3.8,FCR,50,11/20/19,3.8,NA,3/31/20,36.3,503,,
F 20nov19 t 6.2,FCR,50,11/20/19,6.2,NA,3/31/20,30.5,437,,
F 20nov19 t 8,FCR,50,11/20/19,8,NA,3/31/20,32.7,426,,
F 22aug19 101 t r2 broken cap,FCR,101,8/22/19,0.1,R2,3/31/20,27.3,131,broken cap,broken cap
F 22aug19 t 9,FCR,50,8/22/19,9,NA,3/31/20,54.5,735,,
F 23oct19 t isco r2,FCR,ISCO,10/23/19,0.1,R2,3/31/20,117.2,452,,
F 27sep19 t 3.8,FCR,50,9/27/19,3.8,NA,3/31/20,33.3,495,,
F 27sep19 t 5,FCR,50,9/27/19,5,NA,3/31/20,67.4,875,,
F 27sep19 t 8,FCR,50,9/27/19,8,NA,3/31/20,49.1,1007,,
F 27sep19 t F100 0.1m inf,FCR,100,9/27/19,0.1,NA,3/31/20,22.1,107,,
F 28aug19 t 5,FCR,50,8/28/19,5,NA,3/31/20,35.4,399,,
F 28aug19 t 6.2,FCR,50,8/28/19,6.2,NA,3/31/20,26,479,,
F 30oct19 t 1.6,FCR,50,10/30/19,1.6,NA,3/31/20,44.4,947,,
F 30oct19 t isco r1,FCR,ISCO,10/30/19,0.1,R1,3/31/20,99.5,383,,
B21Jan19Tinf2r1,BVR,200,1/21/19,0.1,R1,1/31/20,12.71428,76.86356176,,
B21Jan19Tinf1r2,BVR,215,1/21/19,0.1,R2,1/31/20,7.40352162,245.54108,,
B21Jan19Tinf3r1,BVR,175,1/21/19,0.1,R1,1/31/20,10.09535448,60.11764253,,
B21Jan19Tinf4r2,BVR,100,1/21/19,0.1,R2,1/31/20,15.05713122,94.3930992,,
B21Jan19Tinf4r1,BVR,100,1/21/19,0.1,R1,1/31/20,15.46729045,66.95937536,,
B21Jan19Tinf1r1,BVR,215,1/21/19,0.1,R1,1/31/20,6.147734185,213.8121964,,
B21Jan19Tinf2r2,BVR,200,1/21/19,0.1,R2,1/31/20,2.071801513,62.98571904,,
B21Jan19Tinf3r2,BVR,175,1/21/19,0.1,R2,1/31/20,17.27765125,33.971951,,
