"Date","I0","k","r2","Zeu","Zeu_0.1"
2019-08-28 11:14:25,241.898823529412,-1.07301260674383,0.928065879531437,2.698,4.005
2019-09-02 09:26:25,927.895079681275,-1.22780258551174,0.938056903581398,2.676,3.888
2019-09-04 10:12:19,1289.43681818182,-1.24187748098708,0.952299079015643,2.931,3.987
2019-09-11 09:39:12,865.178333333333,-1.19014018020725,0.950078755139281,3.286,4.185
2019-09-20 11:34:42,193.865517241379,-1.0405513549851,0.95176566586282,3.676,4.291
2019-09-27 11:19:24,201.458888888889,-1.01339462455145,0.956595778348578,4.073,4.476
2019-10-02 14:03:42,373.59,-1.10865722516216,0.935067396744362,3.53,4.335
2019-10-04 09:40:24,814.764574468085,-1.32864220431177,0.948862629795009,2.841,4.114
2019-10-11 11:28:30,122.7424,-0.991874128833151,0.929851956746939,2.996,Inf
2019-10-23 09:42:02,775.116153846154,-1.2724497783501,0.903928333741931,1.969,3.137
2019-10-25 12:11:13,310.502079646018,-1.16665405351144,0.921489214503208,2.576,3.803
2019-10-28 12:54:05,296.680238095238,-1.0647714860396,0.939834829084164,2.929,4.81
2019-11-04 12:45:21,141.128275862069,-0.968629651495365,0.953849602408195,3.641,4.957
2019-11-08 12:45:17,109.835791666667,-0.918304139223922,0.956075998449415,3.76,Inf
2019-11-20 13:39:14,1107.14285714286,-1.20738198253508,0.947566771175069,2.713,4.287
2019-12-06 14:27:30,299.370217391304,-1.1041815468474,0.9472241154118,2.979,4.716
2020-06-22 08:34:20,158.28020979021,-1.00849802077208,0.961357774163995,3.469,4.95
2020-06-25 09:31:50,1200.53190839695,-1.16726477160082,0.98508666475869,3.564,4.767
2020-06-29 10:47:05,496.767246376812,-0.974697932831088,0.984109809208207,4.796,6.44
2020-06-29 18:00:17,587.053968253968,-1.10044144527002,0.979604881333719,3.835,5.223
2020-07-02 09:32:25,599.241686746988,-1.00432457851288,0.975749518594776,4.564,5.756
2020-07-06 10:24:12,924.144202898551,-1.0957807056664,0.981173508737467,4.643,5.661
2020-07-09 09:42:08,484.79,-1.02948171417204,0.961487275135033,4.838,5.269
2020-07-09 15:22:06,439.194130434783,-1.03674254040083,0.9776711848098,4.674,5.516
2020-07-13 11:08:51,490.313150887574,-0.99691007902703,0.966390950080178,4.865,5.786
2020-07-13 13:18:57,1922.85238095238,-1.19988088994219,0.976491059147346,4.046,5.291
2020-07-17 09:52:45,960.242352941176,-1.13764196824619,0.977881019769292,3.638,5.271
2020-07-20 10:02:02,956.052903225806,-1.14795576744882,0.978844945925142,3.587,5.104
2020-07-23 14:47:15,339.687142857143,-1.02447606518358,0.966683855106299,4.05,5.355
2020-07-27 09:24:05,916.239707692308,-1.17559851840863,0.964597599956846,2.681,4.759
2020-07-30 14:06:20,133.335248868778,-1.02875666824393,0.933633763677028,2.775,4.675
2020-08-03 11:16:39,452.780996441281,-1.13040401035454,0.950515454884519,2.725,4.777
2020-08-06 09:42:29,517.539583333333,-1.20449462872425,0.954336917592868,2.345,4.795
2020-08-10 11:11:15,390.02068452381,-1.02847952486141,0.968035992325741,3.711,5.164
2020-08-17 09:25:40,626.352951388889,-1.21798132448726,0.94028783934922,2.781,3.725
2020-08-24 08:54:31,438.526222222222,-0.877855849545226,0.974980907842494,3.001,3.753
2020-09-02 09:40:29,301.698762711864,-0.948869602834341,0.98116584027702,3.378,4.337
2020-09-03 09:10:45,565.446586206897,-1.19610381459038,0.946240052065147,2.705,3.979
2020-09-09 13:42:23,268.602608695652,-0.944359621914262,0.959581879593057,2.357,3.924
2020-09-11 09:05:27,179.917142857143,-1.06082137112049,0.916094285400621,2.476,3.866
2020-09-21 09:17:16,572.933111111111,-0.947742403742662,0.928718733017786,1.706,2.59
2020-10-06 09:28:34,617.089375,-0.96477606579665,0.927645515441856,1.663,2.614
2020-10-17 13:57:15,839.97768,-1.35088906611981,0.908652838853442,2.016,2.981
2020-10-19 11:51:56,489.473324324324,-0.90280923692127,0.951171086211231,2.084,3.343
2020-10-28 09:58:30,77.3487142857143,-0.698775176461056,0.966268211828581,3.107,Inf
2020-10-28 13:45:32,363.8004,-0.872979997836665,0.965092646973698,2.623,4.03
2020-11-02 15:25:21,300.566791666667,-1.12423280968449,0.928746347784217,2.591,3.674
2020-11-04 13:43:23,1135.54261111111,-1.27390499143471,0.934437455408889,2.269,3.649
2020-11-09 10:58:11,247.981090909091,-1.00248666499482,0.966156098103617,3.622,5.151
2020-12-14 13:20:56,420.633488372093,-0.892026538809132,0.994181904678387,4.559,7.319
2021-03-22 11:03:36,1267.34764,-1.0859815159604,0.951816708650884,3.347,6.479
2021-03-31 14:55:48,269.819242424242,-0.901566125589511,0.994667340698737,5.156,6.967
2021-04-16 12:19:41,608.484473684211,-0.963464236541995,0.990468373450678,5.113,6.835
2021-04-26 11:43:12,359.263428571429,-0.881518451324039,0.989661110325682,5.344,7.235
2021-05-06 09:44:27,901.266440677966,-1.06512905578425,0.99263939064668,4.089,6.145
2021-05-14 13:07:32,894.5645,-1.00909581121034,0.995948154846226,4.553,6.875
2021-05-24 10:16:53,428.287369791667,-0.914821055290374,0.990780265821977,5.349,7.076
2021-05-26 11:40:31,394.801428571429,-0.952117843498167,0.992220977114081,4.34,6.947
2021-05-28 10:48:31,413.162448979592,-0.993048357895571,0.986723437965237,4.011,6.643
2021-05-31 11:50:38,454.523223140496,-1.06722270679708,0.959551298859704,2.494,5.888
2021-06-02 14:04:39,355.354375,-1.18832715402865,0.90650618876686,1.687,3.827
2021-06-07 10:02:57,285.93064516129,-1.10125205376081,0.913454882998911,1.899,5.305
2021-06-15 17:55:10,583.080221518987,-1.23419133572268,0.900480885477413,1.259,3.562
2021-06-18 11:42:35,172.857211267606,-0.960813800943053,0.96493561649551,4.088,6.087
2021-06-21 09:06:58,1092.09456896552,-1.24850758806837,0.933897039594059,1.339,4.251
2021-06-28 14:06:12,229.137931034483,-0.955669886215354,0.970700130403693,3.554,6.069
2021-07-07 14:06:56,465.053815789474,-0.91976801480236,0.990821111050126,4.071,7.973
2021-07-12 09:04:05,1181.09986842105,-1.08201961902383,0.987847999756518,3.602,5.967
2021-07-21 10:16:41,470.280476190476,-0.949372719954059,0.9854992132153,4.177,6.165
2021-07-26 12:31:11,438.76,-1.0951747024306,0.976852860944617,3.994,5.023
2021-08-02 09:40:44,731.047155172414,-1.07603581699791,0.979624898263687,4.403,5.352
2021-12-14 10:45:36,1033.6096969697,-1.03735934190339,0.99589995614016,4.075,6.552
2021-12-14 12:45:36,1033.6096969697,-1.03735934190339,0.99589995614016,4.075,6.552
2022-02-24 12:28:35,59.6578405797101,-0.787995018318507,0.973031075761509,4.611,Inf
2022-03-17 09:12:18,313.155789473684,-0.873111502036404,0.996346297425451,5.215,7.466
2022-03-17 09:38:42,218.835172413793,-0.873496199381844,0.997966732775707,5.306,7.654
2022-03-22 08:50:04,586.132340425532,-1.03548462658126,0.994860080355562,4.202,6.598
2022-03-29 11:38:35,462.968630136986,-0.991890357813665,0.992736354424664,4.384,6.5
2022-04-12 08:59:17,1157.20396449704,-1.15230062232982,0.998659994977707,3.923,6.063
2022-04-19 08:33:30,274.886,-0.888602547302364,0.986213227035086,4.929,7.11
2022-05-02 12:28:23,152.24219047619,-0.715217844613015,0.957186315084339,6.59,8.177
2022-05-09 12:46:59,158.691666666667,-0.729358292620629,0.943663396183618,5.962,7.887
2022-05-12 14:33:19,326.86,-1.03191223755655,0.968738585869491,4.297,5.289
2022-05-23 13:07:57,376.584512195122,-1.1772070130524,0.948605953862927,2.75,4.75
2022-05-25 11:57:51,541.349058823529,-1.09638105128386,0.93842252536455,2.582,4.615
2022-05-31 08:10:16,533.332222222222,-1.12693114377677,0.969040776513086,3.396,4.909
2022-06-07 12:04:16,638.726274509804,-1.25755960028795,0.928313621268403,1.848,3.889
2022-06-13 13:02:15,289.898985507246,-1.05854506599752,0.957757116406375,2.872,4.884
2022-06-15 11:49:34,1076.87886075949,-1.3214132737685,0.923607087734429,1.647,3.64
2022-06-20 13:46:03,549.147073170732,-1.19575221971108,0.93482082531911,1.784,3.532
2022-06-27 11:50:44,369.150333333333,-1.14269723441478,0.919847113321227,1.422,4.798
2022-07-01 09:04:53,666.3616,-1.14599637734755,0.951592260124976,2.285,5.171
2022-07-11 12:33:29,191.89,-1.07094014155282,0.93663495904175,2.929,4.503
2022-07-18 12:02:24,536.707333333333,-1.1374502922678,0.925884478706682,2.897,3.412
2022-07-25 10:51:48,265.957037037037,-1.04201341575884,0.947354813685656,3.497,4.698
2022-08-01 11:03:57,476.61,-1.09791095194126,0.94861929575923,3.389,3.965
2022-08-08 11:35:28,1004.19846153846,-1.21025860828357,0.963883336236926,3.692,4.525
2022-08-18 11:32:34,231.769743589744,-1.02062283728812,0.964064128820307,3.796,5.231
2022-08-22 12:44:39,1008.47833333333,-1.15218135842116,0.963299999316457,3.653,4.44
2022-08-29 08:33:34,970.025980392157,-1.2417420465717,0.955532990604135,3.366,3.903
2022-09-05 11:09:47,103.169333333333,-0.978894452795917,0.946328099704568,3.73,Inf
2022-09-13 09:04:13,913.973928571429,-1.23075489346172,0.960094227497989,3.649,4.175
2022-09-19 11:20:52,211.459883495146,-0.960963575164872,0.955810602158359,4.161,4.84
2022-09-26 10:00:51,107.31752173913,-0.87819042487037,0.942276635740033,4.492,Inf
2022-10-03 08:53:46,634.678461538462,-1.21496672019434,0.937245823198892,2.418,3.728
2022-10-11 11:59:03,169.535,-0.859935654275852,0.984430653690581,5.247,6.418
2022-10-17 09:51:14,105.205282352941,-0.900654167669699,0.971179584666403,4.284,Inf
2022-10-24 12:58:45,1431.28711538462,-1.1987641691918,0.980129319661773,3.409,5.131
2022-11-01 08:16:51,70.9747466666667,-0.915596657105162,0.946825166396104,3.883,Inf
2022-11-08 12:12:20,466.398333333333,-1.08797076519036,0.985191840837032,4.136,6
2022-11-16 12:44:34,232.9396875,-0.962492633066594,0.982038761144939,4.439,5.802
2022-11-28 11:42:31,1050.9869047619,-1.05138118572143,0.989443034721971,3.951,6.496
2022-12-12 10:51:31,350.828579310345,-0.839234043811464,0.979551950362157,5.579,8.786
