"Date","I0","k","r2","Zeu","Zeu_0.1"
2018-04-20 15:53:23,1602.45151376147,-0.874284655913236,0.998259645894187,5.243,7.963
2018-04-23 10:48:55,213.768133333333,-0.734140977896585,0.999559511961384,6.28,9.411
2018-04-23 12:38:42,551.594444444444,-0.790298609551638,0.999506088105686,5.85,8.764
2018-04-23 13:01:58,719.156148148148,-0.802308901390998,0.997669192284941,5.734,8.765
2018-04-23 14:07:14,244.126111111111,-0.746857281453484,0.999183102472736,6.244,9.228
2018-04-30 17:04:05,1400.54,-0.916320412751163,0.995116088559946,5.136,7.578
2018-05-04 13:50:57,2020.83,-0.769177330254771,0.966327057083828,6.298,8.923
2018-05-07 12:09:52,1229.21478060046,-0.724418003834717,0.985249643928922,6.292,Inf
2018-05-14 09:41:17,706.193618090452,-0.617753245357359,0.996227328234508,7.508,Inf
2018-05-14 13:35:25,1977.27851948052,-0.635680592038633,0.98855486415517,7.389,Inf
2018-05-17 12:02:50,250.756683417085,-0.717838333449473,0.994209804130909,6.477,Inf
2018-05-21 14:36:49,783.2730625,-0.908398326987962,0.960757033549401,4.29,8.085
2018-05-28 09:58:43,866.338651452282,-1.03128686503848,0.990638509376001,3.946,6.649
2018-05-30 12:00:50,545.044875,-0.804837311708602,0.99648043683682,5.735,8.58
2018-05-31 13:04:23,360.585032679739,-0.859299462870448,0.989905784935558,4.921,8.35
2018-06-04 11:25:14,1941.28095238095,-0.9851949922325,0.99010660083243,4.545,7
2018-06-07 10:05:47,1653.7298245614,-0.973801378583068,0.997328473036249,4.886,7.246
2018-06-11 09:39:59,216.735104166667,-0.806907551148197,0.997673401707996,5.789,8.251
2018-06-14 13:39:24,263.984666666667,-0.860749936321361,0.995448915510245,5.335,7.579
2018-06-18 09:48:57,919.492368421053,-0.909353890167701,0.99255846771131,5.434,7.374
2018-06-21 14:00:29,602.703968253968,-0.893818870712027,0.994567792066321,5.429,7.53
2018-06-25 10:39:56,113.89506122449,-0.853513451988977,0.988432750476358,5.148,Inf
2018-06-28 09:39:10,856.541883116883,-1.02620172853576,0.995881837162056,4.528,6.651
2018-07-02 09:56:46,1660.32382352941,-1.03222382801101,0.996807733010984,4.857,6.607
2018-07-05 12:25:55,573.075789473684,-0.960157895360067,0.995912213792196,5.097,6.808
2018-07-09 09:48:10,1110.9885,-1.00778929429572,0.988056163121691,5.128,6.632
2018-07-16 09:45:00,633.3644,-0.986855577411092,0.992300952390394,5.149,6.62
2018-07-19 10:09:16,1659.82521276596,-1.13171470925826,0.996003271850176,4.36,5.953
2018-07-23 09:37:18,57.7104015748032,-1.11766918655807,0.990262743953659,3.973,Inf
2018-07-26 15:31:27,1614.80941176471,-1.15513387169987,0.980616319017047,3.289,5.519
2018-08-02 12:29:49,666.117494824017,-1.12833572022699,0.986060533033578,4.099,5.49
2018-08-06 09:37:13,803.96,-1.11878337999045,0.986249595474537,4.548,5.763
2018-08-09 13:53:55,243.748275862069,-0.86213850208424,0.97404191258595,5.694,6.876
2018-08-10 10:30:05,1335.65633333333,-1.09556060669438,0.989115161119928,4.123,5.829
2018-08-10 12:22:13,410.503333333333,-0.931110813523984,0.988746739528176,5.238,6.547
2018-08-10 14:34:03,945.881544715447,-1.03031029677327,0.98814635665952,4.909,6.021
2018-08-14 11:59:03,1225.50448717949,-1.14533845716306,0.975336821210805,4.57,5.566
2018-08-16 17:51:19,513.361774193548,-1.09995658702989,0.979827269531082,3.803,5.436
2018-08-20 11:22:31,375.131333333333,-1.00260129656378,0.98652089447064,4.552,5.9
2018-08-24 16:27:13,1385.18918367347,-1.1721139743324,0.969847557878279,3.787,5.471
2018-08-27 11:43:24,394.734446952596,-0.931045368650115,0.987653966174508,5.088,6.635
2018-09-03 09:41:19,1214.29086956522,-1.13234430408406,0.98904466470132,3.637,5.685
2018-09-03 13:21:31,195.91,-0.810340938254744,0.985799443216065,5.621,7.72
2018-09-07 15:22:22,738.67527027027,-1.37714188766087,0.998467106722958,3.48,5.045
2018-09-10 13:24:46,195.444734042553,-1.05544201273129,0.967283941368452,3.414,5.331
2018-09-12 16:26:48,1133.8024,-1.21331260860916,0.977358361738951,3.139,4.874
2018-09-17 13:52:17,299.758202247191,-1.15089829545013,0.955768279579489,3.044,4.329
2018-09-21 16:01:59,1479.35867692308,-1.1352878290652,0.993817462820272,4.153,5.658
2018-09-24 13:47:13,151.9236,-0.981817626743599,0.973113287515248,4.029,5.608
2018-10-01 12:48:50,256.613529411765,-0.913981487502825,0.987084055008104,4.972,6.393
2018-10-05 15:39:48,1516.80382471264,-1.27721983193649,0.989901756896352,3.434,5.072
2018-10-08 12:19:43,433.641641791045,-1.03657747871763,0.987717578141831,4.295,5.837
2018-10-15 13:33:24,344.029456066946,-1.13314518041905,0.936837894059542,2.77,4.407
2018-10-19 15:18:46,111.911063636364,-0.892505078650642,0.968861446575348,4.325,Inf
2018-10-22 11:47:38,671.872727272727,-1.12654413648538,0.975447507962774,3.354,5.037
2018-10-29 11:36:16,96.4867094017094,-0.835947577296848,0.975614609231943,4.859,Inf
2018-11-02 15:27:53,19.3906262626263,-0.721585063691146,0.938212880355951,4.429,Inf
2018-11-07 15:59:59,972.80475862069,-1.17057305286779,0.980186137664103,3.258,5.401
2018-11-13 15:24:08,119.103004098361,-0.919368690055775,0.966785819212955,4.011,Inf
2018-11-19 11:47:25,301.98835443038,-0.988283520703927,0.989285418150297,4.113,6.707
2018-12-06 11:38:22,284.880555555556,-0.893276345590364,0.983645678156918,4.728,7.676
2018-12-17 11:31:23,889.294522144522,-1.06277746468032,0.992766582298774,4.005,6.382
2019-06-03 08:17:10,535.221838235294,-0.719190221885076,0.960922421451597,6.932,8.777
2019-06-06 06:36:59,331.722226277372,-0.82345488270566,0.989754291196898,6.094,7.753
2019-06-06 13:21:06,601.2534375,-0.763433786237978,0.980822734720763,6.587,8.316
2019-06-06 15:56:07,1034.98406976744,-0.829709104316617,0.982019097569089,6.317,8.042
2019-06-10 09:59:09,136.34484754522,-0.814566341622528,0.992270962931699,5.788,7.362
2019-06-10 13:12:02,639.736527050611,-0.840352541039905,0.990046321820317,6.036,7.851
2019-06-13 13:16:19,323.201710526316,-0.85650855074099,0.992259472295911,5.338,7.434
2019-06-17 09:56:47,1467.69596296296,-0.970317403745505,0.99538920463062,5.035,7.255
2019-06-20 15:10:10,202.748235294118,-0.855895641926152,0.994731823606427,5.366,7.425
2019-06-24 09:48:11,1287.31830985915,-0.958761124048814,0.994549817407313,5.218,7.263
2019-06-27 09:36:25,1157.45138888889,-0.96933731571131,0.99463015312217,5.058,7.041
2019-07-01 09:47:11,899.32619760479,-1.07264472871546,0.997483921314282,4.256,6.394
2019-07-03 09:33:58,1025.70275862069,-1.05774593541914,0.992448446224363,4.171,6.257
2019-07-08 09:42:19,873.326388888889,-1.00637854454593,0.988399889155621,4.321,6.125
2019-07-08 14:49:07,2268.65451038576,-1.14085484729082,0.997215698594297,4.083,6.038
2019-07-15 09:44:04,183.087333333333,-0.948961596720862,0.976541127967843,4.519,5.685
2019-07-18 09:39:15,394.225042016807,-1.03599084619831,0.979253357185667,4.559,5.544
2019-07-22 10:09:47,259.772549019608,-0.999723867320067,0.983343564830837,4.857,5.721
2019-07-29 09:43:15,1392.77665217391,-1.21162713567261,0.97959023898283,3.232,5.237
2019-08-01 09:36:36,1064.09422222222,-1.21627611387944,0.974726084392001,3.159,4.888
2019-08-05 12:01:40,717.921111111111,-1.12206893246832,0.981523786630586,3.774,5.425
2019-08-05 15:27:19,569.796948051948,-1.09538644312134,0.982405144785688,3.916,5.488
2019-08-08 09:30:01,1000.41259259259,-1.08109320701354,0.964422268328307,3.502,5.35
2019-08-12 09:37:12,1067.31548913043,-1.16850145878241,0.981060841124033,3.455,5.452
2019-08-14 11:57:54,379.845454545455,-1.0078593965274,0.985063089586817,4.489,5.849
2019-08-14 15:01:52,236.934545454545,-0.980964613361779,0.959031759909123,3.559,5.372
2019-08-14 18:02:05,688.3516,-1.1955580186718,0.972515821810874,3.231,5.094
2019-08-15 09:04:34,888.111666666667,-1.17022814868561,0.969499192431914,3.165,5.332
2019-08-15 11:55:46,242.193703703704,-0.901380309887852,0.981747323316943,5.228,6.174
2019-08-19 09:40:08,995.850875,-1.21801821763912,0.969728124889904,2.818,5.068
2019-08-22 09:26:00,787.588333333333,-1.19463247615475,0.95873872115862,2.792,4.641
