"Date","I0","k","r2","Zeu","Zeu_0.1"
2018-05-04 00:00:00,1627.8708411215,-1.0013664398161,0.996907198790002,4.606,6.696
2018-05-11 00:00:00,2110.4902284264,-1.05362364484419,0.993784189445933,4.502,6.46
2018-05-17 00:00:00,612.178695652174,-0.940762507419016,0.994772687760876,4.676,7.257
2018-05-24 00:00:00,1223.166,-0.832919426633497,0.996564470018414,5.745,8.398
2018-05-31 00:00:00,596.884117647059,-0.849324620774271,0.977394516574682,4.82,7.984
2018-06-07 00:00:00,1354.12367521368,-0.885657076856047,0.990971142910064,4.835,8.044
2018-06-14 00:00:00,1435.68868794326,-0.859253257967987,0.996934460398769,5.623,8.053
2018-06-21 00:00:00,637.776808510638,-0.917098451224746,0.996229494389626,5.034,7.245
2018-06-28 00:00:00,1156.5801,-1.12290076792789,0.9656277319596,2.774,5.306
2018-07-05 00:00:00,1388.75793604651,-1.16933962109844,0.942308316676507,2.118,4.215
2018-07-12 00:00:00,503.591023622047,-1.05970664373329,0.957378857140412,2.988,4.93
2018-07-19 00:00:00,1464.22777304965,-1.23799425607218,0.964767893150153,2.923,4.91
2018-07-26 00:00:00,1903.00622377622,-1.50837938082455,0.993385107019319,2.768,4.332
2018-08-02 00:00:00,220.695679927667,-0.965834187054468,0.940848785469202,3.306,4.958
2018-08-09 00:00:00,1281.72564885496,-1.17125596713684,0.9898547064626,4.216,5.09
2018-08-16 00:00:00,488.554971098266,-0.965495280694235,0.96747549928079,4.789,5.718
2018-08-24 00:00:00,1087.49694129979,-1.09236263989434,0.984762705293807,4.409,5.41
2018-09-07 00:00:00,1291.20021551724,-1.06630985494627,0.982216274924787,3.819,6.816
2018-09-21 00:00:00,767.998591549296,-0.909742845034392,0.994483746005811,4.772,7.472
2019-06-13 00:00:00,1116.56236966825,-0.90409922190963,0.973519494263623,6.229,7.384
2019-06-20 00:00:00,1524.87801457195,-0.873022652264488,0.967042935513006,6.589,7.555
2019-06-27 00:00:00,1101.26441441441,-0.830298729154113,0.937368097410298,7.129,7.811
2019-07-03 00:00:00,810.676582914573,-0.75703579331131,0.948121674065998,7.359,8.382
2019-08-01 00:00:00,918.861826086957,-0.848029520960429,0.985108348286687,6.002,7.969
2019-08-08 00:00:00,229.357421052632,-0.752000695655838,0.971992138483004,6.268,7.976
2019-08-14 00:00:00,2402.645,-1.06530209880506,0.98930964114206,4.638,6.438
2019-08-22 00:00:00,517.252,-0.901038065441181,0.986278944995119,5.156,6.803
2019-09-04 00:00:00,720.338082191781,-0.867716181006187,0.979577282656863,5.759,7.257
2019-09-20 00:00:00,1522.71948979592,-1.10079801728928,0.963134715078364,4.391,5.393
2020-06-18 00:00:00,232.639545454545,-0.83923065512336,0.960813740314448,4.545,7.38
2020-06-25 00:00:00,1380.89825396825,-0.798882120043547,0.986639683682126,5.431,9.105
2020-07-02 00:00:00,1585.00835294118,-0.840727275140737,0.99090639403343,4.612,8.639
2020-07-09 00:00:00,772.782121212121,-0.904606724459356,0.975372171054439,3.998,7.286
2020-07-17 00:00:00,945.074444444444,-0.747475318602437,0.982580104969692,6.417,9.015
2020-07-23 00:00:00,372.330833333333,-0.835856285573441,0.987934115519002,5.683,7.815
2020-07-30 00:00:00,338.568496240602,-0.737242032294304,0.980815348220864,6.748,8.593
2020-08-06 00:00:00,392.4328125,-0.84739593794107,0.995534982300751,5.362,7.975
2020-08-12 00:00:00,1308.84089285714,-0.99309521121751,0.992123718000711,4.332,6.866
2020-08-20 00:00:00,236.952528089888,-0.840666489681117,0.972036314610665,5.814,7.541
2020-08-26 00:00:00,1216.55048571429,-1.0659897297358,0.922218408961111,3.755,6.909
2020-09-03 00:00:00,1155.20944444444,-0.989109442534059,0.983459157294258,4.035,7.274
2020-09-16 00:00:00,181.144187192118,-0.919981781611067,0.948852602558777,3.508,5.557
2021-05-03 00:00:00,99.0127661290323,-0.741327620057613,0.988777261830012,5.998,Inf
2021-05-14 00:00:00,1076.4,-0.723246463920997,0.975031051200177,6.855,9.078
2021-05-31 00:00:00,885.204,-0.68373129387901,0.994503373518092,6.844,10.051
2021-06-16 00:00:00,792.167272727273,-0.68195514639397,0.982395597032806,7.645,9.53
2021-06-28 00:00:00,1536.20350877193,-0.877283237441449,0.97343935806308,5.039,8.545
2021-07-12 00:00:00,652.830695652174,-0.922909007499767,0.987843937154423,4.933,8.002
2021-07-26 00:00:00,815.087450980392,-1.00633941293747,0.992662896606721,4.358,6.429
2022-05-02 07:30:07,1840.80186046512,-1.07170221618534,0.96833653828687,4.924,6.588
2022-05-09 08:46:20,2048.44678571429,-1.03580736605445,0.986718744954373,4.791,6.5
2022-05-12 10:48:09,482.612567567568,-0.944589531518908,0.996050809108946,5.238,6.88
2022-05-23 09:49:23,141.164791666667,-0.931596989886726,0.975795790443204,4.15,7.155
2022-05-31 09:10:10,2084.80407407407,-1.14448898710872,0.977621276951025,2.857,6.017
2022-06-07 08:30:51,220.605569620253,-1.13149240924616,0.902876085774957,1.999,3.948
2022-06-13 09:45:55,1786.22071428571,-1.36181163006366,0.969037849674511,2.088,4.119
2022-07-05 09:14:06,1447.47,-1.54609706406477,0.958628105750596,1.496,3.561
2022-07-11 09:08:08,239.511428571429,-1.36093110964659,0.953443479921998,2.592,4.063
2022-07-15 08:47:16,665.251411764706,-1.27225296716223,0.991862209340499,3.59,4.995
2022-07-15 11:01:18,342.237333333333,-1.3020750209889,0.972871874815781,3.083,4.487
2022-07-18 08:28:19,185.529285714286,-1.17964559890954,0.980575106346578,4.093,4.687
