"Date","Depth_m","Temp_C","Chla_ugL","Turb_NTU","Cond_uScm","Spec_Cond_uScm","DO_mgL","DO_pSat","pH","ORP_mV","PAR_umolm2s","Desc_rate","Flag","Reservoir","Site","Flag_Temp","Flag_DO","Flag_Cond","Flag_SpecCond","Flag_Chla","Flag_Turb","Flag_pH","Flag_ORP","Flag_PAR","Flag_DescRate"
2014-09-22,0.224,21.1751,2.1067,1.2974,31.997249,NA,8.40662,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2014-09-29,0.096,19.9163,4.4911,1.2638,31.617429,NA,8.89591,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2014-10-04,0.099,20.2158,3.4556,1.801,31.962451,NA,8.97054,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2014-10-15,0.101,17.6674,10.569,2.657,30.159253,NA,8.46816,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2014-10-23,0.297,14.2302,4.3165,3.6977,30.584279,NA,8.78651,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2014-11-10,0.136,10.4709,5.7884,2.2877,27.020415,NA,10.23044,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2014-12-10,0.356,5.3478,0.5356,2.7913,23.427747,NA,10.62818,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-03-16,0.28,6.3766,1.1744,8.6054,20.325364,NA,11.9907,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-03-31,0.125,9.1399,0.8371,7.4038,22.06473,NA,11.04956,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-04-07,0.291,13.7867,0.3531,6.9231,24.973811,NA,9.93833,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-04-13,0.157,15.5058,1.0038,7.318,25.867844,NA,9.57609,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-04-16,0.303,15.006,26.2202,1092.2173,25.604595,NA,9.32596,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-04-16,0.303,15.0068,26.2083,1092.2173,25.606767,NA,9.3305,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-04-19,0.232,17.9326,2.4598,6.6828,27.510222,NA,8.46597,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-04-21,0.168,16.1538,1.0633,8.5711,26.259736,NA,9.20288,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-04-25,0.117,13.9891,2.3487,9.0861,25.08665,NA,9.31208,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-04-28,0.248,13.8359,0.6586,7.73,25.050488,NA,9.63755,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-05-01,0.134,14.6183,2.4598,8.039,25.163915,NA,9.47739,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-05-05,0.438,18.0305,0.7221,5.7558,26.799358,NA,9.23404,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-05-07,0.085,19.6856,1.8964,6.7171,27.790956,NA,8.80926,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-05-11,0.259,23.4025,0.6864,3.9705,30.313722,NA,8.58273,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-05-14,0.541,20.3668,2.9041,4.7945,29.221098,NA,8.95344,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-05-18,0.244,23.4154,0.6983,3.6615,31.480101,NA,8.46905,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-05-21,0.101,21.5489,2.1464,4.537,30.437364,NA,8.28114,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-05-25,0.292,20.5473,1.2616,1.9449,30.14609,NA,9.32915,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-05-25,0.292,20.5231,1.2616,1.8762,30.175781,NA,9.36563,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-05-28,0.163,25.3744,0.9006,1.5844,33.871806,NA,6.82375,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-06-08,0.112,23.1557,1.3331,2.1509,32.456983,NA,8.76291,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-06-11,0.155,25.2279,1.0672,1.5329,33.711043,NA,8.16375,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-06-15,0.099,27.3688,0.6467,2.8375,35.195945,NA,7.63455,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-06-22,0.178,26.9725,1.3251,2.2367,35.276923,NA,7.8561,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-06-23,0.102,27.1195,1.3489,2.3569,36.268671,NA,8.01046,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-06-29,0.22,24.361,2.0273,2.7002,35.374757,NA,8.82549,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-07-02,0.117,25.2884,1.4679,2.8547,36.203236,NA,8.578,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-07-06,0.333,24.1157,2.551,5.0348,35.854519,NA,10.02384,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-07-09,0.173,25.7279,1.583,8.5539,39.566603,NA,11.49274,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-07-13,0.125,25.6647,2.0353,15.8497,36.14456,NA,8.58867,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-07-13,0.125,25.6643,2.0313,15.8497,36.135077,NA,8.59993,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-07-16,0.478,25.4669,3.4119,6.0133,36.070508,NA,7.69618,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-07-20,0.099,27.7454,2.5391,2.9062,37.759265,NA,8.58754,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-07-23,0.105,27.0146,2.0789,2.1337,36.946619,NA,8.46828,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-07-27,0.159,27.3527,2.2495,1.6874,37.327831,NA,8.26152,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-07-27,0.159,27.3524,2.2495,1.6359,37.347212,NA,8.26808,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-07-27,0.159,27.3522,2.2376,1.6187,37.344282,NA,8.27336,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-07-30,0.133,28.7504,3.9396,2.5457,38.250821,NA,7.41922,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-08-03,0.105,26.2449,2.2813,2.5629,36.868624,NA,8.18428,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-08-08,0.112,25.5987,6.0977,2.9743,36.715657,NA,8.09767,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-08-31,0.99,24.4161,8.4108,3.7381,36.547565,NA,9.37787,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-09-07,0.845,25.1068,6.8798,3.0442,37.166494,NA,8.68257,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-09-14,0.86,22.8237,5.8992,4.5684,36.240171,NA,6.67561,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-09-21,0.426,21.6449,7.1858,4.2783,35.1173,NA,6.7579,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-09-28,0.25,19.2587,0.017,0.9958,1.848034,NA,7.89162,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-09-28,0.25,19.2813,0.0378,0.9425,2.119757,NA,7.90878,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-09-28,0.25,19.3175,0.0717,0.8772,2.513627,NA,7.92721,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-09-28,0.25,19.3747,0.1275,0.8133,3.124669,NA,7.93534,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-10-05,0.953,16.8134,2.4399,4.827,31.097065,NA,6.83447,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-10-19,0.742,14.3825,0.6739,3.7837,34.296696,NA,5.67525,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-10-23,0.64,15.7964,1.639,5.4137,29.860264,NA,7.16761,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2015-12-07,0.709,8.1692,1.9975,5.3354,22.915876,NA,10.16855,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-05-12,0.51,19.6631,1.4921,1.901,28.672651,NA,5.59532,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-05-12,0.51,19.6461,1.3543,1.9179,28.629677,NA,6.09748,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-05-16,0.524,17.1333,0.5223,1.6233,27.420026,NA,7.21937,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-05-19,0.572,16.4242,1.6972,1.3656,27.123846,NA,9.4406,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-05-23,0.675,17.3609,1.1352,1.6123,26.745926,NA,7.35843,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-05-26,0.418,20.464,0.9458,1.4204,29.342817,NA,9.40319,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-05-29,0.589,22.9886,2.3874,1.8954,30.423478,NA,9.08883,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-05-30,0.36,22.4461,1.0872,1.8414,29.791788,NA,9.33974,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-05-30,0.36,22.4442,1.0699,1.8441,29.806287,NA,9.3329,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-05-31,0.419,22.4599,1.484,1.5551,29.369509,NA,7.7066,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-06-01,0.364,22.5306,2.6023,3.3063,30.430834,NA,11.05607,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-06-02,0.446,24.8486,1.5351,2.7753,31.962402,NA,7.30934,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-06-03,0.535,25.3021,2.1944,1.6359,31.841566,NA,9.38212,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-06-06,0.27,24.8969,1.3515,2.2559,31.622294,NA,7.30242,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-06-07,0.152,24.8378,0.8579,13.5268,32.644956,NA,8.82038,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-06-08,0.348,23.6114,1.6522,1.8789,31.25608,NA,7.29051,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-06-09,0.513,21.8237,2.047,2.2769,30.32926,NA,7.80187,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-06-13,0.49,23.2914,1.1124,1.484,32.67085,NA,5.73603,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-06-20,0.685,24.8002,1.5726,1.8642,33.594599,NA,9.09661,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-06-20,0.685,24.7836,1.56,1.8172,33.597169,NA,9.09807,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-06-23,0.839,23.382,4.2377,1.5744,32.423129,NA,7.09989,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-06-26,0.488,24.5176,2.9413,1.6667,32.858291,NA,7.27085,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-06-27,0.268,24.6983,3.0818,1.4083,32.746882,NA,8.38501,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-06-28,0.504,22.874,3.7652,1.9772,31.92119,NA,9.04767,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-06-30,0.487,24.102,2.4364,1.3967,36.640769,NA,6.08202,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-06-30,0.487,24.1193,2.4186,1.4014,36.659951,NA,6.30413,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-07-05,0.359,22.9213,5.0834,1.3915,32.979194,NA,8.28753,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-07-07,0.548,24.646,3.7311,1.1165,33.692136,NA,5.72009,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-07-07,0.548,24.645,3.7335,1.1174,33.670832,NA,5.72319,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-07-07,0.548,24.6441,3.7327,1.1174,33.661099,NA,5.72864,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-07-07,0.548,24.6435,3.7284,1.1233,33.664351,NA,5.73249,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-07-07,0.548,24.643,3.721,1.1299,33.675441,NA,5.73135,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-07-07,0.548,24.6426,3.71,1.1308,33.687304,NA,5.72594,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-07-07,0.548,24.6424,3.6979,1.1286,33.687067,NA,5.72197,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-07-07,0.548,24.6426,3.6908,1.1297,33.674669,NA,5.72405,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-07-07,0.548,24.6434,3.6914,1.1331,33.664842,NA,5.72247,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-07-07,0.548,24.6447,3.6983,1.1397,33.664989,NA,5.72166,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-07-07,0.548,24.6483,3.7193,1.169,33.665825,NA,5.73552,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-07-07,0.548,24.6501,3.7253,1.195,33.660724,NA,5.74394,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-07-07,0.548,24.6514,3.7269,1.2407,33.65648,NA,5.76016,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-07-07,0.548,24.6523,3.7266,1.2967,33.651961,NA,5.78041,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-07-07,0.548,24.653,3.7243,1.3274,33.635941,NA,5.80143,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-07-07,0.548,24.6536,3.7182,1.3205,33.624191,NA,5.82481,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-07-07,0.548,24.6563,3.6938,1.2343,33.642165,NA,5.87582,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-07-11,0.522,24.9381,2.0076,1.1758,33.409761,NA,6.06574,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-07-14,0.369,25.8054,1.8467,1.1699,34.554027,NA,5.26905,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-07-18,0.435,26.84,1.4988,1.4352,35.713079,NA,6.15458,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-07-18,0.435,26.8343,1.4979,1.4355,35.711334,NA,6.27992,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-07-21,0.512,26.8576,1.2416,1.366,35.534936,NA,6.26923,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-07-24,0.258,28.6465,1.3501,0.4738,37.274353,NA,8.41279,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-07-25,0.189,28.9999,1.004,1.0999,37.915223,NA,7.97406,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-07-26,0.218,29.1758,1.0385,1.2805,38.17425,NA,7.66584,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-07-28,0.463,27.132,2.4069,1.9269,38.028129,NA,5.36272,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-08-01,0.111,28.3071,1.0246,0.891,38.488551,NA,6.03585,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-08-08,0.527,25.2482,2.9908,1.0997,35.879148,NA,6.22643,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-08-08,0.527,25.2451,3.0138,1.1041,35.871893,NA,6.21775,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-08-11,0.481,26.1496,1.5385,0.8161,37.139769,NA,5.78295,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-08-15,0.513,27.3341,1.5004,0.5752,38.737886,NA,6.05773,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-08-18,0.512,26.7375,2.6939,1.4796,37.373066,NA,6.33596,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-08-23,0.573,25.8025,3.9763,1.8138,37.198821,NA,5.05633,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-08-26,0.106,29.2938,2.5347,5.8069,44.454246,NA,7.60459,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-09-02,0.093,25.0712,3.2354,25.6471,38.877451,NA,6.67021,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-09-06,0.385,25.8229,2.2,1.7723,37.913662,NA,6.53545,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-09-09,0.193,26.016,1.5613,0.7467,38.056165,NA,8.53688,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-09-16,0.106,24.2926,0.2101,8.2957,31.740497,NA,8.50645,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-09-17,0.143,24.3367,4.0676,1.8918,37.385272,NA,7.27292,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-09-27,0.071,22.6347,8.9701,335.4302,36.881132,NA,7.59247,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-09-30,0.099,21.0834,4.4914,4.5873,33.78711,NA,6.0259,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-09-30,0.099,21.0834,4.4914,4.5873,33.78711,NA,6.0259,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-10-05,0.639,20.9112,3.1792,4.3305,33.132056,NA,6.12245,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-10-05,0.639,20.9078,3.1832,4.375,33.107381,NA,6.102,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-10-05,0.639,20.9055,3.2344,4.4723,33.126468,NA,6.08445,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-10-05,0.639,20.9047,3.2649,4.5151,33.135924,NA,6.07468,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-10-05,0.639,20.904,3.2946,4.5395,33.148497,NA,6.07893,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-10-05,0.639,20.9035,3.3331,4.5554,33.175556,NA,6.0861,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-10-05,0.639,20.9032,3.3909,4.5614,33.20227,NA,6.09179,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-10-06,0.543,19.6861,2.7344,4.6043,30.871014,NA,5.21628,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-10-07,0.526,19.9404,3.3572,4.3399,31.90811,NA,5.51459,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-10-11,0.265,17.0702,2.0682,5.5925,28.767958,NA,5.71307,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-10-11,0.265,17.0704,2.072,5.5557,28.783244,NA,5.69697,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-10-11,0.265,17.0707,2.0731,5.5089,28.773209,NA,5.68258,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-10-11,0.265,17.071,2.0723,5.4719,28.74119,NA,5.66505,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-10-11,0.265,17.0718,2.0581,5.4218,28.713327,NA,5.6347,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-10-14,0.212,16.4313,2.1606,3.5196,30.878134,NA,7.65492,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-11-04,0.565,16.031,1.785,1.733,28.188223,NA,6.5516,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-11-04,0.565,16.0302,1.7773,1.7296,28.198377,NA,6.66875,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-11-04,0.565,16.0282,1.7586,1.7245,28.135586,NA,6.89166,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-11-04,0.565,16.031,1.785,1.733,28.188223,NA,6.5516,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-11-04,0.565,16.0302,1.7773,1.7296,28.198377,NA,6.66875,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-11-04,0.565,16.0282,1.7586,1.7245,28.135586,NA,6.89166,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-11-11,0.18,13.3215,2.566,1.9493,26.14012,NA,8.68325,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2016-12-02,0.492,8.7574,2.0907,2.2253,23.354759,NA,8.91667,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2017-03-12,0.504,7.8657,2.3547,3.6169,264.801501,NA,8.55532,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2017-03-12,0.504,7.464,1.559,3.6618,533.015234,NA,9.21423,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2017-03-26,0.504,11.696,1.8498,3.0072,27.043487,NA,10.2358,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2017-04-09,0.5,13.4659,0.7564,2.9573,29.854081,NA,9.16652,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2017-04-09,0.5,13.5978,0.8363,2.9845,29.352408,NA,9.14055,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2017-04-09,0.5,13.6719,0.8927,2.9272,29.454125,NA,8.91973,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2017-04-09,0.5,13.685,0.8925,2.9143,29.474405,NA,8.8961,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2017-04-09,0.5,13.6987,0.8928,2.9183,29.497271,NA,8.86907,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2017-04-09,0.5,13.7228,0.9045,2.9406,29.500908,NA,8.81757,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2017-04-09,0.5,13.7308,0.9168,2.9373,29.496679,NA,8.79196,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2017-04-09,0.5,13.7356,0.9262,2.9355,29.500975,NA,8.76285,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2017-04-09,0.5,13.7375,0.9314,2.9277,29.51294,NA,8.73945,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2017-04-09,0.5,13.7408,0.944,2.9597,29.521036,NA,8.58407,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
2017-04-09,0.5,13.7457,0.9399,2.9704,29.562019,NA,8.43779,NA,NA,NA,NA,NA,NA,"FCR",50,0,0,0,1,0,0,5,5,5,5
