ICP-MS Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cece/Carly?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7Li (STDR),23Na (STDR),24Mg (STDR),27Al (STDR),29Si (STDR),31P (STDR),34S (STDR),35Cl (STDR),39K (STDR),44Ca (STDR),47Ti (STDR),51V (STDR),52Cr (STDR),54Fe (STDR),55Mn (STDR),59Co (STDR),60Ni (STDR),65Cu (STDR),66Zn (STDR),75As (STDR),78Se (STDR),88Sr (STDR),95Mo (STDR),107Ag (STDR),111Cd (STDR),112Sn (STDR),138Ba (STDR),208Pb (STDR),238U (STDR)
08/19/2024 - 29,1.7,"1,621.9",691.2,"3,425.6","9,412.6",117.5,-0.8,0.4,921.4,"1,886.5",62.3,2.6,2.5,"2,119.1",195.7,1.0,2.3,2.2,6.9,0.1,-1.1,13.2,0.1,0.0,0.2,0.2,44.9,2.2,0.1
08/19/2024 - 30,1.8,"1,599.0",699.2,"2,651.3","8,322.7",126.4,-0.7,0.3,810.2,"1,931.1",40.2,2.6,2.4,"2,212.4",212.2,1.0,1.8,2.2,6.9,0.1,-0.9,13.1,0.3,0.0,0.2,0.4,43.9,2.2,0.1
09/02/2024 - 17,0.8,"3,954.8","1,569.6","1,867.5","15,718.3",509.0,-0.6,0.1,"1,636.0","3,975.3",38.9,3.8,2.5,"45,394.9",314.4,3.0,2.2,2.0,10.2,1.4,-0.9,29.1,0.5,0.0,0.0,0.2,81.8,1.6,0.1
09/02/2024 - 29,2.2,"1,576.4",732.2,"4,546.0","10,424.0",143.6,-1.5,-0.8,"1,026.3","1,972.8",79.1,3.4,3.0,"2,901.9",258.2,1.3,3.5,2.3,9.1,0.2,-1.3,14.4,0.1,0.0,0.1,0.1,58.8,3.2,0.1
09/02/2024 - 30,2.2,"1,607.3",752.8,"4,353.9","10,290.7",145.1,-1.2,-0.9,"1,012.5","2,025.8",74.7,3.4,3.0,"3,035.1",254.1,1.3,2.0,2.3,9.1,0.2,-1.2,14.6,0.1,0.0,0.1,0.1,58.3,2.9,0.1
09/09/2024 - 29,0.7,"1,768.4",576.6,"1,324.3","7,255.7",54.0,-0.7,-0.5,689.6,"1,521.5",25.0,0.9,1.3,857.2,92.1,0.4,1.4,0.8,2.5,0.0,-0.7,10.0,0.0,0.0,0.0,0.1,20.6,1.4,0.0
09/09/2024 - 30,0.6,"1,809.0",573.8,729.1,"6,585.6",52.1,-0.6,-0.5,626.2,"1,523.4",11.6,0.7,1.1,848.4,89.3,0.4,1.2,0.7,1.8,0.0,-0.5,9.8,0.0,0.0,0.0,0.1,17.8,0.7,0.0
09/17/2024 - 15,0.8,"2,056.4",668.4,"1,015.3","7,334.9",57.8,-0.2,-0.3,941.4,"1,833.2",22.7,0.8,1.1,"1,335.4",132.1,0.5,0.7,1.9,1.9,0.1,-0.6,12.0,0.0,0.0,0.0,0.1,21.8,1.3,0.0
10/01/2024 - 15,0.3,"1,471.9",455.4,130.9,"5,212.5",26.5,-0.2,-0.4,622.8,"1,227.0",2.6,0.1,0.4,151.8,11.1,0.1,0.3,0.4,0.9,0.0,-0.4,7.9,0.0,0.0,0.0,0.0,9.1,0.7,0.0
10/15/2024 - 29,0.4,"1,753.3",525.2,405.9,"6,172.8",38.2,-0.3,-0.1,639.5,"1,393.8",7.9,0.3,6.9,378.0,39.7,0.4,10.6,6.3,4.1,0.0,-0.4,8.5,0.0,0.0,0.5,0.5,11.6,3.8,0.0
10/15/2024 - 30,0.4,"1,738.3",522.9,307.5,"5,974.8",41.0,-0.5,-0.4,621.6,"1,387.4",6.3,0.4,6.1,478.1,52.1,0.4,10.0,5.2,2.8,0.0,-0.3,8.5,0.2,0.0,0.4,0.6,12.2,2.9,0.1
10/21/2024 - 67,0.0,"1,126.0",489.4,17.9,"4,043.4",25.6,-0.5,-0.4,854.6,"1,421.3",0.7,0.1,0.4,"20,413.3",987.6,1.7,0.6,0.2,0.5,0.4,-0.1,10.5,0.3,0.0,0.0,0.1,85.6,0.7,0.0
10/29/2024 - 29,0.4,"1,819.7",544.6,443.3,"6,285.6",35.4,-0.8,5.4,632.9,"1,388.0",8.3,0.4,1.9,401.1,44.2,0.2,1.8,0.9,2.3,0.0,-0.3,8.8,0.0,0.1,0.1,0.2,13.8,0.9,0.0
10/29/2024 - 30,0.4,"1,792.8",540.1,433.4,"6,187.9",36.0,-0.7,5.4,627.4,"1,387.7",8.1,0.4,1.3,413.9,45.1,0.2,1.8,0.6,1.7,0.0,-0.4,8.7,0.0,0.1,0.1,0.1,13.6,0.8,0.0
11/19/2024 - 29,0.2,"1,718.2",471.4,93.8,"5,655.6",23.2,-0.7,-0.4,670.2,"1,199.3",2.1,0.0,0.7,137.3,18.5,0.1,2.0,0.3,0.0,0.0,-0.4,7.4,0.0,0.0,0.0,0.1,8.5,0.2,0.0
11/19/2024 - 30,0.3,"1,829.8",509.7,98.5,"5,913.8",24.7,-0.7,-0.5,702.6,"1,287.3",2.1,0.0,0.7,142.6,17.2,0.1,2.1,0.3,0.0,0.0,-0.2,7.9,0.0,0.0,0.0,0.1,9.0,2.9,0.0
12/03/2024 - 29,0.3,"2,188.4",550.8,59.8,"7,104.1",22.0,-0.6,0.3,706.1,"1,300.2",1.6,0.0,1.0,101.6,13.5,0.1,2.2,0.8,0.7,0.0,-0.3,8.0,0.0,0.0,0.0,0.1,8.2,0.3,0.0
12/03/2024 - 30,0.3,"2,243.8",560.8,67.0,"7,188.3",23.7,-0.6,0.3,722.2,"1,338.5",1.7,0.0,1.1,106.0,13.6,0.1,2.2,0.7,0.2,0.0,-0.3,8.1,0.0,0.0,0.0,0.1,8.4,0.8,0.0
WaterBlank,0.1,13.7,3.3,37.0,589.4,11.1,-0.9,-0.8,22.1,15.7,2.4,-0.1,0.4,59.5,0.7,0.0,0.2,0.1,-0.5,-0.1,-0.3,0.1,-0.1,0.0,0.0,0.1,0.4,0.3,0.0
